,p1,p2,p3
0,,,0.0
1,-1.0246553421020508,9.889625668525696,-0.7701759338378906
2,-0.6623873710632324,7.524440407752991,0.9936857223510742
3,-1.285923957824707,7.5248823165893555,1.657264232635498
4,-4.113061904907227,5.764123558998108,3.665895938873291
5,-3.5868492126464844,-0.4684567451477051,3.777552008628845
6,-5.455973327159882,1.8039684295654297,4.098185777664185
7,-4.590793609619141,1.897493600845337,3.4860377311706543
8,-4.266118049621582,1.3824806213378906,2.327374219894409
9,-3.1386252641677856,1.463162899017334,3.316718578338623
10,-0.6109986305236816,1.4331660270690918,4.081486344337463
11,-6.6536595821380615,1.425194501876831,4.1808366775512695
12,-6.28023087978363,1.3797667026519775,3.3819937705993652
13,-4.761868745088577,1.3739721775054932,3.761596918106079
14,-5.708942413330078,0.30428028106689453,2.9551868438720703
15,-2.1365315914154053,1.1325113773345947,2.8235890865325928
16,-6.341913223266602,0.1853632926940918,3.0829062461853027
17,-3.009760618209839,0.6014325618743896,2.7869229316711426
18,-0.2711484432220459,0.5323567390441895,4.119472026824951
19,-1.498375415802002,0.30485105514526367,4.867894172668457
20,1.3877811431884766,-0.13486003875732422,3.2842254638671875
21,4.569936752319336,-0.2179107666015625,2.9120330810546875
22,6.380329132080078,9.516541719436646,-3.9485652446746826
23,2.9293456077575684,7.800299763679504,-3.4879283905029297
24,1.0972094535827637,6.968527555465698,-3.1591756343841553
25,1.9156293869018555,5.728531360626221,-0.8332250118255615
26,-9.224617958068848,5.1974493861198425,-0.6371407508850098
27,-6.572264671325684,3.9422049522399902,-0.36984848976135254
28,-1.943181037902832,3.8829805850982666,-0.43221521377563477
29,0.9251036643981934,4.186600685119629,-0.4811708927154541
30,-0.9283983707427979,0.24642038345336914,0.11042928695678711
31,-8.153800964355469,-0.4421677589416504,-1.5766346454620361
32,-4.828505322337151,-1.0464692115783691,-0.02886056900024414
33,-0.9041221141815186,-0.8633782863616943,-1.1015644073486328
34,-8.180514574050903,-0.8869023323059082,-0.5265514850616455
35,-6.270336866378784,-0.9152820110321045,-0.22532200813293457
36,-3.4106013476848602,-0.9855538606643677,0.46384453773498535
37,-6.9813560247421265,-0.9707589149475098,0.18826961517333984
38,-4.699204176664352,-0.9838085174560547,-0.48711657524108887
39,-4.052804470062256,-0.804328441619873,0.644169807434082
40,-8.98076168447733,-0.8503199815750122,-0.1114964485168457
41,-0.4856259822845459,-0.7433972358703613,0.03221750259399414
42,-1.4503939151763916,-0.6713790893554688,1.173321008682251
43,-1.44376802444458,-0.6019656658172607,0.1663508415222168
44,2.8380985260009766,-0.4535205364227295,-1.0448765754699707
45,-1.7189844846725464,-0.6692533493041992,-2.1812908053398132
46,-5.2017542719841,-0.7930473685264587,0.4299764633178711
47,-3.993887484073639,-0.4534142017364502,5.918898671865463
48,-5.634324610698968,-0.5326384007930756,1.361785650253296
49,-1.615823745727539,-0.11660337448120117,-0.5247430801391602
50,-8.678040837869048,-0.17333954572677612,-0.8244600296020508
51,0.9297075271606445,0.5672383308410645,-0.25275087356567383
52,-5.598282098770142,-2.072570323944092,-0.48183703422546387
53,-10.753057032823563,-0.8184576034545898,-0.5556135177612305
54,-2.851804256439209,0.23596608638763428,-0.3172336518764496
55,-5.085738614201546,-1.8519119769334793,0.41951513290405273
56,-10.050999641418457,-1.3971827030181885,0.5214188098907471
57,-7.4769125315360725,-1.2608408629894257,0.16008281707763672
58,3.58457612991333,0.12463998794555664,0.16065549850463867
59,2.2441091537475586,0.48076319694519043,0.2664371728897095
60,1.5272002220153809,0.5415258407592773,0.24991655349731445
61,2.871870517730713,0.7134866714477539,0.253070592880249
62,1.250504493713379,0.17234230041503906,0.3741837739944458
63,0.2526683807373047,-1.1037921905517578,0.3888847827911377
64,-2.460028648376465,-2.4724278450012207,0.2917211055755615
65,-2.1743781566619873,-1.429248332977295,0.3405494689941406
66,-0.06200885772705078,-1.60752534866333,0.27062511444091797
67,-4.039926528930664,-1.048926830291748,0.41730713844299316
68,-0.5334692001342773,-0.9403395652770996,0.36722397804260254
69,-9.060815572738647,-0.8550829887390137,0.33493006229400635
70,1.646712303161621,-9.386290073394775,0.23877525329589844
71,2.368082046508789,-6.168657302856445,0.25269055366516113
72,-10.324029564857483,-2.784498691558838,0.2657737731933594
73,-2.1057939529418945,-1.8000178337097168,0.14967691898345947
74,-1.3597078323364258,-1.011641025543213,0.2944469451904297
75,-1.3642759323120117,-0.6133618354797363,0.2996973991394043
76,-0.874666690826416,-0.3487696647644043,0.3256094455718994
77,-6.052895784378052,-0.0975809097290039,0.43067264556884766
78,0.23700284957885742,0.45753955841064453,0.3024601936340332
79,-3.1505234241485596,0.6724514961242676,0.3067750930786133
80,-2.3784415125846863,0.8784298896789551,0.315462589263916
81,-4.844020843505859,0.7907814979553223,0.276993989944458
82,-3.357223868370056,2.623434543609619,0.33908796310424805
83,-3.229710102081299,0.8789896965026855,0.16206979751586914
84,-4.5534021854400635,1.2858531475067139,0.28978919982910156
85,-6.407780408859253,1.6296401023864746,0.2230386734008789
