baselined_p1_scores,baselined_p2_scores,baselined_p3_scores,original_dialog_p1,original_dialog_p2,original_dialog_p3
,,0.0,,,5.803986549377441
1.2342920303344727,6.261108875274658,0.0,8.689339637756348,8.689339637756348,4.423679828643799
2.034243106842041,5.4428229331970215,0.0,6.234130859375,7.461735248565674,3.1507320404052734
0.6967039108276367,4.75334632396698,0.2965047359466553,4.770368576049805,6.564613342285156,2.5005064010620117
-1.9735302925109863,5.681534892239142,0.43523526191711426,3.035107135772705,5.682233810424805,2.3570711612701416
-1.8326454162597656,2.5487680435180664,0.5905003547668457,6.38818359375,5.823423862457275,2.4820034503936768
-1.1562755107879639,2.515467643737793,0.6725132465362549,2.0007174015045166,5.186304092407227,2.4973502159118652
-5.091279983520508,1.5890288352966309,0.6271562576293945,4.082151412963867,5.028567790985107,3.059734344482422
-0.24642205238342285,1.3033757209777832,0.7054730653762817,3.7588722705841064,4.869855880737305,2.5004115104675293
3.080521583557129,3.8642945289611816,-0.1748969554901123,8.099193572998047,8.099193572998047,2.1298508644104004
-4.320275396108627,0.5528430938720703,-0.22725915908813477,0.2584961950778961,4.1788482666015625,3.0561017990112305
-3.726959030609578,2.7865577103802934,-0.3904416561126709,0.004637439269572496,2.787444829940796,2.011064291000366
-0.41657257080078125,2.825006812810898,-0.5520790815353394,4.06721830368042,3.107388496398926,1.7738310098648071
-4.580454923212528,2.2684483379125595,-0.6270327568054199,0.0725029930472374,2.5004115104675293,2.070697784423828
-4.459227561950684,1.6075109839439392,-0.9078236818313599,2.5852556228637695,2.514552354812622,0.884270191192627
-2.2227900624275208,1.3710832595825195,-0.9647690057754517,0.5480968356132507,2.2336301803588867,0.41904640197753906
-1.2295236587524414,0.6337733268737793,-0.9403144121170044,7.472346305847168,2.8884689807891846,1.2565468549728394
-1.7131054401397705,0.5646765232086182,-0.7465386986732483,1.8364357948303223,2.7715766429901123,0.8339441418647766
0.05274486541748047,0.4482698440551758,-0.3410048484802246,3.883314847946167,3.883314847946167,2.888941764831543
-6.819633416831493,-1.2546812295913696,-0.42679715156555176,0.04835326224565506,1.9658340215682983,3.27217435836792
-4.4007033836096525,-1.7184224128723145,-0.6336283683776855,0.006500290706753731,1.3127214908599854,2.172422409057617
-4.276515558362007,0.053266167640686035,0.040071964263916016,0.22433941066265106,1.0406275987625122,2.3748209476470947
-4.934812979307026,0.33966153860092163,-0.2067553997039795,0.007211251650005579,0.8339441418647766,1.7204601764678955
-7.8934125900268555,-2.27541983127594,-0.25554394721984863,4.840632438659668,1.5017255544662476,1.1283594369888306
-3.527326822280884,-1.8572325706481934,-0.2746474891901016,2.3737800121307373,1.6263058185577393,0.235133096575737
-3.2882232666015625,-2.612382650375366,0.16063714027404785,0.4525787830352783,0.4525787830352783,2.8014442920684814
-8.447601104155183,-2.3071077316999435,0.059923648834228516,0.024204468354582787,0.23839111626148224,3.5200703144073486
-4.187721866182983,-2.028125286102295,-0.053095102310180664,0.002190929837524891,0.15965771675109863,2.331716537475586
-4.616023421287537,-0.5737625658512115,-0.1129903793334961,0.6932574510574341,0.2930576503276825,2.300179958343506
-5.041498368373141,-0.17838118970394135,-0.16643285751342773,0.0034349507186561823,0.235133096575737,2.0214786529541016
-1.7804625034332275,-0.45370185375213623,-0.06494462490081787,2.716176748275757,0.6486403942108154,1.6455579996109009
-7.424686789512634,-0.862551748752594,-0.07842761278152466,0.6110674142837524,0.6432750821113586,0.8559034466743469
-1.1819746494293213,3.247927665710449,0.003536224365234375,3.6788833141326904,3.6788833141326904,2.826751470565796
-4.974167351610959,1.6373560279607773,-0.09277486801147461,0.014830107800662518,1.846856713294983,3.456742525100708
-4.675785574363545,1.0935016423463821,0.06606268882751465,0.001907792640849948,1.231871485710144,2.310581684112549
-5.435756623744965,0.8597423881292343,0.01866769790649414,0.5797401070594788,1.0688385963439941,2.4399185180664062
-5.976263974327594,0.6887699216604233,-0.07823264598846436,0.004162814002484083,0.8559034466743469,1.4716414213180542
-2.623594284057617,0.6320741772651672,-0.1354125738143921,4.895271301269531,1.5291324853897095,1.2329915761947632
1.2787961959838867,3.1012461185455322,0.07907581329345703,5.367380619049072,5.367380619049072,2.7266058921813965
-4.933724483475089,0.4354417324066162,0.016197681427001953,0.012343326583504677,2.689862012863159,3.4277400970458984
-4.16010016319342,-0.4489719867706299,0.1079568862915039,0.001794158248230815,1.793839454650879,2.260690689086914
-3.823978543281555,-0.6920938491821289,-0.15042734146118164,0.7815855741500854,1.540776014328003,2.4396939277648926
-6.224818624905311,-0.9792250394821167,-0.07629716396331787,0.0018468719208613038,1.2329915761947632,1.736572265625
-0.2742471694946289,0.3074033260345459,0.09358644485473633,9.515022277832031,2.613330125808716,1.0258654356002808
-0.06731128692626953,1.179621934890747,0.03538632392883301,9.103449821472168,3.540489912033081,1.4308215379714966
-3.922924041748047,1.3341495990753174,0.026496291160583496,5.1435089111328125,3.7408673763275146,1.3431998491287231
-5.976157024502754,0.9598031044006348,0.016593366861343384,0.18982236087322235,3.346306800842285,0.4864952564239502
-0.9152133464813232,0.7554197311401367,0.05188876390457153,1.1461231708526611,3.126288652420044,0.23341122269630432
0.04561924934387207,0.760143518447876,0.028231143951416016,3.3464207649230957,3.1463019847869873,1.2835952043533325
-2.9303531646728516,0.9780468940734863,0.016748905181884766,6.2696943283081055,3.4065847396850586,1.3595165014266968
-0.4383816719055176,1.129101037979126,0.021857500076293945,5.858942031860352,3.5952277183532715,1.0706849098205566
-6.903140068054199,1.1516156196594238,0.05084884166717529,4.441033363342285,3.65564227104187,0.7022457122802734
-2.8362616300582886,1.0363974571228027,0.06828224658966064,1.7214137315750122,3.526693820953369,1.4391781091690063
0.9830508232116699,4.3108437061309814,-0.06680440902709961,6.411495685577393,6.411495685577393,2.7723774909973145
-6.486015783622861,1.5311226844787598,-0.08338189125061035,0.016817105934023857,3.21415638923645,3.509436845779419
-6.489360805251636,0.7446967363357544,0.15210676193237305,0.0012884180760011077,2.143200397491455,2.510490894317627
-5.474475383758545,0.5226312875747681,-0.10338115692138672,0.7647609710693359,1.798590064048767,2.489774227142334
