p1,p2,p3
,,5.803986549377441
8.689339637756348,8.689339637756348,4.423679828643799
6.234130859375,7.461735248565674,3.1507320404052734
5.056829452514648,6.66010046005249,2.8027777671813965
3.2482142448425293,5.80712890625,2.6195826530456543
6.813497543334961,6.0084028244018555,2.5796797275543213
3.0938310623168945,5.522640228271484,2.6130223274230957
5.891017436981201,5.575265407562256,2.663949728012085
8.089244842529297,8.089244842529297,2.2380788326263428
0.8604262471199036,4.474835395812988,3.3425376415252686
0.00909979734569788,2.9862568378448486,2.3893914222717285
4.793987274169922,3.4381895065307617,2.028496265411377
0.06221778318285942,2.7629940509796143,2.2081265449523926
7.4106669425964355,3.5376062393188477,0.8912023305892944
6.14595890045166,3.910228729248047,1.624394416809082
1.009951114654541,3.547693967819214,1.5671756267547607
1.5867321491241455,3.329808473587036,1.2270543575286865
0.293929785490036,0.293929785490036,2.638078451156616
0.05425537750124931,0.1740923970937729,3.5743846893310547
0.004492666106671095,0.11755915731191635,2.3392536640167236
0.27535274624824524,0.15700757503509521,2.432431697845459
0.0029032959137111902,0.1261865198612213,2.192842483520508
1.2257704734802246,0.3094506561756134,1.735587477684021
0.2360813468694687,0.2989692986011505,1.8593460321426392
0.3702072203159332,0.3078748881816864,1.4485929012298584
0.05500179901719093,0.05500179901719093,3.295656204223633
0.015383869409561157,0.035193342715501785,4.007389068603516
0.002372428774833679,0.024253038689494133,3.302912473678589
0.029510626569390297,0.025567376986145973,2.55778169631958
0.002817115979269147,0.021017324179410934,2.4255809783935547
3.7932512760162354,0.6497229933738708,2.404468297958374
2.472801685333252,0.9101628065109253,1.8266983032226562
4.536390781402588,1.3634412288665771,2.014301061630249
3.7197515964508057,1.625253438949585,2.0356128215789795
11.917120933532715,2.6544413566589355,2.043079376220703
5.989132881164551,2.957595109939575,1.5384209156036377
7.777563095092773,3.3592593669891357,1.584517478942871
2.46707820892334,3.290628671646118,2.2616848945617676
4.519339561462402,3.3783934116363525,2.5978150367736816
6.008339881896973,3.553723096847534,2.5064635276794434
3.764531135559082,3.5668985843658447,3.4615089893341064
4.281034469604492,3.6089065074920654,3.4504921436309814
4.561025619506836,3.661801338195801,3.1022870540618896
1.0036717653274536,3.521899938583374,2.161001682281494
2.5287699699401855,3.472243547439575,3.234511137008667
5.500089168548584,3.5688068866729736,2.548214912414551
10.329628944396973,3.876116991043091,2.206869602203369
4.439621925354004,3.9006171226501465,3.076397180557251
2.0031652450561523,3.821556329727173,2.4695181846618652
2.321389675140381,3.761549711227417,1.9416673183441162
0.5557413697242737,3.638249397277832,2.0477378368377686
6.341137886047363,3.738356351852417,2.746276378631592
0.5524525046348572,3.6245741844177246,2.7208714485168457
2.5013275146484375,3.585841417312622,2.919358968734741
1.18168044090271,3.5057027339935303,1.8115564584732056
0.5637416839599609,3.4108006954193115,1.7826673984527588
2.1445953845977783,3.3712313175201416,1.5194542407989502
0.31754499673843384,0.31754499673843384,2.8648619651794434
0.05555947497487068,0.1865522414445877,3.2911791801452637
0.017462436109781265,0.1301889717578888,2.516669988632202
3.1833903789520264,0.8934893012046814,2.31952166557312
0.006019676569849253,0.7159953713417053,2.1046102046966553
4.439390659332275,1.3365612030029297,2.4071431159973145
0.18154822289943695,1.1715593338012695,2.331878423690796
1.6949408054351807,1.236981987953186,2.681734561920166
0.47066712379455566,1.1518359184265137,1.6609548330307007
0.46394282579421997,1.0830466747283936,1.764998197555542
0.6147415637969971,1.040473461151123,1.4840261936187744
0.03672080859541893,0.03672080859541893,3.4564788341522217
0.007049094885587692,0.02188495174050331,3.919393539428711
0.002090770285576582,0.015286891721189022,3.084604501724243
0.040901146829128265,0.021690454334020615,2.524445056915283
0.002450560452416539,0.017842475324869156,2.181155204772949
4.773914337158203,0.810521125793457,2.001964569091797
3.184939384460449,1.149723768234253,2.795567274093628
3.5635883808135986,1.4514567852020264,2.687272310256958
2.2816851139068604,1.5437043905258179,2.478039264678955
6.972840785980225,2.086617946624756,2.0326952934265137
6.810039043426514,2.5160200595855713,2.2171688079833984
4.649457931518555,2.6938064098358154,1.8608343601226807
5.749176979064941,2.9288346767425537,1.6640279293060303
0.5474177002906799,2.7587335109710693,1.997566819190979
0.2206147462129593,2.5895256996154785,1.5532944202423096
0.030638020485639572,0.030638020485639572,3.1035804748535156
0.007540454622358084,0.019089236855506897,3.9596264362335205
0.00159327348228544,0.013257287442684174,2.6212098598480225
0.7486804723739624,0.19711308181285858,2.3754098415374756
0.0025819556321948767,0.15820685029029846,2.3697638511657715
4.504646301269531,0.8826134204864502,2.059608221054077
0.9885327219963074,0.8977447152137756,2.1655092239379883
0.1777655929327011,0.8077473044395447,1.5423104763031006
0.027987565845251083,0.027987565845251083,3.068760395050049
0.010318857617676258,0.019153211265802383,4.065051555633545
0.001419966109097004,0.013242129236459732,3.3774731159210205
0.03464427590370178,0.01859266683459282,2.9911763668060303
0.0012988949893042445,0.015133936889469624,3.0729756355285645
5.203647613525391,0.8798862099647522,3.238651990890503
0.5537647604942322,0.8332974314689636,3.472663402557373
5.027837753295898,1.3576149940490723,3.3963725566864014
0.0005828827270306647,1.2068336009979248,3.570833921432495
1.6290415525436401,1.2490544319152832,2.862328052520752
9.793415069580078,2.0258142948150635,3.0865373611450195
5.15155553817749,2.286292791366577,2.6862168312072754
1.5715134143829346,2.2313098907470703,2.805412530899048
7.837741851806641,2.6317694187164307,2.50954008102417
7.436481475830078,2.9520835876464844,2.5561583042144775
5.526938438415527,3.1130120754241943,2.7099428176879883
8.026274681091309,3.4020276069641113,2.7259645462036133
3.129387378692627,3.386880874633789,2.482724666595459
1.2358150482177734,3.273667097091675,2.3971266746520996
6.590912818908691,3.4395294189453125,3.1408708095550537
0.2592070698738098,3.2880852222442627,3.2396187782287598
2.2553038597106934,3.241140842437744,2.564438581466675
3.081667900085449,3.234212875366211,2.4503750801086426
0.2984466552734375,3.111889123916626,3.269273281097412
6.124241828918457,3.2323834896087646,2.7100484371185303
3.3165383338928223,3.2356200218200684,3.1181623935699463
2.5843558311462402,3.2114992141723633,2.368924379348755
4.6713056564331055,3.2636351585388184,2.8641855716705322
0.8103030323982239,3.17903733253479,2.78003191947937
4.614895820617676,3.2268993854522705,2.559568405151367
0.8785899877548218,3.1511476039886475,2.5515499114990234
0.3606518805027008,3.0639445781707764,2.043895721435547
0.03452416509389877,0.03452416509389877,2.638902187347412
0.020280616357922554,0.02740238979458809,3.823596954345703
0.001312467036768794,0.01870574988424778,2.659196376800537
3.1187264919281006,0.7937109470367432,2.2476353645324707
0.007018554490059614,0.636372447013855,2.4352002143859863
4.176029205322266,1.2263152599334717,1.4730384349822998
3.6003081798553467,1.5654572248458862,1.2594584226608276
0.05452035367488861,0.05452035367488861,2.796414852142334
0.007839270867407322,0.03117981180548668,3.877753734588623
0.0012055517872795463,0.021188391372561455,3.0894546508789062
0.16837264597415924,0.05798445641994476,2.69991397857666
0.001654209685511887,0.04671840742230415,2.6532888412475586
10.199504852294922,1.7388495206832886,2.0717692375183105
2.1805412769317627,1.8019483089447021,2.376676321029663
8.333252906799316,2.618361473083496,2.703608989715576
1.2083505392074585,2.46169376373291,2.7592060565948486
7.258624076843262,2.9413866996765137,2.830836057662964
0.6797822117805481,2.7357864379882812,2.424713611602783
5.020605564117432,2.9261882305145264,3.1705009937286377
0.3162594437599182,2.7254245281219482,3.6786625385284424
0.5301405191421509,2.5686185359954834,3.055173635482788
3.0381810665130615,2.5999226570129395,1.9583981037139893
13.855731010437012,3.303410768508911,2.0813333988189697
1.9680969715118408,3.224863052368164,2.0351686477661133
6.155832767486572,3.3876945972442627,2.940800905227661
9.933119773864746,3.7321906089782715,2.7139675617218018
8.24998664855957,3.958080291748047,2.0048508644104004
3.6248974800109863,3.9422144889831543,2.217322826385498
4.534418106079102,3.969132900238037,2.919740676879883
6.2165703773498535,4.066847324371338,2.779656171798706
10.65636920928955,4.341411113739014,2.797309160232544
6.533289909362793,4.429086208343506,2.4253273010253906
1.4035897254943848,4.312720775604248,2.278200626373291
12.63139533996582,4.620819568634033,2.6119484901428223
0.7730385065078735,4.483398914337158,2.4683163166046143
2.0067386627197266,4.39799690246582,2.6571853160858154
1.979049801826477,4.317365646362305,3.2697129249572754
4.5665435791015625,4.325403690338135,3.701712131500244
3.649505615234375,4.304281711578369,3.368257999420166
5.823948383331299,4.350332260131836,2.233851194381714
1.0892677307128906,4.254418849945068,2.7273590564727783
1.4443165063858032,4.174129962921143,3.2956318855285645
3.095344305038452,4.144163608551025,3.6042046546936035
0.7224665880203247,4.051685333251953,3.210556745529175
2.387118101119995,4.007881164550781,2.5244674682617188
1.955496072769165,3.9552557468414307,2.7980968952178955
0.8556354641914368,3.87776517868042,3.471092700958252
3.1158595085144043,3.859182596206665,2.9072320461273193
0.5556012392044067,3.7805259227752686,3.408520460128784
0.10385341942310333,3.6950223445892334,4.525431156158447
0.0034442171454429626,3.6111223697662354,2.5034165382385254
1.8800128698349,3.5726535320281982,4.016496181488037
0.001086479052901268,3.4950106143951416,2.0874693393707275
6.960124492645264,3.5687365531921387,1.5388723611831665
7.668480396270752,3.6541478633880615,2.990591287612915
2.738325834274292,3.6354575157165527,2.415670156478882
1.1954357624053955,3.5866570472717285,2.1178534030914307
4.038818836212158,3.5955231189727783,2.9787821769714355
10.82228946685791,3.734499454498291,2.8829054832458496
6.293242931365967,3.7827775478363037,3.544701337814331
10.349369049072266,3.904381275177002,2.6546082496643066
5.185012340545654,3.9276654720306396,2.3146610260009766
1.530085563659668,3.8848516941070557,2.5880026817321777
9.626585006713867,3.985584020614624,2.8509507179260254
2.84224271774292,3.9658710956573486,2.679264545440674
3.4142234325408936,3.9565210342407227,3.0770952701568604
2.747880220413208,3.9363770484924316,3.2989680767059326
6.913708209991455,3.9851856231689453,3.6006946563720703
5.265030384063721,4.005828380584717,2.7867002487182617
1.1315350532531738,3.960205316543579,2.8061091899871826
0.7644973397254944,3.9102723598480225,3.38427996635437
4.133109092712402,3.913700819015503,3.336887836456299
0.24337634444236755,3.8580896854400635,3.7065749168395996
0.06884874403476715,3.8015339374542236,3.6488265991210938
8.426644325256348,3.8695504665374756,2.6719889640808105
0.5972343683242798,3.8221254348754883,2.758913516998291
3.6574478149414062,3.819772720336914,2.593047618865967
0.6414595246315002,3.775007963180542,2.8426671028137207
0.49552851915359497,3.729459524154663,3.481065273284912
4.764464855194092,3.743638038635254,3.6537697315216064
0.014687860384583473,3.693246841430664,3.8979218006134033
0.020043453201651573,3.644270896911621,3.236102342605591
0.8494964838027954,3.6074976921081543,2.8181848526000977
0.3444925546646118,3.5651209354400635,2.9303994178771973
1.5907626152038574,3.539808511734009,2.837989330291748
6.657876014709473,3.579277753829956,3.282843828201294
4.894560813903809,3.5957188606262207,3.2396240234375
2.7818291187286377,3.5856707096099854,2.9810101985931396
0.3062916398048401,3.5456783771514893,3.852508544921875
0.08576718717813492,3.5039925575256348,2.847804069519043
4.415234565734863,3.514840602874756,2.060945510864258
6.117359638214111,3.5454585552215576,3.6006827354431152
