,p1,p2,p3
0,,,5.4003801345825195
1,10.901137351989746,10.901137351989746,5.084168434143066
2,6.036768913269043,8.468953132629395,5.189841270446777
3,9.699755668640137,8.879220008850098,4.883887767791748
4,2.1061887741088867,7.185962677001953,5.689854621887207
5,6.660080909729004,7.080786228179932,5.493166923522949
6,0.7846291661262512,6.031425952911377,6.546980381011963
7,4.960604667663574,5.878451824188232,5.623782157897949
8,5.9622297286987305,5.8889241218566895,5.516750335693359
9,1.3194235563278198,5.38120174407959,5.560844421386719
10,6.446287631988525,5.487709999084473,6.0589399337768555
11,2.2879717350006104,5.19682502746582,6.444469451904297
12,1.7767282724380493,4.91181755065918,6.155290126800537
13,0.14046356081962585,4.544790267944336,6.738646030426025
14,4.449536323547363,4.537985324859619,5.763506889343262
15,2.2396934032440186,4.384766101837158,6.030673027038574
16,7.518128395080566,4.580602645874023,5.6999831199646
17,2.3090155124664307,4.446978569030762,5.563105583190918
18,3.6953985691070557,4.405223846435547,6.472957611083984
19,5.282381534576416,4.451389789581299,7.082116603851318
20,9.355483055114746,4.696595191955566,5.983767509460449
21,10.11542797088623,4.954635143280029,6.001206874847412
22,10.668245315551758,10.668245315551758,3.040877103805542
23,7.064749240875244,8.866497039794922,4.259776592254639
24,6.129449844360352,7.954151630401611,3.751472234725952
25,5.355165004730225,7.304405212402344,3.6164824962615967
26,0.7884187698364258,6.001206874847412,4.005422592163086
27,3.7982797622680664,5.634052276611328,3.372359275817871
28,3.1670217514038086,5.281617641448975,3.399487257003784
29,6.014919757843018,5.3732805252075195,1.9530906677246094
30,3.779513120651245,3.779513120651245,2.181112289428711
31,2.0156021118164062,2.8975648880004883,2.8569958209991455
32,0.06414242088794708,1.9530906677246094,2.9308981895446777
33,2.7414417266845703,2.1501784324645996,2.760810136795044
34,1.8113257884979248,2.0824074745178223,2.542227029800415
35,1.8347876071929932,2.041137456893921,2.6539714336395264
36,0.1147485077381134,1.7659388780593872,3.0101044178009033
37,1.9351640939712524,1.7870914936065674,2.6949620246887207
38,0.43155935406684875,1.636476755142212,2.5528833866119385
39,5.023111820220947,1.9751403331756592,3.0336155891418457
40,0.10802730172872543,1.8054028749465942,2.087766170501709
41,3.489291191101074,1.9457268714904785,2.9699606895446777
42,2.4519190788269043,1.9846680164337158,3.0289158821105957
43,4.116875648498535,2.1369683742523193,2.9544918537139893
44,13.175178527832031,2.8728487491607666,1.9154529571533203
45,0.848800778388977,2.7463457584381104,0.5969486832618713
46,0.280534565448761,0.280534565448761,3.3788630962371826
47,0.9662908911705017,0.6234127283096313,6.307229995727539
48,0.0024160738103091717,0.416416198015213,4.39994478225708
49,1.7263891696929932,0.743909478187561,5.378391742706299
50,0.009105348959565163,0.5969486832618713,4.181233882904053
51,8.156935691833496,1.8569464683532715,2.0585386753082275
52,3.600850820541382,2.1060757637023926,3.2836685180664062
53,0.18894335627555847,1.866434097290039,2.261505365371704
54,4.3360209465026855,2.1408326625823975,0.3180903494358063
55,0.1945691555738449,0.1945691555738449,2.6909899711608887
56,0.7571516036987305,0.47586095333099365,3.7820396423339844
57,0.0025491383858025074,0.3180903494358063,2.886972427368164
58,10.805083274841309,2.9398386478424072,2.5542843341827393
59,7.128137588500977,3.777498722076416,2.195749521255493
60,6.210422515869141,4.182985782623291,2.332472801208496
61,7.798776626586914,4.699527263641357,1.939452886581421
62,5.603841781616211,4.812566757202148,2.0928826332092285
63,7.745558738708496,5.138454914093018,2.5294203758239746
64,9.702397346496582,5.594849109649658,2.2713003158569336
