p1,p2,p3
,,6.358359336853027
10.805290222167969,10.805290222167969,6.954527378082275
7.830517292022705,9.317903518676758,4.301146507263184
9.741655349731445,9.45915412902832,5.087649345397949
10.753068923950195,9.782632827758789,5.295790672302246
4.745827674865723,8.77527141571045,5.037109851837158
6.939873218536377,8.469371795654297,5.3562164306640625
5.237809181213379,8.007719993591309,6.873063564300537
0.007142131216824055,7.007647514343262,5.473299980163574
0.6679476499557495,6.30323600769043,6.418473720550537
5.991028308868408,6.272015571594238,5.446796417236328
5.962383270263672,6.24386739730835,5.2163262367248535
10.055950164794922,10.055950164794922,2.770064115524292
6.75294303894043,8.404446601867676,4.3857293128967285
5.025931358337402,7.2782745361328125,4.889805793762207
5.047618389129639,6.720610618591309,3.446514844894409
2.1048762798309326,5.7974629402160645,3.8631398677825928
5.1194915771484375,5.684471130371094,2.909496307373047
4.3886613845825195,5.499354362487793,2.0897276401519775
1.4028759002685547,1.4028759002685547,2.9670145511627197
1.820466160774231,1.6116713285446167,3.6864960193634033
0.19327965378761292,1.1388741731643677,3.2604050636291504
6.766005516052246,2.5456557273864746,2.749752998352051
6.64449405670166,3.3654236793518066,2.8192849159240723
3.4613585472106934,3.3814127445220947,2.153210163116455
0.4239000082015991,0.4239000082015991,3.628955602645874
0.7751601934432983,0.5995301008224487,5.502645492553711
0.0018101035384461284,0.4002901017665863,5.275273323059082
4.998626232147217,1.5498740673065186,3.9522132873535156
0.07386934012174606,1.2546734809875488,4.0429768562316895
4.509167671203613,1.7970892190933228,3.4945476055145264
3.7175281047821045,2.0714375972747803,2.104292869567871
0.36937570571899414,0.36937570571899414,2.4886868000030518
0.9671661853790283,0.6682709455490112,3.508916139602661
0.02712429128587246,0.4545557498931885,3.0552968978881836
4.079018592834473,1.3606715202331543,3.424927234649658
2.833301067352295,1.6551973819732666,3.6611809730529785
2.4364821910858154,1.7854114770889282,3.135653018951416
0.09199752658605576,1.5434951782226562,3.4051055908203125
4.635280609130859,1.9299683570861816,2.6514344215393066
1.8723652362823486,1.9235678911209106,3.158346176147461
7.4547014236450195,2.4766812324523926,2.01462459564209
3.4428019523620605,2.5645105838775635,2.1827919483184814
4.707766532897949,2.7431154251098633,2.6129720211029053
3.4906773567199707,2.8006200790405273,3.124162435531616
1.3265169858932495,2.695327043533325,2.788952350616455
0.6185907125473022,2.556877851486206,3.075718879699707
0.02580532617866993,2.398685932159424,3.031482458114624
1.6907559633255005,2.3570430278778076,2.6575803756713867
0.3830960690975189,2.2473793029785156,2.7927329540252686
3.472306251525879,2.3118491172790527,3.240615129470825
12.90240478515625,2.841376781463623,2.649432420730591
0.06611212342977524,2.709221363067627,2.2458174228668213
4.0804972648620605,2.771552085876465,3.073895215988159
5.021329402923584,2.869368553161621,3.2430973052978516
4.604797840118408,2.941678047180176,2.936035633087158
5.164555549621582,3.030593156814575,2.559368848800659
0.6909909248352051,2.9406087398529053,2.7105236053466797
4.232806205749512,2.9884676933288574,3.175750255584717
1.8606345653533936,2.948188066482544,2.8032007217407227
0.11611907929182053,2.8505303859710693,3.166069269180298
8.64001750946045,3.043513298034668,2.8070802688598633
1.0894774198532104,2.9804797172546387,2.496934175491333
5.584400177001953,3.061852216720581,1.392298936843872
0.6497194170951843,0.6497194170951843,4.089698791503906
0.4982125163078308,0.5739659667015076,5.66713285446167
0.0021721357479691505,0.38336801528930664,4.8298869132995605
