k,emotion,r_raw,p_raw,r_ctrl_len,p_ctrl_len,r_x_len,r_y_len,file_name,speaker
100,prob_face_anger,0.14888045115899032,0.13931707498724932,0.09298921949792345,0.3574698283716209,-0.17199487839126007,-0.3732663879485468,7595d874-c1cb-4aef-918f-3c81f3a84324,0
100,prob_face_contempt,-0.006439892008329808,0.9492967610011793,-0.09104894056395517,0.36763328983933385,-0.17199487839126007,-0.17824308390652874,7595d874-c1cb-4aef-918f-3c81f3a84324,0
100,prob_face_disgust,0.12309084631593076,0.22243503125718342,0.11373158221926259,0.2598790289978314,-0.17199487839126007,-0.20598010419966456,7595d874-c1cb-4aef-918f-3c81f3a84324,0
100,prob_face_fear,0.0330945569719113,0.7437629429951689,0.060713310172190726,0.5484703285855699,-0.17199487839126007,0.008893129733604803,7595d874-c1cb-4aef-918f-3c81f3a84324,0
100,prob_face_happiness,-0.2637291968821706,0.008019523532724003,-0.24358610146258378,0.014600461689465369,-0.17199487839126007,0.23223386137552032,7595d874-c1cb-4aef-918f-3c81f3a84324,0
100,prob_face_neutral,0.2269761564838854,0.02314995085342873,0.17995936936167903,0.07319295366112656,-0.17199487839126007,-0.2907324689270281,7595d874-c1cb-4aef-918f-3c81f3a84324,0
100,prob_face_sadness,0.16613960203579214,0.09853236314864115,0.18081237124596228,0.07181953447634282,-0.17199487839126007,-0.2156664572525104,7595d874-c1cb-4aef-918f-3c81f3a84324,0
100,prob_face_surprise,0.14712029410820615,0.14410681069080167,0.15832195536739474,0.11565987631082882,-0.17199487839126007,0.0023603230474977216,7595d874-c1cb-4aef-918f-3c81f3a84324,0
100,smile,-0.1415751997840235,0.16000925703094562,-0.08523651102046717,0.3991251530049402,-0.17199487839126007,0.04306997529947963,7595d874-c1cb-4aef-918f-3c81f3a84324,0
300,prob_face_anger,0.038313376784287145,0.5085612810283255,0.027054113996924072,0.6407000573266133,0.04243062362237559,-0.4237216934128428,7595d874-c1cb-4aef-918f-3c81f3a84324,0
300,prob_face_contempt,0.03056029136149908,0.598031655765112,0.03278403626051096,0.5716536921467931,0.04243062362237559,0.01714409373342113,7595d874-c1cb-4aef-918f-3c81f3a84324,0
300,prob_face_disgust,0.06812758507958873,0.2394168744420421,0.06901998286925061,0.2333034583862026,0.04243062362237559,-0.1469838927556754,7595d874-c1cb-4aef-918f-3c81f3a84324,0
300,prob_face_fear,-0.10590067948856277,0.06698863924991753,-0.09233171221810471,0.110496206464463,0.04243062362237559,-0.2367346892499196,7595d874-c1cb-4aef-918f-3c81f3a84324,0
300,prob_face_happiness,-0.007629293862504476,0.8953058226340842,-0.014342585264160278,0.8046013721780333,0.04243062362237559,0.24028334871299378,7595d874-c1cb-4aef-918f-3c81f3a84324,0
300,prob_face_neutral,0.03301700932806062,0.5689223447243803,0.040603062134280034,0.4835409816113596,0.04243062362237559,-0.32251279537964206,7595d874-c1cb-4aef-918f-3c81f3a84324,0
