p1_llama,p2_llama,p3_llama
,,8.30396556854248
7.899957656860352,7.899957656860352,8.434630393981934
11.313563346862793,9.606760025024414,6.464986324310303
4.828785419464111,8.02109432220459,6.176229476928711
4.0880351066589355,7.037829399108887,6.1973490715026855
1.0087186098098755,5.83200740814209,6.034799098968506
6.069094181060791,5.871521472930908,6.054266452789307
2.750087261199951,5.420223712921143,6.379566669464111
4.4943060874938965,5.304483890533447,6.242690563201904
23.1008243560791,23.1008243560791,4.483559608459473
7.986635208129883,15.543729782104492,4.958014965057373
0.5135433673858643,10.53366756439209,5.318158149719238
0.009578933008015156,7.902645587921143,5.469175338745117
5.808137893676758,7.483744144439697,5.0170159339904785
0.03742232546210289,6.242690563201904,5.143954277038574
6.504574775695801,6.2894463539123535,4.866929531097412
6.819629669189453,6.355719089508057,5.04671049118042
1.2994287014007568,5.793909072875977,4.227817058563232
0.6443036198616028,5.2789483070373535,4.78142786026001
20.57889175415039,20.57889175415039,3.9499998092651367
5.946493148803711,13.26269245147705,4.416595458984375
0.19439750909805298,8.906594276428223,4.964974880218506
0.011476333253085613,6.682814598083496,4.634303092956543
1.9463812112808228,5.735527992248535,5.134718894958496
0.010926888324320316,4.78142786026001,4.968334197998047
1.8737928867340088,4.366051197052002,4.509550094604492
0.6355206966400146,3.8997349739074707,4.197369575500488
0.41135162115097046,3.512136936187744,4.370107173919678
19.408950805664062,19.408950805664062,4.177313804626465
5.400964736938477,12.40495777130127,4.519603252410889
0.19407708942890167,8.334664344787598,5.083204746246338
0.00791508425027132,6.252976894378662,5.022589206695557
1.1967380046844482,5.241728782653809,5.234809875488281
0.011997326277196407,4.370107173919678,5.120535850524902
2.52738094329834,4.106860637664795,4.9738078117370605
2.0430819988250732,3.8488881587982178,4.6579670906066895
5.672417640686035,4.0515031814575195,4.926844120025635
3.4069571495056152,3.9870479106903076,4.678410530090332
12.095123291015625,4.724145889282227,4.886115074157715
2.4545912742614746,4.535016059875488,5.053762912750244
6.438143253326416,4.681410789489746,4.656097888946533
2.765399932861328,4.544552803039551,4.8445658683776855
4.990008354187012,4.574249744415283,4.804985046386719
8.142468452453613,4.797263145446777,5.049612998962402
3.2365713119506836,4.70545768737793,5.151268482208252
3.2482869625091553,4.6245036125183105,5.171258449554443
3.4924099445343018,4.564919948577881,5.151595592498779
1.0717085599899292,4.390259265899658,5.050415515899658
2.0385923385620117,4.278275489807129,5.448116302490234
3.8220572471618652,4.257538318634033,5.2537617683410645
8.455071449279785,4.44003963470459,5.17303991317749
1.8093124628067017,4.33042573928833,5.429563045501709
0.21298663318157196,4.165728569030762,5.357168197631836
1.273071050643921,4.05447244644165,4.74801778793335
1.1543235778808594,3.9470596313476562,4.295645713806152
5.862896919250488,4.015482425689697,4.80858850479126
0.8796050548553467,3.907348871231079,5.322481632232666
2.9172873497009277,3.874346971511841,5.274513244628906
0.5041632652282715,3.7656314373016357,4.853799819946289
0.9355125427246094,3.677190065383911,4.504208564758301
0.8930113315582275,3.5928211212158203,4.6402974128723145
19.496557235717773,19.496557235717773,4.131889820098877
6.897144794464111,13.196850776672363,4.696601867675781
0.13234861195087433,8.84201717376709,5.383167743682861
0.002814263105392456,6.632215976715088,4.859126091003418
1.295825719833374,5.564938068389893,5.058681964874268
