baselined_p1_scores,baselined_p2_scores,baselined_p3_scores,original_dialog_p1,original_dialog_p2,original_dialog_p3
,,0.0,,,5.57340145111084
3.270038604736328,5.876745939254761,0.0,8.689339637756348,8.689339637756348,4.45382022857666
1.9684114456176758,5.670145392417908,0.0,6.234130859375,7.461735248565674,3.2088348865509033
-1.6771845817565918,5.151879191398621,0.0,5.335443496704102,6.752971649169922,2.3293278217315674
-2.475189208984375,4.682812929153442,0.0,3.6466712951660156,5.976397514343262,1.7231680154800415
-0.14406919479370117,4.5345436334609985,0.0,6.59816837310791,6.1007513999938965,1.8769581317901611
-2.110780715942383,4.770191133022308,0.0,1.9212474822998047,5.404163360595703,1.877976655960083
4.2111828327178955,6.9119532108306885,0.0,8.112982749938965,8.112982749938965,2.0548362731933594
-14.200823605060577,3.136018395423889,0.0,0.31012076139450073,4.211550235748291,2.9298107624053955
-6.307018822059035,2.8087775828898884,0.0,0.00535624660551548,2.80948543548584,1.949087381362915
-4.576390624046326,2.1161132156848907,0.29964160919189453,0.9473291635513306,2.3439488410949707,2.2819149494171143
-3.7204516297206283,1.7253870517015457,0.648540735244751,0.014087402261793613,1.877976655960083,2.4600157737731934
2.671290397644043,1.6199384927749634,0.6483372449874878,7.215380668640137,2.767542600631714,2.117469310760498
-3.0096988677978516,1.2498761415481567,0.7555403709411621,4.41757869720459,3.0032620429992676,2.3858096599578857
-6.195318222045898,1.1303820610046387,0.7345951795578003,0.7065515518188477,2.7161731719970703,2.317986249923706
-3.777968406677246,0.6211745738983154,0.8784863948822021,8.817739486694336,3.394124984741211,3.242169141769409
-8.43392539024353,2.177452564239502,0.8469275832176208,3.262934923171997,3.381007432937622,1.5565375089645386
-4.713224411010742,1.2679049968719482,0.6171517372131348,1.4091582298278809,3.2017462253570557,3.0698466300964355
-3.500483989715576,0.2233734130859375,0.7676336765289307,4.86199426651001,3.3401033878326416,2.065765857696533
-3.5661142468452454,0.43383216857910156,0.7010183334350586,0.9137842059135437,3.15346360206604,2.8675918579101562
-1.9896841049194336,-0.042775630950927734,0.6996597051620483,6.705489158630371,3.407180070877075,2.1184442043304443
