p1,p2,p3,dim1_pca,dim2_pca,dim3_pca
8.689339637756348,8.689339637756348,5.67961311340332,8.29111271472087,4.670044678456016,3.9266108045291648
8.689339637756348,8.689339637756348,4.582077503204346,8.306745730078054,4.9216238665063905,2.8584123507643264
6.234130859375,7.461735248565674,3.234658718109131,5.643452655671606,4.673451780622361,1.3765619265193123
4.770368576049805,6.564613342285156,2.01849365234375,4.020592491622049,4.464434299492549,0.05401824689089736
3.035107135772705,5.682233810424805,1.7112995386123655,2.125422472936466,4.127262486269218,-0.3687581674380458
6.1083831787109375,5.767463684082031,2.193448543548584,5.116884425048254,3.34643295975313,-0.013486341914437688
3.5015511512756348,5.389812469482422,1.939209222793579,2.501624472270454,3.6855671087883235,-0.23311033815301901
6.080738544464111,5.488516330718994,2.1731173992156982,5.021312894294916,3.095011658786874,-0.09498860636560062
2.046487808227539,5.058261871337891,1.918386697769165,1.010227313684257,3.7333266111547196,-0.26508304925828413
0.8809158802032471,4.594112396240234,1.8594077825546265,-0.23302055024127946,3.5941878995621397,-0.37664619215291184
3.9441308975219727,4.529115200042725,2.5907950401306152,2.707941442912347,2.6171358211785773,0.1877561371629981
0.6891183257102966,4.18002462387085,2.5956900119781494,-0.5318586395160073,3.0820931121783293,0.2548767540914398
11.93422031402588,4.826206684112549,2.717860698699951,10.520069320108293,0.9164399126750356,0.032098267591660366
0.4764062464237213,4.491606712341309,2.1578564643859863,-0.6545237381990077,3.5279900524285384,-0.09176028110208938
0.5917364358901978,4.2130446434021,1.813372254371643,-0.6068764707710157,3.3163145904127065,-0.49486136828779975
5.889887809753418,4.32483434677124,1.848960876464844,4.552861812774399,2.1194685432518297,-0.6646608172909353
8.174834251403809,8.174834251403809,1.7666308879852295,7.7210076324116566,5.207864384837145,0.024484250948061444
0.7175298929214478,4.446183681488037,3.0304760932922363,-0.4446145199410381,3.226275391103439,0.7368380924279017
0.0064081423915922,2.966259241104126,2.217568874359131,-1.488430745620793,2.19186134701168,-0.3572934866379992
0.9771353602409364,2.46897840499878,2.5482378005981445,-0.6759031529635434,1.4104196841559773,-0.18969474280275733
0.0050673624500632,1.976194977760315,2.605742931365967,-1.7404452211720276,1.1703390119371289,-0.20273293270849682
5.544826030731201,2.5709688663482666,2.528212785720825,3.7745699346957213,0.39549603045682746,-0.3841693938334066
1.1585454940795898,2.3691928386688232,2.3141636848449707,-0.5215404001233466,1.3257456752062158,-0.44788060670074603
1.82357919216156,2.3009912967681885,1.6749827861785889,0.11492247916968326,1.245570329876634,-1.114184147442859
0.1734707951545715,0.1734707951545715,2.8308873176574707,-2.0269514627333995,-0.6209871581840323,-0.39748640549452285
0.0594092383980751,0.116440013051033,3.730050563812256,-2.164379051816016,-0.8529729849698499,0.4697236763207813
0.0017337066819891,0.0782045051455497,2.532451629638672,-2.212662590298734,-0.6003972023115846,-0.7019869543740926
2.9892890453338623,0.805975615978241,2.1896812915802,0.8666312241484407,-0.565776790736626,-1.0009522154537445
0.0055592218413949,0.6458923816680908,2.581334590911865,-2.06906665610255,-0.07764199892075979,-0.5265420666461049
3.567224740982056,1.132781147956848,2.205179452896118,1.507215575497772,-0.4025571565826242,-0.9372124564853697
0.4749072790145874,1.0387991666793823,2.1240100860595703,-1.5105715525157848,0.2827632048935822,-0.9033714067348337
6.301433563232422,1.6966280937194824,2.376988887786865,4.293156181137966,-0.5784672025586147,-0.7613422162372467
8.832721710205078,2.489527463912964,1.401151418685913,6.955589234305997,-0.22592922324830997,-1.6419869067344925
7.920043468475342,3.032578945159912,1.9857515096664429,6.197594442507767,0.37466150384656305,-0.9109749884183527
0.4822662472724914,2.80073356628418,1.9720218181610107,-1.0649397480152463,1.975958682309061,-0.6542353262873991
0.4361734092235565,2.603686809539795,1.4205695390701294,-1.1505352961783102,1.927957255145806,-1.2333906209212038
0.066630408167839,0.066630408167839,2.9127917289733887,-2.1580779549510902,-0.7143353510777618,-0.337236699286812
0.0179006978869438,0.0422656647861003,3.694187879562378,-2.2224485113729147,-0.9045039909238757,0.41988976929319455
0.001433179480955,0.0286548361182212,2.825279235839844,-2.2293955180430807,-0.7141336622554413,-0.4281488748830052
0.0805990546941757,0.041640892624855,2.542131900787353,-2.145454887968133,-0.6563296674471399,-0.7042303042041731
0.0011229168158024,0.0335372984409332,2.473373413085937,-2.223474499808855,-0.6287929454961416,-0.7695336232175453
2.4912593364715576,0.4431576430797577,2.560486316680908,0.28903466532995825,-0.8709939400601182,-0.7003003469954546
3.699470043182373,0.908345639705658,1.7980180978775024,1.5855463271210573,-0.5529971274752379,-1.3898409960700708
4.558716773986816,1.3646420240402222,2.398488521575928,2.5223853445888182,-0.47056271024646673,-0.7397538582972332
5.044853210449219,1.7735543251037598,2.4981040954589844,3.0931749249310663,-0.2268398228282301,-0.5716480092058692
8.523118019104004,2.4485106468200684,2.4646453857421875,6.630356191546491,-0.43273514629250176,-0.6027511197813268
1.22711443901062,2.337474584579468,1.7781531810760498,-0.4553346746737493,1.40197773419357,-0.9796892970230128
6.542307376861572,2.6878774166107178,2.0299696922302246,4.776924505093466,0.376234597592538,-0.8859633133067051
0.5408936738967896,2.522723913192749,2.1048359870910645,-1.0788847436263886,1.6692455695583657,-0.59021385022373
6.208756923675537,2.7860119342803955,2.7264647483825684,4.468181005608774,0.3905146787297749,-0.17149485183889043
6.242982387542725,3.016476392745972,2.656805515289306,4.559402837289766,0.6152742298787167,-0.1887974337268111
3.872331380844116,3.069967269897461,3.310496091842652,2.266780978754264,1.094842689317648,0.5622404786656282
5.275449275970459,3.1997013092041016,3.104982852935791,3.6611007953196575,0.9214931108764677,0.33066195476521365
4.1223344802856445,3.2509586811065674,3.020120143890381,2.5579284195179794,1.2708786509900427,0.3096100376142222
0.9551074504852296,3.130124568939209,2.2873759269714355,-0.529796009991103,2.0985491629182755,-0.29351631688129465
3.1508116722106934,3.131158828735352,2.9692206382751465,1.5878268920493055,1.406951194131668,0.27516268189867293
5.387394905090332,3.2385995388031006,2.4898695945739746,3.7879421796036428,1.0718001561934303,-0.2640886418031949
10.47775650024414,3.5676519870758057,2.2811670303344727,8.803669141327838,0.18641382595725875,-0.6136419783844975
4.565788269042969,3.611049175262451,2.7847237586975098,3.080050618063693,1.5558168751755332,0.14249779063533094
2.252717971801758,3.554451942443848,2.441124677658081,0.8301519540846278,2.1461937284286474,-0.1044211195387826
2.6337103843688965,3.517622470855713,2.138180494308472,1.1944310223835106,2.087879623240066,-0.4240881841105093
0.4941981136798858,3.401336908340454,1.921743988990784,-0.9039269811547223,2.5504778721656174,-0.5682283880458562
0.4701846837997436,3.292775869369507,1.5288840532302856,-0.9484789166277743,2.5441051504778804,-0.9740307864945326
0.0698907673358917,0.0698907673358917,2.6240575313568115,-2.149999422102311,-0.6458754423834354,-0.6176590146714361
0.0164956338703632,0.0431931987404823,3.885268688201904,-2.226301665813584,-0.947086768760209,0.606133078400019
0.0013987767742946,0.0292617287486791,2.7177367210388184,-2.2277467423489425,-0.6889023265011639,-0.5326784076797481
0.9497978687286376,0.2593957483768463,2.573943614959717,-1.2499491242552434,-0.6707387654310665,-0.6618328310087885
0.0012409137561917,0.2077647894620895,2.557358741760254,-2.181409522352928,-0.48391004472491905,-0.6485036652770144
4.034506797790527,0.845555305480957,2.512969493865967,1.8843782785257623,-0.8578721704653425,-0.722684024572579
0.291450560092926,0.7663974761962891,2.0217623710632324,-1.7542975408008514,0.09434205867091212,-1.0563706165632627
0.7958877682685852,0.7700837850570679,1.386706829071045,-1.255667745933351,0.1201803227793993,-1.695484643211337
0.053054042160511,0.053054042160511,3.043829917907715,-2.1764586217670536,-0.7538483894466036,-0.21217466158799222
0.0075552435591816,0.030304642394185,3.781601428985596,-2.236677833400753,-0.9332843936919865,0.5027175298315943
0.0010790961096063,0.020562794059515,2.8169071674346924,-2.231623255952313,-0.719752713514875,-0.4381068614187412
0.0781801342964172,0.0349671281874179,2.490954160690308,-2.1487219823079324,-0.6502960571162143,-0.7554403913945613
0.0014396075857803,0.0282616224139928,2.528501033782959,-2.225259436590588,-0.6464776707259153,-0.7170831503070714
3.7281653881073,0.6449122428894043,2.954572916030884,1.5316326280241173,-1.0733291583870075,-0.3248585946055077
0.2535417973995209,0.5890021920204163,2.7219173908233643,-1.8449257446341816,-0.22403776099227798,-0.4132967235048735
2.0741119384765625,0.7746409177780151,2.8595118522644043,-0.037243408072047166,-0.525318388351074,-0.3164248258204314
1.5909944772720337,0.8653468489646912,2.3288609981536865,-0.47523980441037006,-0.20021882224988927,-0.7914930368775902
0.2362651824951172,0.8024387359619141,1.9676828384399407,-1.7980623235857849,0.15417603273156394,-1.09848395757008
6.990326881408691,1.364974021911621,2.117260217666626,4.882084885660763,-0.999682604199312,-1.1187886816930381
3.5125527381896973,1.5439389944076538,2.8116660118103027,1.5474357255438778,-0.14081732568913732,-0.2518363924263166
3.3439345359802246,1.6824002265930176,2.7552528381347656,1.4191806431720988,0.04375993987354212,-0.268204776036266
2.4468605518341064,1.7370045185089111,2.49839448928833,0.5673253923272273,0.3731888243214662,-0.466998173308309
7.086180686950684,2.0936155319213867,2.0412065982818604,5.156472086791017,-0.3191102674524956,-1.0326288680987612
5.417512893676758,2.301359176635742,2.322913646697998,3.5873920629298146,0.21961473630884798,-0.6392693170538166
4.340924739837647,2.4213335514068604,2.05154800415039,2.5780286010372953,0.6578074353057051,-0.8296578038010411
4.953396797180176,2.5620036125183105,1.982755303382873,3.2071746073824863,0.6565301251453806,-0.8914331546784706
0.4175558388233185,2.449137926101685,2.0275137424468994,-1.2154897265166218,1.647758361143071,-0.6767194980027386
6.132485866546631,2.633305311203003,2.678201913833618,4.357163845217477,0.27632070687695337,-0.24960256577990345
0.4156247079372406,2.5277016162872314,3.056080341339112,-1.2125550690371387,1.4864853883358515,0.34215617992178793
4.120981216430664,2.600123405456543,2.980173110961914,2.3960089740692023,0.667127041338047,0.12400227963660457
0.0006436422117985,2.487102508544922,3.2373974323272705,-1.6272030338510648,1.5080246644117505,0.5274575150661902
1.2399108409881592,2.435136079788208,2.5383124351501465,-0.4295801431893907,1.316627141835097,-0.21837754248579105
0.5195450186729431,2.3585214614868164,2.4805126190185547,-1.1455814627048415,1.4336293893255376,-0.26068736376300594
3.1370420455932617,2.3884646892547607,2.758204936981201,1.39356722628832,0.7588923322774263,-0.09712041932832487
5.338015079498291,2.497706890106201,2.304011583328247,3.559273084770599,0.42836946038468493,-0.6099366852733522
1.398748517036438,2.458458185195923,2.463900089263916,-0.2688712820344386,1.3168644414562636,-0.29242570781435734
6.487185478210449,2.5973799228668213,1.9646852016448968,4.7020438617312905,0.3193924238670621,-0.9675239737481621
1.3308407068252563,2.555161952972412,2.320117950439453,-0.308660269943744,1.4575257965407438,-0.4076108303855253
5.655787467956543,2.655182123184204,2.341903686523437,3.905572246444032,0.49044949580901104,-0.5513149213116539
6.959285736083984,2.7896857261657715,2.497725009918213,5.199420400165874,0.2630992642795108,-0.4258236212752769
2.446094512939453,2.7792739868164062,2.261359214782715,0.8280745823246957,1.40977090949279,-0.4625943841371477
1.2438485622406006,2.734114408493042,1.9729464054107664,-0.34367144676336514,1.7269670905270358,-0.7013714520260097
5.956082344055176,2.8261706829071045,2.7748794555664062,4.23265921098039,0.47896912387120893,-0.10436477259692777
0.2845683097839355,2.755570411682129,2.8413147926330566,-1.2800252643880108,1.7824292007972955,0.19020473725751735
2.2008261680603027,2.740577459335327,2.2140071392059326,0.581563341531302,1.4440682083346799,-0.5067770136982384
3.177174091339112,2.7520668506622314,2.221222400665283,1.5301386330519842,1.214776808520476,-0.5394833386145155
0.3022445440292358,2.689250946044922,2.975544214248657,-1.2812372434634756,1.6848552069917277,0.30512255679091116
6.766173362731934,2.7911739349365234,2.2843313217163086,5.015751714728815,0.3605817709930599,-0.6248071496038397
3.150151252746582,2.799929618835449,2.773563861846924,1.5079460433083227,1.1398660201648543,0.01006013634581859
2.533854961395264,2.7935943603515625,2.034116268157959,0.9198753193638552,1.453918494634016,-0.6843373470634114
4.911323070526123,2.8428423404693604,2.6773550510406494,3.2260710677854925,0.7722044293540191,-0.15023697405686562
0.6587458252906799,2.793203592300415,2.472405910491944,-0.9029680530602185,1.811061331813256,-0.17657434226590235
4.575167179107666,2.8328027725219727,2.283616542816162,2.903543569164069,0.9351010037748431,-0.5211443854060064
0.8086415529251099,2.7887990474700928,2.1456923484802246,-0.7541943759952229,1.8451905930940629,-0.5020454889403654
0.9028854966163636,2.748673439025879,1.3758134841918943,-0.6618670047176309,1.9608378470563985,-1.264480286295082
0.1296501159667968,0.1296501159667968,3.674296617507935,-2.0922679224740635,-0.8449015874639569,0.4153947908499351
0.0343947149813175,0.082022413611412,4.515041828155518,-2.2083163940254185,-1.0592300390480007,1.2270539346828533
0.0012725834967568,0.0551058053970336,3.4832959175109863,-2.23237320932795,-0.8400032743779335,0.2182516255987819
0.4607433378696441,0.1565151810646057,3.46821928024292,-1.7619344541146957,-0.8532171844577366,0.20653365809598354
0.0018820922123268,0.1255885660648346,3.696525096893311,-2.2173650804294978,-0.8226177111263244,0.441651205387286
7.413562774658203,1.3402509689331057,2.401409149169922,5.281922855747385,-1.1914817757493588,-0.8661562581455421
