,timestamp,real_time,speaker,content
0,00:00:01,2021-04-29 12:33:31,Robot,(silence)
1,00:00:11,2021-04-29 12:33:41,Robot,Hello. Hello. [inaudible 00:00:13] I am now on story time mode. My camera will now turn on and start audio and video recording.
2,00:00:20,2021-04-29 12:33:50,Robot,"Let's get started. Now we will be reading storybooks together. If you haven't already, please open the [inaudible 00:00:30] Story Time app. Let's go ahead and select a book on the app..."
3,00:00:38,2021-04-29 12:34:08,Parent,[inaudible 00:00:38]...
4,00:00:44,2021-04-29 12:34:14,Child,Sorry.
5,00:00:46,2021-04-29 12:34:16,Parent,[inaudible 00:00:46].
6,00:00:56,2021-04-29 12:34:26,Child,A cat [inaudible 00:00:57]. Rabbit...
7,00:00:57,2021-04-29 12:34:27,Parent,[inaudible 00:00:57].
8,00:00:58,2021-04-29 12:34:28,Robot,I like this book.
9,00:01:02,2021-04-29 12:34:32,Parent,[inaudible 00:01:02].
10,00:01:02,2021-04-29 12:34:32,Robot,The rabbit tap tap [inaudible 00:01:08].
11,00:01:05,2021-04-29 12:34:35,Parent,Bojangles.
12,00:01:11,2021-04-29 12:34:41,Robot,Bojangles.
13,00:01:13,2021-04-29 12:34:43,Parent,"[inaudible 00:01:13]. Tap, tap, tap."
14,00:01:17,2021-04-29 12:34:47,Robot,"[inaudible 00:01:17] tap, tap."
15,00:01:19,2021-04-29 12:34:49,Parent,[inaudible 00:01:19]
16,00:01:19,2021-04-29 12:34:49,Robot,(laughter)
17,00:01:19,2021-04-29 12:34:49,Parent,Go ahead.
18,00:01:19,2021-04-29 12:34:49,Robot,He's gigantic.
19,00:01:24,2021-04-29 12:34:54,Parent,"There once a man who danced in the street. Tap, tap. Think of that... He brought [inaudible 00:01:37] and joy to the people he had [inaudible 00:01:39]. Tap, tap, tap. Think of that. [inaudible 00:01:43]. Tap, tap, tap. [inaudible 00:01:43] [crosstalk 00:01:43]. Tap, tap, tap. Think of that."
20,00:01:43,2021-04-29 12:35:13,Child,"[crosstalk 00:01:43] Tap, tap, tap. Think of that."
21,00:01:43,2021-04-29 12:35:13,Parent,Look at it. Everyone is like what's [inaudible 00:02:01]. Wow... He danced [inaudible 00:02:09].
22,00:02:08,2021-04-29 12:35:38,Robot,Can you point to sign that says art?
23,00:02:10,2021-04-29 12:35:40,Parent,Art... Did you find art?
24,00:02:17,2021-04-29 12:35:47,Child,There it is.
25,00:02:20,2021-04-29 12:35:50,Parent,Mm-hmm (affirmative)- Did you see the...
26,00:02:20,2021-04-29 12:35:50,Robot,Yes.
27,00:02:21,2021-04-29 12:35:51,Child,Yeah.
28,00:02:25,2021-04-29 12:35:55,Parent,Did you see the fruit stop?
29,00:02:28,2021-04-29 12:35:58,Child,Yes.
30,00:02:31,2021-04-29 12:36:01,Parent,[inaudible 00:02:31]...
31,00:02:32,2021-04-29 12:36:02,Child,"He danced past doors where some were opened, some were closed."
32,00:02:39,2021-04-29 12:36:09,Parent,"Tap, tap, tap. Think of that... He closed..."
33,00:02:45,2021-04-29 12:36:15,Child,Yeah it's right there.
34,00:02:46,2021-04-29 12:36:16,Parent,Uh-huh (affirmative)- That's closed door and that is open door.
35,00:02:47,2021-04-29 12:36:17,Child,Open [inaudible 00:02:47].
36,00:02:47,2021-04-29 12:36:17,Parent,Which color door is open?
37,00:02:57,2021-04-29 12:36:27,Child,Purple?
38,00:02:58,2021-04-29 12:36:28,Parent,"Yeah. [inaudible 00:03:01]. This red is closed. That yellow and green also closed. Tap, tap, tap. Think of that."
39,00:03:10,2021-04-29 12:36:40,Child,"He danced past [inaudible 00:03:14], rap a tap, tap, think of that."
40,00:03:22,2021-04-29 12:36:52,Parent,Did you see... [inaudible 00:03:22]. Tap [inaudible 00:03:23]. Taps on 76.
41,00:03:26,2021-04-29 12:36:56,Child,76...
42,00:03:27,2021-04-29 12:36:57,Parent,"Mm-hmm (affirmative)- Did you see the guy? Uh-huh (affirmative)- Look at him, he's dancing there. Tap, tap, tap. What is he holding in his hands?"
43,00:03:42,2021-04-29 12:37:12,Child,"Um, [inaudible 00:03:44] when they're old?"
44,00:03:53,2021-04-29 12:37:23,Parent,Mm-hmm (affirmative)-
45,00:03:53,2021-04-29 12:37:23,Child,[inaudible 00:03:53]... He danced to the place he bought...
46,00:03:58,2021-04-29 12:37:28,Parent,[inaudible 00:03:58].
47,00:03:58,2021-04-29 12:37:28,Child,[inaudible 00:03:58].
48,00:03:58,2021-04-29 12:37:28,Parent,"Rap, a tap, tap, think of that."
49,00:03:58,2021-04-29 12:37:28,Child,That.
50,00:03:58,2021-04-29 12:37:28,Parent,He's [inaudible 00:03:58]. He danced through the crowds that were laughing [inaudible 00:04:09]. [crosstalk 00:04:09]
51,00:04:09,2021-04-29 12:37:39,Child,"[crosstalk 00:04:09] He danced through the crowds that were laughing [inaudible 00:04:14]. [crosstalk 00:04:13] Rap a tap, tap, think of that..."
52,00:04:10,2021-04-29 12:37:40,Parent,Okay.
53,00:04:17,2021-04-29 12:37:47,Child,"Right here, see ice cream man."
54,00:04:21,2021-04-29 12:37:51,Parent,I-C-E C-R-E-A-M [inaudible 00:04:24].
55,00:04:23,2021-04-29 12:37:53,Child,Where do you see ice cream?
56,00:04:29,2021-04-29 12:37:59,Parent,Here on that cycle?
57,00:04:29,2021-04-29 12:37:59,Child,Yeah.
58,00:04:32,2021-04-29 12:38:02,Parent,How many [inaudible 00:04:33] are there?
59,00:04:32,2021-04-29 12:38:02,Child,Six.
60,00:04:38,2021-04-29 12:38:08,Parent,Mm-hmm (affirmative)- Okay. How many girls?
61,00:04:40,2021-04-29 12:38:10,Child,Two?
62,00:04:44,2021-04-29 12:38:14,Parent,Okay. Let's go to the next page.
63,00:04:47,2021-04-29 12:38:17,Child,And four boys.
64,00:04:48,2021-04-29 12:38:18,Parent,Mm-hmm (affirmative)-
65,00:04:53,2021-04-29 12:38:23,Robot,What dance moves would you do with Bojangles?
66,00:04:58,2021-04-29 12:38:28,Child,Shake my butt? (laughs)
67,00:04:58,2021-04-29 12:38:28,Robot,Wonderful.
68,00:04:58,2021-04-29 12:38:28,Child,(laughter)
69,00:05:07,2021-04-29 12:38:37,Parent,[inaudible 00:05:07].
