,timestamp,real_time,speaker,content
0,00:00:00,2021-05-04 19:14:37,Robot,Tap the bottom corners...
1,00:00:05,2021-05-04 19:14:42,Parent,"Oh, tap the bottom corners."
2,00:00:11,2021-05-04 19:14:48,Robot,... to flip pages.
3,00:00:13,2021-05-04 19:14:50,Parent,"Oh, thank you. (laughs) The rooster crows and struts. He is got feathers. He is got guts. Oh, the rooster struts and crows. What is he thinking? No one knows. Do you know, [inaudible 00:00:38], what is he thinking?"
4,00:00:40,2021-05-04 19:15:17,Child,"I know, maybe."
5,00:00:42,2021-05-04 19:15:19,Parent,Tell me.
6,00:00:42,2021-05-04 19:15:19,Child,"I just think, um, he's thinking of running out and being a superhero and running fast as he can."
7,00:00:56,2021-05-04 19:15:33,Parent,"Okay. Maybe. Let's see what will happen and what he is thinking, okay?"
8,00:01:01,2021-05-04 19:15:38,3rd person,"[inaudible 00:01:01] there, please? [inaudible 00:01:01]"
9,00:01:01,2021-05-04 19:15:38,Parent,[inaudible 00:01:01]
10,00:01:01,2021-05-04 19:15:38,Child,The cock- the cow milk-
11,00:01:22,2021-05-04 19:15:59,Parent,Makes.
12,00:01:23,2021-05-04 19:16:00,Child,Makes milk n-
13,00:01:28,2021-05-04 19:16:05,Parent,Standing.
14,00:01:29,2021-05-04 19:16:06,Child,Standing.
15,00:01:30,2021-05-04 19:16:07,Parent,Grazing.
16,00:01:30,2021-05-04 19:16:07,Child,Grazing.
17,00:01:33,2021-05-04 19:16:10,Parent,[foreign language 00:01:33]
18,00:01:33,2021-05-04 19:16:10,Child,[foreign language 00:01:33]
19,00:01:34,2021-05-04 19:16:11,Parent,[foreign language 00:01:34]
20,00:01:34,2021-05-04 19:16:11,Child,[foreign language 00:01:34]
21,00:01:37,2021-05-04 19:16:14,Parent,[foreign language 00:01:37]
22,00:01:37,2021-05-04 19:16:14,Child,[foreign language 00:01:37]
23,00:01:40,2021-05-04 19:16:17,Child,See...
24,00:01:40,2021-05-04 19:16:17,Parent,It's.
25,00:01:41,2021-05-04 19:16:18,Child,It's.
26,00:01:48,2021-05-04 19:16:25,Parent,Utterly.
27,00:01:49,2021-05-04 19:16:26,Child,Utterly.
28,00:01:49,2021-05-04 19:16:26,Parent,Amazing.
29,00:01:49,2021-05-04 19:16:26,Child,Amazing.
30,00:01:54,2021-05-04 19:16:31,Parent,Will you turn the page? Who are these things?
31,00:02:01,2021-05-04 19:16:38,Child,The-
32,00:02:01,2021-05-04 19:16:38,Parent,Oh.
33,00:02:01,2021-05-04 19:16:38,Child,The po- the-
34,00:02:01,2021-05-04 19:16:38,Parent,Pony.
35,00:02:01,2021-05-04 19:16:38,Child,The pony...
36,00:02:01,2021-05-04 19:16:38,Parent,Whinnies.
37,00:02:01,2021-05-04 19:16:38,Child,Winnings in the what.
38,00:02:16,2021-05-04 19:16:53,Parent,Wind.
39,00:02:16,2021-05-04 19:16:53,Child,Wind.
40,00:02:19,2021-05-04 19:16:56,Parent,Kicks.
41,00:02:19,2021-05-04 19:16:56,Child,Kicks on-
42,00:02:22,2021-05-04 19:16:59,Parent,In.
43,00:02:23,2021-05-04 19:17:00,Child,In his...
44,00:02:27,2021-05-04 19:17:04,Parent,Stall.
45,00:02:28,2021-05-04 19:17:05,Child,Stall. He is...
46,00:02:33,2021-05-04 19:17:10,Parent,Mm-hmm (affirmative). Is.
47,00:02:35,2021-05-04 19:17:12,Child,He is- he is- he is...
48,00:02:41,2021-05-04 19:17:18,Parent,As.
49,00:02:42,2021-05-04 19:17:19,Child,As.
50,00:02:43,2021-05-04 19:17:20,Parent,Mighty.
51,00:02:44,2021-05-04 19:17:21,Child,Mighty.
52,00:02:45,2021-05-04 19:17:22,Parent,As.
53,00:02:46,2021-05-04 19:17:23,Child,As.
54,00:02:46,2021-05-04 19:17:23,Parent,His.
55,00:02:46,2021-05-04 19:17:23,Child,His.
56,00:02:47,2021-05-04 19:17:24,Parent,Cousin.
57,00:02:47,2021-05-04 19:17:24,Child,Cousin.
58,00:02:47,2021-05-04 19:17:24,Parent,Just.
59,00:02:50,2021-05-04 19:17:27,Child,Just.
60,00:02:52,2021-05-04 19:17:29,Parent,Not.
61,00:02:53,2021-05-04 19:17:30,Child,Not.
62,00:02:53,2021-05-04 19:17:30,Parent,As.
63,00:02:55,2021-05-04 19:17:32,Child,As.
64,00:02:56,2021-05-04 19:17:33,Parent,Can you guess what it is?
65,00:02:57,2021-05-04 19:17:34,Child,Maybe it's hit [crosstalk 00:03:04].
66,00:03:03,2021-05-04 19:17:40,Parent,"No, no. Can you spell again and then try?"
67,00:03:07,2021-05-04 19:17:44,Child,T-A-L-L. Tail.
68,00:03:07,2021-05-04 19:17:44,Parent,Tall.
69,00:03:07,2021-05-04 19:17:44,Child,"Tall. I'm tall. My mom's really big, is tall."
70,00:03:21,2021-05-04 19:17:58,Parent,"The pony... Listen. The pony whinnies in the wind and kicks his stall. Hi- okay [inaudible 00:03:30]. He is as mighty as his cousins. [inaudible 00:03:35] his cousins, as they say. Just- just not as tall. [inaudible 00:03:40] cousins taller."
71,00:03:42,2021-05-04 19:18:19,Child,[inaudible 00:03:42]
72,00:03:47,2021-05-04 19:18:24,Child,[inaudible 00:03:47]
73,00:03:50,2021-05-04 19:18:27,Parent,What is this?
74,00:03:53,2021-05-04 19:18:30,Child,The dog...
75,00:03:58,2021-05-04 19:18:35,Parent,Sleeps.
76,00:03:58,2021-05-04 19:18:35,Child,Sleeps.
77,00:04:03,2021-05-04 19:18:40,Parent,[inaudible 00:04:03] with.
78,00:04:03,2021-05-04 19:18:40,Child,With one holy-
79,00:04:03,2021-05-04 19:18:40,Parent,Eye.
80,00:04:03,2021-05-04 19:18:40,Child,Eye.
81,00:04:03,2021-05-04 19:18:40,Parent,Open.
82,00:04:03,2021-05-04 19:18:40,Child,Open in the...
83,00:04:23,2021-05-04 19:19:00,Parent,[sally 00:04:23].
84,00:04:23,2021-05-04 19:19:00,Child,[sally 00:04:23].
85,00:04:23,2021-05-04 19:19:00,Parent,Farmhouse.
86,00:04:23,2021-05-04 19:19:00,Child,Farmhouse.
87,00:04:23,2021-05-04 19:19:00,Parent,Yard.
88,00:04:27,2021-05-04 19:19:04,Child,Yard. You met-
89,00:04:30,2021-05-04 19:19:07,Parent,Might.
90,00:04:31,2021-05-04 19:19:08,Child,Might.
91,00:04:38,2021-05-04 19:19:15,Parent,Think.
92,00:04:38,2021-05-04 19:19:15,Child,Think. Thi- think he- his- his-
93,00:04:45,2021-05-04 19:19:22,Parent,He's.
94,00:04:46,2021-05-04 19:19:23,Child,He's.
95,00:04:48,2021-05-04 19:19:25,Parent,Keeping.
96,00:04:49,2021-05-04 19:19:26,Child,Keeping.
97,00:04:55,2021-05-04 19:19:32,Parent,Cool.
98,00:04:55,2021-05-04 19:19:32,Child,Cool.
99,00:04:57,2021-05-04 19:19:34,Parent,Beware.
100,00:04:58,2021-05-04 19:19:35,Child,Beware. He is...
101,00:05:08,2021-05-04 19:19:45,Parent,Keeping.
102,00:05:09,2021-05-04 19:19:46,Child,Keeping.
103,00:05:10,2021-05-04 19:19:47,Parent,Guard.
104,00:05:11,2021-05-04 19:19:48,Child,"Mm, guard."
105,00:05:13,2021-05-04 19:19:50,Parent,"Like [inaudible 00:05:15]. The dog sleeps with... Oh, no. Back it up. I'm just- I just want to explain, okay? [inaudible 00:05:22]"
106,00:05:19,2021-05-04 19:19:56,Child,I want to read now.
107,00:05:24,2021-05-04 19:20:01,Parent,"Okay. Okay, just- just you and-"
108,00:05:26,2021-05-04 19:20:03,Child,I don't wanna [inaudible 00:05:28].
109,00:05:29,2021-05-04 19:20:06,Parent,Okay.
110,00:05:34,2021-05-04 19:20:11,Child,The sheep broke- bin-
