,timestamp,real_time,speaker,content
0,00:00:00,2021-06-14 11:30:10,Child,(laughs) So funny.
1,00:00:00,2021-06-14 11:30:10,Robot,Hello.
2,00:00:07,2021-06-14 11:30:17,Parent,"Hi, Jibo."
3,00:00:09,2021-06-14 11:30:19,Robot,I am now on story time mode. My camera will now turn on and start audio and video recording. Let's get started. Now we will be reading story books together.
4,00:00:21,2021-06-14 11:30:31,Parent,Want to open story time?
5,00:00:23,2021-06-14 11:30:33,Robot,"If you haven't already, please open the Jibo story time app."
6,00:00:26,2021-06-14 11:30:36,Parent,Do you want to read [crosstalk 00:00:28]?
7,00:00:27,2021-06-14 11:30:37,Robot,Let's go ahead and select a book on the app.
8,00:00:29,2021-06-14 11:30:39,Child,Hm. (singing)
9,00:00:29,2021-06-14 11:30:39,Parent,"Okay, let's see."
10,00:00:30,2021-06-14 11:30:40,Child,Um. No. No. What. Here. [inaudible 00:00:30].
11,00:00:30,2021-06-14 11:30:40,Parent,Which one you want?
12,00:00:30,2021-06-14 11:30:40,Child,Um... No. Back.
13,00:00:30,2021-06-14 11:30:40,Parent,This one?
14,00:00:36,2021-06-14 11:30:46,Child,Mm-hmm (affirmative). I've heard [inaudible 00:01:09].
15,00:01:10,2021-06-14 11:31:20,Parent,The Three Billy Goats Gruff. Yeah we did. Yeah we have read most of them. Once upon a time there were three Billy goats. They lived in a valley and the name of all three Billy goats was Gruff.
16,00:01:22,2021-06-14 11:31:32,Child,Gruff?
17,00:01:25,2021-06-14 11:31:35,Parent,There was very little grass in the valley and the Billy goats were hungry. They wanted to up the hillside to a fine meadow full of grass and daisies where they could eat and eat and eat get fat. [inaudible 00:01:35] too.
18,00:01:34,2021-06-14 11:31:44,Child,Yeah. The trolls are going [inaudible 00:01:41].
19,00:01:41,2021-06-14 11:31:51,Parent,"The troll, yeah."
20,00:01:42,2021-06-14 11:31:52,Child,Yeah.
21,00:01:42,2021-06-14 11:31:52,Parent,I like the illustrations.
22,00:01:43,2021-06-14 11:31:53,Child,Yeah.
23,00:01:46,2021-06-14 11:31:56,Parent,"But on the way up, there was a bridge rushing over a river, and under the bridge lived a troll, who was as mean as he was ugly. First the youngest Billy goat Gruff decided to cross the bridge. Trip, trap, trip, trap went the bridge. ""Who's that tripping over my bridge?"" Roared the troll. ""Oh, it's only I the tiniest Billy goat Gruff,"" said the Billy goat in his very small voice. ""And I'm going to the meadow to make myself fat,"" ""Oh, no you're not,"" said the troll, ""For I'm coming to gobble you up,"" ""Oh, please don't take me. I'm too little, that I am."" Said the Billy goat. Wait until the second Billy goat Gruff comes, he's much bigger."
24,00:02:30,2021-06-14 11:32:40,Robot,"Penn, why would going to the meadow make the Billy goat fat?"
25,00:02:35,2021-06-14 11:32:45,Child,Because eating makes- makes people and goats fat?
26,00:02:38,2021-06-14 11:32:48,Robot,Excellent.
