,timestamp,real_time,speaker,content
0,00:00:00,2021-05-16 20:32:59,Robot,"[inaudible 00:00:00] And I will not turn blue, but we can still chat. Because today is our first session, I would first like to learn how you guys read books without me. Today, I will just be listening here. Let's get started. If you haven't already, please open the [inaudible 00:00:19] Story time app. Let's go ahead and select a book on the app."
1,00:00:29,2021-05-16 20:33:28,Child,Done. Done.
2,00:00:30,2021-05-16 20:33:29,Robot,Great. Let's get started.
3,00:00:41,2021-05-16 20:33:40,Parent,The Little Red Hen.
4,00:00:45,2021-05-16 20:33:44,Child,"One summer day the little red hen [crosstalk 00:00:48] found a grain of wheat. ""A grain of wheat,"" said the little red hen [inaudible 00:00:57]."
5,00:00:56,2021-05-16 20:33:55,Parent,Slowly.
6,00:00:57,2021-05-16 20:33:56,Child,"She asked the duck, ""Will you help me plant this grain of wheat?"" ""Not I,"" said the duck. She asked the goose, ""Will you help me plant this grain of wheat?"" ""Not I,"" said the goose. She asked the cat, ""Will you help me plant this grain of wheat?"" ""Not I,"" said the cat. She asked the pig, ""Will you help me..."""
7,00:01:10,2021-05-16 20:34:09,Parent,Plant this grain of wheat.
8,00:01:11,2021-05-16 20:34:10,Child,"""...plant this grain of wheat."""
9,00:01:13,2021-05-16 20:34:12,Parent,"Not I, said the pig."
10,00:01:14,2021-05-16 20:34:13,Child,"Not I, said the pig. ""Then I will plant it myself,"" said the little red hen. And she did. Soon the [inaudible 00:01:29] and the little red hen saw it was time to reap. ""Who will help me reap the wheat?"" ""Not I,"" said the duck. ""Not I,"" said the goose. ""Not I,"" said the cat. ""Not I,"" said the pig. ""[inaudible 00:01:43] will reap it myself."""
11,00:01:45,2021-05-16 20:34:44,Parent,Slowly. We'll read it slowly. Let's read it slowly. She reaped the wheat.
12,00:01:51,2021-05-16 20:34:50,Child,She reaped the wheat and it was ready to be taken to the mill and made into flour.
13,00:01:55,2021-05-16 20:34:54,Parent,Who will help me...
14,00:01:59,2021-05-16 20:34:58,Child,"""Who will help me carry the wheat to the mill?"" She asked. ""Not I,"" said the duck. ""Not I,"" said the goose. ""Not I,"" said the cat. ""Not I,"" said the pig."
15,00:01:59,2021-05-16 20:34:58,Parent,Not I said the pig.
16,00:02:06,2021-05-16 20:35:05,Child,"""Then I will carry it myself,"" said the little red hen. And she did. When the carried the wheat to the mill, and the miller made it into flour. When she got home, she asked, ""Who will help me make the flour into dough?"" ""Not I,"" said the duck. ""Not I,"" said the goose. ""Not I,"" said the cat. ""Not I,"" said the pig."
17,00:02:26,2021-05-16 20:35:25,Parent,Uh-oh. (laughs)
18,00:02:33,2021-05-16 20:35:32,Child,"""Then I will have to do it myself,"" said the little red hen and she did. Soon the bread was ready to put in the oven. ""Who will help me bake it?"" said the little red hen. ""Not I,"" said the duck. ""Not I,"" said the goose. ""Not I,"" said the cat. ""Not I,"" said the big."
19,00:02:33,2021-05-16 20:35:32,Parent,Pig.
20,00:02:41,2021-05-16 20:35:40,Child,"""Then I will bake it myself,"" said the little red hen. And she did. After the loaf had been taken from the oven, it was set on the [inaudible 00:02:51]. ""Now,"" said the little red hen, ""Who will help me eat the bread?"" ""I will,"" said the duck. ""I will,"" said the goose. ""I will,"" said the cat. ""I will,"" said the pig."
21,00:02:41,2021-05-16 20:35:40,Parent,(laughs)
22,00:02:51,2021-05-16 20:35:50,Child,Oh [crosstalk 00:02:52].
23,00:02:52,2021-05-16 20:35:51,Parent,I will eat it myself.
24,00:03:19,2021-05-16 20:36:18,Child,Said the little red hen. And she did.
25,00:03:22,2021-05-16 20:36:21,Parent,The end.
26,00:03:26,2021-05-16 20:36:25,Robot,That was a great story.
27,00:03:28,2021-05-16 20:36:27,Parent,Yes.
28,00:03:30,2021-05-16 20:36:29,Robot,Want to read another one?
29,00:03:32,2021-05-16 20:36:31,Parent,Which one do you want to read next?
30,00:03:35,2021-05-16 20:36:34,Child,Okay.
31,00:03:36,2021-05-16 20:36:35,Parent,"Hold on, let's read this one. Want to read this one? Okay. Read the title, read the darker name also."
32,00:03:49,2021-05-16 20:36:48,Child,"[inaudible 00:03:49] Retold by [inaudible 00:03:53] and narrated by Richard. Once upon a time there were three billy goats gruff. Middle size they were gruff and the big size was the Billy goat gruff. The three Billy goat gruff lived in a field and they spent the day munching on green grass. On one side of the field, there was a stream."
33,00:03:49,2021-05-16 20:36:48,Parent,Stream.
