,timestamp,real_time,speaker,content
0,00:00:00,2021-05-10 19:07:05,Robot,Hello.
1,00:00:01,2021-05-10 19:07:06,Parent,Hi.
2,00:00:02,2021-05-10 19:07:07,Child,Hi.
3,00:00:04,2021-05-10 19:07:09,Robot,I am now on story time mode. My camera will now turn on and start audio and video recording.
4,00:00:10,2021-05-10 19:07:15,Parent,Okay.
5,00:00:11,2021-05-10 19:07:16,Robot,Let's get started.
6,00:00:12,2021-05-10 19:07:17,Child,Okay.
7,00:00:12,2021-05-10 19:07:17,Robot,"Now, we will be reading storybooks together. If you haven't already, please open the Jibo Story Time app. Let's go ahead and select a book on the app."
8,00:00:24,2021-05-10 19:07:29,Child,Is that the long one? Or the...
9,00:00:37,2021-05-10 19:07:42,Parent,This is the long one. More books? Do you wanna see?
10,00:00:42,2021-05-10 19:07:47,Child,Yeah.
11,00:00:42,2021-05-10 19:07:47,Parent,Spring Bear.
12,00:00:42,2021-05-10 19:07:47,Child,I have these books-
13,00:00:42,2021-05-10 19:07:47,Parent,There's three to pick.
14,00:00:42,2021-05-10 19:07:47,Child,"Mommy, I have this book in school."
15,00:00:42,2021-05-10 19:07:47,Parent,Really?
16,00:00:42,2021-05-10 19:07:47,Child,Yeah.
17,00:00:50,2021-05-10 19:07:55,Parent,So which one you wanna choose? [inaudible 00:00:51]
18,00:00:58,2021-05-10 19:08:03,Child,"And, even I have Chicka Chicka Boom Boom."
19,00:00:58,2021-05-10 19:08:03,Parent,Okay.
20,00:00:58,2021-05-10 19:08:03,Child,Ah.
21,00:00:59,2021-05-10 19:08:04,Parent,"Anachie, they're dangerous. Can you put it out way? Come here and then I'll give you another after that. So we, we have to concentrate to this, uh, story. Okay?"
22,00:01:06,2021-05-10 19:08:11,Child,"Okay, and do um, [crosstalk 00:01:06]-"
23,00:01:06,2021-05-10 19:08:11,Parent,Can you give me?
24,00:01:06,2021-05-10 19:08:11,Child,"Yeah, our next one is [inaudible 00:01:13]."
25,00:01:13,2021-05-10 19:08:18,Parent,Not now. Can you? Please?
26,00:01:26,2021-05-10 19:08:31,Child,[inaudible 00:01:26].
27,00:01:31,2021-05-10 19:08:36,Parent,Please? [inaudible 00:01:31].
28,00:01:31,2021-05-10 19:08:36,3rd person,Nanny?
29,00:01:31,2021-05-10 19:08:36,Child,Okay.
30,00:01:31,2021-05-10 19:08:36,Parent,Look.
31,00:01:38,2021-05-10 19:08:43,Child,Can I see the [inaudible 00:01:38]?
32,00:01:38,2021-05-10 19:08:43,Parent,"It will probably translate the top, the topics. What is this about?"
33,00:01:38,2021-05-10 19:08:43,Child,Duck. Three?
