,timestamp,real_time,speaker,content
0,00:00:00,2021-05-17 17:19:23,Parent,His feet fairly flew as he tipped his hat. Rap-a-tap-tap. Think of that.
1,00:00:05,2021-05-17 17:19:28,Speaker 2,You mean rap-a-tap-tap.
2,00:00:08,2021-05-17 17:19:31,Parent,He briefly paused to pat an old cat. Rap-a-tap-tap. Think of that.
3,00:00:15,2021-05-17 17:19:38,Speaker 2,"You mean rap-a-tap-tap, Mama."
4,00:00:18,2021-05-17 17:19:41,Parent,"He danced rain or shine, all kinds of weather."
5,00:00:21,2021-05-17 17:19:44,Eva,[inaudible 00:00:21] and a noise.
6,00:00:21,2021-05-17 17:19:44,Parent,Rap-a-tap-tim-tap. Think of that. People listened each day for his toe-tapping clatter. Rap-a-tap-tap. Think of that.
7,00:00:31,2021-05-17 17:19:54,Speaker 2,You mean rap-a-tap-tap.
8,00:00:34,2021-05-17 17:19:57,Parent,"He danced many rhythms that they were seldom the same. Rap-a-tap-tap. Think of that. Oh, I see they're playing lots of instruments here. Shall we stop and take a look?"
9,00:00:45,2021-05-17 17:20:08,Eva,No.
10,00:00:45,2021-05-17 17:20:08,Speaker 2,I [crosstalk 00:00:45] want to.
11,00:00:48,2021-05-17 17:20:11,Eva,[crosstalk 00:00:48] want to.
12,00:00:49,2021-05-17 17:20:12,Speaker 2,To stop [crosstalk 00:00:49].
13,00:00:49,2021-05-17 17:20:12,Parent,"Dance was his passion and he- it brought him fame. Rap-a-tap-tap, think of that."
14,00:00:57,2021-05-17 17:20:20,Speaker 2,[inaudible 00:00:57] many rap-a-tap-tap.
15,00:00:57,2021-05-17 17:20:20,Parent,"Rap-a-tap-tap, Eva will tell you. Eva, can you tell Aris what is rap-a-tap-tap?"
16,00:01:04,2021-05-17 17:20:27,Eva,"Uh, an- dancing noise."
17,00:01:07,2021-05-17 17:20:30,Parent,"Bojangles, Bojangles, that was his name. Rap-a-tap-tap think of that."
18,00:01:13,2021-05-17 17:20:36,Speaker 2,His name Gojangles [crosstalk 00:01:13]...
19,00:01:14,2021-05-17 17:20:37,Parent,[crosstalk 00:01:14].
20,00:01:14,2021-05-17 17:20:37,Eva,[crosstalk 00:01:14] the end.
21,00:01:16,2021-05-17 17:20:39,Robot,"Time for a W-H question. Eva, can you ask us a question about Bojangles?"
22,00:01:24,2021-05-17 17:20:47,Speaker 2,[inaudible 00:01:24] Bojangles.
23,00:01:25,2021-05-17 17:20:48,Eva,[inaudible 00:01:25] why was he dancing?
24,00:01:26,2021-05-17 17:20:49,Speaker 2,[inaudible 00:01:26]...
25,00:01:26,2021-05-17 17:20:49,Robot,What do you think?
26,00:01:33,2021-05-17 17:20:56,Speaker 2,[inaudible 00:01:33] someone. [crosstalk 00:01:33]...
27,00:01:33,2021-05-17 17:20:56,Parent,What do you think?
28,00:01:33,2021-05-17 17:20:56,Speaker 2,[inaudible 00:01:33]...
29,00:01:32,2021-05-17 17:20:55,Parent,Why do you think he was dancing?
30,00:01:42,2021-05-17 17:21:05,Eva,He was happy.
31,00:01:43,2021-05-17 17:21:06,Parent,Mm-hmm (affirmative).
32,00:01:46,2021-05-17 17:21:09,Speaker 2,[inaudible 00:01:46]...
33,00:01:47,2021-05-17 17:21:10,Robot,Yeah.
34,00:01:51,2021-05-17 17:21:14,Speaker 2,[inaudible 00:01:51]...
35,00:01:59,2021-05-17 17:21:22,Robot,That was a great question.
36,00:01:59,2021-05-17 17:21:22,Speaker 2,[inaudible 00:01:59].
37,00:01:59,2021-05-17 17:21:22,Robot,Awesome.
38,00:01:59,2021-05-17 17:21:22,Speaker 2,(singing).
39,00:02:01,2021-05-17 17:21:24,Parent,Shall we read another one?
40,00:02:14,2021-05-17 17:21:37,Eva,[foreign language 00:02:14].
41,00:02:14,2021-05-17 17:21:37,Parent,[foreign language 00:02:14].
42,00:02:13,2021-05-17 17:21:36,Eva,Uh-huh.
43,00:02:14,2021-05-17 17:21:37,Parent,[foreign language 00:02:14].
44,00:02:14,2021-05-17 17:21:37,Eva,[foreign language 00:02:14]...
45,00:02:14,2021-05-17 17:21:37,Parent,Mm-hmm (affirmative).
46,00:02:17,2021-05-17 17:21:40,Eva,[inaudible 00:02:17].
47,00:02:25,2021-05-17 17:21:48,Parent,"Okay, we need to... we cannot access the bookshelf. (singing)."
48,00:02:36,2021-05-17 17:21:59,Speaker 2,Jibo.
49,00:02:36,2021-05-17 17:21:59,Parent,Let's close it- it and open it again.
50,00:02:39,2021-05-17 17:22:02,Eva,[foreign language 00:02:39]. [foreign language 00:02:46].
51,00:02:48,2021-05-17 17:22:11,Parent,[inaudible 00:02:48] story time mode.
52,00:02:54,2021-05-17 17:22:17,Eva,[foreign language 00:02:54] story time mode.
53,00:02:56,2021-05-17 17:22:19,Parent,"Oh, [foreign language 00:02:56]. We need to read another story, and then we can finish that, okay?"
54,00:03:01,2021-05-17 17:22:24,Eva,[foreign language 00:03:01] louder.
55,00:03:05,2021-05-17 17:22:28,Parent,Just one.
56,00:03:07,2021-05-17 17:22:30,Eva,[inaudible 00:03:07].
57,00:03:07,2021-05-17 17:22:30,Parent,Short story or a long story?
58,00:03:08,2021-05-17 17:22:31,Eva,Long story
59,00:03:11,2021-05-17 17:22:34,Speaker 2,[inaudible 00:03:11].
60,00:03:11,2021-05-17 17:22:34,Parent,Do you want to read that one?
61,00:03:11,2021-05-17 17:22:34,Eva,Mm-mm (negative).
62,00:03:14,2021-05-17 17:22:37,Speaker 2,A big story?
63,00:03:15,2021-05-17 17:22:38,Parent,Mm-hmm (affirmative).
64,00:03:16,2021-05-17 17:22:39,Speaker 2,A big stories.
65,00:03:17,2021-05-17 17:22:40,Eva,[inaudible 00:03:17]. Long stories.
66,00:03:17,2021-05-17 17:22:40,Parent,I think that was a long story.
67,00:03:42,2021-05-17 17:23:05,Eva,"No, this is [inaudible 00:03:43]."
68,00:03:43,2021-05-17 17:23:06,Parent,Can we read The Little Red Hen?
69,00:03:43,2021-05-17 17:23:06,Eva,This.
70,00:03:43,2021-05-17 17:23:06,Parent,Can we read that?
71,00:03:43,2021-05-17 17:23:06,Eva,Yeah.
72,00:03:43,2021-05-17 17:23:06,Parent,What do you think?
73,00:03:45,2021-05-17 17:23:08,Speaker 2,[inaudible 00:03:45].
74,00:03:44,2021-05-17 17:23:07,Eva,Because we went to the beach.
75,00:03:46,2021-05-17 17:23:09,Parent,"Yeah, went to the beach like The Little Red Hen."
76,00:03:46,2021-05-17 17:23:09,Eva,The Little...
77,00:03:47,2021-05-17 17:23:10,Parent,"Who do you think had more fun, us or the red hen?"
78,00:03:50,2021-05-17 17:23:13,Eva,(laughs) I don't know. The red...
79,00:03:50,2021-05-17 17:23:13,Speaker 2,Hen.
80,00:03:50,2021-05-17 17:23:13,Eva,The red hen.
81,00:03:56,2021-05-17 17:23:19,Parent,Let's find that.
82,00:03:57,2021-05-17 17:23:20,Eva,The little red hen. [inaudible 00:04:00].
83,00:04:00,2021-05-17 17:23:23,Parent,"One summer day, the little red hen found a grain of wheat. ""A grain of wheat,"" said the little red hen to herself. I will plant it. What do you think the grain was?"
84,00:04:13,2021-05-17 17:23:36,Eva,I don't know.
