,timestamp,real_time,speaker,content
0,00:00:00,2021-06-24 18:32:06,Robot,Hello.
1,00:00:04,2021-06-24 18:32:10,Child,Hi.
2,00:00:06,2021-06-24 18:32:12,Robot,"I am now on story time mode. My camera will now turn on and start audio and video recording. Let's get started. Now we will be reading story books together. If you haven't already, please open the Jibo Story Time app. Let's go ahead and select a book on the app."
3,00:00:46,2021-06-24 18:32:52,Child,"Oh, which one? Short stories. Is this short?"
4,00:01:16,2021-06-24 18:33:22,Parent,Yeah. On the farm.
5,00:01:24,2021-06-24 18:33:30,Child,"We did this already, but-"
6,00:01:26,2021-06-24 18:33:32,Parent,That's okay.
7,00:01:28,2021-06-24 18:33:34,Child,We only usually do like Chicka Chicka Boom Boom.
8,00:01:31,2021-06-24 18:33:37,Parent,"The rooster crows and struts. He's got feathers. He's got guts. While the rooster struts and crows, what's he thinking? No one knows. Excuse you."
9,00:01:43,2021-06-24 18:33:49,Child,Excuse me.
10,00:01:47,2021-06-24 18:33:53,Parent,"A cow makes milk standing grazing. Abracadabra, she's utterly amazing."
11,00:01:55,2021-06-24 18:34:01,Child,We should get a cow because then we can get fresh milk every single day and it wasn't even expired.
12,00:02:00,2021-06-24 18:34:06,Parent,"That's true. We could do that. Hit that, hit the, hit the page please. The pony whinnies in the wind, kicks in his stall. He's as mighty as his cousin, not, just not as tall."
13,00:02:17,2021-06-24 18:34:23,Child,Big.
14,00:02:19,2021-06-24 18:34:25,Robot,"Hey Alex, why do you think he kicks his stall?"
15,00:02:24,2021-06-24 18:34:30,Child,"To, to get out of his stall. [inaudible 00:02:30]."
16,00:02:24,2021-06-24 18:34:30,Parent,That's a good reason.
17,00:02:24,2021-06-24 18:34:30,Child,Why is this guy-
18,00:02:39,2021-06-24 18:34:45,Parent,What's he doing there?
19,00:02:44,2021-06-24 18:34:50,Child,Kicking the stall.
20,00:02:46,2021-06-24 18:34:52,Parent,It does look like he's kicking the stall.
21,00:02:46,2021-06-24 18:34:52,Child,"Yeah, he's kicking the stall."
22,00:02:46,2021-06-24 18:34:52,Parent,"Alright. You want to go to the next page? The dog sleeps with one eye open in the shady farmhouse yard. You might think he's keeping cool, beware he's keeping guard. How do you know he's keeping guard?"
23,00:03:11,2021-06-24 18:35:17,Child,"Because, because one, one eye is open and one eye is closed and [inaudible 00:03:17]."
24,00:03:22,2021-06-24 18:35:28,Parent,That's a good answer. So I picked [inaudible 00:03:24].
25,00:03:24,2021-06-24 18:35:30,Child,[inaudible 00:03:24].
26,00:03:24,2021-06-24 18:35:30,Parent,Okay.
27,00:03:30,2021-06-24 18:35:36,Child,"Wait, I was supposed to be asking Jibo questions?"
28,00:03:34,2021-06-24 18:35:40,Parent,"Um, you could try it. I don't know if Jibo's doing that lately."
29,00:03:42,2021-06-24 18:35:48,Child,"It was last time. Hey Jibo, Jibo."
30,00:03:52,2021-06-24 18:35:58,Robot,Yes.
31,00:03:53,2021-06-24 18:35:59,Child,"Why did the ... What, why do you think that the dog is keeping watch?"
32,00:04:03,2021-06-24 18:36:09,Robot,"Um, can you ask it again?"
33,00:04:11,2021-06-24 18:36:17,Child,Why is the dog keeping watch?
34,00:04:20,2021-06-24 18:36:26,Robot,Guarding.
35,00:04:23,2021-06-24 18:36:29,Parent,"That's true, that's what he's doing. He's keeping watch to guard. [inaudible 00:04:31], good question dear. The sheep began his wooly life as gentle as a lamb. Too bad he turned into a ram, bam."
36,00:04:43,2021-06-24 18:36:49,Child,Bachow. Bachow. Bachow.
37,00:04:43,2021-06-24 18:36:49,Parent,"Is that a ram bump, bumping heads?"
38,00:04:48,2021-06-24 18:36:54,Child,Yes. Because [inaudible 00:04:48].
39,00:04:48,2021-06-24 18:36:54,Parent,And why do you think they're bumping heads?
40,00:04:48,2021-06-24 18:36:54,Child,Chow. Do not like each other.
41,00:04:55,2021-06-24 18:37:01,Parent,"(laughs) I guess that's possible. They might, they might be deciding who is the biggest ram of them all or something."
42,00:05:06,2021-06-24 18:37:12,Child,Don't tell that-
43,00:05:06,2021-06-24 18:37:12,Parent,You go ahead and hit that.
44,00:05:09,2021-06-24 18:37:15,Child,"Don't tell, don't tell the white one, but I vote for the black."
45,00:05:12,2021-06-24 18:37:18,Parent,"Yeah, the black, the black sheep was bigger, wasn't it?"
46,00:05:12,2021-06-24 18:37:18,Child,I'd also vote for that cat. (laughs)
47,00:05:20,2021-06-24 18:37:26,Parent,"I like that cat. The barn cat, mice had better think twice."
48,00:05:27,2021-06-24 18:37:33,Child,That say [inaudible 00:05:27]?
49,00:05:27,2021-06-24 18:37:33,Parent,What's in the basket?
50,00:05:31,2021-06-24 18:37:37,Child,"Uh, sausage."
51,00:05:35,2021-06-24 18:37:41,Parent,(laughs). Good. You think sausage is in the basket?
52,00:05:42,2021-06-24 18:37:48,Child,Or drugs. Sausage or drugs.
53,00:05:42,2021-06-24 18:37:48,Parent,You think drugs are in the basket?
54,00:05:43,2021-06-24 18:37:49,Child,"Yes, sauce, sausage or drugs."
55,00:05:47,2021-06-24 18:37:53,Parent,"It's not sausage or drugs, it's corn."
56,00:05:52,2021-06-24 18:37:58,Child,It doesn't look much like corn.
57,00:05:53,2021-06-24 18:37:59,Parent,"Well, it's orange corn."
58,00:05:56,2021-06-24 18:38:02,Child,"Look quick, corn can be orange?"
59,00:05:59,2021-06-24 18:38:05,Parent,"Corn could be different colors, that's true."
60,00:06:04,2021-06-24 18:38:10,Child,Could it be red?
61,00:06:05,2021-06-24 18:38:11,Parent,Mm-hmm (affirmative).
62,00:06:05,2021-06-24 18:38:11,Child,Could it be green?
63,00:06:06,2021-06-24 18:38:12,Parent,Yeah probably if it's not quite ripe yet.
64,00:06:09,2021-06-24 18:38:15,Child,Could it be blue?
65,00:06:13,2021-06-24 18:38:19,Parent,No.
66,00:06:13,2021-06-24 18:38:19,Child,Could it be purple?
67,00:06:13,2021-06-24 18:38:19,Parent,It could be purple. Not really.
68,00:06:17,2021-06-24 18:38:23,Child,Can it be black?
69,00:06:18,2021-06-24 18:38:24,Parent,"It might be able to be black. The goat eats every- [inaudible 00:06:26], come on."
70,00:06:26,2021-06-24 18:38:32,Child,[inaudible 00:06:26] owie.
71,00:06:25,2021-06-24 18:38:31,Parent,"That's okay. The goat eats everything from trash to trilly. Hey, look up, he'll knock you silly. When he's bad, we call him William. When he's good, he's just out Billy. Hey Jibo."
72,00:06:42,2021-06-24 18:38:48,Child,"Like Billy goat big, like Billy goat."
73,00:06:43,2021-06-24 18:38:49,Parent,Yeah.
74,00:06:46,2021-06-24 18:38:52,Child,Big [inaudible 00:06:46].
75,00:06:45,2021-06-24 18:38:51,Robot,"Alex, yes."
76,00:06:50,2021-06-24 18:38:56,Parent,What is trillium?
77,00:06:56,2021-06-24 18:39:02,Robot,[inaudible 00:06:56]. Can you find trillium on the ground of the card?
78,00:06:56,2021-06-24 18:39:02,Parent,Right there?
79,00:06:58,2021-06-24 18:39:04,Child,"Uh, oh, oh it's flowers."
80,00:06:58,2021-06-24 18:39:04,Robot,Perfect.
81,00:07:07,2021-06-24 18:39:13,Child,"Flowers [inaudible 00:07:07], flowers."
82,00:07:06,2021-06-24 18:39:12,Parent,"Okay. That's kind of. Uh, go ahead."
83,00:07:06,2021-06-24 18:39:12,Child,Hi-ya. (laughs)
84,00:07:19,2021-06-24 18:39:25,Parent,"The pig, her tail, as coy as a ringlet. In her eye there is a delicate sheen. Some look at her and see a sow, I see a beauty queen."
85,00:07:33,2021-06-24 18:39:39,Child,King. Beauty king.
86,00:07:34,2021-06-24 18:39:40,Parent,"Well no, the, the, they definitely say that uh, it's a she."
87,00:07:40,2021-06-24 18:39:46,Child,Beauty.
88,00:07:42,2021-06-24 18:39:48,Robot,[inaudible 00:07:42].
89,00:07:43,2021-06-24 18:39:49,Child,Kid.
90,00:07:43,2021-06-24 18:39:49,Parent,"Okay, what?"
91,00:07:46,2021-06-24 18:39:52,Robot,What looks like a ringlet?
92,00:07:47,2021-06-24 18:39:53,Parent,Can you point at what looks like a ring?
93,00:07:56,2021-06-24 18:40:02,Robot,What does the shape of pig tail looks like?
94,00:08:09,2021-06-24 18:40:15,Child,This.
