,timestamp,real_time,speaker,content
0,00:00:00,2021-05-26 16:37:46,Robot,Hello.
1,00:00:01,2021-05-26 16:37:47,Parent,"Hi. Hi, Jibo."
2,00:00:01,2021-05-26 16:37:47,Child,"Hi, Jibo."
3,00:00:05,2021-05-26 16:37:51,Robot,"I'm now on story-time mode. My camera will now turn on and start audio and video recording. I may behave a little differently in story-time mode. I will not responding to, ""Hey, Jibo,"" and I will not turn blue, but we can still chat. Because today is our first session I would first like to learn how you guys read books without me. Today I will just be listening here. Let's get started. If you haven't already, please open the Jibo story-time app. Let's go ahead and select a book on the app."
4,00:00:45,2021-05-26 16:38:31,Parent,Do you want a short story or a long story?
5,00:00:45,2021-05-26 16:38:31,Child,Long.
6,00:00:47,2021-05-26 16:38:33,Parent,"Okay, long. And then this says Geraldine, The Music Mouse. This is... I can't read it. The Three Billy Go- Bo- Goats Grute I guess it says. The Little Red Hen, The Little Red Hen, The Three Billy Goats Gruffs. Why do you want the one I could really read? (laughs). Gruff, gruff. Okay, so let's start reading, yeah? Huh. I don't know what to do. First page. Oh yeah, first page. [inaudible 00:01:44]."
7,00:01:47,2021-05-26 16:39:33,Child,[inaudible 00:01:47].
8,00:01:49,2021-05-26 16:39:35,Parent,"Maybe we selected the wrong book. [inaudible 00:01:53]. And this is the same book as that. Or do you want more books? More books. It looks like there's The Year on Maple Hill Farm, The Three Little Pigs, all the same books. Three Little Pigs again. Oh, this is Fall, Spring and Summer. Um, and that's it. Which one do you want? Spring?"
9,00:01:49,2021-05-26 16:39:35,Child,"Spring, spring. There."
10,00:02:32,2021-05-26 16:40:18,Parent,First page.
11,00:02:37,2021-05-26 16:40:23,Robot,Touch the bottom corners to flip pages.
