,timestamp,real_time,speaker,content
0,00:00:00,2021-06-17 13:32:30,Child,"Uh, and how did they turned on?"
1,00:00:03,2021-06-17 13:32:33,Robot,"I am not on story time mode. My camera will now turn on and start audio and video recording. Let's get started. Now, we will be reading story books together. If you haven't already, please open the Jibo story time app. Let's go ahead and select a book on the app."
2,00:00:27,2021-06-17 13:32:57,Child,Done. I did that just now.
3,00:00:27,2021-06-17 13:32:57,Parent,"Say, ""I did it."""
4,00:00:28,2021-06-17 13:32:58,Child,I did it.
5,00:00:32,2021-06-17 13:33:02,Parent,Want me to read this part?
6,00:00:32,2021-06-17 13:33:02,Child,You wanna- I want you to read this book.
7,00:00:36,2021-06-17 13:33:06,Parent,Okay.
8,00:00:37,2021-06-17 13:33:07,Child,"You read a long story, I read from the pages on a short story."
9,00:00:41,2021-06-17 13:33:11,Parent,How about you read some of the pages on this one.
10,00:00:43,2021-06-17 13:33:13,Child,No! Too long.
11,00:00:45,2021-06-17 13:33:15,Parent,"Okay. Once upon a time there were three little pigs who lived in a cozy house with their mother. One day mother pig said, ""You are all grown up now. It is time for you to go out into the world and build your own houses. Build them strong and you will be safe from the big bad wolf."
12,00:01:04,2021-06-17 13:33:34,Robot,Why does the mother pig let her piggy kids leave home?
13,00:01:06,2021-06-17 13:33:36,Child,Because they're older.
14,00:01:06,2021-06-17 13:33:36,Robot,Nice.
15,00:01:14,2021-06-17 13:33:44,Parent,The first little pig was a lazy little pig. He built the simplest kind of house so he could have time to rest. His house was made of straw. It was not very strong. The second little pig was a playful little pig. He built his house quickly so he could go out and play. His house was made of sticks. It was not very strong. The third little pig was the smartest pig of all. He listened carefully to mother's advice and built a strong house of bricks.
16,00:01:49,2021-06-17 13:34:19,Child,I knew it. I knew it.
17,00:01:53,2021-06-17 13:34:23,Parent,The little pigs didn't know that lurking in the nearby forest was the big bad wolf. The wolf was very hungry and for his supper he wanted a pig.
18,00:02:08,2021-06-17 13:34:38,Robot,"Luke, what does lurking mean?"
19,00:02:15,2021-06-17 13:34:45,Child,It means [inaudible 00:02:15] walking around.
20,00:02:16,2021-06-17 13:34:46,Parent,Walking around kind of hiding?
21,00:02:17,2021-06-17 13:34:47,Child,Yeah. Mm-hmm (affirmative).
22,00:02:26,2021-06-17 13:34:56,Parent,"The big bad wolf knocked on the first little pig's door. ""Little pig, little pig, let me come in!"" He roared. ""Not by the hair on my chinny chin chin."" Replied the first little pig. ""Then I'll huff and I'll puff and I'll blow your house in!"" Growled the wolf. So the wolf huffed and he puffed and he blew the straw house down. The first little pig ran away as fast as his legs could take him. Next, the wolf knocked on the second little pig's door. ""Little pig, little pig, let me come in!"" He roared. ""Not by the hair on my chinny chin chin."" Said the second little pig. ""Then I'll huff and I'll puff-"
23,00:03:13,2021-06-17 13:35:43,Child,And I'll puff and I'll blow your house in!
24,00:03:13,2021-06-17 13:35:43,Parent,So the wolf huffed and he puffed and he blew the stick house down. The second little pig ran away as fast as his legs could take him. The third little-
25,00:03:23,2021-06-17 13:35:53,Robot,Time for a question. Megan can you ask us a question about second little pig?
26,00:03:33,2021-06-17 13:36:03,Parent,"What, uh, did the second little pig build his house out of?"
27,00:03:38,2021-06-17 13:36:08,Child,Straw.
28,00:03:39,2021-06-17 13:36:09,Parent,Second little pig.
29,00:03:43,2021-06-17 13:36:13,Child,I mean sticks.
30,00:03:43,2021-06-17 13:36:13,Parent,That's right. Did the sticks hold up when the wolf blew?
31,00:03:48,2021-06-17 13:36:18,Child,No. [inaudible 00:03:48].
32,00:03:49,2021-06-17 13:36:19,Parent,Okay. Are they still- Are- Why not? Yeah.
33,00:03:49,2021-06-17 13:36:19,Child,Cause it doesn't work.
34,00:03:55,2021-06-17 13:36:25,Parent,"The third little pig heard a knock on his door. He was surprised to find his trembling brothers standing on the other side. ""The big bad wolf blew down our- blew our houses down,"" they cried. ""Quick come inside!"" Said their brother. Minutes later there was another knock on the door. ""Little pig, little pig, let me come in!"" ""Not by the hair on my chinny chin chin."" Said the third little pig. ""Then I'll huff-"""
35,00:04:26,2021-06-17 13:36:56,Child,I'll huff and I'll puff and I'll blow your house!
