,timestamp,real_time,speaker,content
0,00:00:00,2021-06-11 08:24:52,Robot,Hello.
1,00:00:03,2021-06-11 08:24:55,Parent,[crosstalk 00:00:03] Hi Jibo. [crosstalk 00:00:05]
2,00:00:04,2021-06-11 08:24:56,Robot,"I am now on Storytime mode.  [crosstalk 00:00:07] My camera will now turn on and start audio and video recording. Let's get started. Now, we will be reading story books together. If you haven't already, please open the Jibo Storytime app. Let's go ahead and select a book on the app."
3,00:00:25,2021-06-11 08:25:17,Parent,"Okay, come on. Ready?"
4,00:00:25,2021-06-11 08:25:17,Child,Mm-hmm (affirmative).
5,00:00:26,2021-06-11 08:25:18,Parent,Can you say good morning to Jibo?
6,00:00:37,2021-06-11 08:25:29,Child,Good morning Jibo.
7,00:00:49,2021-06-11 08:25:41,Parent,You don't want to read that power book?
8,00:00:49,2021-06-11 08:25:41,Child,Hm-mmm (negative).
9,00:00:49,2021-06-11 08:25:41,Parent,Okay.
10,00:00:49,2021-06-11 08:25:41,Child,I want the one with the dog and the red...
11,00:00:51,2021-06-11 08:25:43,Parent,The little red hen? Okay.
12,00:00:51,2021-06-11 08:25:43,Child,Um.
13,00:00:51,2021-06-11 08:25:43,Parent,"Ready? The Little Red Hen, by Jerry Pinkney. You okay?"
14,00:00:51,2021-06-11 08:25:43,Child,Mm-hmm (affirmative).
15,00:00:52,2021-06-11 08:25:44,Parent,"The little red hen greeted the sun with a cheery, ""Good morning."" It was going to be another busy day. While hunting for worms and berries for her young ones, she came upon some strange seeds. Ever so carefully, she scooped them up, then headed home. On the way, she greeted her neighbors, the short brown dog, the thin gray rat, the tall black goat, and the round pig. ""I found these seeds,"" she said."
16,00:01:21,2021-06-11 08:26:13,Child,A round pink pig.
17,00:01:23,2021-06-11 08:26:15,Parent,"You're right, the round pink pig. Good memory. Who do we have? We've got pig, the dog, the rat, [crosstalk 00:01:32] goat, and they go on. ""Can any of you tell me what they are?"" ""They're wheat seeds,"" said one of the animals. ""If you plant them, they'll grow into wheat for baking bread."""
18,00:01:43,2021-06-11 08:26:35,Child,Hey Jibo. Jibo?
19,00:01:43,2021-06-11 08:26:35,Parent,He's listening.
20,00:01:49,2021-06-11 08:26:41,Child,Have you ever... [crosstalk 00:01:49]
21,00:01:49,2021-06-11 08:26:41,Robot,Yes.
22,00:01:48,2021-06-11 08:26:40,Child,...made a bread? Jibo? Hey Jibo?
23,00:01:51,2021-06-11 08:26:43,Robot,Yes.
24,00:01:52,2021-06-11 08:26:44,Child,Have you ever made bread?
25,00:02:16,2021-06-11 08:27:08,Robot,No. Have you?
26,00:02:18,2021-06-11 08:27:10,Child,Yeah.
