,timestamp,real_time,speaker,content
0,00:00:02,2021-06-03 08:57:14,Parent,Hi Jibo.
1,00:00:03,2021-06-03 08:57:15,Robot,"I am now on Storytime mode. My camera will now turn on and start audio and video recording. Let's get started. Now, we will be reading story books together. If you haven't already, please open the Jibo Storytime app. Let's go ahead and select a book on the app."
2,00:00:28,2021-06-03 08:57:40,Parent,What kind do you want? Short stories or long stories?
3,00:00:28,2021-06-03 08:57:40,Child,Long.
4,00:00:29,2021-06-03 08:57:41,Parent,"Okay. Go down. What, did you want to read that one? Geraldine the Music Mouse? Or do you want to see more?"
5,00:00:29,2021-06-03 08:57:41,Child,More. Hmm... The Three Little Pigs.
6,00:00:47,2021-06-03 08:57:59,Parent,"Well let's read this, see what else there is."
7,00:00:47,2021-06-03 08:57:59,Child,"There's more than that one. Ah, Geraldine the Music Mouse."
8,00:00:58,2021-06-03 08:58:10,Parent,Okay. Geraldine the Music Mouse. By Leo Lionni. What do you think that's made out of?
9,00:01:05,2021-06-03 08:58:17,Child,Cheese.
10,00:01:05,2021-06-03 08:58:17,Parent,You think so?
11,00:01:05,2021-06-03 08:58:17,Child,(laughs)
12,00:01:08,2021-06-03 08:58:20,Parent,"Geraldine had never heard music before. Noises, yes. Many noises. The voices of people, the slamming of doors, the barking of dogs, the rushing of water, the meows of cats in the courtyard. And of course, the soft squeaking of mice. But music? Never. Then one morning, in the pantry of the empty house where Geraldine lived, she discovered an enormous piece of Parmesan cheese, the largest she had ever seen. Eagerly, she took a little bit from it. It was delicious! But how would she be able to take it to her secret hideout in the bar? Do you like cheese?"
13,00:01:52,2021-06-03 08:59:04,Robot,The cheese is enormous. What does enormous mean?
14,00:01:55,2021-06-03 08:59:07,Child,Huge. It means big.
15,00:02:05,2021-06-03 08:59:17,Robot,Terrific.
16,00:02:07,2021-06-03 08:59:19,Parent,"You got a heart. How do you think she can take it to the barn? Sweep it into the dust pan? Do you think she can carry the dust pan, though?"
17,00:02:21,2021-06-03 08:59:33,Child,No.
18,00:02:22,2021-06-03 08:59:34,Parent,"We'll see. Let's see what happens. She ran to her friends who live next door and told them about her discovery. ""If you help me carry it to my hideout"" she said, ""I'll give each of you a big piece."" Her friends, who love cheese, happily agreed. ""Let's go"" they said, and off they went. How many mices?"
19,00:02:42,2021-06-03 08:59:54,Child,"One, two, three, four, five. Six."
20,00:02:51,2021-06-03 09:00:03,Parent,"Six including Geraldine. ""It's enormous! It's gigantic! It's immense! It's fantastic"" they shouted with joy when they saw the piece of cheese. They pushed and pulled and tugged and finally they managed to carry it to Geraldine's hideout. Look at that. (laughs) There, Geraldine climbed to the very top of the cheese. She dug her little teeth into and pulled away crumb after crumb and chunk after chunk. (laughs) Do you see the cheese on Jibo? (laughs)"
21,00:03:27,2021-06-03 09:00:39,Child,(laughs)
22,00:03:31,2021-06-03 09:00:43,Parent,"You're sillier than me. Sit up. As her friends carried away their cheese tidbits, Geraldine peered in amazement at the hole she had gnawed. There she saw the shape of two enormous ears. Cheese ears. Do you see that?"
23,00:03:31,2021-06-03 09:00:43,Child,Ears!
24,00:03:50,2021-06-03 09:01:02,Parent,"As soon as her friends were gone, she went back to work again, nibbling away at the cheese as fast as she could. When she was halfway through, Geraldine climbed down to have a look at the form she had freed. She could hardly believe what she saw."
25,00:04:03,2021-06-03 09:01:15,Child,She's sculpted it.
26,00:04:05,2021-06-03 09:01:17,Parent,"She's sculpting it, yeah. She's making a sculpture ind, in the noun. She's sculpting when she's actually doing it."
27,00:04:05,2021-06-03 09:01:17,Child,Yeah.
28,00:04:14,2021-06-03 09:01:26,Parent,"The ear, those, the ears were those of a giant mouse still partly hidden of solid cheese. To it's puckered lips, it held a flute. Geraldine gnawed and gnawed until she had finally uncovered the entire mouse."
29,00:04:29,2021-06-03 09:01:41,Robot,What do you think the mouse in the cheese will do?
30,00:04:34,2021-06-03 09:01:46,Child,[inaudible 00:04:34] music.
31,00:04:40,2021-06-03 09:01:52,Parent,"Yeah, 'cause she's got a flute for a tail. Then she realized that the flute was really the tip of the mouses' tail. Astonished, exhausted, and a little frightened, Geraldine stared at the cheese statue. With the dimming of the last daylight, she fell asleep. Suddenly, she was awakened by some strange sound. It seemed to come from the direction of the mouse's flute. She jumped to her feet. As it grew darker, the sounds became clear and more melodious until they seemed to move lightly through the air like invisible strings of silver and globe. Never had Geraldine heard anything so beautiful. ""Music!"" she thought. Pay attention. ""This must be music!"" She listened all through the night until the first glow of dawn filtered through the dusty window pane. [inaudible 00:05:41] But as the cheese mouse was slowly bathed in light [crosstalk 00:05:45] the music became..."
32,00:05:54,2021-06-03 09:03:06,Child,Do you think I [inaudible 00:05:57]
