,timestamp,real_time,speaker,content
0,00:00:00,2021-05-11 17:27:22,Robot,Hello.
1,00:00:02,2021-05-11 17:27:24,Child,Hello.
2,00:00:03,2021-05-11 17:27:25,Parent,[crosstalk 00:00:03] Jibo.
3,00:00:04,2021-05-11 17:27:26,Robot,"I am now on Storytime Mode. My camera will now turn on and start audio and video recording. Let's get started. Now, we will be reading story books together. If you haven't already, please open the Jibo Storytime app. Let's go ahead and select a book on the app."
4,00:00:25,2021-05-11 17:27:47,Parent,Do you wanna do when- one we haven't done before?
5,00:00:28,2021-05-11 17:27:50,Child,"Yeah. [inaudible 00:00:32] Actually, I wanna do the same ones."
6,00:00:44,2021-05-11 17:28:06,Parent,Hmm? Do you wanna do this one? We'll go back [crosstalk 00:00:45]
7,00:00:44,2021-05-11 17:28:06,Child,No. No.
8,00:00:52,2021-05-11 17:28:14,Parent,(laughs) You really like that version.
9,00:00:53,2021-05-11 17:28:15,Child,Yes.
10,00:00:55,2021-05-11 17:28:17,Parent,"It's probably one of the darker versions of the three little pigs that I've read, but sure. That caterpillar ate a lot [inaudible 00:01:15]."
11,00:00:55,2021-05-11 17:28:17,Child,Mm-hmm (affirmative).
12,00:01:19,2021-05-11 17:28:41,Parent,"[inaudible 00:01:19] Once upon a time, an old sow sent her three little pigs out into the world to make their fortune. ""Now, be sure to write,"" she said. ""And remember that I love you."" The first little pig met a man with a load of straw. ""I know,"" said the pig. ""I'll buy your straw and build a house."" ""That's not a good idea,"" said the man."
13,00:01:44,2021-05-11 17:29:06,Child,[crosstalk 00:01:44]
14,00:01:43,2021-05-11 17:29:05,Robot,Why did the man think it is not a good idea?
15,00:01:47,2021-05-11 17:29:09,Child,Because the wolf blew it down.
16,00:01:51,2021-05-11 17:29:13,Robot,That's right.
17,00:01:55,2021-05-11 17:29:17,Parent,"""Mind your own business, thank you,"" said the little pig. And he bought the straw and set about building a house. In no time at all [inaudible 00:02:04]"
18,00:02:03,2021-05-11 17:29:25,Child,"Okay, after."
19,00:02:15,2021-05-11 17:29:37,Parent,"After, yeah. Very soon, a lean and hungry wolf happened by. Pig was just about his favorite food in the world, so he knocked on the door and said, ""Little pig, little pig, let me come in."" To which the little pig replied, ""No, no, no. Not by the hair of my chinny-chin-chin."" This annoyed the wolf to no end, and he said, ""Then I'll huff and I'll puff and I'll blow your house in."""
20,00:02:48,2021-05-11 17:30:10,Child,This is what Jibo [inaudible 00:02:48].
21,00:02:49,2021-05-11 17:30:11,Parent,Jibo likes to wear leaf decorations?
22,00:02:53,2021-05-11 17:30:15,Child,Yeah.
23,00:02:53,2021-05-11 17:30:15,Parent,Dress him up like a house plant?
24,00:02:56,2021-05-11 17:30:18,Child,[inaudible 00:02:56] okay?
