,timestamp,real_time,speaker,content
0,00:00:03,2021-05-03 18:31:06,Robot,"Hello. I am now on story time mode. My camera will now turn on and start audio an video recording. Let's get started. Now, we will be reading story books together. If you haven't already, please open the Jibo story time app. [crosstalk 00:00:26]. Let's go ahead and select a book on the app."
1,00:00:28,2021-05-03 18:31:31,Child,"Press them. Can you press them both? Or me? Can you sit all the way on your bum? [crosstalk 00:00:42] All right, what are we doing this time? We've got-"
2,00:00:45,2021-05-03 18:31:48,Child,Voom.
3,00:00:47,2021-05-03 18:31:50,Parent,"Voom? We're doing Voom, more books. So, do you wanna try The Little Puffin King? Three little pigs? That one?"
4,00:01:02,2021-05-03 18:32:05,Child,And then the other book.
5,00:01:07,2021-05-03 18:32:10,Parent,"Do you know about two little pigs? Wait, what's happening? Are you gonna practice some more?"
6,00:01:10,2021-05-03 18:32:13,Hayem,Yes.
7,00:01:10,2021-05-03 18:32:13,Parent,"Well, we're gonna have to take a pause until you... Like, can you, Hayem, get your, get your guitar and go back into the... Well, remember the rules about this, right? You just need..."
8,00:01:10,2021-05-03 18:32:13,Hayem,"Okay, shits."
9,00:01:10,2021-05-03 18:32:13,Parent,Okay.
10,00:01:10,2021-05-03 18:32:13,Hayem,"No, mama."
11,00:01:41,2021-05-03 18:32:44,Parent,Oh. All right. Three little pigs.
12,00:01:42,2021-05-03 18:32:45,Speaker 5,I haven't read much about [inaudible 00:01:50].
13,00:01:42,2021-05-03 18:32:45,Child,Three little pigs.
14,00:01:49,2021-05-03 18:32:52,Parent,Do you think this one will be different from the other one that you read?
15,00:01:49,2021-05-03 18:32:52,Child,Yes.
16,00:01:51,2021-05-03 18:32:54,Parent,What do you think is going to be different?
17,00:01:51,2021-05-03 18:32:54,Child,Him eating.
18,00:01:56,2021-05-03 18:32:59,Parent,"Oh yeah, they are eating right now. [crosstalk 00:01:58]. (laughs). Do you see what book he's reading? It's called The Three..."
19,00:02:05,2021-05-03 18:33:08,Child,Little Pigs.
20,00:02:06,2021-05-03 18:33:09,Parent,"(laughs). Actually, no, it's called The Three Bears. Do you know any stories about three bears?"
21,00:02:11,2021-05-03 18:33:14,Child,Yeah. Mister You Red.
22,00:02:16,2021-05-03 18:33:19,Parent,"Yeah? Once upon a time, there were three little pigs who lived in a cozy house with their mother. One day, mother pig said, ""You are all grown up now. It's time for you to go out into the world and build your own houses. Build them strong and you will be safe from the big bad wolf."" The first little pig was a lazy, little pig. He built the simplest kind of house, so he could have time to rest. His house was made of straw. It was not very strong. The second little pig was a playful, little pig. He built his house quickly so he could go out and play. His house was made of sticks. It was not very strong. The third little pig was the smartest pig of all. He listened carefully to mother's advice and built a strong house of bricks. The little pigs didn't know that lurking in the nearby forest was the big, bad wolf. The wolf was very hungry. And for his supper, he wanted a..."
23,00:02:16,2021-05-03 18:33:19,Child,Pig.
24,00:03:30,2021-05-03 18:34:33,Parent,"(laughs). The big bad wolf knocked on the first little pig's door. ""Little pig, little pig, let me come in."", he roared. ""Not by the hair of my chinny, chin, chin."""
25,00:03:39,2021-05-03 18:34:42,Child,(laughs)
26,00:03:42,2021-05-03 18:34:45,Parent,"Oh, it's pretty scary, huh?"
27,00:03:42,2021-05-03 18:34:45,Child,"Oh, I'm scared."
28,00:03:48,2021-05-03 18:34:51,Parent,"Replied the first little pig. ""Then I'll huff, and I'll puff, and I'll blow your house in."", growled the wolf. So, the wolf howled and puffed, and he blew the straw house down. The first little pig ran away as fast as his legs could take him. That's one thing that's different, huh? Do you remember what happened to the pig in the other book? You remember?"
29,00:03:48,2021-05-03 18:34:51,Child,Mm-hmm (affirmative)
30,00:04:21,2021-05-03 18:35:24,Parent,"Next the wolf knocked on the second pig's door. ""Little pig, little pig, let me come in."", he roared. ""Not by the hair of my chinny, chin, chin."", said the second little pig. ""Then I'll huff, and I'll puff, and I'll blow your house in."" So, the wolf huffed, and he puffed, and he blew the stick house down. The second little pig ran away as fast as his legs could take him. The third little pig heard a knock at his door. He was surprised to find his trembling brothers standing on the other side. Do you remember what happened to the other pigs? In the first book?"
31,00:05:09,2021-05-03 18:36:12,Child,Ah.
32,00:05:11,2021-05-03 18:36:14,Parent,"(laughs). Yeah. That was the first time I think I'd seen that particular, uh, version. ""The big bad wolf blew our houses down."", they cried. ""Quick, come inside."", said their brother. Minutes later, there was another knock on the door. ""Little pig, little pig, let me come in."" ""Not by the hair of my chinny, chin, chin."", said the thir, third little pig. ""Then I'll huff, and I'll puff, and I'll blow your house in."""
33,00:05:44,2021-05-03 18:36:47,Hayem,Do it like this?
34,00:05:44,2021-05-03 18:36:47,Parent,"So, the wolf howled, and he puffed, and he puffed, and he huffed. But no matter how hard he tried, he could not blow the brick house down."
35,00:05:59,2021-05-03 18:37:02,Child,Jing.
36,00:06:02,2021-05-03 18:37:05,Parent,"The big bad wolf was very angry. ""I'll get you, little piggies."", he snarled. Whoops. He climbed up on the roof, and crept toward the chimney [crosstalk 00:06:16]. Um, can you guys zip?"
37,00:06:16,2021-05-03 18:37:19,Child,Pipe down.
38,00:06:27,2021-05-03 18:37:30,Parent,"(laughs). Hearing the wolf on the roof, the third little pig was quick to light a fire. The wolf slid down the chimney, and was met with a hot, with hot, crackling flames. ""Ouch."""
39,00:06:27,2021-05-03 18:37:30,Child,Ouchee. Ouchee. Ouchee.
40,00:06:43,2021-05-03 18:37:46,Parent,The wolf's tail was badly scorched. He ran from the house into the woods howling. The big bad wolf never bothered the three little pigs again. And they lived happily ever after. Hmm. [inaudible 00:06:54]?
41,00:06:54,2021-05-03 18:37:57,Child,Hmm. Hugging each other now.
42,00:06:55,2021-05-03 18:37:58,Parent,Yeah. Chocolate? Do you think they're happy to be alive?
43,00:07:14,2021-05-03 18:38:17,Child,I think they're-
44,00:07:14,2021-05-03 18:38:17,Parent,(laughs)
45,00:07:14,2021-05-03 18:38:17,Child,... are eaten by the wolf.
46,00:07:21,2021-05-03 18:38:24,Parent,"It's entirely possible, Louisa."
47,00:07:22,2021-05-03 18:38:25,Child,Entirely possible.
48,00:07:22,2021-05-03 18:38:25,Parent,"The, (laughs), the wolf economy."
49,00:07:22,2021-05-03 18:38:25,Child,Entirely possible.
50,00:07:32,2021-05-03 18:38:35,Parent,All right.
51,00:07:33,2021-05-03 18:38:36,Child,Entirely.
52,00:07:33,2021-05-03 18:38:36,Parent,"Oh, now we're doing the other one. Okay."
53,00:07:36,2021-05-03 18:38:39,Child,(laughs). Entirely possible.
54,00:07:36,2021-05-03 18:38:39,Parent,(laughs). Entirely possible.
55,00:07:40,2021-05-03 18:38:43,Child,Entirely possible.
