turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words
0,5ed7c2a9460b76287b2cda9f,128.84,129.35,Hi.,,0.5099999999999909,0,False,False,1
1,5f00bbd203e3291e95806b56,129.94,131.16,"Hi,",0.5900000000000034,1.2199999999999989,0,False,False,1
2,5ed7c2a9460b76287b2cda9f,131.44,132.46,How are you?,0.28000000000000114,1.0200000000000102,1,True,False,3
3,5f00bbd203e3291e95806b56,133.04,134.15,Good. I read.,0.5799999999999841,1.1100000000000136,0,False,False,3
4,5ed7c2a9460b76287b2cda9f,134.74,137.65,I'm good. Mhm.,0.5900000000000034,2.9099999999999966,0,False,False,4
5,5f00bbd203e3291e95806b56,138.79,140.86,"I'm Emily, what's your name?",1.1399999999999864,2.0700000000000216,1,True,False,7
6,5ed7c2a9460b76287b2cda9f,141.04,142.15,"Hi, I'm Danny.",0.1799999999999784,1.1100000000000136,0,False,False,4
7,5f00bbd203e3291e95806b56,142.64,146.16,I'm nice to meet you. Um,0.4899999999999807,3.5200000000000102,0,False,False,7
8,5ed7c2a9460b76287b2cda9f,147.04,147.24,"Yeah,",0.8799999999999955,0.20000000000001705,0,False,False,1
9,5f00bbd203e3291e95806b56,147.24,149.46,Everything you want to talk about.,0.0,2.219999999999999,0,False,False,6
10,5ed7c2a9460b76287b2cda9f,149.44,153.46,"I don't know. Um,",-0.020000000000010232,4.02000000000001,0,False,True,5
11,5f00bbd203e3291e95806b56,153.24,153.44,Yeah.,-0.21999999999999886,0.19999999999998863,0,False,True,1
12,5ed7c2a9460b76287b2cda9f,155.34,156.75,What are some of your favorite hobbies?,1.9000000000000057,1.4099999999999966,1,True,False,7
13,5f00bbd203e3291e95806b56,157.54,162.46,Mhm. Uh snapping.,0.789999999999992,4.920000000000016,0,False,False,3
14,5ed7c2a9460b76287b2cda9f,162.84,167.66,What that,0.37999999999999545,4.819999999999993,0,False,False,2
15,5f00bbd203e3291e95806b56,164.84,173.66,Mhm. And that's about it.,-2.819999999999993,8.819999999999993,0,False,True,6
16,5ed7c2a9460b76287b2cda9f,173.44,175.96,Okay. Okay. Good. A good list.,-0.21999999999999886,2.5200000000000102,0,False,True,6
17,5f00bbd203e3291e95806b56,176.54,180.76,"Yeah. I play with my friends dog, but other than that I smoke.",0.5799999999999841,4.219999999999999,0,False,False,13
18,5ed7c2a9460b76287b2cda9f,180.44,181.06,Mm hmm.,-0.3199999999999932,0.6200000000000045,0,False,True,2
19,5f00bbd203e3291e95806b56,181.34,182.96,What about you?,0.28000000000000114,1.6200000000000045,1,True,False,3
20,5ed7c2a9460b76287b2cda9f,183.84,202.26,"Um Well like, I feel like it's changed a lot in quarantine. I used to be a lot like more active and crafty and you think that spending more time at home, I would be even more, but no, I'm just like super lazy anapa lot. Um, Unfortunately, I've been watching a lot of Tiktok",0.8799999999999955,18.419999999999987,0,False,False,58
21,5f00bbd203e3291e95806b56,202.54,204.33,Mhm. Same.,0.28000000000000114,1.7900000000000205,0,False,False,2
22,5ed7c2a9460b76287b2cda9f,203.94,204.26,"two,",-0.3900000000000148,0.3199999999999932,0,False,True,1
23,5f00bbd203e3291e95806b56,204.34,206.05,Hmm.,0.0800000000000125,1.710000000000008,0,False,False,1
24,5ed7c2a9460b76287b2cda9f,205.84,217.86,"horrible, terrible, ashamed. Um, Holy, I mean, I'd like to do a lot of things, but recently it's just been like, don't have the energy.",-0.21000000000000796,12.02000000000001,0,False,True,28
25,5f00bbd203e3291e95806b56,218.24,219.35,"No, same.",0.37999999999999545,1.1099999999999852,0,False,False,2
26,5ed7c2a9460b76287b2cda9f,220.34,224.66,Yeah. How's everything like with corona going for you? Has it affected you a lot?,0.9900000000000091,4.319999999999993,2,True,False,16
27,5f00bbd203e3291e95806b56,225.64,232.01,"Uh Well it hit me, it hit my last semester of college before",0.9799999999999898,6.3700000000000045,0,False,False,13
28,5ed7c2a9460b76287b2cda9f,231.76,232.35,Damn.,-0.25,0.5900000000000034,0,False,True,1
29,5f00bbd203e3291e95806b56,232.01,242.26,"I graduated. So it took away a couple of clubs. I was in an internship. I had all my classes went online and then graduation was also online, so",-0.3400000000000034,10.25,0,False,True,29
30,5ed7c2a9460b76287b2cda9f,243.04,243.39,Damn,0.7800000000000011,0.3499999999999943,0,False,False,1
31,5f00bbd203e3291e95806b56,243.14,243.42,beginning,-0.25,0.28000000000000114,0,False,True,1
32,5ed7c2a9460b76287b2cda9f,243.39,243.49,it.,-0.030000000000001137,0.10000000000002274,0,False,True,1
33,5f00bbd203e3291e95806b56,243.42,245.45,part kind of sucked a little bit,-0.0700000000000216,2.030000000000001,0,False,True,7
34,5ed7c2a9460b76287b2cda9f,245.24,247.99,Yeah. Uh huh. Yeah.,-0.20999999999997954,2.75,0,False,True,4
35,5f00bbd203e3291e95806b56,247.84,248.16,not.,-0.15000000000000568,0.3199999999999932,0,False,True,1
36,5ed7c2a9460b76287b2cda9f,248.0,252.26,So you have to have your commencement ceremony online? How did that work?,-0.1599999999999966,4.259999999999991,2,True,True,13
37,5f00bbd203e3291e95806b56,252.74,272.1,They remember they did some kind of a cast like they had them uh do it over a video where they were all like really spaced out. They um just announced like each college that way and it was like they gave the they had a student give the speech and,0.4800000000000182,19.360000000000014,0,False,False,51
38,5ed7c2a9460b76287b2cda9f,272.04,272.25,"Oh,",-0.060000000000002274,0.20999999999997954,0,False,True,1
39,5f00bbd203e3291e95806b56,272.1,279.88,"then president of the university gave the speech and that was, that was pretty much I was alone in my apartment with my little Captain Castle and I just kinda moved",-0.14999999999997726,7.779999999999973,0,False,True,31
40,5ed7c2a9460b76287b2cda9f,279.74,279.95,"Oh,",-0.13999999999998636,0.20999999999997954,0,False,True,1
41,5f00bbd203e3291e95806b56,279.88,281.26,it just.,-0.06999999999999318,1.3799999999999955,0,False,True,2
42,5ed7c2a9460b76287b2cda9f,280.84,282.96,"Oh, sorry to hear that.",-0.4200000000000159,2.1200000000000045,0,False,True,5
43,5f00bbd203e3291e95806b56,282.74,285.3,Uh huh. Uh,-0.21999999999997044,2.5600000000000023,0,False,True,3
44,5ed7c2a9460b76287b2cda9f,285.24,285.86,So,-0.060000000000002274,0.6200000000000045,0,False,True,1
45,5f00bbd203e3291e95806b56,285.3,285.74,huh.,-0.5600000000000023,0.4399999999999977,0,False,True,1
46,5ed7c2a9460b76287b2cda9f,287.04,289.26,"I'm halfway through like my college, so",1.3000000000000114,2.2199999999999704,0,False,False,8
47,5f00bbd203e3291e95806b56,289.64,290.26,Okay.,0.37999999999999545,0.6200000000000045,0,False,False,1
48,5ed7c2a9460b76287b2cda9f,290.74,292.66,it wasn't as bad for me. Just,0.4800000000000182,1.920000000000016,0,False,False,8
49,5f00bbd203e3291e95806b56,293.14,293.94,Yeah.,0.47999999999996135,0.8000000000000114,0,False,False,1
50,5ed7c2a9460b76287b2cda9f,293.64,295.46,more so convenience. But,-0.30000000000001137,1.8199999999999932,0,False,True,4
51,5f00bbd203e3291e95806b56,295.94,296.47,What,0.4800000000000182,0.5300000000000296,0,False,False,1
52,5ed7c2a9460b76287b2cda9f,296.14,296.71,from moving,-0.3300000000000409,0.5699999999999932,0,False,True,2
53,5f00bbd203e3291e95806b56,296.47,297.05,are you studying?,-0.23999999999995225,0.5799999999999841,1,True,True,3
54,5ed7c2a9460b76287b2cda9f,296.71,301.26,"south, I'm currently doing public relations and marketing.",-0.34000000000003183,4.550000000000011,0,False,True,9
55,5f00bbd203e3291e95806b56,301.54,303.46,Okay. Other,0.28000000000002956,1.919999999999959,0,False,False,2
56,5ed7c2a9460b76287b2cda9f,303.04,312.55,"So I mean they're both like intertwined and you have to learn about both whether you like it or not. Not really a pr person. I'm not really do like more marketing advertising, but",-0.4199999999999591,9.509999999999991,0,False,True,36
57,5f00bbd203e3291e95806b56,312.14,313.94,mhm. What,-0.410000000000025,1.8000000000000114,0,False,True,2
58,5ed7c2a9460b76287b2cda9f,313.64,314.03,"no, no,",-0.30000000000001137,0.38999999999998636,0,False,True,2
59,5f00bbd203e3291e95806b56,313.94,314.56,it do,-0.08999999999997499,0.6200000000000045,0,False,True,2
60,5ed7c2a9460b76287b2cda9f,314.04,314.36,no.,-0.5199999999999818,0.3199999999999932,0,False,True,1
61,5f00bbd203e3291e95806b56,314.94,318.96,no like kind of specifically what you want to do with that or just in general?,0.5799999999999841,4.019999999999982,1,True,False,16
62,5ed7c2a9460b76287b2cda9f,318.64,325.55,"Uh I'm not sure. I've won some point. I want to work for a sports team, like their social media.",-0.3199999999999932,6.910000000000025,0,False,True,22
63,5f00bbd203e3291e95806b56,326.14,326.56,Okay.,0.589999999999975,0.4200000000000159,0,False,False,1
64,5ed7c2a9460b76287b2cda9f,326.14,328.56,Um And so I want to work for Disney.,-0.4200000000000159,2.420000000000016,0,False,True,9
65,5f00bbd203e3291e95806b56,329.04,329.27,Of,0.4800000000000182,0.22999999999996135,0,False,False,1
66,5ed7c2a9460b76287b2cda9f,329.24,329.86,"Okay,",-0.029999999999972715,0.6200000000000045,0,False,True,1
67,5f00bbd203e3291e95806b56,329.27,330.45,course. Uh,-0.5900000000000318,1.1800000000000068,0,False,True,2
68,5ed7c2a9460b76287b2cda9f,330.34,330.96,long,-0.11000000000001364,0.6200000000000045,0,False,True,1
69,5f00bbd203e3291e95806b56,330.45,330.75,huh.,-0.5099999999999909,0.30000000000001137,0,False,True,1
70,5ed7c2a9460b76287b2cda9f,330.96,334.3,"term I would want to, I have",0.20999999999997954,3.340000000000032,0,False,False,7
71,5f00bbd203e3291e95806b56,334.14,334.35,Mhm.,-0.160000000000025,0.21000000000003638,0,False,True,1
72,5ed7c2a9460b76287b2cda9f,334.3,336.85,my own business doing something. I just don't know what,-0.05000000000001137,2.5500000000000114,0,False,True,11
73,5f00bbd203e3291e95806b56,337.54,341.26,That's awesome. All great ambitions to have.,0.6899999999999977,3.7199999999999704,0,False,False,8
74,5ed7c2a9460b76287b2cda9f,341.34,349.55,"thank you think. I mean they're all like to say, yeah, I want to do that today, but I haven't really done anything concrete towards those. But",0.07999999999998408,8.210000000000036,0,False,False,29
75,5f00bbd203e3291e95806b56,350.04,351.96,You got plenty of time.,0.4900000000000091,1.919999999999959,0,False,False,5
76,5ed7c2a9460b76287b2cda9f,352.14,356.46,that's true. That's true. What did you major in graduating?,0.18000000000000682,4.319999999999993,1,True,False,12
77,5f00bbd203e3291e95806b56,356.74,357.96,Animal science.,0.28000000000002956,1.2199999999999704,0,False,False,2
78,5ed7c2a9460b76287b2cda9f,358.44,359.96,What are you gonna do with that?,0.4800000000000182,1.5199999999999818,1,True,False,8
79,5f00bbd203e3291e95806b56,360.54,363.06,I want to go into animal cruelty investigation.,0.5800000000000409,2.519999999999982,0,False,False,8
80,5ed7c2a9460b76287b2cda9f,363.84,366.75,"That's awesome. That's really, really cool.",0.7799999999999727,2.910000000000025,0,False,False,8
81,5f00bbd203e3291e95806b56,367.04,367.36,Mhm.,0.29000000000002046,0.3199999999999932,0,False,False,1
82,5ed7c2a9460b76287b2cda9f,367.24,378.56,"My folks, his friends wants to be a bit. Um So she's always talking to me about how her studies are doing and stuff. She wants to have her own farm. Um",-0.12000000000000455,11.319999999999993,0,False,True,33
83,5f00bbd203e3291e95806b56,378.04,378.36,Oh,-0.5199999999999818,0.3199999999999932,0,False,True,1
84,5ed7c2a9460b76287b2cda9f,378.94,381.96,And then somewhere super secluded so that's pretty cute.,0.5799999999999841,3.019999999999982,0,False,False,10
85,5f00bbd203e3291e95806b56,382.24,392.05,I that's that's that's a lot of extra science classes and things that I was not one to take for to be previous but yeah.,0.28000000000002956,9.810000000000002,0,False,False,28
86,5ed7c2a9460b76287b2cda9f,392.04,393.36,Yeah that's that's a lot.,-0.009999999999990905,1.3199999999999932,0,False,True,7
87,5f00bbd203e3291e95806b56,394.24,413.36,Mhm. Uh huh. Yeah all the animal places either like shelters and things mostly either ran out of animals or they like we're downsizing shouldn't have as many people in offices so trying to find a job in one of those was also not helpful. Also,0.8799999999999955,19.120000000000005,0,False,False,48
88,5ed7c2a9460b76287b2cda9f,414.84,415.08,So,1.4799999999999613,0.2400000000000091,0,False,False,1
89,5f00bbd203e3291e95806b56,414.94,415.45,definitely,-0.13999999999998636,0.5099999999999909,0,False,True,1
90,5ed7c2a9460b76287b2cda9f,415.08,416.76,right now sorry,-0.37000000000000455,1.6800000000000068,0,False,True,3
91,5f00bbd203e3291e95806b56,416.34,417.23,mm There you,-0.4200000000000159,0.8900000000000432,0,False,True,3
92,5ed7c2a9460b76287b2cda9f,417.14,417.44,right,-0.09000000000003183,0.30000000000001137,0,False,True,1
93,5f00bbd203e3291e95806b56,417.23,417.55,go you go.,-0.20999999999997954,0.3199999999999932,0,False,True,3
94,5ed7c2a9460b76287b2cda9f,417.44,419.45,now in like unemployed you're not,-0.11000000000001364,2.009999999999991,0,False,True,7
95,5f00bbd203e3291e95806b56,420.34,420.6,I,0.8899999999999864,0.26000000000004775,0,False,False,1
96,5ed7c2a9460b76287b2cda9f,420.34,420.62,doing,-0.26000000000004775,0.28000000000002956,0,False,True,1
97,5f00bbd203e3291e95806b56,420.6,421.06,am,-0.01999999999998181,0.45999999999997954,0,False,True,1
98,5ed7c2a9460b76287b2cda9f,420.62,421.55,anything. Mhm.,-0.4399999999999977,0.9300000000000068,0,False,True,2
99,5f00bbd203e3291e95806b56,421.44,424.46,part time delivering pizzas. Yeah.,-0.11000000000001364,3.019999999999982,0,False,True,5
100,5ed7c2a9460b76287b2cda9f,424.74,426.06,Fine. Fine.,0.28000000000002956,1.3199999999999932,0,False,False,2
101,5f00bbd203e3291e95806b56,425.74,432.16,And in the process of getting a second job somewhere and also a part time just to make better money than that.,-0.3199999999999932,6.420000000000016,0,False,True,22
102,5ed7c2a9460b76287b2cda9f,433.14,435.45,I feel that times are tough. It's not easy.,0.9799999999999613,2.3100000000000023,0,False,False,10
103,5f00bbd203e3291e95806b56,436.04,441.69,"Yeah, not a, not a fun time and it just, it just keeps on going and",0.5900000000000318,5.649999999999977,0,False,False,16
104,5ed7c2a9460b76287b2cda9f,441.64,442.32,I,-0.05000000000001137,0.6800000000000068,0,False,True,1
105,5f00bbd203e3291e95806b56,441.69,442.06,nothing.,-0.6299999999999955,0.37000000000000455,0,False,True,1
106,5ed7c2a9460b76287b2cda9f,442.33,446.85,favorite things how when everything ended in March everyone's like it's only gonna be one one,0.2699999999999818,4.520000000000039,0,False,False,19
107,5f00bbd203e3291e95806b56,446.84,447.05,Mhm.,-0.010000000000047748,0.21000000000003638,0,False,True,1
108,5ed7c2a9460b76287b2cda9f,446.85,447.69,month and we'll be back,-0.19999999999998863,0.839999999999975,0,False,True,6
109,5f00bbd203e3291e95806b56,447.64,448.0,It,-0.05000000000001137,0.36000000000001364,0,False,True,1
110,5ed7c2a9460b76287b2cda9f,447.69,448.0,and now we're,-0.3100000000000023,0.3100000000000023,0,False,True,4
111,5f00bbd203e3291e95806b56,448.0,448.31,could,0.0,0.3100000000000023,0,False,False,1
112,5ed7c2a9460b76287b2cda9f,448.0,448.26,all,-0.3100000000000023,0.2599999999999909,0,False,True,1
113,5f00bbd203e3291e95806b56,448.31,449.65,have been.,0.05000000000001137,1.339999999999975,0,False,False,2
114,5ed7c2a9460b76287b2cda9f,449.74,453.42,yeah that's true. If anyone if everyone everyone,0.09000000000003183,3.680000000000007,0,False,False,9
115,5f00bbd203e3291e95806b56,453.14,453.35,Mhm.,-0.28000000000002956,0.21000000000003638,0,False,True,1
116,5ed7c2a9460b76287b2cda9f,453.42,455.25,everyone in the entire world you know,0.06999999999999318,1.829999999999984,0,False,False,7
117,5f00bbd203e3291e95806b56,455.74,456.24,Yeah.,0.4900000000000091,0.5,0,False,False,1
118,5ed7c2a9460b76287b2cda9f,455.84,460.85,he was then boom but well now we're here a couple months in,-0.4000000000000341,5.010000000000048,0,False,True,14
119,5f00bbd203e3291e95806b56,461.34,461.55,Mhm.,0.48999999999995225,0.21000000000003638,0,False,False,1
120,5ed7c2a9460b76287b2cda9f,461.44,462.76,not going on to the end.,-0.11000000000001364,1.3199999999999932,0,False,True,6
121,5f00bbd203e3291e95806b56,463.44,479.26,"Yeah, I kind of run out of an excuse to like not be like go to a gym or be in shape and it's like, oh, it's quarantine. It's like it's fine. But now it's like we're several months into quarantine and need to not be unhealthy.",0.6800000000000068,15.819999999999993,0,False,False,53
122,5ed7c2a9460b76287b2cda9f,479.54,489.84,Yeah it's like well now what do I do? And I mean I I would like to go I mean to the gym but I also don't want to have to go and risk myself. Like I've driven,0.28000000000002956,10.299999999999955,1,False,False,41
123,5f00bbd203e3291e95806b56,489.44,490.24,Yeah.,-0.39999999999997726,0.8000000000000114,0,False,True,1
124,5ed7c2a9460b76287b2cda9f,489.84,492.14,back then I see everyone wearing,-0.4000000000000341,2.3000000000000114,0,False,True,6
125,5f00bbd203e3291e95806b56,491.94,492.15,Right.,-0.19999999999998863,0.20999999999997954,0,False,True,1
126,5ed7c2a9460b76287b2cda9f,492.14,497.06,"their masks, it's like underneath their mouths because they're like, I can't, I mean, I get it, it's hard to breathe like",-0.009999999999990905,4.920000000000016,0,False,True,26
127,5f00bbd203e3291e95806b56,496.94,497.26,"Yeah,",-0.12000000000000455,0.3199999999999932,0,False,True,1
128,5ed7c2a9460b76287b2cda9f,497.06,499.86,"exercise, but I just don't trust it.",-0.19999999999998863,2.8000000000000114,0,False,True,8
129,5f00bbd203e3291e95806b56,500.34,506.31,it's been like 90° every single day and humid where I am. So it's,0.47999999999996135,5.970000000000027,0,False,False,17
130,5ed7c2a9460b76287b2cda9f,506.24,506.75,"Children,",-0.06999999999999318,0.5099999999999909,0,False,True,1
131,5f00bbd203e3291e95806b56,506.31,510.74,"like, I can't even like go for a walk outside either, so yeah.",-0.4399999999999977,4.430000000000007,0,False,True,14
132,5ed7c2a9460b76287b2cda9f,511.34,516.76,my people that my car just broke and every day I like roll down the windows and hope that I can breathe,0.5999999999999659,5.420000000000016,0,False,False,22
133,5f00bbd203e3291e95806b56,517.34,518.06,Mm hmm.,0.5800000000000409,0.7199999999999136,0,False,False,2
134,5ed7c2a9460b76287b2cda9f,517.74,522.66,just like sweating nonstop and it's it's terrible. Not at one time.,-0.31999999999993634,4.919999999999959,0,False,True,14
135,5f00bbd203e3291e95806b56,522.94,527.66,"Oh, that would be awful right now. Is the FBI a Seabrook?",0.2800000000000864,4.719999999999914,1,True,False,12
136,5ed7c2a9460b76287b2cda9f,528.44,539.15,"Yeah, I'm I'm having the worst time. I literally have to like put I mean, I already did because of corona and stuff, but like anything that I wear, I get home and I'm drenched, I'm like, okay, it's to wash",0.7800000000000864,10.709999999999923,0,False,False,46
137,5f00bbd203e3291e95806b56,540.14,552.01,"Pretty much. It doesn't, especially um I just moved into a new apartment. So I've been like making several trips with heavy stuff up and down a bunch of stairs, so I'm just like two trips in and outside and I'm like, okay,",0.9900000000000091,11.870000000000005,0,False,False,47
138,5ed7c2a9460b76287b2cda9f,551.94,552.65,actually,-0.06999999999993634,0.7099999999999227,0,False,True,1
139,5f00bbd203e3291e95806b56,552.02,552.26,this is,-0.6299999999999955,0.2400000000000091,0,False,True,2
140,5ed7c2a9460b76287b2cda9f,552.65,553.65,a brick.,0.38999999999998636,1.0,0,False,False,2
141,5f00bbd203e3291e95806b56,554.14,554.38,I,0.4900000000000091,0.2400000000000091,0,False,False,1
142,5ed7c2a9460b76287b2cda9f,554.24,554.56,Uh huh.,-0.13999999999998636,0.31999999999993634,0,False,True,2
143,5f00bbd203e3291e95806b56,554.38,557.86,got plenty of exercise in the last week of just running up and down stairs.,-0.17999999999994998,3.480000000000018,0,False,True,15
144,5ed7c2a9460b76287b2cda9f,558.44,560.56,"You're like, I'm good for like the next month.",0.5800000000000409,2.119999999999891,0,False,False,11
145,5f00bbd203e3291e95806b56,560.64,564.86,"Yes. Yeah. Or the year, you know, very close.",0.08000000000004093,4.220000000000027,0,False,False,9
146,5ed7c2a9460b76287b2cda9f,564.44,568.75,Yes. How was moving into like a new apartment,-0.4199999999999591,4.309999999999945,0,False,True,9
147,5f00bbd203e3291e95806b56,570.54,571.26,Mm.,1.7899999999999636,0.7200000000000273,0,False,False,1
148,5ed7c2a9460b76287b2cda9f,570.84,574.35,or help walk this like with all of corona,-0.4199999999999591,3.509999999999991,0,False,True,9
149,5f00bbd203e3291e95806b56,575.24,575.96,Uh,0.8899999999999864,0.7200000000000273,0,False,False,1
150,5ed7c2a9460b76287b2cda9f,575.34,576.6,or did it or?,-0.6200000000000045,1.259999999999991,1,True,True,4
151,5f00bbd203e3291e95806b56,576.54,576.67,It,-0.06000000000005912,0.12999999999999545,0,False,True,1
152,5ed7c2a9460b76287b2cda9f,576.6,576.96,Yeah.,-0.06999999999993634,0.36000000000001364,0,False,True,1
153,5f00bbd203e3291e95806b56,576.67,594.78,"wasn't, it wasn't too bad with that. I mean it's just me and I have to I had to wear a mask while I was in like the leasing office and stuff. But um for the most, like my family helped me move, but I did most of it myself and it's permission only additional annoyances that everyone was wearing masks",-0.2900000000000773,18.110000000000014,0,False,True,65
154,5ed7c2a9460b76287b2cda9f,594.64,594.85,Mhm.,-0.13999999999998636,0.21000000000003638,0,False,True,1
155,5f00bbd203e3291e95806b56,594.78,610.86,and we tried not to like touch too many doors and you can help it. Um But it's not too bad. It was just a lot of trips to make and all that. But it was pretty much the same as I imagined it would have been without corona.,-0.07000000000005002,16.08000000000004,0,False,True,50
156,5ed7c2a9460b76287b2cda9f,611.94,613.46,Just take extra precautions.,1.080000000000041,1.5199999999999818,0,False,False,4
157,5f00bbd203e3291e95806b56,613.74,636.26,"Yeah, pretty much from and I more like more concerned about like cleaning. They did clean this place before I moved in but like kind of extra cleaning like doing it like a once over again just like be safe and doing like door handles and stuff like that was show. But it's becoming so normal now like it doesn't even feel weird anymore.",0.2799999999999727,22.519999999999982,0,False,False,66
158,5ed7c2a9460b76287b2cda9f,636.64,655.84,"Yeah. Yeah. I actually had a terrible, terrible choice today. I went to forever 21 and I walked in and everyone's looking so weird and I was like, what is up? Then? I go, I don't know ribs. I think I was on the phone and I was laughing and I went to I think cover my mouth and I realized I don't have my mask on and that's",0.37999999999999545,19.200000000000045,2,False,False,73
159,5f00bbd203e3291e95806b56,655.84,656.35,Oh.,0.0,0.5099999999999909,0,False,False,1
160,5ed7c2a9460b76287b2cda9f,655.84,668.16,"why everyone was so weird. I never felt so ashamed. They probably thought I was one of those like crazy people that think that everything is a hoax. I mean, I do think there's some such about the virus is very much real in my opinion, like",-0.5099999999999909,12.319999999999936,0,False,True,48
161,5f00bbd203e3291e95806b56,668.44,668.94,Uh huh.,0.2800000000000864,0.5,0,False,False,2
162,5ed7c2a9460b76287b2cda9f,668.84,681.46,"close friends that are like very affected by it. So I'm like, I'm not, I'm just not gonna mess with that. Um So I hope that I hope that I'm fine, but now everyone thinks that I'm crazy or I don't know what, so",-0.10000000000002274,12.620000000000005,0,False,True,51
163,5f00bbd203e3291e95806b56,682.54,683.65,Yeah. It's,1.0799999999999272,1.1100000000000136,0,False,False,3
164,5ed7c2a9460b76287b2cda9f,683.64,683.96,"yeah,",-0.009999999999990905,0.32000000000005,0,False,True,1
165,5f00bbd203e3291e95806b56,684.94,685.44,yeah,0.9800000000000182,0.5,0,False,False,1
166,5ed7c2a9460b76287b2cda9f,685.84,686.22,weird,0.39999999999997726,0.37999999999999545,0,False,False,1
167,5f00bbd203e3291e95806b56,686.04,686.55,I've,-0.18000000000006366,0.5099999999999909,0,False,True,2
168,5ed7c2a9460b76287b2cda9f,686.22,687.46,times. Uh,-0.32999999999992724,1.240000000000009,0,False,True,2
169,5f00bbd203e3291e95806b56,687.94,706.33,"I go where especially um when I'm at work after where it's like make the delivery stuff and it's like around my chin so much people when I take it off like it still feels like it's there. Then I like feel and like oh it's not there anymore. Good to know or I'll have it like in my hand, I forgot to put it on my face before I like go somewhere. But there's",0.4800000000000182,18.389999999999986,0,False,False,82
170,5ed7c2a9460b76287b2cda9f,706.04,706.69,"yeah,",-0.2900000000000773,0.650000000000091,0,False,True,1
171,5f00bbd203e3291e95806b56,706.33,706.66,some,-0.36000000000001364,0.32999999999992724,0,False,True,1
172,5ed7c2a9460b76287b2cda9f,706.7,710.36,"what happened to me? I had it in my pocket because I was like, I can't forget it and then",0.04000000000007731,3.659999999999968,1,False,False,21
173,5f00bbd203e3291e95806b56,710.54,711.64,"Yeah,",0.17999999999994998,1.1000000000000227,0,False,False,1
174,5ed7c2a9460b76287b2cda9f,711.24,712.87,uh huh Yeah.,-0.39999999999997726,1.6299999999999955,0,False,True,3
175,5f00bbd203e3291e95806b56,714.04,715.26,that's what I mean.,1.169999999999959,1.2200000000000273,0,False,False,5
176,5ed7c2a9460b76287b2cda9f,715.74,716.06,Mhm,0.4800000000000182,0.31999999999993634,0,False,False,1
177,5f00bbd203e3291e95806b56,715.84,720.16,I guess it's kind of a good thing that most people there had a mask on and we're like,-0.2199999999999136,4.319999999999936,0,False,True,21
178,5ed7c2a9460b76287b2cda9f,719.84,741.16,"Yeah, I think everyone that I saw had a mask on, which is good. I'm kind of surprised. No one said anything like that to get in. They had the door locked so to get like when you, you have to just wait at the door for them to unlock it and if you hand sanitizer and the lady gave me hand sanitizer, I was like, oh, thank you and shouldn't say anything. I mean she looked a little scared, but I was like, I'm who knows why,",-0.31999999999993634,21.319999999999936,0,False,True,91
179,5f00bbd203e3291e95806b56,741.94,742.18,that's,0.7800000000000864,0.2399999999998954,0,False,False,2
180,5ed7c2a9460b76287b2cda9f,742.04,742.46,but,-0.13999999999998636,0.42000000000007276,0,False,True,1
