turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words
0,5e2d9faa72e2fa39058e5b4a,1.74,14.34,"Okay. Right. Yeah. Yeah. Yeah, wow. Yeah.",,12.6,0,False,False,7
1,5dd28beafce6062a4f5221b3,14.88,16.26,always here,0.5400000000000009,1.3800000000000008,0,False,False,2
2,5e2d9faa72e2fa39058e5b4a,16.74,17.06,Right.,0.4799999999999969,0.3200000000000003,0,False,False,1
3,5dd28beafce6062a4f5221b3,17.84,20.25,some Hello?,0.7800000000000011,2.41,1,True,False,2
4,5e2d9faa72e2fa39058e5b4a,23.14,25.82,Right. Yeah.,2.8900000000000006,2.6799999999999997,0,False,False,2
5,5dd28beafce6062a4f5221b3,25.74,26.66,Blue.,-0.08000000000000185,0.9200000000000017,0,False,True,1
6,5e2d9faa72e2fa39058e5b4a,26.94,27.14,Yeah.,0.28000000000000114,0.1999999999999993,0,False,False,1
7,5dd28beafce6062a4f5221b3,27.21,28.96,Oh,0.07000000000000028,1.75,0,False,False,1
8,5e2d9faa72e2fa39058e5b4a,30.14,34.44,Mhm. Yeah. Yeah.,1.1799999999999997,4.299999999999997,0,False,False,3
9,5dd28beafce6062a4f5221b3,34.34,37.86,yeah. Oh,-0.09999999999999432,3.519999999999996,0,False,True,2
10,5e2d9faa72e2fa39058e5b4a,38.14,38.7,No.,0.28000000000000114,0.5600000000000023,0,False,False,1
11,5dd28beafce6062a4f5221b3,38.54,43.55,"wow dogs, mm Mhm",-0.1600000000000037,5.009999999999998,0,False,True,4
12,5e2d9faa72e2fa39058e5b4a,45.24,45.75,"Morning,",1.6900000000000048,0.509999999999998,0,False,False,1
13,5dd28beafce6062a4f5221b3,46.14,49.56,Good morning scott.,0.39000000000000057,3.4200000000000017,0,False,False,3
14,5e2d9faa72e2fa39058e5b4a,49.14,50.46,"sorry, my volume on.",-0.4200000000000017,1.3200000000000003,0,False,True,4
15,5dd28beafce6062a4f5221b3,50.64,53.76,"No, that's okay, you're fine.",0.17999999999999972,3.1199999999999974,0,False,False,7
16,5e2d9faa72e2fa39058e5b4a,54.24,54.4,Good,0.480000000000004,0.1599999999999966,0,False,False,1
17,5dd28beafce6062a4f5221b3,54.24,54.56,Yeah.,-0.1599999999999966,0.3200000000000003,0,False,True,1
18,5e2d9faa72e2fa39058e5b4a,54.4,54.86,morning.,-0.1600000000000037,0.46000000000000085,0,False,True,1
19,5dd28beafce6062a4f5221b3,58.34,60.35,So is it seven o'clock where you are,3.480000000000004,2.009999999999998,0,False,False,8
20,5e2d9faa72e2fa39058e5b4a,60.74,62.55,"Yeah, two minutes prior, but we're",0.39000000000000057,1.8099999999999952,0,False,False,7
21,5dd28beafce6062a4f5221b3,62.54,62.96,dinner?,-0.00999999999999801,0.4200000000000017,1,True,True,1
22,5e2d9faa72e2fa39058e5b4a,62.55,64.55,fine. It's on a timer thing.,-0.4100000000000037,2.0,0,False,True,7
23,5dd28beafce6062a4f5221b3,65.04,66.44,Where,0.4900000000000091,1.3999999999999915,0,False,False,1
24,5e2d9faa72e2fa39058e5b4a,66.44,66.65,"Well,",0.0,0.21000000000000796,0,False,False,1
25,5dd28beafce6062a4f5221b3,66.44,67.16,are you from?,-0.21000000000000796,0.7199999999999989,1,True,True,3
26,5e2d9faa72e2fa39058e5b4a,67.34,68.56,indiana yourself?,0.18000000000000682,1.2199999999999989,1,True,False,2
27,5dd28beafce6062a4f5221b3,69.14,71.81,"Okay, um I'm just outside of Pittsburgh",0.5799999999999983,2.6700000000000017,0,False,False,8
28,5e2d9faa72e2fa39058e5b4a,71.44,71.65,Oh,-0.37000000000000455,0.21000000000000796,0,False,True,1
29,5dd28beafce6062a4f5221b3,71.81,72.56,pennsylvania.,0.1599999999999966,0.75,0,False,False,1
30,5e2d9faa72e2fa39058e5b4a,73.24,73.55,well.,0.6799999999999926,0.3100000000000023,0,False,False,1
