turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words
0,5f5ce7f940a2614f6cb6e747,20.94,22.26,Yeah. Hello,,1.3200000000000003,0,False,False,2
1,5f50732850c7c600098593df,22.64,23.06,Hi.,0.379999999999999,0.41999999999999815,0,False,False,1
2,5f5ce7f940a2614f6cb6e747,23.34,24.15,cario.,0.28000000000000114,0.8099999999999987,0,False,False,1
3,5f50732850c7c600098593df,24.54,25.76,"I'm good, how are you?",0.39000000000000057,1.2200000000000024,1,True,False,6
4,5f5ce7f940a2614f6cb6e747,26.24,31.96,I am good I'm a little tired I'll admit I forgot that I had signed up um for this early,0.4799999999999969,5.720000000000002,0,False,False,22
5,5f50732850c7c600098593df,32.04,33.24,"Yeah,",0.0799999999999983,1.2000000000000028,0,False,False,1
6,5f5ce7f940a2614f6cb6e747,33.04,33.35,where you,-0.20000000000000284,0.3100000000000023,0,False,True,2
7,5f50732850c7c600098593df,33.25,33.36,I,-0.10000000000000142,0.10999999999999943,0,False,True,1
8,5f5ce7f940a2614f6cb6e747,33.35,33.46,look,-0.00999999999999801,0.10999999999999943,0,False,True,1
9,5f50732850c7c600098593df,33.36,35.73,"just got the email this morning, so",-0.10000000000000142,2.3699999999999974,0,False,True,7
10,5f5ce7f940a2614f6cb6e747,35.54,36.03,me.,-0.18999999999999773,0.490000000000002,0,False,True,1
11,5f50732850c7c600098593df,35.73,37.95,I had like kind of rushed here to.,-0.30000000000000426,2.220000000000006,0,False,True,8
12,5f5ce7f940a2614f6cb6e747,37.34,41.87,Okay Okay well I'm glad that you showed. I'm glad we both showed up because I have,-0.6099999999999994,4.529999999999994,0,False,True,19
13,5f50732850c7c600098593df,41.54,41.74,Yeah.,-0.3299999999999983,0.20000000000000284,0,False,True,1
14,5f5ce7f940a2614f6cb6e747,41.87,48.26,done other rounds of this where sometimes people don't show up and then that's a little like okay like that's thanks. No,0.12999999999999545,6.390000000000001,0,False,False,25
15,5f50732850c7c600098593df,48.14,49.25,"Right. Yeah,",-0.11999999999999744,1.1099999999999994,0,False,True,2
16,5f5ce7f940a2614f6cb6e747,49.04,49.46,Right,-0.21000000000000085,0.4200000000000017,0,False,True,1
17,5f50732850c7c600098593df,49.25,50.45,that's how my first one went.,-0.21000000000000085,1.2000000000000028,0,False,True,7
