turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words
0,5f17821d53d8590009cfc951,12.14,15.95,Hello.,,3.8099999999999987,0,False,False,1
1,5ab4149e0527ba0001c1656e,15.84,16.65,"Hi,",-0.10999999999999943,0.8099999999999987,0,False,True,1
2,5f17821d53d8590009cfc951,16.94,18.35,How are you doing?,0.2900000000000027,1.4100000000000001,1,True,False,4
3,5ab4149e0527ba0001c1656e,18.54,19.76,"I'm all right, how are you?",0.18999999999999773,1.2200000000000024,1,True,False,7
4,5f17821d53d8590009cfc951,19.74,24.26,I'm pretty good. I just started a timer to make sure Richard time. So so,-0.020000000000003126,4.520000000000003,0,False,True,16
5,5ab4149e0527ba0001c1656e,23.94,24.86,Oh perfect.,-0.3200000000000003,0.9199999999999982,0,False,True,2
6,5f17821d53d8590009cfc951,24.84,27.75,so where are you from? Where do you live?,-0.019999999999999574,2.91,2,True,True,9
7,5ab4149e0527ba0001c1656e,28.14,30.45,"I'm from pennsylvania, Where are you from?",0.39000000000000057,2.3099999999999987,1,True,False,8
8,5f17821d53d8590009cfc951,30.34,31.69,Alabama?,-0.10999999999999943,1.3500000000000014,1,True,True,1
9,5ab4149e0527ba0001c1656e,32.24,33.55,Okay. Yeah.,0.5500000000000007,1.3099999999999952,0,False,False,2
10,5f17821d53d8590009cfc951,33.74,42.05,So pretty uh pretty big role in the election I guess. Not really big role but kind of dramatic in the fashion that you know turned out,0.19000000000000483,8.309999999999995,0,False,False,27
11,5ab4149e0527ba0001c1656e,41.94,42.65,Yeah.,-0.10999999999999943,0.7100000000000009,0,False,True,1
12,5f17821d53d8590009cfc951,42.64,48.56,that's exciting to be there or what happened I guess. Right.,-0.00999999999999801,5.920000000000002,0,False,True,12
13,5ab4149e0527ba0001c1656e,48.34,49.35,Yeah.,-0.21999999999999886,1.009999999999998,0,False,True,1
14,5f17821d53d8590009cfc951,49.24,52.56,Uh huh. So what do you do?,-0.10999999999999943,3.3200000000000003,1,True,True,7
15,5ab4149e0527ba0001c1656e,52.54,59.55,"What do I do? Uh Right now, Not much. I actually quit my job a couple weeks back uh",-0.020000000000003126,7.009999999999998,1,False,True,19
16,5f17821d53d8590009cfc951,58.54,58.75,Mhm.,-1.009999999999998,0.21000000000000085,0,False,True,1
17,5ab4149e0527ba0001c1656e,59.56,61.15,and I'm currently unemployed.,0.8100000000000023,1.5899999999999963,0,False,False,5
18,5f17821d53d8590009cfc951,61.24,62.56,Okay.,0.09000000000000341,1.3200000000000003,0,False,False,1
19,5ab4149e0527ba0001c1656e,62.54,63.34,Yeah.,-0.020000000000003126,0.8000000000000043,0,False,True,1
20,5f17821d53d8590009cfc951,63.54,67.16,So you're taking prolific surveys? You are a professional surveyor.,0.19999999999999574,3.6199999999999974,1,False,False,11
21,5ab4149e0527ba0001c1656e,67.34,69.16,Yeah. Right now I guess so.,0.18000000000000682,1.8199999999999932,0,False,False,6
22,5f17821d53d8590009cfc951,69.24,70.76,Well,0.0799999999999983,1.5200000000000102,0,False,False,1
23,5ab4149e0527ba0001c1656e,70.34,71.15,How about you?,-0.4200000000000017,0.8100000000000023,1,True,True,3
24,5f17821d53d8590009cfc951,71.34,75.96,"oh I'm I actually work for Nasa, I'm a flight controller for the space station.",0.18999999999999773,4.61999999999999,0,False,False,17
25,5ab4149e0527ba0001c1656e,75.74,76.98,"Wow, that's",-0.21999999999999886,1.240000000000009,0,False,True,3
26,5f17821d53d8590009cfc951,76.94,77.26,Mhm.,-0.04000000000000625,0.3200000000000074,0,False,True,1
27,5ab4149e0527ba0001c1656e,76.99,78.56,that's pretty impressive.,-0.27000000000001023,1.5700000000000074,0,False,True,4
28,5f17821d53d8590009cfc951,78.94,86.06,Yeah I enjoy it's a it's kind of a during job of mine I guess. Um What were you doing before you quit?,0.37999999999999545,7.1200000000000045,1,True,False,25
29,5ab4149e0527ba0001c1656e,86.34,89.43,"Before I quit. I was it was a retail job,",0.28000000000000114,3.0900000000000034,0,False,False,10
30,5f17821d53d8590009cfc951,88.84,89.16,Yeah.,-0.5900000000000034,0.3199999999999932,0,False,True,1
31,5ab4149e0527ba0001c1656e,89.44,93.74,which was always supposed to be a temporary thing after I graduated college and,0.28000000000000114,4.299999999999997,0,False,False,14
32,5f17821d53d8590009cfc951,93.64,94.06,Mhm.,-0.09999999999999432,0.4200000000000017,0,False,True,1
33,5ab4149e0527ba0001c1656e,93.74,95.66,then from how I was there for two years,-0.3200000000000074,1.9200000000000017,0,False,True,9
34,5f17821d53d8590009cfc951,96.14,96.94,Yeah.,0.480000000000004,0.7999999999999972,0,False,False,1
35,5ab4149e0527ba0001c1656e,97.24,102.47,"and it was like, well there's a whole thing. I live with my parents",0.29999999999999716,5.230000000000004,0,False,False,15
36,5f17821d53d8590009cfc951,102.44,102.49,Uh,-0.030000000000001137,0.04999999999999716,0,False,True,1
37,5ab4149e0527ba0001c1656e,102.47,102.58,and,-0.01999999999999602,0.10999999999999943,0,False,True,1
38,5f17821d53d8590009cfc951,102.49,102.64,huh.,-0.09000000000000341,0.15000000000000568,0,False,True,1
39,5ab4149e0527ba0001c1656e,102.58,105.04,my mom is like high risk and,-0.060000000000002274,2.460000000000008,0,False,True,7
40,5f17821d53d8590009cfc951,104.84,105.05,Um,-0.20000000000000284,0.20999999999999375,0,False,True,1
41,5ab4149e0527ba0001c1656e,105.04,108.18,I didn't want to go back to my retail job and you,-0.009999999999990905,3.1400000000000006,0,False,True,13
42,5f17821d53d8590009cfc951,107.84,108.58,totally,-0.3400000000000034,0.7399999999999949,0,False,True,1
43,5ab4149e0527ba0001c1656e,108.18,108.56,"know,",-0.3999999999999915,0.37999999999999545,0,False,True,1
44,5f17821d53d8590009cfc951,108.58,109.55,understandable,0.01999999999999602,0.9699999999999989,0,False,False,1
45,5ab4149e0527ba0001c1656e,109.44,110.46,Yeah. And,-0.10999999999999943,1.019999999999996,0,False,True,2
46,5f17821d53d8590009cfc951,110.14,110.86,so.,-0.3199999999999932,0.7199999999999989,0,False,True,1
47,5ab4149e0527ba0001c1656e,110.46,115.56,"it was just kind of like, well I never meant to stay at this job this long anyway, so",-0.4000000000000057,5.1000000000000085,0,False,True,19
48,5f17821d53d8590009cfc951,115.04,116.95,Yeah. Mhm.,-0.519999999999996,1.9099999999999966,0,False,True,2
49,5ab4149e0527ba0001c1656e,116.94,118.26,I don't miss it too much.,-0.010000000000005116,1.3200000000000074,0,False,True,7
50,5f17821d53d8590009cfc951,118.34,121.25,Okay. So what's your degree in?,0.0799999999999983,2.9099999999999966,1,True,False,7
51,5ab4149e0527ba0001c1656e,121.44,123.61,My degree is in art and,0.18999999999999773,2.1700000000000017,0,False,False,6
52,5f17821d53d8590009cfc951,123.54,123.74,Yeah.,-0.06999999999999318,0.19999999999998863,0,False,True,1
53,5ab4149e0527ba0001c1656e,123.61,124.46,Art history.,-0.12999999999999545,0.8499999999999943,0,False,True,2
54,5f17821d53d8590009cfc951,124.84,125.56,Okay.,0.38000000000000966,0.7199999999999989,0,False,False,1
55,5ab4149e0527ba0001c1656e,125.74,128.04,Um My dream job would be working,0.1799999999999926,2.299999999999997,0,False,False,7
56,5f17821d53d8590009cfc951,127.84,128.16,Mhm.,-0.19999999999998863,0.3199999999999932,0,False,True,1
57,5ab4149e0527ba0001c1656e,128.04,128.95,in a museum.,-0.12000000000000455,0.9099999999999966,0,False,True,3
58,5f17821d53d8590009cfc951,128.94,130.35,Oh guys.,-0.009999999999990905,1.4099999999999966,0,False,True,2
59,5ab4149e0527ba0001c1656e,130.14,131.54,Um That's kind,-0.21000000000000796,1.4000000000000057,0,False,True,4
60,5f17821d53d8590009cfc951,131.34,131.9,Uh,-0.19999999999998863,0.5600000000000023,0,False,True,1
61,5ab4149e0527ba0001c1656e,131.54,132.0,of what,-0.36000000000001364,0.46000000000000796,0,False,True,2
62,5f17821d53d8590009cfc951,131.91,132.26,Yeah.,-0.09000000000000341,0.3499999999999943,0,False,True,1
63,5ab4149e0527ba0001c1656e,132.0,135.09,I would like to do currently. No,-0.2599999999999909,3.0900000000000034,0,False,True,7
64,5f17821d53d8590009cfc951,134.74,134.95,Mhm.,-0.3499999999999943,0.20999999999997954,0,False,True,1
65,5ab4149e0527ba0001c1656e,135.1,140.57,not all museums are open right now and I'm like well I guess I'm not,0.15000000000000568,5.469999999999999,0,False,False,17
66,5f17821d53d8590009cfc951,140.54,140.75,Okay.,-0.030000000000001137,0.21000000000000796,0,False,True,1
67,5ab4149e0527ba0001c1656e,140.58,142.33,gonna do that right now,-0.1699999999999875,1.75,0,False,True,6
68,5f17821d53d8590009cfc951,142.34,143.67,Yeah.,0.009999999999990905,1.329999999999984,0,False,False,1
69,5ab4149e0527ba0001c1656e,142.34,142.76,but,-1.329999999999984,0.4199999999999875,0,False,True,1
70,5f17821d53d8590009cfc951,143.68,147.86,Well it'll I'm sure it'll all pass hopefully sooner rather than later. So,0.9200000000000159,4.180000000000007,0,False,False,16
71,5ab4149e0527ba0001c1656e,147.84,148.56,hopefully.,-0.020000000000010232,0.7199999999999989,0,False,True,1
72,5f17821d53d8590009cfc951,148.84,151.66,big news with the vaccine the other day So,0.28000000000000114,2.819999999999993,0,False,False,9
73,5ab4149e0527ba0001c1656e,151.64,152.56,Yeah,-0.020000000000010232,0.9200000000000159,0,False,True,1
74,5f17821d53d8590009cfc951,152.44,153.76,and so,-0.12000000000000455,1.3199999999999932,0,False,True,2
75,5ab4149e0527ba0001c1656e,154.14,155.1,that yeah,0.37999999999999545,0.960000000000008,0,False,False,2
76,5f17821d53d8590009cfc951,154.74,154.94,"yeah,",-0.3599999999999852,0.19999999999998863,0,False,True,1
77,5ab4149e0527ba0001c1656e,155.1,157.9,that that is pretty pretty big news.,0.1599999999999966,2.8000000000000114,0,False,False,7
78,5f17821d53d8590009cfc951,157.84,158.65,boom.,-0.060000000000002274,0.8100000000000023,0,False,True,1
79,5ab4149e0527ba0001c1656e,157.91,162.45,I um. Yeah. Yeah.,-0.7400000000000091,4.539999999999992,0,False,True,4
80,5f17821d53d8590009cfc951,162.44,170.15,"So my wife was, she was an art major there for about a year or so. She ended up getting her degree in education. But",-0.009999999999990905,7.710000000000008,0,False,True,25
81,5ab4149e0527ba0001c1656e,170.14,171.25,Okay.,-0.010000000000019327,1.1100000000000136,0,False,True,1
82,5f17821d53d8590009cfc951,170.15,179.24,"she well so six, we went to the we actually went to Denver earlier this year",-1.0999999999999943,9.090000000000003,0,False,True,16
83,5ab4149e0527ba0001c1656e,178.64,178.84,Yeah.,-0.6000000000000227,0.20000000000001705,0,False,True,1
84,5f17821d53d8590009cfc951,179.25,188.86,to the Denver art museum. They had good blanket on the guy's name. Did all the saturday evening post are,0.4099999999999966,9.610000000000014,0,False,False,21
85,5ab4149e0527ba0001c1656e,189.94,191.76,Oh is that norman Rockwell?,1.079999999999984,1.8199999999999932,1,True,False,5
86,5f17821d53d8590009cfc951,191.48,193.35,norman rocco. Yeah.,-0.28000000000000114,1.8700000000000045,0,False,True,3
87,5ab4149e0527ba0001c1656e,193.14,193.85,Yeah.,-0.21000000000000796,0.710000000000008,0,False,True,1
88,5f17821d53d8590009cfc951,193.74,195.15,Really cool. Some.,-0.10999999999998522,1.4099999999999966,0,False,True,3
89,5ab4149e0527ba0001c1656e,195.54,199.62,Yeah that's awesome. I I don't know I love like,0.38999999999998636,4.0800000000000125,0,False,False,12
90,5f17821d53d8590009cfc951,199.54,199.75,Right.,-0.0800000000000125,0.21000000000000796,0,False,True,1
91,5ab4149e0527ba0001c1656e,199.62,203.86,going to museums and seeing all the different like exhibits and stuff because,-0.12999999999999545,4.240000000000009,0,False,True,13
92,5f17821d53d8590009cfc951,203.74,203.95,What?,-0.12000000000000455,0.20999999999997954,1,True,True,1
93,5ab4149e0527ba0001c1656e,203.86,205.73,like I really don't have like one,-0.08999999999997499,1.8699999999999761,0,False,True,8
94,5f17821d53d8590009cfc951,205.54,205.75,Right.,-0.18999999999999773,0.21000000000000796,0,False,True,1
95,5ab4149e0527ba0001c1656e,205.73,207.35,specific kind of art that I,-0.020000000000010232,1.6200000000000045,0,False,True,6
96,5f17821d53d8590009cfc951,207.44,208.25,Mhm.,0.09000000000000341,0.8100000000000023,0,False,False,1
97,5ab4149e0527ba0001c1656e,207.94,214.26,like. I like everything I really do so like it's always just so just so neat.,-0.3100000000000023,6.319999999999993,0,False,True,17
98,5f17821d53d8590009cfc951,214.14,217.86,"So are you a practitioner, do you like paint or anything or you",-0.12000000000000455,3.7200000000000273,0,False,True,13
99,5ab4149e0527ba0001c1656e,217.84,218.11,I,-0.020000000000010232,0.27000000000001023,0,False,True,1
100,5f17821d53d8590009cfc951,217.86,218.06,"just,",-0.25,0.19999999999998863,0,False,True,1
101,5ab4149e0527ba0001c1656e,218.11,222.17,do I do paint. Um I was technically,0.05000000000001137,4.059999999999974,0,False,False,8
102,5f17821d53d8590009cfc951,221.84,222.04,Yeah.,-0.3299999999999841,0.19999999999998863,0,False,True,1
103,5ab4149e0527ba0001c1656e,222.18,226.76,I was technically a studio art focus um with my degree that but that was,0.14000000000001478,4.579999999999984,0,False,False,15
104,5f17821d53d8590009cfc951,226.54,226.96,Oh,-0.21999999999999886,0.4200000000000159,0,False,True,1
105,5ab4149e0527ba0001c1656e,226.77,227.74,I could never I,-0.18999999999999773,0.9699999999999989,0,False,True,4
106,5f17821d53d8590009cfc951,227.74,227.94,yeah.,0.0,0.19999999999998863,0,False,False,1
107,5ab4149e0527ba0001c1656e,227.74,232.86,could never choose that. That was really like they were like pick one and I was like okay fine I'll do a studio.,-0.19999999999998863,5.1200000000000045,0,False,True,24
108,5f17821d53d8590009cfc951,233.04,234.14,Yeah.,0.1799999999999784,1.0999999999999943,0,False,False,1
109,5ab4149e0527ba0001c1656e,233.94,237.66,But um yeah I like to paint um,-0.19999999999998863,3.719999999999999,0,False,True,8
110,5f17821d53d8590009cfc951,238.1,238.3,Yeah.,0.4399999999999977,0.20000000000001705,0,False,False,1
111,5ab4149e0527ba0001c1656e,238.34,240.76,I mostly paint what I call like weird portraits,0.03999999999999204,2.4199999999999875,0,False,False,9
112,5f17821d53d8590009cfc951,241.04,242.06,Mhm,0.28000000000000114,1.0200000000000102,0,False,False,1
113,5ab4149e0527ba0001c1656e,241.84,243.16,for like people but I,-0.21999999999999886,1.3199999999999932,0,False,True,5
114,5f17821d53d8590009cfc951,243.34,243.55,mm.,0.18000000000000682,0.21000000000000796,0,False,False,1
115,5ab4149e0527ba0001c1656e,244.34,245.81,do things,0.789999999999992,1.4699999999999989,0,False,False,2
116,5f17821d53d8590009cfc951,245.54,245.86,Mhm.,-0.27000000000001023,0.3200000000000216,0,False,True,1
117,5ab4149e0527ba0001c1656e,245.81,246.6,that are unusual,-0.05000000000001137,0.789999999999992,0,False,True,3
118,5f17821d53d8590009cfc951,246.44,246.65,Right.,-0.1599999999999966,0.21000000000000796,0,False,True,1
119,5ab4149e0527ba0001c1656e,246.6,247.85,with it so,-0.05000000000001137,1.25,0,False,True,3
120,5f17821d53d8590009cfc951,247.84,249.88,Yeah it's pretty cool like,-0.009999999999990905,2.039999999999992,0,False,True,6
121,5ab4149e0527ba0001c1656e,249.54,249.95,yeah,-0.3400000000000034,0.4099999999999966,0,False,True,1
122,5f17821d53d8590009cfc951,249.89,252.25,"I'm like caricatures but not really,",-0.060000000000002274,2.3600000000000136,0,False,True,7
123,5ab4149e0527ba0001c1656e,252.04,253.86,sort of yeah sort of,-0.21000000000000796,1.8200000000000216,0,False,True,5
124,5f17821d53d8590009cfc951,254.54,255.56,wow.,0.6799999999999784,1.0200000000000102,0,False,False,1
125,5ab4149e0527ba0001c1656e,255.34,256.05,yeah,-0.21999999999999886,0.710000000000008,0,False,True,1
126,5f17821d53d8590009cfc951,256.14,256.46,Mhm.,0.08999999999997499,0.3199999999999932,0,False,False,1
127,5ab4149e0527ba0001c1656e,256.94,257.96,um,0.4800000000000182,1.0199999999999818,0,False,False,1
128,5f17821d53d8590009cfc951,258.04,260.55,Uh huh. Mhm.,0.08000000000004093,2.509999999999991,0,False,False,3
129,5ab4149e0527ba0001c1656e,260.34,265.35,Yeah so I don't know can you tell me a little bit about your job? I think that's like really interesting,-0.21000000000003638,5.010000000000048,1,False,True,23
130,5f17821d53d8590009cfc951,265.24,266.76,Yeah.,-0.11000000000001364,1.5199999999999818,0,False,True,1
131,5ab4149e0527ba0001c1656e,265.36,267.86,and I don't know a lot of what it entails.,-1.3999999999999773,2.5,0,False,True,11
132,5f17821d53d8590009cfc951,268.04,271.25,So have you seen the movie Apollo 13.,0.18000000000000682,3.2099999999999795,0,False,False,8
133,5ab4149e0527ba0001c1656e,272.24,273.65,Yes a long time ago.,0.9900000000000091,1.4099999999999682,0,False,False,5
134,5f17821d53d8590009cfc951,273.84,281.96,Okay. Well basically that what the guys on the ground were doing. Um so Houston still was in charge of you know the crew and vehicle and all.,0.18999999999999773,8.120000000000005,0,False,False,28
135,5ab4149e0527ba0001c1656e,282.04,282.45,Yeah.,0.08000000000004093,0.40999999999996817,0,False,False,1
136,5f17821d53d8590009cfc951,282.34,288.21,"I'm in Alabama, Huntsville Alabama. We do we're the payloads basically the science experiments.",-0.11000000000001364,5.8700000000000045,0,False,True,16
137,5ab4149e0527ba0001c1656e,288.14,288.56,Oh.,-0.06999999999999318,0.4200000000000159,0,False,True,1
138,5f17821d53d8590009cfc951,288.22,304.98,"So my specific position operations controller basically like coordinating all the resources that you know the uh huh they need for the science experiments I guess. Like whether like some of them are crew attended, some of them, you know crew just installs and",-0.339999999999975,16.75999999999999,0,False,True,44
139,5ab4149e0527ba0001c1656e,304.84,305.46,Mhm,-0.1400000000000432,0.6200000000000045,0,False,True,1
140,5f17821d53d8590009cfc951,306.54,316.56,"the scientists on the ground just commanded the payloads and uh get the science done. They needed that way. But yeah, we basically do the science on the space station.",1.080000000000041,10.019999999999982,0,False,False,30
141,5ab4149e0527ba0001c1656e,316.64,317.06,mm,0.07999999999998408,0.4200000000000159,0,False,False,1
142,5f17821d53d8590009cfc951,317.34,317.75,Yeah.,0.2799999999999727,0.410000000000025,0,False,False,1
143,5ab4149e0527ba0001c1656e,318.14,318.45,That's,0.38999999999998636,0.3100000000000023,0,False,False,2
144,5f17821d53d8590009cfc951,318.44,318.65,Work,-0.009999999999990905,0.20999999999997954,0,False,True,1
