turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words
0,5f51265c4873f23082851a5c,5.24,14.46,Yeah just Yeah. Oh okay. Yeah. Okay.,,9.22,0,False,False,7
1,5eece89d63352e0c327ddb0b,23.74,24.76,Come on.,9.279999999999998,1.0200000000000031,0,False,False,2
2,5f51265c4873f23082851a5c,24.74,26.36,Two.,-0.020000000000003126,1.620000000000001,0,False,True,1
3,5eece89d63352e0c327ddb0b,26.24,26.93,"Hi, how",-0.120000000000001,0.6900000000000013,0,False,True,2
4,5f51265c4873f23082851a5c,26.84,27.15,How,-0.08999999999999986,0.3099999999999987,0,False,True,1
5,5eece89d63352e0c327ddb0b,26.93,27.95,are you?,-0.21999999999999886,1.0199999999999996,1,True,True,2
6,5f51265c4873f23082851a5c,27.15,28.96,"are you? I'm good, how are you?",-0.8000000000000007,1.8100000000000023,2,True,True,8
7,5eece89d63352e0c327ddb0b,29.34,29.79,Good.,0.379999999999999,0.4499999999999993,0,False,False,1
8,5f51265c4873f23082851a5c,29.64,30.06,Well,-0.14999999999999858,0.41999999999999815,0,False,True,1
9,5eece89d63352e0c327ddb0b,29.79,30.99,Are we talked about,-0.2699999999999996,1.1999999999999993,0,False,True,4
10,5f51265c4873f23082851a5c,30.54,30.86,well,-0.4499999999999993,0.3200000000000003,0,False,True,1
11,5eece89d63352e0c327ddb0b,31.0,31.69,for collect,0.14000000000000057,0.6900000000000013,0,False,False,2
12,5f51265c4873f23082851a5c,31.54,31.86,oh,-0.15000000000000213,0.3200000000000003,0,False,True,1
13,5eece89d63352e0c327ddb0b,31.7,32.06,"oops,",-0.16000000000000014,0.360000000000003,0,False,True,1
14,5f51265c4873f23082851a5c,32.34,33.26,"yep,",0.28000000000000114,0.9199999999999946,0,False,False,1
15,5eece89d63352e0c327ddb0b,33.44,34.36,"okay, cool.",0.17999999999999972,0.9200000000000017,0,False,False,2
16,5f51265c4873f23082851a5c,34.24,37.15,started time around my watch,-0.11999999999999744,2.9099999999999966,0,False,True,5
17,5eece89d63352e0c327ddb0b,36.44,40.06,I just started my little cube time birthday.,-0.7100000000000009,3.6200000000000045,0,False,True,8
18,5f51265c4873f23082851a5c,40.34,40.95,I,0.28000000000000114,0.6099999999999994,0,False,False,1
19,5eece89d63352e0c327ddb0b,40.94,41.36,Okay.,-0.010000000000005116,0.4200000000000017,0,False,True,1
20,5f51265c4873f23082851a5c,40.96,43.55,get like how many of these have you done?,-0.3999999999999986,2.5899999999999963,1,True,True,9
21,5eece89d63352e0c327ddb0b,44.34,45.15,Three,0.7900000000000063,0.8099999999999952,0,False,False,1
22,5f51265c4873f23082851a5c,45.34,46.66,Yeah this is my 3rd 1,0.19000000000000483,1.3199999999999932,0,False,False,6
23,5eece89d63352e0c327ddb0b,46.84,47.34,Yeah.,0.18000000000000682,0.5,0,False,False,1
24,5f51265c4873f23082851a5c,47.54,49.02,So far so far. I've gotten lucky,0.19999999999999574,1.480000000000004,0,False,False,8
25,5eece89d63352e0c327ddb0b,48.94,49.14,Yeah.,-0.0800000000000054,0.20000000000000284,0,False,True,1
26,5f51265c4873f23082851a5c,49.02,50.49,and haven't had anything where someone,-0.11999999999999744,1.4699999999999989,0,False,True,7
27,5eece89d63352e0c327ddb0b,50.24,50.45,Okay.,-0.25,0.21000000000000085,0,False,True,1
28,5f51265c4873f23082851a5c,50.49,56.45,"didn't show up but you always have that 30 seconds where he set up, it's like is anyone gonna show up on the other end?",0.03999999999999915,5.960000000000001,1,True,False,28
29,5eece89d63352e0c327ddb0b,56.24,59.15,Yeah. Yesterday was the first time I had somebody not show up,-0.21000000000000085,2.9099999999999966,0,False,True,12
30,5f51265c4873f23082851a5c,59.34,59.96,Mhm.,0.19000000000000483,0.6199999999999974,0,False,False,1
31,5eece89d63352e0c327ddb0b,59.64,64.05,And then I just found out like 15 minutes ago that I had one like right now. So,-0.3200000000000003,4.409999999999997,0,False,True,18
32,5f51265c4873f23082851a5c,64.24,66.05,I signed up. Yeah I had one,0.18999999999999773,1.8100000000000023,0,False,False,7
33,5eece89d63352e0c327ddb0b,66.04,66.36,what?,-0.009999999999990905,0.3199999999999932,1,True,True,1
34,5f51265c4873f23082851a5c,66.05,68.15,last night and I signed up again and they're like oh we,-0.3100000000000023,2.1000000000000085,0,False,True,13
35,5eece89d63352e0c327ddb0b,68.04,68.36,Oh,-0.10999999999999943,0.3199999999999932,0,False,True,1
36,5f51265c4873f23082851a5c,68.15,71.06,have one for you. Tomorrow is like okay not,-0.20999999999999375,2.9099999999999966,0,False,True,9
37,5eece89d63352e0c327ddb0b,70.34,74.48,"You know they, they changed the maximum to six. I think it used to be",-0.7199999999999989,4.140000000000001,0,False,True,15
38,5f51265c4873f23082851a5c,74.34,74.84,yeah.,-0.14000000000000057,0.5,0,False,True,1
39,5eece89d63352e0c327ddb0b,74.48,76.06,four. Yeah.,-0.35999999999999943,1.5799999999999983,0,False,True,2
40,5f51265c4873f23082851a5c,75.44,81.56,Yeah I just I just signed up for like a week and a half ago. So this is the first round I've been on. It's definitely success round,-0.6200000000000045,6.1200000000000045,0,False,True,30
41,5eece89d63352e0c327ddb0b,82.04,83.15,Yeah. Cool.,0.480000000000004,1.1099999999999994,0,False,False,2
42,5f51265c4873f23082851a5c,82.84,84.34,so but,-0.3100000000000023,1.5,0,False,True,2
43,5eece89d63352e0c327ddb0b,84.14,84.39,So,-0.20000000000000284,0.25,0,False,True,1
44,5f51265c4873f23082851a5c,84.34,84.76,yeah,-0.04999999999999716,0.4200000000000017,0,False,True,1
45,5eece89d63352e0c327ddb0b,84.39,85.85,where are you?,-0.37000000000000455,1.4599999999999937,1,True,True,3
46,5f51265c4873f23082851a5c,85.94,87.35,I'm in Cincinnati. Ohio,0.09000000000000341,1.4099999999999966,0,False,False,5
47,5eece89d63352e0c327ddb0b,87.74,90.35,"Okay, cool. I'm in queens new york.",0.39000000000000057,2.6099999999999994,0,False,False,8
48,5f51265c4873f23082851a5c,90.84,98.43,cool. Yeah. Friend who also does the prolific things and he actually had didn't have anyone show,0.4900000000000091,7.590000000000003,0,False,False,18
49,5eece89d63352e0c327ddb0b,98.34,98.54,Yeah.,-0.09000000000000341,0.20000000000000284,0,False,True,1
50,5f51265c4873f23082851a5c,98.43,105.71,"up the first time. I was like so I was joking with him when I was waiting for my first person. Like, I wonder if they're just paying us to see what happens",-0.10999999999999943,7.279999999999987,0,False,True,34
51,5eece89d63352e0c327ddb0b,105.44,107.08,How,-0.269999999999996,1.6400000000000006,0,False,True,1
52,5f51265c4873f23082851a5c,105.71,107.45,"when,",-1.3700000000000045,1.740000000000009,0,False,True,1
53,5eece89d63352e0c327ddb0b,107.08,108.55,long the wait? Yeah.,-0.37000000000000455,1.4699999999999989,1,False,True,4
54,5f51265c4873f23082851a5c,108.54,112.65,how long have you been? What happens when you do? Where is your attention? What are you doing?,-0.009999999999990905,4.109999999999999,4,True,True,18
55,5eece89d63352e0c327ddb0b,112.24,113.9,"Right. Exactly. Yeah,",-0.4100000000000108,1.6600000000000108,0,False,True,3
56,5f51265c4873f23082851a5c,113.54,114.05,Excuse what?,-0.35999999999999943,0.5099999999999909,1,True,True,2
