turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words
0,5e6d08da374f5b2c1f67aa85,10.84,11.95,"Hey Burner,",,1.1099999999999994,0,False,False,2
1,5f12f20001f4ce0008767b19,12.24,13.16,"Hey,",0.2900000000000009,0.9199999999999999,0,False,False,1
2,5e6d08da374f5b2c1f67aa85,13.44,15.23,how are you doing?,0.27999999999999936,1.790000000000001,1,True,False,4
3,5f12f20001f4ce0008767b19,15.04,16.45,"I'm doing good, how are you?",-0.19000000000000128,1.4100000000000001,1,True,True,7
4,5e6d08da374f5b2c1f67aa85,16.44,17.96,You're doing really well. My name is Ryan.,-0.00999999999999801,1.5199999999999996,0,False,True,9
5,5f12f20001f4ce0008767b19,18.04,20.26,"My name is jay,",0.0799999999999983,2.2200000000000024,0,False,False,4
6,5e6d08da374f5b2c1f67aa85,20.04,22.05,"Yeah, j nice to meet you.",-0.22000000000000242,2.0100000000000016,0,False,True,6
7,5f12f20001f4ce0008767b19,22.24,22.53,nice,0.18999999999999773,0.2900000000000027,0,False,False,1
8,5e6d08da374f5b2c1f67aa85,22.44,24.18,Uh,-0.08999999999999986,1.7399999999999984,0,False,True,1
9,5f12f20001f4ce0008767b19,22.53,23.35,to meet you and,-1.6499999999999986,0.8200000000000003,0,False,True,4
10,5e6d08da374f5b2c1f67aa85,24.19,26.66,what what part of the country in,0.8399999999999999,2.469999999999999,0,False,False,7
11,5f12f20001f4ce0008767b19,26.74,28.56,um I'm in Alabama,0.0799999999999983,1.8200000000000003,0,False,False,5
12,5e6d08da374f5b2c1f67aa85,28.84,47.2,"Alabama? Okay. Before I've done a couple of these and they seem to be normally pairing people that are from the same region so far, but you're the furthest away I've had, I'm in Chicago, I've done a couple in Chicago and uh somebody last week in uh colorado Springs, so that was a little bit interesting as well Alabama,",0.28000000000000114,18.360000000000003,1,False,False,65
13,5f12f20001f4ce0008767b19,46.14,46.56,and,-1.0600000000000023,0.4200000000000017,0,False,True,1
14,5e6d08da374f5b2c1f67aa85,47.21,47.52,I've,0.6499999999999986,0.3100000000000023,0,False,False,2
15,5f12f20001f4ce0008767b19,47.34,47.85,Pat.,-0.17999999999999972,0.509999999999998,0,False,True,1
16,5e6d08da374f5b2c1f67aa85,47.52,48.55,been there in years.,-0.3299999999999983,1.029999999999994,0,False,True,4
17,5f12f20001f4ce0008767b19,48.94,49.45,Mhm.,0.39000000000000057,0.5100000000000051,0,False,False,1
18,5e6d08da374f5b2c1f67aa85,48.94,55.06,"How are things going down their, given the state of everything or everything going pretty well or?",-0.5100000000000051,6.1200000000000045,1,True,True,17
19,5f12f20001f4ce0008767b19,54.84,57.42,Yeah things are things that are fine. Um,-0.21999999999999886,2.5799999999999983,0,False,True,8
20,5e6d08da374f5b2c1f67aa85,57.54,57.74,Yeah.,0.11999999999999744,0.20000000000000284,0,False,False,1
21,5f12f20001f4ce0008767b19,57.71,60.68,I mean they are not back,-0.030000000000001137,2.969999999999999,0,False,True,6
22,5e6d08da374f5b2c1f67aa85,60.34,60.66,Okay.,-0.3399999999999963,0.3199999999999932,0,False,True,1
23,5f12f20001f4ce0008767b19,60.68,62.07,"to normal yet, there are some",0.020000000000003126,1.3900000000000006,0,False,False,6
24,5e6d08da374f5b2c1f67aa85,61.84,62.76,Yeah.,-0.22999999999999687,0.9199999999999946,0,False,True,1
25,5f12f20001f4ce0008767b19,62.07,69.65,"places that still not functioning I guess some places have shut down permanently, but other than that things are quite",-0.6899999999999977,7.580000000000005,0,False,True,20
26,5e6d08da374f5b2c1f67aa85,69.14,69.46,Yeah.,-0.5100000000000051,0.3199999999999932,0,False,True,1
27,5f12f20001f4ce0008767b19,70.14,70.56,under,0.6800000000000068,0.4200000000000017,0,False,False,1
28,5e6d08da374f5b2c1f67aa85,70.14,70.46,Mhm.,-0.4200000000000017,0.3199999999999932,0,False,True,1
29,5f12f20001f4ce0008767b19,70.56,71.1,control,0.10000000000000853,0.539999999999992,0,False,False,1
30,5e6d08da374f5b2c1f67aa85,71.04,71.45,"Good,",-0.05999999999998806,0.4099999999999966,0,False,True,1
31,5f12f20001f4ce0008767b19,71.1,71.64,and,-0.3500000000000085,0.5400000000000063,0,False,True,1
32,5e6d08da374f5b2c1f67aa85,71.46,72.56,good.,-0.18000000000000682,1.1000000000000085,0,False,True,1
33,5f12f20001f4ce0008767b19,71.68,73.65,thank you getting back to normal,-0.8799999999999955,1.9699999999999989,0,False,True,6
34,5e6d08da374f5b2c1f67aa85,73.94,74.18,How,0.28999999999999204,0.2400000000000091,0,False,False,1
35,5f12f20001f4ce0008767b19,74.04,74.76,and,-0.14000000000000057,0.7199999999999989,0,False,True,1
36,5e6d08da374f5b2c1f67aa85,74.18,81.95,"are people, are people there reacting pretty well as a kind of a 50 50 things, Some are mad and some are trying to follow what they're supposed to be doing or?",-0.5799999999999983,7.769999999999996,1,True,True,33
37,5f12f20001f4ce0008767b19,82.44,83.38,it's a 50,0.4899999999999949,0.9399999999999977,0,False,False,4
38,5e6d08da374f5b2c1f67aa85,83.34,90.65,"Yeah,",-0.03999999999999204,7.310000000000002,0,False,True,1
39,5f12f20001f4ce0008767b19,83.38,93.45,50 thing I would say. Some people are like this is something I've seen some people but like this is like all the hoax and you know they're trying to hijack,-7.27000000000001,10.070000000000007,0,False,True,33
40,5e6d08da374f5b2c1f67aa85,93.04,93.52,you can,-0.4099999999999966,0.47999999999998977,0,False,True,2
41,5f12f20001f4ce0008767b19,93.45,95.1,the elections and like no,-0.06999999999999318,1.6499999999999915,0,False,True,5
42,5e6d08da374f5b2c1f67aa85,95.06,95.65,"find,",-0.03999999999999204,0.5900000000000034,0,False,True,1
43,5f12f20001f4ce0008767b19,95.1,96.71,"they are, this is all the way.",-0.5500000000000114,1.6099999999999994,0,False,True,7
44,5e6d08da374f5b2c1f67aa85,96.44,103.8,"yeah,",-0.269999999999996,7.359999999999999,0,False,True,1
45,5f12f20001f4ce0008767b19,96.72,103.66,"Um Yeah, some people are really following it to the t and making sure that you know everything is going on also.",-7.079999999999998,6.939999999999998,0,False,True,22
46,5e6d08da374f5b2c1f67aa85,103.81,105.85,it's tough. I understand.,0.15000000000000568,2.039999999999992,0,False,False,5
47,5f12f20001f4ce0008767b19,105.44,105.64,"Yeah,",-0.4099999999999966,0.20000000000000284,0,False,True,1
48,5e6d08da374f5b2c1f67aa85,105.85,111.87,"I just, you know, if everybody would stick to it for just a little bit longer, we could get ahead of the thing and unfortunately just",0.20999999999999375,6.02000000000001,0,False,False,26
49,5f12f20001f4ce0008767b19,111.74,112.16,"a pack,",-0.13000000000000966,0.4200000000000017,0,False,True,2
50,5e6d08da374f5b2c1f67aa85,111.87,114.08,doesn't seem to be part of our culture. I don't know what,-0.28999999999999204,2.2099999999999937,0,False,True,14
51,5f12f20001f4ce0008767b19,114.04,116.57,it's,-0.03999999999999204,2.529999999999987,0,False,True,2
52,5e6d08da374f5b2c1f67aa85,114.08,115.77,the deal is. Oh well,-2.489999999999995,1.6899999999999977,0,False,True,5
53,5f12f20001f4ce0008767b19,116.58,117.16,okay.,0.8100000000000023,0.5799999999999983,0,False,False,1
54,5e6d08da374f5b2c1f67aa85,116.74,118.56,how long how long have you been down there?,-0.4200000000000017,1.8200000000000074,1,True,True,9
