1.65;2.11; Hello.;1.00
3.13;5.37;Hi, my name's Talitha.;1.00
5.61;6.09;What's your name?;1.00
6.11;8.63;My name's Gotham.;1.00
9.03;9.35;Gotham.;1.00
9.77;9.89;OK.;1.00
9.97;10.89;My name's Talitha.;1.00
11.61;17.59;Like I said, I'm doing veterinary, but we are not talking about comics and stuff.;1.00
19.66;23.24;Are you interested in comics, anime, or whatever?;1.00
23.80;25.10;Or do you do any watching? .;1.00
35.45;50.60; Any particularly one that you're still like continue to follow and stuff now Ah, I know that note Yeah;1.00
59.59;65.41; Yeah, for me, like I was exposed with comics and anime from quite young age.;1.00
65.49;72.27;Cause my, my aunt, I think it was, um, when I was in primary three.;1.00
72.81;73.05;Yeah.;1.00
73.09;77.53;My aunt is a big fan of all the manga and all the anime and stuff.;1.00
77.55;82.61;So she's all, she's all influence that I've got, but obviously I'm a girl.;1.00
82.66;86.44;So we start off with the girly stuff more.;1.00
86.96;113.36; and then and then more now i got more like oh just read anything that's interesting and gone through all kind of genre really yeah any are you still like following anything right now or spits and pieces yeah yeah because it's anyway like a lot i know i know;1.00
114.29;116.77; It's a good refreshment to watch.;1.00
116.79;122.50;I personally like reading more, so I like reading the manga a bit more than watching.;1.00
122.52;124.82;But these days, because I'm doing my revision.;1.00
124.84;125.14;Can't stop.;1.00
143.10;166.15; i agree i totally agree like i want i'm on my revision now so i've been i've been like telling okay i do revise a bit i can take a break watch one and then go on to my revision again it it never works i always ended up watching one and like maybe i could get away watching one more and then it goes on from there so yeah but;1.00
176.71;201.05; no oh my god yeah i know yeah especially with like a lot of the japanese anime they are really short there's only like one episode it's like;1.00
202.55;228.84; 25 minutes div and takes it half an hour so you're like yeah i can watch one more yeah yeah so you just watch one i'm like i can get away watching one more we watch another one maybe one more and then it goes on and yeah yeah oh my god when it starts like oh cliffhanger crap i have to go no next one yeah;1.00
230.75;256.16; there's a lot of changes though with like the anime these days like the animation and stuff are like a lot more amazing compared to like what they have ages ago so it's really a lot more like visual i suppose and like with dragon ball and stuff i think they did a few remakes and stuff as well i'm not sure oh yeah;1.00
269.93;293.05; yeah sometimes when the story goes too long we're just gonna be like make it longer yeah very true unfortunately that's what i feel with like naruto though so i'll be like i enjoy at the start until the middle and then actually i didn't continue reading or watching it;1.00
293.80;315.53; till the end until it finished and then by like oh it finished now okay then i'll continue reading everything afterward so because sometimes it kind of gets like how this is going on and on and on and i've like ah too long let's take a break like yeah like;1.00
332.11;357.55; ah yeah true oh yeah true yeah it's just i think it's the same um yeah in indonesia they do have a bit of you know comics and stuff but it's not it's it is a different kind obviously and then when;1.00
358.05;364.63; But we are quite easily influenced when the Japanese manga, anime, comics and stuff start to come in.;1.00
364.79;366.77;It's like, boom, just break out.;1.00
366.85;368.61;Everybody just gone crazy over it.;1.00
368.69;370.89;We are so easily affected with that.;1.00
370.99;374.25;So we just go for it.;1.00
374.27;383.64;And I think quite a few of the translated comics in Indonesian starts being published.;1.00
383.74;386.86;But somehow I haven't been reading Indonesian.;1.00
387.54;398.89; those that have been translated for so long so it's always weird reading it again especially when they try to no no worries they try to like write it down do you want to answer that first yeah;1.00
426.59;427.63; Okay, no worries.;1.00
430.51;431.11;No worries.;1.00
431.81;432.13;Yeah.;1.00
433.07;442.35;And so yeah, in Indonesia, we are quite well exposed with all the animes and stuff and people do quite like it.;1.00
442.81;451.00;Is there a population of, you know, people who are interested in animes, manga and stuff in India?;1.00
459.70;486.66; okay I think it's a bias thing about cartoon is for kids and stuff but it's not really what in all honesty if you;1.00
487.77;502.00; watch a lot of the manga and stuff some of the contents are not actually for kids anyway so it is totally wrong personally i think it's wrong to say like cartoons anime and stuff are just for kids;1.00
520.09;540.45; yeah yeah the the idea and the imagination and stuff those are ideas that been like so often used long time ago in like cartoons anyways and stuff but;1.00
548.21;575.32; yeah true true yeah it's if as long as you like it it's fine like but yeah for me as well it's a bit awkward like when people say why are you still liking all these like cartoons and stuff and i i went a bit far i do i did collect like figurines a bit not not a lot but i do have some and like some of my friends were still like;1.00
576.05;602.24; why are you having all these, like, toys and things, they're not toys, they're beautiful decoration, but I love them, so, okay, please try not to judge me too much, but, yeah, because, yeah, I think, especially, I suppose in Indonesia as well, it's not, how do you say, like, people don't accept, people quite acceptance with;1.00
602.67;629.93; if you like it that they're not they're not too much of a like frowning you like what do you like about all this stuff because there's quite a big community of people who likes it as well so that's one good thing about it i suppose back home it's a bit weird here because it's not very open my favorite uh at the moment it's probably uh;1.00
630.99;658.23; not sure if you've heard of it, it's called Psycho Pass, it's, yeah, yeah, it's, yeah, it's, it is an interesting, and, like, for an anime, which is, you know, animated series and stuff, it's obviously not a kids, kids, the theme is definitely not for, like, kids and stuff, because it deals a lot more on;1.00
659.14;681.53; this utopian society about the society that is like controlled with just not like ours your society it's all controlled by like the brain and everybody's is compartmentalized based on your crime level and stuff like that so it's really quite a deep theme;1.00
682.26;704.16; inside such you know people have like we says like people have this impression that's animated movies are like ah they're just for kids they're you know for fun they're not really so i i really enjoy that one okay then thank you nice talking to you so thank you so much thank you;1.00
