5.04;5.29; Hi.;1.00
7.45;8.09;Can you hear me?;1.00
10.63;11.85;Yeah, perfectly fine.;1.00
13.93;15.43;Cool, so are we going to start now?;1.00
18.73;22.67;Alright, so we're going to talk about traveling to Indonesia.;1.00
24.65;30.21;Indonesia has a lot of islands, thousands of islands and seas, so we have;1.00
31.04;53.67; is really big and we have lots of different foods and cultural traditions and there are lots of like we have around 33 provinces so every provinces have different culture different traditional food traditional clothings and stuff so maybe if you want to ask me about different areas and where to travel you'll be fine it'll be fun;1.00
62.73;72.24; Yes.;1.00
75.50;82.95;Personally, I haven't gone to many provinces, so I can talk about the provinces that I've been to.;1.00
83.09;87.55;I've been to around four to five cities.;1.00
88.96;92.86; So let's say I'm from Jakarta, the capital city.;1.00
93.60;94.82;It's a province of its own.;1.00
95.12;97.32;It's quite big, but it's very crowded.;1.00
97.84;106.47;And lots of people from different provinces come to Jakarta because they want to get a better job, higher salary and stuff.;1.00
106.91;109.25;So the cultural stuff is not really there.;1.00
110.13;118.25;We still have some traditional clothing and traditional food, but it's been mixed with other cultures because a lot of people, like foreigners,;1.00
123.67;137.56; But when you go to, let's say, this province called Central Java, that's where my parents are from, they still have retained the traditional values.;1.00
137.60;141.78;So when you go there, you can see people wearing the traditional clothes.;1.00
142.26;146.30;There's this special traditional hat called a blancon.;1.00
147.40;169.82; made of batik clothes and like they wear this like sword called karis the i can't really remember how to describe it like a small sword but it's like like not not like straight but it's like you know have you seen it yeah yeah;1.00
172.62;174.05; Yeah, it's called Kuris.;1.00
174.07;184.39;So it has very... The people from Java, they value the Kuris very highly because they believe it has kind of like mystic powers.;1.00
185.77;194.40;Yeah, but then when you go to the northern areas, I've been to this province called... I can't remember the province, but the city is called Manado.;1.00
196.16;200.53;So they are like a city beside the sea.;1.00
202.50;228.72; and the people there eat lots of seafood and stuff but then the culture there they eat almost anything like everything if you go to the traditional market there they they like to they like to sell like bats roasted bats and rats yep like pork and pork is normal but there's something like dogs so yeah;1.00
230.10;235.87; I've been there and I saw this one stall they're selling roasted dogs.;1.00
236.19;238.95;The dogs were still like this, dark.;1.00
241.55;244.97;It was quite nice actually.;1.00
246.19;252.99;I think I can recommend that if you go to this kind of cities, you go to the traditional markets so you can see directly what they really eat.;1.00
267.17;283.58; yeah yeah yeah yeah;1.00
303.01;328.99; I can't remember about the festivals and stuff but I can tell you some activities you can enjoy in different cities so let's say in the eastern Java there's this mountain it's very beautiful it's called Mount Bromo and people like to hike the Mount Bromo but I wanted to go there once but then it was during that time there was an eruption so I couldn't go there;1.00
331.61;333.11; Oh, that's fine, that's fine.;1.00
333.65;333.85;Yep.;1.00
354.64;355.18;Yeah, that's fine.;1.00
359.95;389.01; the mountain the one Bromo and then if you go to the Manado there's this very beautiful coast called Bunaken and people like to go there to dive and do some snorkeling and see the life under the water it's really nice and yeah there are different activities but mostly because the people there are mostly Muslims so we don't have really many festivals now but we have;1.00
390.12;418.79; like big holidays like the you know the Muslim holidays called the Eid al-Fitr like you know one month of fasting yeah so we do they do one month of fasting then after that they go they have like a festivals after that after one month and different cities have different way of celebrating and then there's this you know Bali;1.00
419.25;448.83; I think people know Bali the island of Bali so it's mostly people that are not Muslims but they take Hinduism so like every year they have this one day when they do not do anything they stay at home they do not turn off the turn on the lights so they don't use electricity they don't use anything they just do some meditation and it's called Nyapi;1.00
449.81;457.04; So if you want to go to Bali, I recommend, if you want to see, I recommend you to go at that time of the year, but it'll be very quiet.;1.00
457.20;463.46;So if you'd like to see other, like to do some activities in Bali, I recommend you not to come on that time.;1.00
465.38;465.74;Yeah.;1.00
467.72;468.08;Yeah.;1.00
470.16;470.62;Yeah.;1.00
471.36;471.74;And eating.;1.00
481.71;482.79; New World, yeah.;1.00
494.24;494.68;Yeah.;1.00
503.66;504.12;Yeah.;1.00
508.22;509.56;Yeah, I should travel to Indonesia.;1.00
509.60;509.68;Yeah.;1.00
511.95;538.72; yeah and you can call me when you go to indonesia maybe we can bring you around to jakarta yeah but yeah as i told you jakarta is like it's very modernized now so if you go to jakarta maybe you can only see the shopping malls and department stores but yeah we can bring you to other cities yeah;1.00
540.18;556.22; maybe you want to go to another as well try a different foods worsted brats roasted bats who well what did you he did;1.00
574.87;603.52; home is it poisonous all right yeah yeah yeah basically is not that bad like at first I was like;1.00
605.12;606.19; how do you eat rats?;1.00
607.21;609.15;like how do you eat bats and dogs?;1.00
609.67;623.19;but then once I tried it, oh it's actually not bad yeah yeah;1.00
653.25;653.61; Oh true.;1.00
684.86;685.30; Yeah.;1.00
691.94;692.61;Yeah, true, true.;1.00
712.66;713.23; True, true.;1.00
720.43;721.47;Do you have any other question then?;1.00
732.66;733.50;Sure, sure.;1.00
737.55;737.80; Alright.;1.00
