2.34;28.79; hi yes no not at all no no so what it is exactly yes I know though;1.00
55.30;57.52; Do you need any special tools to cut it?;1.00
57.72;59.02;Or you can just with the scissors?;1.00
59.06;60.42;I'm guessing no, right?;1.00
60.72;61.96;Can you cut lino with scissors?;1.00
63.54;93.06; special tool so it's like um it's got a groove in the tool so it's always okay so you don't cut right away you already cut into the surface of it yeah so um it obviously takes that away and then when you roll the ink on those bits that you put away won't get any ink on okay so you can do it with several different colors but obviously when you do different colors you need to register the prints so that's where you make sure that the paper goes;1.00
95.72;97.32; yes of course the printer;1.00
132.91;138.67; yeah ok;1.00
157.02;173.35; um and same place okay okay;1.00
176.96;181.56; So like frontiers between which sections go with which color, right?;1.00
181.62;182.42;Or something like that.;1.00
183.50;187.70;Like frontiers between which colors go with each section or how?;1.00
189.00;190.37;Like how do you put the cardboard?;1.00
190.39;197.03;So I just like literally cut strips of cardboard and tape it down onto the bottom.;1.00
197.05;197.15;Okay.;1.00
197.43;203.81;Just as corners so that I can put my lino down and I know that it's in the exact same place.;1.00
203.83;204.59;Ah, I see, I see now.;1.00
204.81;206.11;Like markers, yeah, yeah, yeah.;1.00
207.31;215.03; And then the same for the paper at the right kind of distance away from that.;1.00
215.07;215.25;Yeah, yeah.;1.00
215.27;219.41;It's a really hard thing to explain without showing that.;1.00
219.44;221.06;Yeah, but... So were you taught in... Sorry, sorry.;1.00
221.09;223.76;Were you taught in school how to do this or just like a hobby that you picked up during your life?;1.00
223.78;226.18;I remember seeing it at college briefly, but I didn't do it, but I saw somebody else doing it.;1.00
226.20;236.46;And I got bought a kit to do it.;1.00
249.34;250.60; Oh, that's cool.;1.00
250.72;251.00;Yeah.;1.00
256.50;259.90;Do you need like... Okay.;1.00
262.59;262.83;Okay.;1.00
270.40;273.66; But for that, you would need more specialist tools, right?;1.00
273.70;278.31;To cut wood, you would need special tools just for that, right?;1.00
282.15;282.71;Oops, sorry.;1.00
282.91;283.41;Sorry, sorry.;1.00
283.69;284.15;One second.;1.00
284.45;285.21;Yeah, hello.;1.00
286.65;286.83;Yeah.;1.00
287.41;288.19;No, no, it's okay.;1.00
288.51;291.39;Yeah, they're going to... Is everything okay with my mic?;1.00
291.51;292.01;Yeah, sorry.;1.00
294.34;295.18;Yeah, is that better?;1.00
295.42;295.98;Yeah, sorry.;1.00
297.92;298.78;Yeah, that's okay?;1.00
298.82;299.00;Cool.;1.00
299.18;300.04;Yeah, that's all right.;1.00
300.44;316.44; yeah sorry okay yeah of course yeah yeah yeah;1.00
