2.09;2.43; Hello.;1.00
5.49;9.03;So we were talking about, we were going to talk about hackathons, right?;1.00
10.43;10.55;Yeah.;1.00
10.77;12.11;So what are they exactly?;1.00
12.13;15.62;Okay, my first hackathon was last year.;1.00
15.78;19.18;It was not hack at this university.;1.00
19.22;27.68;So it's a 24-hour hack and it's just to make something and to just have fun and hopefully to learn something new, to meet some new people, things like that.;1.00
27.96;30.98;A hack is just to make something, to make whatever you like.;1.00
31.06;31.50;Some people;1.00
32.25;34.27; make little machines and little robots.;1.00
35.09;39.38;And some people make a game or make an application for something.;1.00
39.45;43.00;So you don't actually have to break into a bank or anything like that.;1.00
43.04;43.74;No, no, no.;1.00
43.76;47.00;It's not the idea.;1.00
47.02;49.60;I know that's what I thought.;1.00
49.70;51.64;But it's really good fun.;1.00
51.72;52.00;It's 24 hours.;1.00
52.02;53.80;So the first one I went to, we turned up at like 9 a.m.;1.00
54.41;56.15;We registered and had breakfast.;1.00
56.67;59.27;You get loads of free stuff, which is pretty cool.;1.00
59.43;60.39;Yeah, that's always good.;1.00
61.58;62.22; Oh, really?;1.00
62.40;62.58;Even?;1.00
62.62;63.06;Oh, wow.;1.00
63.26;63.94;Yeah, yeah.;1.00
64.78;66.72;Like the green scarf, if you see people wearing them.;1.00
67.22;67.44;Yeah.;1.00
67.62;68.94;I think I've seen some around.;1.00
68.98;70.28;Yeah, I think I've seen some around.;1.00
70.32;71.38;Yeah, that's very true.;1.00
71.44;73.04;They're really cool.;1.00
73.16;73.36;Yeah.;1.00
74.40;76.67;Yeah, so then hacking actually starts at 12.;1.00
76.72;81.31;So you have from 12, Saturday until 12, Sunday.;1.00
81.33;82.09;Sunday, okay.;1.00
82.11;83.25;To like make your thing.;1.00
83.27;83.35;Okay.;1.00
83.59;84.97;What you're going to make is up to you.;1.00
85.29;87.29;And then you submit it.;1.00
87.31;91.07;You like either log it on the website or you present it to the judges.;1.00
91.68;92.24; Okay.;1.00
92.58;95.58;They can like think about it and have a look and ask you questions.;1.00
95.90;96.26;Okay.;1.00
96.36;100.24;And then either they demo the best ones or you demo all of them.;1.00
100.26;100.58;Okay.;1.00
100.60;101.50;And then they choose the winners.;1.00
101.84;102.10;Okay.;1.00
102.12;103.10;So there is a winner.;1.00
103.14;105.28;So it's a competition at the end of the day then.;1.00
105.36;105.56;Yeah.;1.00
105.91;106.47;Okay.;1.00
106.49;106.79;Yeah, yeah.;1.00
106.83;108.41;There's usually like quite a few prizes.;1.00
108.95;110.91;So there's a lot of sponsors.;1.00
111.29;111.47;Right.;1.00
112.07;112.45;The one here.;1.00
112.47;112.81;Ah, yes.;1.00
112.83;117.17;They sponsored it and like Braintree sponsored it.;1.00
117.19;117.39;Okay.;1.00
117.51;119.37;And they have different prizes or different.;1.00
120.61;121.34; wow okay so;1.00
139.26;140.56; They are really important prizes.;1.00
140.59;142.13;It's not like, here, have a cupcake.;1.00
142.15;143.71;It's like actual prizes.;1.00
143.73;148.81;Yeah, some of the prizes are silly and some of them are really good.;1.00
149.03;154.11;People want to win those prizes and enter those competitions.;1.00
154.37;158.33;And then the sponsors decide who they want to win their prize.;1.00
158.96;167.94;And then there's an overall prize for the whole hack, which is a lot more like looking at what people have learned and what they've done.;1.00
167.98;168.50;The team that won;1.00
169.21;197.10; at hacknots with like um some first years and it was their first hack as well why they built like a game engine in c++ okay so they just wanted to learn how it was done okay and they've never really used c++ before and wanted to learn it wow so so they learned and implemented this thing and won in like 24 hours wow yeah yeah yeah so it was really cool it was really good fun yeah it was like crazy there was loads of games we had scooters;1.00
197.75;226.89; like a scooter race food yeah like too much fun wow so you mentioned you don't have to sign up with yourself so you can be part of a team then of a team yeah I think it's no more than four people but when I did it I was quite boring because I had coursework due in the next week so I just worked on my coursework so that was your project because I was gonna ask what did you work on so yeah coursework yeah it was really sad I would have done it;1.00
232.80;253.12; did you finish it though did you did you manage to finish okay so you can talk to other teams and they can tell you ah okay so it's not like you okay okay and there's loads of people that walk around so they just volunteer like a lot of sponsors and a lot of people come;1.00
253.62;275.86; just to help out and then you could say like oh ask me about java really ah okay okay yeah yeah that's pretty nice it was really good to do something like the other hacks i've been to where i've actually hacked it's really good to like use what i've learned to uni and actually like do something fun;1.00
276.45;295.29; yeah not not that uni is not fun right you don't have to worry about plagiarism or it being novel or like serious you can just do something and then like make it fun or like make it better yeah yeah yeah yeah yeah yeah;1.00
296.57;304.45; But was there a point, like, after 13 or 14 hours where you just thought, ah, this is way too long, I want to leave, or anything like that?;1.00
304.61;305.99;Like, at some point, does it get hard?;1.00
306.01;306.63;I've always slept.;1.00
307.75;308.39;I've never stayed up.;1.00
310.15;312.11;Ah, okay, so you can sleep.;1.00
312.25;313.05;You can sleep.;1.00
314.31;314.59;Yeah, you can.;1.00
314.61;317.15;There's, like, sleeping rooms and stuff.;1.00
317.23;318.47;Like, a lot of people, they stay up.;1.00
318.77;319.37;Sorry, sorry.;1.00
319.39;320.09;I have a call.;1.00
320.33;320.87;Yeah, sorry.;1.00
322.39;322.61;Yeah?;1.00
324.09;324.29;Hi.;1.00
325.29;325.39;Okay.;1.00
325.41;325.51;Okay.;1.00
326.14;327.44; Yeah, yeah, yeah, it's fine, it's fine.;1.00
327.68;329.38;Okay, thank you, bye.;1.00
330.34;331.20;Sorry, sorry.;1.00
331.62;336.30;So you were saying that there are sleeping pods where you can fall asleep and all that?;1.00
