8.43;13.95; Bueno, lo que estoy haciendo ahorita es investigar sobre qué es más seguro para tener los sistemas de navegación.;1.00
14.91;21.67;Ya sabes que últimamente, bueno, los autos es el número uno en accidentes, que es el informe de transportación.;1.00
22.25;30.94;Entonces se han hecho como varias investigaciones para saber cuál es el método más seguro para que distraigan menos al conductor.;1.00
30.96;37.62;Entonces una parte de las investigaciones es utilizar parabrisas para poner ahí el sistema de navegación.;1.00
38.05;44.16; en lugar de tener que voltear o hacer algo así como algún gesto que te interrumpa para ver el sistema de navegación.;1.00
45.38;62.13;Se han hecho varios estudios y se ha detectado que si es mucho más seguro tenerlo aquí, tu visión, tu punto de visión cambia un poco de arriba a abajo, pero te distrae mucho menos que el voltear.;1.00
62.65;65.17;Además, el voltear... Exacto.;1.00
67.06;75.23; Sí, y luego al girar la cabeza puedes encontrarte con algún otro objeto y distraerte en ese cambio, ¿no?;1.00
76.37;80.03;Entonces, eso es un poco lo que se está investigando.;1.00
80.05;83.65;Y además, bueno, hay muchas cuestiones, ¿no?;1.00
83.71;86.32;Por ejemplo, desde los colores, ¿no?;1.00
86.80;87.84;¿Cómo vas a utilizarlo?;1.00
88.28;92.42;Porque, pues el sol, las condiciones climáticas que hay afuera.;1.00
92.84;95.84;Si está muy oscuro, ¿qué tipo de colores utilizas?;1.00
96.35;104.35; Si está muy, no sé, a la hora que sale el sol y que obscurece también, que es cuando te da así el sol y no puedes ni ver ni siquiera enfrente.;1.00
104.79;109.31;Dices, ¿cómo puedes ver enfrente y además ver en la navegación, no?;1.00
109.35;114.31;Entonces es un poco como complicado hasta ahorita encontrar como cuál es la gama de colores adecuada.;1.00
114.33;116.67;Y además, o sea, poder cambiarla, ¿no?;1.00
116.69;125.67;Que el conductor tenga la oportunidad de cambiarla por todo eso de la gente que tiene, es color blind, que no puede ver algunos colores, sí, sí.;1.00
126.93;154.89; entonces es como un poco el esquema que se ha hecho y ahorita hay varias automotrices como BMW inclusive hasta Tesla que han probado con utilizar este esquema y Volkswagen de hecho creo es de los primeros que van a sacar ya a lanzar su auto con este esquema de navegación en el parabrisas;1.00
155.43;157.27; ¿No van a usar tal cual el parabrisas?;1.00
157.29;161.27;¿Van a usar como un vidrio que va a estar arriba de la parte del volante?;1.00
172.68;175.00;Sí, ahorita ese es el primero que van a lanzar.;1.00
175.08;178.64;Pero sí se han investigado el tenerlo en el parabrisas.;1.00
178.70;184.68;Porque hay una cosa que se llama... Ah, olvidé el nombre.;1.00
184.94;185.08;Bueno...;1.00
185.78;190.52; Es sobre, cuando tú navegas con tu auto, tú estás utilizando datos, ¿no?;1.00
191.02;193.59;Entonces todos esos datos se van colectando.;1.00
193.61;208.32;Entonces se podría hacer como un tipo de automatización para saber cuántos números de carros van en la misma carretera, hacia qué ruta, y si es que hay algún accidente o algo así, que te indiquen antes con tiempo para que tú puedas hacer el desvío, ¿no?;1.00
208.38;210.28;En qué carril está, etc.;1.00
210.76;213.64;Inclusive si pasa una ambulancia o algo así, que pueda...;1.00
215.34;216.62; Exacto, exacto.;1.00
217.40;221.32;Si hay mucho tráfico, que te indique cuál es la ruta con menos tráfico para poder llegar.;1.00
221.34;228.66;Y todo eso es en base a los datos que tu auto va acumulando, ¿no?;1.00
228.72;231.31;Ajá, exacto, en forma de tu ruta.;1.00
231.34;242.79;Entonces, se ha visto, por ejemplo, en el parabrisas que se puede detectar, por ejemplo, si un ciclista, que a veces es cuando no tenemos la visión de dónde vienen, o un peatón va a cruzar la calle.;1.00
242.81;243.17;Entonces,;1.00
244.40;247.96; Inclusive en el parabrisas se ve como cuando sigue la persona.;1.00
248.10;253.74;O sea, entonces tú vas viendo así para asegurarte que la persona haya pasado.;1.00
254.24;258.68;También regresando un poco a lo de las condiciones de los colores, ¿no?;1.00
259.86;261.56;Esto también asegura que tú lo veas, ¿no?;1.00
261.64;265.90;Porque hay veces que vas conociendo y no ves a la gente porque el sol te tapa.;1.00
266.44;267.98;Entonces eso también.;1.00
268.90;270.98;Parte de lo que también no se ha querido hacer es porque...;1.00
273.20;274.60; Mucha gente piensa que es touch.;1.00
275.40;281.85;Entonces, al ir conduciendo, la gente hace esto, o sea, hace varios movimientos, ¿no?;1.00
282.29;283.23;Que no son seguros.;1.00
283.99;294.61;Entonces, el saber manipular, tener una interfase que te ayude a manipularlo, ya sea en el volante, o por voz, o inclusive con algo, ¿no?;1.00
296.27;297.23;Ajá, exacto.;1.00
297.27;301.13;Entonces, es parte como que del estudio, porque...;1.00
301.66;302.58; Mucho se debate, ¿no?;1.00
302.94;320.77;De que, bueno, estás incrementando la seguridad al disminuir la distracción que tienes por tener tu sistema de navegación en el parabrisas, pero después para manejarlo tienes que voltear o hacer algo para encontrar tu menú de opciones o cosas así.;1.00
320.81;329.89;Entonces... No te apures.;1.00
330.13;330.19;No.;1.00
332.15;349.11; Y bueno, eso es parte como de la investigación, además de que tendría muchísimos usos, disminuiría costos también, porque pues el tener una pantalla en el auto, los botones, todo eso incrementa costos en la manufactura.;1.00
350.23;361.00;Y aquí, bueno, a lo mejor incrementaría un poco el costo en el tipo de material que utilizaría el windshield, pero al final es una parte que ya está integrada e incorporada en el coche.;1.00
361.78;369.41; Y pues bueno, te eliminas muchas cosas del tablero, que es como la parte que segura, ¿no?;1.00
370.83;377.45;También se ha discutido, bueno, sí, pero la gente cuando maneja, ellos no usan el navegador, lo usa el copiloto, ¿no?;1.00
377.97;388.63;Pero pues ahí es como una... Claro, sí, pero no siempre viajas con alguien, ¿no?;1.00
388.98;390.14;Hay veces que viajas tú solo.;1.00
390.73;393.85; Pero también se están haciendo como tipos de análisis.;1.00
393.95;402.98;¿Cómo podría manejarlo el pasajero, el sistema de navegación, en vez de ti, si tú pones los controles en el volante?;1.00
403.02;409.93;¿Cómo es que el pasajero puede ver lo que tú estás viendo si la navegación está del lado del conductor?;1.00
411.13;417.77;Entonces, pues, son varios estudios que se están completamente realizando en toda esa parte.;1.00
418.37;432.37; Y Volkswagen va a sacar este auto con el sistema de navegación, no de parabrisas, simplemente como un vidrio, por así decirlo, arriba del tablero, donde va a hacer el display de esto.;1.00
433.11;435.06;La verdad es que está muy padre el diseño y todo.;1.00
436.34;437.04;Sí, se busca más.;1.00
438.66;444.30;Sí, sí.;1.00
444.32;446.74;No, independiente aquí con la escuela de ingeniería,;1.00
448.97;451.00; Bueno, yo estoy en Human Computer Interaction.;1.00
451.54;458.92;Entonces, nuestra maestría es de Computer Science con la Escuela de Ingeniería en Unipark.;1.00
459.72;464.38;Y, bueno, tengo la fortuna de que uno de mis profesores tiene mucha experiencia en todo lo de los autos.;1.00
464.40;466.74;Y ahí hay un simulador de autos y todo.;1.00
466.78;468.20;Entonces, está muy padre.;1.00
469.35;473.85;Entonces, podemos hacer como... Sí.;1.00
473.89;473.97;Sí.;1.00
475.75;480.41; No, y es muy padre porque es un coche realmente, no es nada más como un videojuego o algo así.;1.00
480.47;482.95;Es el coche físicamente donde tú instalas.;1.00
483.90;484.14;Ajá.;1.00
485.26;493.20;Entonces es el coche y están a los lados como unos proyectores donde ponen como los paisajes de como si tú estuvieras manejando, ¿no?;1.00
493.92;497.76;Y luego tiene... Ajá.;1.00
498.62;499.22;Sí, sí, sí.;1.00
500.49;501.25;Todo alrededor.;1.00
501.37;502.31;Y luego el auto...;1.00
503.44;513.46; Está sobre como, no sé cómo se llama o algo así, pero es como unos rieles en el que la gente puede acelerar, puede frenar y los rieles se dejan de frenar.;1.00
513.50;517.80;El coche no se mueve, está estático, pero camina sobre estos rieles, ¿no?;1.00
518.59;522.47;Este, que van girando y eso es como para hacer las pruebas de conducir.;1.00
523.17;531.53;En este caso, bueno, no necesitaría a lo mejor yo hacerlo, o quizás sí, no sé, por la parte de cómo reaccionaría la gente, ¿no?;1.00
532.41;534.39; al manejar, si realmente los distrae o no.;1.00
534.72;535.82;Entonces todo eso se evalúa.;1.00
535.88;538.24;Está súper padre el simulador que tienen allá.;1.00
541.58;541.78;Sí.;1.00
545.10;546.16;No, yo soy maestría.;1.00
550.64;555.07;Sí.;1.00
557.63;561.17;Bueno, es que estas lees, lees y lees, investigas, investigas, ¿no?;1.00
561.92;567.36; Y, pues, al final tu tesis va a ser una cosa nada, o sea, sobre eso.;1.00
568.68;569.78;Sí, exacto.;1.00
570.52;573.57;Sí, lamentablemente, porque sí da, como dices, para doctorado.;1.00
573.62;575.03;Es muy extenso el tema.;1.00
575.05;579.21;Y está muy padre, o sea, poder seguir trabajando como en ese ámbito.;1.00
579.63;590.07;Pero también está padre ahorita como investigar, saber qué está disponible y también como ver qué pequeña mejora o qué puedes aportar a esa parte de la investigación, ¿no?;1.00
590.85;593.25; Entonces, pues bueno, es como el primer camino, ¿no?;1.00
593.31;595.11;Y después seguir con lo otro.;1.00
595.71;602.39;No sé, el doctorado estaría muy padre, pero no sé, ahorita aventármelo, sí.;1.00
610.08;610.36;Sí.;1.00
612.10;612.58;Exacto, ¿no?;1.00
612.66;615.88;Y el campo automotriz es enorme, ¿no?;1.00
616.62;618.54;Bueno, ahora hay, bueno, en todos lados, ¿no?;1.00
618.58;620.66;Creo que ya todo tiene internet.;1.00
621.54;650.42; entonces exactamente sí, sí, sí y es que está complicado porque tú tienes bueno, no sé realmente cuánto tráfico hay aquí en Reino Unido pero por ejemplo en Estados Unidos en donde soy en México hay mucho tráfico para trasladarte de un punto a otro por ejemplo en la Ciudad de México para ir de norte a sur que realmente son sólo 40 kilómetros tardas alrededor de dos horas y media;1.00
650.96;651.36; desplazándote allá.;1.00
651.40;652.38;¿Por la carretera o por el tráfico?;1.00
655.59;659.18;No, porque hay muchísima gente manejando por el tráfico que hay.;1.00
