,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,Speaker 1,0 days 00:00:00.000000000,Mom,0,0.0,2019-04-13 09:52:22,
1,parent,0 days 00:00:00.000000000,I'm just waiting,0,0.0,2019-04-13 09:52:22,
2,Speaker 1,0 days 00:00:14.000000000,Read,420,14.0,2019-04-13 09:52:36,
3,parent,0 days 00:00:15.000000000,"No, we have to wait for them to send it and then we start.",450,15.0,2019-04-13 09:52:37,
4,Speaker 1,0 days 00:00:25.000000000,Okay,750,25.0,2019-04-13 09:52:47,
5,parent,0 days 00:00:25.000000000,Can you see any high frequency words?,750,25.0,2019-04-13 09:52:47,Can you see any high frequency words
6,Speaker 1,0 days 00:00:27.000000000,Mm-hmm (affirmative). At ...,810,27.0,2019-04-13 09:52:49,
7,parent,0 days 00:00:27.000000000,Mm-hmm (affirmative),810,27.0,2019-04-13 09:52:49,
8,Speaker 1,0 days 00:00:27.000000000,... The ...,810,27.0,2019-04-13 09:52:49,
9,parent,0 days 00:00:32.000000000,Mm-hmm (affirmative),960,32.0,2019-04-13 09:52:54,
10,Speaker 1,0 days 00:00:32.000000000,...Oath ...,960,32.0,2019-04-13 09:52:54,
11,parent,0 days 00:00:33.000000000,Yup,990,33.0,2019-04-13 09:52:55,
12,child,0 days 00:00:50.000000000,Can I?,1500,50.0,2019-04-13 09:53:12,Can I
13,parent,0 days 00:00:50.000000000,Sure,1500,50.0,2019-04-13 09:53:12,
14,child,0 days 00:00:50.000000000,There you go,1500,50.0,2019-04-13 09:53:12,
15,Speaker 1,0 days 00:00:50.000000000,You look so ugly. You look [inaudible 00:00:50],1500,50.0,2019-04-13 09:53:12,
16,Speaker 1,0 days 00:00:50.000000000,Warm and white.,1500,50.0,2019-04-13 09:53:12,
17,child,0 days 00:01:01.000000000,"All right, so, here you can just click here for next page, click here for the previous page...",1830,61.0,2019-04-13 09:53:23,
18,parent,0 days 00:01:08.000000000,Okay,2040,68.0,2019-04-13 09:53:30,
19,child,0 days 00:01:08.000000000,... and also go back to bookshelf if you don't like it.,2040,68.0,2019-04-13 09:53:30,
20,parent,0 days 00:01:10.000000000,Okay,2100,70.0,2019-04-13 09:53:32,
21,child,0 days 00:01:10.000000000,"And also, here is the starting point",2100,70.0,2019-04-13 09:53:32,
22,parent,0 days 00:01:10.000000000,Okay,2100,70.0,2019-04-13 09:53:32,
23,Speaker 1,0 days 00:01:13.000000000,"Okay, I want to push it.",2190,73.0,2019-04-13 09:53:35,
