,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:00.000000000,"It's at the same time. It's very, very good. Good job.",0,0.0,2019-04-30 12:40:18,
1,child,0 days 00:00:08.000000000,It's Quentin?,240,8.0,2019-04-30 12:40:26,It's Quentin
2,parent,0 days 00:00:10.000000000,He's good. He's good.,300,10.0,2019-04-30 12:40:28,
3,child,0 days 00:00:10.000000000,What's he doing? What's he doing?,300,10.0,2019-04-30 12:40:28,What's he doing::: What's he doing
4,parent,0 days 00:00:16.000000000,He's drawing on the white board.,480,16.0,2019-04-30 12:40:34,
5,child,0 days 00:00:17.000000000,[inaudible 00:00:17]. What does this say?,510,17.0,2019-04-30 12:40:35, What does this say
6,parent,0 days 00:00:32.000000000,"That says, ""You can start by selecting one collection of books.""",960,32.0,2019-04-30 12:40:50,
7,child,0 days 00:00:42.000000000,"What's that? What's that, mom? Mom, what's that?",1260,42.0,2019-04-30 12:41:00,"What's that::: What's that, mom::: Mom, what's that"
8,parent,0 days 00:00:45.000000000,That is a humidifier.,1350,45.0,2019-04-30 12:41:03,
9,child,0 days 00:00:46.000000000,What's a humidifier?,1380,46.0,2019-04-30 12:41:04,What's a humidifier
10,Speaker 3,0 days 00:00:47.000000000,"All right, [inaudible 00:00:49] go.",1410,47.0,2019-04-30 12:41:05,
11,parent,0 days 00:00:48.000000000,Okay. Are you ready? Good job.,1440,48.0,2019-04-30 12:41:06, Are you ready
12,Speaker 3,0 days 00:01:04.000000000,[inaudible 00:01:04] to ask questions and have a conversation [inaudible 00:01:08]?,1920,64.0,2019-04-30 12:41:22,[inaudible 00:01:04] to ask questions and have a conversation [inaudible 00:01:08]
13,parent,0 days 00:01:07.000000000,Yes.,2010,67.0,2019-04-30 12:41:25,
14,child,0 days 00:01:08.000000000,"Mom, this says, [inaudible 00:01:11].",2040,68.0,2019-04-30 12:41:26,
15,parent,0 days 00:01:10.000000000,"Did you read it? Did you read the word? Nice. Okay, try that one again. Do you know what that one's called? Yeah, which one do you want to read?",2100,70.0,2019-04-30 12:41:28,"Did you read it::: Did you read the word::: Do you know what that one's called::: Yeah, which one do you want to read"
16,child,0 days 00:01:24.000000000,[inaudible 00:01:24] Spoon.,2520,84.0,2019-04-30 12:41:42,
17,parent,0 days 00:01:24.000000000,"Mm-hmm (affirmative). Let's see if it will select it this time. Okay, this is...",2520,84.0,2019-04-30 12:41:42,
