,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:00.000000000,"Says when I'll start reading it to you, okay?",0,0.0,2019-04-26 11:27:52,"Says when I'll start reading it to you, okay"
1,child,0 days 00:00:06.000000000,Yeah. What are these for? What's that? What are these for?,180,6.0,2019-04-26 11:27:57, What are these for::: What's that::: What are these for
2,parent,0 days 00:00:08.000000000,They're for data collection.,240,8.0,2019-04-26 11:27:59,
3,child,0 days 00:00:09.000000000,What's data collection?,270,9.0,2019-04-26 11:28:00,What's data collection
4,parent,0 days 00:00:11.000000000,Getting information so they can learn about reading. Does that sound good?,330,11.0,2019-04-26 11:28:02, Does that sound good
5,child,0 days 00:00:19.000000000,Uh-huh.,570,19.0,2019-04-26 11:28:10,
6,Speaker 3,0 days 00:00:23.000000000,Now let him use that.,690,23.0,2019-04-26 11:28:14,
7,parent,0 days 00:00:24.000000000,"Okay. Go, Dog, Go by P. D. Eastman.",720,24.0,2019-04-26 11:28:15,
8,parent,0 days 00:00:28.000000000,"Do you want to be the one to turn the pages, or do me to be it?",840,28.0,2019-04-26 11:28:19,"Do you want to be the one to turn the pages, or do me to be it"
9,child,0 days 00:00:32.000000000,Me.,960,32.0,2019-04-26 11:28:23,
10,parent,0 days 00:00:33.000000000,Okay.,990,33.0,2019-04-26 11:28:24,
11,parent,0 days 00:00:35.000000000,Big dog.,1050,35.0,2019-04-26 11:28:26,
12,parent,0 days 00:00:39.000000000,Let me know if you want to turn the page. Which one is the big dog? Click there.,1170,39.0,2019-04-26 11:28:30, Which one is the big dog
13,parent,0 days 00:00:47.000000000,Little dog. Big and little dogs.,1410,47.0,2019-04-26 11:28:38,
14,parent,0 days 00:00:55.000000000,Do you see them? Where are the big dogs? Where are the little ones? Do you want to turn the page? Good job.,1650,55.0,2019-04-26 11:28:46,Do you see them::: Where are the big dogs::: Where are the little ones::: Do you want to turn the page
15,parent,0 days 00:01:17.000000000,Black and white dogs.,2310,77.0,2019-04-26 11:29:08,
16,child,0 days 00:01:19.000000000,(Singing),2370,79.0,2019-04-26 11:29:10,
17,parent,0 days 00:01:23.000000000,Yeah. Over there.,2490,83.0,2019-04-26 11:29:14,
18,parent,0 days 00:01:27.000000000,Hello.,2610,87.0,2019-04-26 11:29:18,
19,parent,0 days 00:01:36.000000000,And what does he say?,2880,96.0,2019-04-26 11:29:27,And what does he say
20,parent,0 days 00:01:37.000000000,Hello.,2910,97.0,2019-04-26 11:29:28,
21,parent,0 days 00:01:38.000000000,"And then she says,",2940,98.0,2019-04-26 11:29:29,
22,parent,0 days 00:01:39.000000000,“Do you like my hat?”,2970,99.0,2019-04-26 11:29:30,“Do you like my hat
23,child,0 days 00:01:40.000000000,And then he says ...,3000,100.0,2019-04-26 11:29:31,
24,parent,0 days 00:01:42.000000000,What do you think he's going to say?,3060,102.0,2019-04-26 11:29:33,What do you think he's going to say
25,child,0 days 00:01:45.000000000,Yes.,3150,105.0,2019-04-26 11:29:36,
26,parent,0 days 00:01:46.000000000,But guess what he says?,3180,106.0,2019-04-26 11:29:37,But guess what he says
27,child,0 days 00:01:46.000000000,What?,3180,106.0,2019-04-26 11:29:37,What
28,parent,0 days 00:01:47.000000000,I do not.,3210,107.0,2019-04-26 11:29:38,
29,child,0 days 00:01:50.000000000,Why?,3300,110.0,2019-04-26 11:29:41,Why
30,parent,0 days 00:01:51.000000000,Why? Why did he say that?,3330,111.0,2019-04-26 11:29:42,Why::: Why did he say that
31,child,0 days 00:01:52.000000000,Why?,3360,112.0,2019-04-26 11:29:43,Why
32,parent,0 days 00:01:53.000000000,I guess because he doesn't like her hat.,3390,113.0,2019-04-26 11:29:44,
33,parent,0 days 00:01:57.000000000,"Goodbye, and then she says goodbye.",3510,117.0,2019-04-26 11:29:48,
34,parent,0 days 00:02:02.000000000,One little dog going in.,3660,122.0,2019-04-26 11:29:53,
35,child,0 days 00:02:04.000000000,One little dog going out.,3720,124.0,2019-04-26 11:29:55,
36,parent,0 days 00:02:07.000000000,How many dogs are going out?,3810,127.0,2019-04-26 11:29:58,How many dogs are going out
37,parent,0 days 00:02:10.000000000,Let's count. One. Two. Three. So how many dogs going out?,3900,130.0,2019-04-26 11:30:01, So how many dogs going out
38,child,0 days 00:02:20.000000000,Three.,4200,140.0,2019-04-26 11:30:11,
