,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:00.000000000,You do.,0,0.0,2019-04-23 10:05:02,
1,child,0 days 00:00:00.000000000,When do we have to go?,0,0.0,2019-04-23 10:05:02,When do we have to go
2,Interviever,0 days 00:00:00.000000000,I will turn this on.,0,0.0,2019-04-23 10:05:02,
3,parent,0 days 00:00:54.000000000,"I hope he cooperates, the baby.",1620,54.0,2019-04-23 10:05:55,
4,Interviever,0 days 00:01:15.000000000,"Okay, so this the app.",2250,75.0,2019-04-23 10:06:16,
5,parent,0 days 00:01:17.000000000,Mm-hmm.,2310,77.0,2019-04-23 10:06:18,
6,Interviever,0 days 00:01:18.000000000,Mm-hmm. And we have two kinds of stories. One short story which will take-,2340,78.0,2019-04-23 10:06:19,
7,parent,0 days 00:01:23.000000000,Okay.,2490,83.0,2019-04-23 10:06:24,
8,child,0 days 00:01:23.000000000,Yeah that one. We can t that.,2490,83.0,2019-04-23 10:06:24,
9,Interviever,0 days 00:01:24.000000000,"... which will take like five minutes to finish and the one's long story, which we would take seven to ten minutes to finish.",2520,84.0,2019-04-23 10:06:25,
10,parent,0 days 00:01:31.000000000,Okay.,2730,91.0,2019-04-23 10:06:32,
11,Interviever,0 days 00:01:32.000000000,And then you choose one of those and then there is-,2760,92.0,2019-04-23 10:06:33,
12,child,0 days 00:01:35.000000000,"Go, Dog. Go.",2850,95.0,2019-04-23 10:06:36,
13,Interviever,0 days 00:01:37.000000000,"... some stories and you can just see which one you like and you can, I'm just, yeah-",2910,97.0,2019-04-23 10:06:38,
14,child,0 days 00:01:43.000000000,I like this one.,3087,102.9,2019-04-23 10:06:44,
15,Interviever,0 days 00:01:44.000000000,... let's try that. And then once you start reading you can click the right bottom to go to next page or you can click on-,3117,103.9,2019-04-23 10:06:45,
16,parent,0 days 00:01:53.000000000,So I'm just reading to him and he's...,3390,113.0,2019-04-23 10:06:54,
17,Interviever,0 days 00:01:55.000000000,No.,3450,115.0,2019-04-23 10:06:56,
18,parent,0 days 00:01:55.000000000,"No, he's...",3450,115.0,2019-04-23 10:06:56,
19,Interviever,0 days 00:01:56.000000000,"Actually, you're encouraged to ask question... you're just...",3480,116.0,2019-04-23 10:06:57,
20,parent,0 days 00:02:00.000000000,A reading session.,3600,120.0,2019-04-23 10:07:01,
21,Interviever,0 days 00:02:03.000000000,Doing it like in home session.,3690,123.0,2019-04-23 10:07:04,
22,parent,0 days 00:02:04.000000000,Okay. Just like we would do it at home.,3720,124.0,2019-04-23 10:07:05,
23,Interviever,0 days 00:02:05.000000000,"It's okay for you to ask questions and you guys can have a discussion about the content, just like you are doing it at home.",3750,125.0,2019-04-23 10:07:06,
24,parent,0 days 00:02:11.000000000,Okay. Yeah. Sounds great.,3930,131.0,2019-04-23 10:07:12,
