,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:00.000000000,It says short story. Long story.,0,0.0,2019-06-01 13:38:04,
1,child,0 days 00:00:04.000000000,No this. Re-,120,4.0,2019-06-01 13:38:07,
2,parent,0 days 00:00:05.000000000,Is reading a book. What letter does book start with?,150,5.0,2019-06-01 13:38:08, What letter does book start with
3,child,0 days 00:00:10.000000000,I said it first.,300,10.0,2019-06-01 13:38:13,
4,parent,0 days 00:00:12.000000000,Stop. What letter does book start with?,360,12.0,2019-06-01 13:38:15, What letter does book start with
5,child,0 days 00:00:18.000000000,I said B.,540,18.0,2019-06-01 13:38:21,
6,parent,0 days 00:00:20.000000000,Which word is book?,600,20.0,2019-06-01 13:38:23,Which word is book
7,child,0 days 00:00:23.000000000,B!,690,23.0,2019-06-01 13:38:26,
8,parent,0 days 00:00:23.000000000,Yeah but which word? Right there.,690,23.0,2019-06-01 13:38:26,Yeah but which word
9,Speaker 3,0 days 00:00:26.000000000,"Alright, great. You may start now.",780,26.0,2019-06-01 13:38:29,
10,child,0 days 00:00:27.000000000,Okay.,810,27.0,2019-06-01 13:38:30,
11,Speaker 3,0 days 00:00:27.000000000,Sorry. It's okay for her to ask questions and pretend it's the home environment.,810,27.0,2019-06-01 13:38:30,
12,parent,0 days 00:00:35.000000000,All right. This one is called Frog and Toad are Friends.,1050,35.0,2019-06-01 13:38:38,
13,child,0 days 00:00:38.000000000,I know.,1140,38.0,2019-06-01 13:38:41,
14,parent,0 days 00:00:39.000000000,Frog ran up the path to Toad's house.,1170,39.0,2019-06-01 13:38:42,
15,child,0 days 00:00:42.000000000,I read this book with Mr Korth.,1260,42.0,2019-06-01 13:38:45,
16,parent,0 days 00:00:43.000000000,"Oh, you did?",1287,42.9,2019-06-01 13:38:46,"Oh, you did"
17,child,0 days 00:00:43.000000000,In the cafeteria.,1287,42.9,2019-06-01 13:38:46,
18,parent,0 days 00:00:47.000000000,"He knocked on the front door, but there was no answer.",1410,47.0,2019-06-01 13:38:50,
19,parent,0 days 00:00:50.000000000,"""Toad! Toad!"", shouted Frog. Wake up! It is spring.",1500,50.0,2019-06-01 13:38:53,
20,parent,0 days 00:00:57.000000000,"""Blah"" said a voice from inside the house.",1710,57.0,2019-06-01 13:39:00,
21,parent,0 days 00:00:59.000000000,"""Toad, Toad"", cried Frog. ""The sun is shining, the snow is melting, wake up.""",1770,59.0,2019-06-01 13:39:02,
22,parent,0 days 00:01:07.000000000,"""I am not here"", said the voice.",2010,67.0,2019-06-01 13:39:10,
23,parent,0 days 00:01:14.000000000,Frog walked into the house. It was dark. All the shutters were closed.,2220,74.0,2019-06-01 13:39:17,
24,parent,0 days 00:01:19.000000000,"""Toad, where are you?"", Said Frog.",2370,79.0,2019-06-01 13:39:22,
25,parent,0 days 00:01:22.000000000,"""Go away"" said the voice.",2460,82.0,2019-06-01 13:39:25,
26,parent,0 days 00:01:26.000000000,Is it too hot? Huh?,2580,86.0,2019-06-01 13:39:29,Is it too hot::: Huh
27,child,0 days 00:01:28.000000000,"No, it just hurts.",2640,88.0,2019-06-01 13:39:31,
28,parent,0 days 00:01:30.000000000,"Hurts? Well, we only have to have it on for a little while, sweetie.",2700,90.0,2019-06-01 13:39:33,Hurts
29,parent,0 days 00:01:33.000000000,"""Go away"", said the voice from the corner of the room. Toad was the lying in the bed.",2790,93.0,2019-06-01 13:39:36,
30,parent,0 days 00:01:40.000000000,He had pulled all the covers over his head. Frog pushed Toad out of bed. He pushed him out of the house and onto the front porch. Toad blinked into the bright sum.,3000,100.0,2019-06-01 13:39:43,
31,parent,0 days 00:01:50.000000000,"""Help me, help me, I cannot see anything.""",3300,110.0,2019-06-01 13:39:53,
32,parent,0 days 00:01:57.000000000,"Don't be silly"", said Frog. ""What you see is the clear warm light of April. And it means that we can begin a whole new year together, Toad."" ""Think of it"", said Frog. ""We will skip through the meadows and run through the woods and swim in the river and in the evenings, we will sit right here on this front porch and count the stars.""",3510,117.0,2019-06-01 13:40:00,
33,parent,0 days 00:02:23.000000000,"""You count them, Frog. I will be too tired. I'm going back to bed"", said Toad.",4290,143.0,2019-06-01 13:40:26,
34,parent,0 days 00:02:30.000000000,"Toad's like you, huh?",4500,150.0,2019-06-01 13:40:33,"Toad's like you, huh"
35,parent,0 days 00:02:32.000000000,"Toad went back into the house, got back into the bed and pulled the covers over his head again.",4560,152.0,2019-06-01 13:40:35,
36,parent,0 days 00:02:37.000000000,"""But Toad"", cried Frog. ""You will miss all the fun.""",4707,156.9,2019-06-01 13:40:40,
37,parent,0 days 00:02:39.000000000,What's the matter?,4770,159.0,2019-06-01 13:40:42,What's the matter
38,child,0 days 00:02:39.000000000,[inaudible],4770,159.0,2019-06-01 13:40:42,
39,parent,0 days 00:02:45.000000000,"""Listen Frog"", said Toad. ""How long have I been asleep?""",4950,165.0,2019-06-01 13:40:48,
40,child,0 days 00:02:48.000000000,[inaudible],5040,168.0,2019-06-01 13:40:51,
41,parent,0 days 00:02:51.000000000,"""You have been asleep since November.""",5130,171.0,2019-06-01 13:40:54,
42,parent,0 days 00:02:55.000000000,"""Well then"", said Toad, ""a little more sleep will will not hurt me. Come back again and wake me up about half past May. Good night, Frog.""",5250,175.0,2019-06-01 13:40:58,
43,child,0 days 00:03:04.000000000,[inaudible],5520,184.0,2019-06-01 13:41:07,
44,parent,0 days 00:03:04.000000000,"""But Toad"" said Frog, ""I will be lonely until then.""",5520,184.0,2019-06-01 13:41:07,
45,parent,0 days 00:03:11.000000000,Toad did not answer. He had fallen asleep. He looked at Toad's calendar. The November page was still on top. Frog tore off the November page.,5730,191.0,2019-06-01 13:41:14,
46,child,0 days 00:03:22.000000000,[inaudible],6060,202.0,2019-06-01 13:41:25,
47,parent,0 days 00:03:24.000000000,"He tore off the December page and the January page and the March page. He came to the April page. He tore off the April page, too.",6120,204.0,2019-06-01 13:41:27,
48,child,0 days 00:03:33.000000000,[inaudible],6390,213.0,2019-06-01 13:41:36,
49,parent,0 days 00:03:37.000000000,Then Frog ran back to Toad's bed.,6510,217.0,2019-06-01 13:41:40,
50,parent,0 days 00:03:40.000000000,"""Toad, Toad, wake up! It is May now.""",6600,220.0,2019-06-01 13:41:43,
51,parent,0 days 00:03:43.000000000,"""What?"", said Toad. ""Can it be May so soon?""",6690,223.0,2019-06-01 13:41:46,
52,parent,0 days 00:03:47.000000000,"""Yes"", said Frog. ""Look at your calendar.""",6810,227.0,2019-06-01 13:41:50,
53,child,0 days 00:03:51.000000000,He's pretending.,6930,231.0,2019-06-01 13:41:54,
54,parent,0 days 00:03:52.000000000,He's pretending.,6960,232.0,2019-06-01 13:41:55,
55,child,0 days 00:03:53.000000000,[inaudible],6990,233.0,2019-06-01 13:41:56,
56,parent,0 days 00:03:56.000000000,Toad looked at the calendar. The May page was on the top.,7080,236.0,2019-06-01 13:41:59,
57,child,0 days 00:04:00.000000000,[inaudible],7200,240.0,2019-06-01 13:42:03,
58,parent,0 days 00:04:03.000000000,"""Why, it is May"", said Toad, as he climbed out of bed. Then he and Frog ran outside to see how the world was looking in the spring.",7290,243.0,2019-06-01 13:42:06,
59,parent,0 days 00:04:15.000000000,"One day in summer, Frog was not feeling well. Toad said, ""Frog, you are looking quite green.""",7650,255.0,2019-06-01 13:42:18,
60,parent,0 days 00:04:22.000000000,"""But I always look green"", said Frog. ""I am a frog.""",7860,262.0,2019-06-01 13:42:25,
61,parent,0 days 00:04:28.000000000,"""Today, you look even very green for a frog. Get into my bed and rest"", said Toad.",8040,268.0,2019-06-01 13:42:31,
62,parent,0 days 00:04:36.000000000,"Toad made Frog a cup of hot tea. Frog drank the tea and then he said, ""tell me story while am resting.""",8280,276.0,2019-06-01 13:42:39,
63,parent,0 days 00:04:49.000000000,"""All right"", said Toad. ""Let me think of a story to tell you."" Toad thought and thought but he could not think of a story to tell Frog.",8670,289.0,2019-06-01 13:42:52,
64,child,0 days 00:04:59.000000000,[inaudible 00:05:01].,8970,299.0,2019-06-01 13:43:02,
65,parent,0 days 00:05:03.000000000,"""I will go out on the front porch and walk up and down"", said Toad. ""Perhaps that will help me to think of a story."" So Toad walked up and down on the porch for a long time. But, he couldn't think of a story to tell Frog.",9090,303.0,2019-06-01 13:43:06,
66,child,0 days 00:05:16.000000000,[inaudible],9480,316.0,2019-06-01 13:43:19,
67,parent,0 days 00:05:19.000000000,Then Toad went back into the house and stood on his head.,9570,319.0,2019-06-01 13:43:22,
68,parent,0 days 00:05:23.000000000,"""Why are you standing on your head?"", asked Frog.",9690,323.0,2019-06-01 13:43:26,
69,parent,0 days 00:05:26.000000000,"""I hope that if I stand on my head, it will help me to think of a story"", said Toad.",9780,326.0,2019-06-01 13:43:29,
70,child,0 days 00:05:31.000000000,[inaudible],9930,331.0,2019-06-01 13:43:34,
71,parent,0 days 00:05:35.000000000,"Toad stood on his head for a long time. But still, he could not think of a story to tell Toa- Frog. Then Toad poured a glass of water over his head.",10050,335.0,2019-06-01 13:43:38,
72,parent,0 days 00:05:48.000000000,"""Why are you pouring water over your head?"", asked Frog.",10440,348.0,2019-06-01 13:43:51,
73,parent,0 days 00:05:51.000000000,"""I hope that if I pour water over my head, it will help me to think of a story"", said Toad. Toad poured many glasses of water over his head, but still he could not think of a story to tell Frog.",10530,351.0,2019-06-01 13:43:54,
74,parent,0 days 00:06:04.000000000,Why did he pour water on his head? That's kind of silly.,10920,364.0,2019-06-01 13:44:07,Why did he pour water on his head
75,parent,0 days 00:06:08.000000000,Then Toad began to bang his head against the wall.,11040,368.0,2019-06-01 13:44:11,
76,parent,0 days 00:06:13.000000000,"""Why are you banging your head against the wall?"", asked Frog.",11190,373.0,2019-06-01 13:44:16,
77,parent,0 days 00:06:16.000000000,"""I hope that if I bang my head against the wall hard enough, it'll help me to think of a story"", said Toad.",11280,376.0,2019-06-01 13:44:19,
78,parent,0 days 00:06:22.000000000,That's kind of silly.,11460,382.0,2019-06-01 13:44:25,
79,parent,0 days 00:06:25.000000000,"""I am feeling much better now, Toad"", said Frog. ""I do not think I need a story anymore.""",11550,385.0,2019-06-01 13:44:28,
