,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:00.000000000,"But don't do that while we read okay because it will be too loud and distracting. Look at that, do you see that diffuser over there? Look its got water, see the water coming out, its coming out as steam, huh? Do you see that?",0,0.0,2019-05-07 09:50:28," Look at that, do you see that diffuser over there::: Look its got water, see the water coming out, its coming out as steam, huh::: Do you see that"
1,child,0 days 00:00:14.000000000,It's not steam.,420,14.0,2019-05-07 09:50:41,
2,parent,0 days 00:00:16.000000000,It's steam.,480,16.0,2019-05-07 09:50:43,
3,Speaker 3,0 days 00:00:17.000000000,Okay we can start.,510,17.0,2019-05-07 09:50:44,
4,parent,0 days 00:00:18.000000000,"Okay we can start, is this the one you want Hayden? You want...",540,18.0,2019-05-07 09:50:45,"Okay we can start, is this the one you want Hayden"
5,child,0 days 00:00:20.000000000,Yeah.,600,20.0,2019-05-07 09:50:47,
6,parent,0 days 00:00:21.000000000,"Okay. So it says, every Who down in Whoville liked Christmas, a lot...",630,21.0,2019-05-07 09:50:48,
7,child,0 days 00:00:25.000000000,Hey!,750,25.0,2019-05-07 09:50:52,
8,parent,0 days 00:00:26.000000000,What?,780,26.0,2019-05-07 09:50:53,What
9,child,0 days 00:00:26.000000000,I push this.,780,26.0,2019-05-07 09:50:53,
10,parent,0 days 00:00:28.000000000,"Okay. But the Grinch, who lived just north of Whoville, did NOT! Does he look like, look at his face, does he look like he likes it?",840,28.0,2019-05-07 09:50:55," But the Grinch, who lived just north of Whoville, did NOT! Does he look like, look at his face, does he look like he likes it"
11,child,0 days 00:00:34.000000000,No.,1020,34.0,2019-05-07 09:51:01,
12,parent,0 days 00:00:35.000000000,"He does not like Christmas. Do you like Christmas? I like Christmas. Okay push this, in the corner. The Grinch hated Christmas! The whole Christmas season! Now, please don't ask why...",1050,35.0,2019-05-07 09:51:02, Do you like Christmas
13,child,0 days 00:00:46.000000000,It's the same page.,1380,46.0,2019-05-07 09:51:13,
14,parent,0 days 00:00:47.000000000,"No one quite knows the reason. It could be his head wasn't screwed on just right. It could be, perhaps, that his shoes were too tight. But I think that the most likely reason of all, may have been that his heart was two sizes too small. Okay you can turn the page, huh. I'll tell you when to turn the page. But whatever the reason, his heart or his shoes, he stood there on Christmas Eve hating the Whos. Where are the Who's? Look, look where he is, he's up on the hill and where are the Who's? Do yo know where they are?",1410,47.0,2019-05-07 09:51:14," Where are the Who's::: Look, look where he is, he's up on the hill and where are the Who's::: Do yo know where they are"
15,child,0 days 00:01:15.000000000,In the houses.,2250,75.0,2019-05-07 09:51:42,
16,parent,0 days 00:01:17.000000000,"They're in the houses, down in Whoville. Staring done from his cave, he lives in the cave with his sour, Grinchy frown. Do you look at his frown, can you do a sour frown like that? At the warm lighted windows below in their town, for he knew every Who down in Whoville beneath, was busy now hanging a mistletoe wreath. Are they decorating for Christmas?",2310,77.0,2019-05-07 09:51:44," Do you look at his frown, can you do a sour frown like that::: Are they decorating for Christmas"
17,child,0 days 00:01:36.000000000,Uh-huh.,2880,96.0,2019-05-07 09:52:03,
18,parent,0 days 00:01:36.000000000,"They are, is he decorating for Christmas?",2880,96.0,2019-05-07 09:52:03,"They are, is he decorating for Christmas"
19,child,0 days 00:01:38.000000000,No.,2940,98.0,2019-05-07 09:52:05,
20,parent,0 days 00:01:38.000000000,"No, because he doesn't like Christmas, does he? He hates it. Okay.",2940,98.0,2019-05-07 09:52:05,"No, because he doesn't like Christmas, does he"
21,child,0 days 00:01:41.000000000,Push it?,3030,101.0,2019-05-07 09:52:08,Push it
22,parent,0 days 00:01:42.000000000,"You can turn it, uh-huh. And they're hanging their stockings, do we hang our stockings too?",3060,102.0,2019-05-07 09:52:09," And they're hanging their stockings, do we hang our stockings too"
23,child,0 days 00:01:47.000000000,Yeah.,3210,107.0,2019-05-07 09:52:14,
24,parent,0 days 00:01:47.000000000,"He snarled with a sneer. ""Tomorrow is Christmas! It's practically here!"" Then he growled, can you growl like the Grinch would? With his Grinch fingers nervously drumming. Like you were drumming on the table earlier. ""I must find some way to stop Christmas from coming!"" For, tomorrow he knew, now you can turn the page. All the Who girls and boys would wake bright and early. They'd rush for their toys! And then! Do you like to rush for your toys on Christmas morning?",3210,107.0,2019-05-07 09:52:14,"  Then he growled, can you growl like the Grinch would::: They'd rush for their toys! And then! Do you like to rush for your toys on Christmas morning"
25,child,0 days 00:02:17.000000000,Yes.,4110,137.0,2019-05-07 09:52:44,
26,parent,0 days 00:02:17.000000000,"Oh, the noise! Oh the noise! Noise! Noise! Noise! Does he like the noise? Or does he not like the noise?",4110,137.0,2019-05-07 09:52:44,"Oh, the noise! Oh the noise! Noise! Noise! Noise! Does he like the noise::: Or does he not like the noise"
27,child,0 days 00:02:23.000000000,No. He doesn't.,4290,143.0,2019-05-07 09:52:50,
28,parent,0 days 00:02:24.000000000,"No he doesn't, its annoying to him, huh? He's annoyed by it. That's one thing he hated! The NOISE! NOISE! NOISE! NOISE! Do kids make noise on Christmas morning?",4320,144.0,2019-05-07 09:52:51,"No he doesn't, its annoying to him, huh::: That's one thing he hated! The NOISE! NOISE! NOISE! NOISE! Do kids make noise on Christmas morning"
29,child,0 days 00:02:33.000000000,Mm-hmm (affirmative).,4590,153.0,2019-05-07 09:53:00,
30,parent,0 days 00:02:33.000000000,Why do they make noise?,4590,153.0,2019-05-07 09:53:00,Why do they make noise
31,child,0 days 00:02:35.000000000,"Because they have, because they want to talk and play with their toys.",4650,155.0,2019-05-07 09:53:02,
32,parent,0 days 00:02:47.000000000,"Yeah that's right. They want to talk and play with their toys and they like their toys right? Are they excited? Are you excited on Christmas morning? Are you excited about new toys? Let's turn it, oops.",5010,167.0,2019-05-07 09:53:14, They want to talk and play with their toys and they like their toys right::: Are they excited::: Are you excited on Christmas morning::: Are you excited about new toys
33,child,0 days 00:02:57.000000000,Okay.,5310,177.0,2019-05-07 09:53:24,
34,parent,0 days 00:02:57.000000000,"Then the Whos, young and old, would sit down to a feast. Look how big that table is Hayden. Look how long that table is, is that the longest table you've ever seen? Would sit down to a feast and they'd FEAST! And they'd FEAST! And they'd FEAST! FEAST! FEAST! FEAST! They would feast on Who pudding, oh wait don't go yet, I'll tell you when to go, okay. They'd feast on Who pudding and rare Who roasted beasts, which was something the Grinch couldn't stand in the least. Does he like the beast?",5310,177.0,2019-05-07 09:53:24," Look how long that table is, is that the longest table you've ever seen::: Does he like the beast"
35,child,0 days 00:03:22.000000000,No.,6060,202.0,2019-05-07 09:53:49,
36,parent,0 days 00:03:23.000000000,"No, he doesn't like it. It says he couldn't stand it, okay now you can turn the page. And then they do something he'd like least of all! Every Who down in Whoville, the tall. Do you see the tall? Where's the tall Who? Where are the tall Whos? And the small, would stand close together with Christmas bells ringing they'd stand hand in hand. So, are they all holding hands? And the Whos would start singing. We sing on Christmas don't we?",6090,203.0,2019-05-07 09:53:50," Do you see the tall::: Where's the tall Who::: Where are the tall Whos::: So, are they all holding hands::: We sing on Christmas don't we"
37,child,0 days 00:03:48.000000000,Push it?,6840,228.0,2019-05-07 09:54:15,Push it
38,parent,0 days 00:03:48.000000000,"Yeah, what do we sing? Do we sing...",6840,228.0,2019-05-07 09:54:15,"Yeah, what do we sing"
39,child,0 days 00:03:50.000000000,Christmas songs.,6900,230.0,2019-05-07 09:54:17,
