,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,child,0 days 00:00:00.000000000,The Grinch hadn't-,0,0.0,2019-03-31 09:48:58,
1,parent,0 days 00:00:03.000000000,Hat-,90,3.0,2019-03-31 09:49:01,
2,child,0 days 00:00:03.000000000,Hated Christmas. The who-,90,3.0,2019-03-31 09:49:01,
3,parent,0 days 00:00:05.000000000,The whole-,150,5.0,2019-03-31 09:49:03,
4,child,0 days 00:00:06.000000000,"Whole Christmas seasons. Now please don't ask why, no one qu- quite knows the reason.",180,6.0,2019-03-31 09:49:04,
5,Speaker 3,0 days 00:00:16.000000000,[inaudible 00:00:16] to start.,480,16.0,2019-03-31 09:49:14,
6,parent,0 days 00:00:16.000000000,Okay. Go.,480,16.0,2019-03-31 09:49:14,
7,Speaker 3,0 days 00:00:16.000000000,"It's okay for you to ask questions and have a dialogue, just about content.",480,16.0,2019-03-31 09:49:14,
8,parent,0 days 00:00:25.000000000,Okay. Start from here.,750,25.0,2019-03-31 09:49:23,
9,child,0 days 00:00:30.000000000,The Grinch hadn-,900,30.0,2019-03-31 09:49:28,
10,parent,0 days 00:00:33.000000000,Hated.,990,33.0,2019-03-31 09:49:31,
11,child,0 days 00:00:34.000000000,It couldn't be his... Oh my God... It couldn't be his head wasn't scre-,1020,34.0,2019-03-31 09:49:32,
12,parent,0 days 00:00:47.000000000,Screwed-,1410,47.0,2019-03-31 09:49:45,
13,child,0 days 00:00:50.000000000,"On just right. It could be, perf-",1500,50.0,2019-03-31 09:49:48,
14,parent,0 days 00:00:55.000000000,Per-haps,1650,55.0,2019-03-31 09:49:53,
15,child,0 days 00:00:58.000000000,Perhaps that his shoes were too tight. But I think that the most likely reason of all may have been that his heart was two size too small.,1740,58.0,2019-03-31 09:49:56,
16,child,0 days 00:01:19.000000000,"But whatever the reason his heart or his shoes, he stood there on Christmas Eve heating the Who's.",2370,79.0,2019-03-31 09:50:17,
17,parent,0 days 00:01:29.000000000,He- not 'heating'... Ha-,2670,89.0,2019-03-31 09:50:27,
18,child,0 days 00:01:32.000000000,Hating.,2760,92.0,2019-03-31 09:50:30,
19,parent,0 days 00:01:39.000000000,"Hating, yes.",2970,99.0,2019-03-31 09:50:37,
20,child,0 days 00:01:40.000000000,That's what I said.,3000,100.0,2019-03-31 09:50:38,
21,parent,0 days 00:01:40.000000000,You said 'heating'.,3000,100.0,2019-03-31 09:50:38,
22,child,0 days 00:01:40.000000000,"No, I said 'hating'.",3000,100.0,2019-03-31 09:50:38,
23,parent,0 days 00:01:40.000000000,"Okay. Do it again, 'hating'.",3000,100.0,2019-03-31 09:50:38,
24,child,0 days 00:01:41.000000000,Hating.... Oh my God. Hating the Whos.,3030,101.0,2019-03-31 09:50:39,
25,child,0 days 00:01:48.000000000,"Staring down from his cave with a sour Grinchy frown... Starting down from his cave with a sour Grinchy frown, at the warm light windows below in the town. For he knew every Who down in the Whovillage benth...",3240,108.0,2019-03-31 09:50:46,
26,parent,0 days 00:02:13.000000000,Who-ville. Whoville.,3990,133.0,2019-03-31 09:51:11,
27,child,0 days 00:02:17.000000000,Whoville ben-,4110,137.0,2019-03-31 09:51:15,
28,parent,0 days 00:02:19.000000000,Be-neath.,4170,139.0,2019-03-31 09:51:17,
29,child,0 days 00:02:19.000000000,Beneath.,4170,139.0,2019-03-31 09:51:17,
30,parent,0 days 00:02:24.000000000,I helped you.,4320,144.0,2019-03-31 09:51:22,
31,child,0 days 00:02:26.000000000,Was busy now heading...,4380,146.0,2019-03-31 09:51:24,
32,parent,0 days 00:02:31.000000000,Busy now-,4530,151.0,2019-03-31 09:51:29,
33,child,0 days 00:02:32.000000000,"Busy now, that's what I said. Hur-",4560,152.0,2019-03-31 09:51:30,
34,parent,0 days 00:02:34.000000000,Hang-ing.,4620,154.0,2019-03-31 09:51:32,
35,child,0 days 00:02:39.000000000,Hang a mys-ti-lal wrath.,4770,159.0,2019-03-31 09:51:37,
36,parent,0 days 00:02:44.000000000,Mys-mys-ti-cal.,4920,164.0,2019-03-31 09:51:42,
37,child,0 days 00:02:56.000000000,And they hading-,5280,176.0,2019-03-31 09:51:54,
38,parent,0 days 00:02:59.000000000,Hang-ing. Hang-ing. It's not 'hating'.,5370,179.0,2019-03-31 09:51:57,
39,child,0 days 00:03:03.000000000,Hang-,5490,183.0,2019-03-31 09:52:01,
40,parent,0 days 00:03:03.000000000,Hang-ing. Hang-,5490,183.0,2019-03-31 09:52:01,
41,child,0 days 00:03:03.000000000,Hang-ing. Hanging.,5490,183.0,2019-03-31 09:52:01,
42,parent,0 days 00:03:08.000000000,"Okay, 'hanging' is better.",5640,188.0,2019-03-31 09:52:06,
43,child,0 days 00:03:11.000000000,Why you so dumb with your words?,5730,191.0,2019-03-31 09:52:09,Why you so dumb with your words
44,child,0 days 00:03:20.000000000,And they... their socks... socking-,6000,200.0,2019-03-31 09:52:18,
45,parent,0 days 00:03:25.000000000,Sto- sto. Not 'sockings'.,6150,205.0,2019-03-31 09:52:23,
46,child,0 days 00:03:26.000000000,Dad stop touching the book.,6180,206.0,2019-03-31 09:52:24,
