,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,child,0 days 00:00:00.000000000,I still [inaudible 00:00:03].,0,0.0,2019-04-21 09:52:44,
1,child,0 days 00:00:23.000000000,Why you're here today?,690,23.0,2019-04-21 09:53:07,Why you're here today
2,parent,0 days 00:00:30.000000000,...shoes on.,900,30.0,2019-04-21 09:53:14,
3,child,0 days 00:00:32.000000000,Now?,960,32.0,2019-04-21 09:53:16,Now
4,child,0 days 00:00:33.000000000,I want to talk.,990,33.0,2019-04-21 09:53:17,
5,parent,0 days 00:00:38.000000000,She didn't tell us to go yet.,1140,38.0,2019-04-21 09:53:22,
6,Speaker 3,0 days 00:00:41.000000000,"Okay, you can start.",1230,41.0,2019-04-21 09:53:25,
7,parent,0 days 00:00:42.000000000,Ready?,1260,42.0,2019-04-21 09:53:26,Ready
8,parent,0 days 00:00:43.000000000,"Officer Buckle knew more safety tips than anyone else in Napville. Every time he thought of a new one, he thumb-tacked it to his bulletin board.",1290,43.0,2019-04-21 09:53:27,
9,parent,0 days 00:00:51.000000000,Safety tip number seventy-seven: never stand on a swivel chair.,1530,51.0,2019-04-21 09:53:35,
10,child,0 days 00:00:56.000000000,Hey.,1680,56.0,2019-04-21 09:53:40,
11,parent,0 days 00:00:56.000000000,"Oops, sorry. You can do the next page.",1680,56.0,2019-04-21 09:53:40,
12,parent,0 days 00:00:57.000000000,Officer Buckle shared his safety tips with the students at Napville School. Nobody ever listened. Sometimes there was snoring.,1710,57.0,2019-04-21 09:53:41,
13,parent,0 days 00:01:08.000000000,"Afterward it was business as usual. Mrs. Topple, the principal, took down the welcome banner. ""Never stand on a swivel,"" said Officer Buckle. But Mr Topple... But Mrs. Topple didn't hear him.",2040,68.0,2019-04-21 09:53:52,
14,parent,0 days 00:01:25.000000000,"One day, Napville's police department brought a dog, a police dog named Gloria. When it was time for Officer Buckle to give the safety speech at the school, Gloria went along.",2550,85.0,2019-04-21 09:54:09,
15,parent,0 days 00:01:36.000000000,And do it.,2880,96.0,2019-04-21 09:54:20,
16,parent,0 days 00:01:39.000000000,"""Children, this is Gloria,"" announced Officer Buckle. ""Gloria obeys my commands. Gloria, sit!"" And Gloria sat.",2970,99.0,2019-04-21 09:54:23,
17,parent,0 days 00:01:51.000000000,Officer Buckle gave safety tip number one: keep your shoe laces tied. The children sat up and stared. Officer Buckle checked to see if Gloria was sitting at attention. She was.,3330,111.0,2019-04-21 09:54:35,
18,parent,0 days 00:02:04.000000000,"""Safety tip number two,"" said Officer Buckle, ""always swipe up spills before someone slips and falls."" The children's eyes popped. Officer Buckle checked on Gloria again. ""Good dog!"" He said. Officer Buckle thought of a safety tip he had discovered that morning.",3720,124.0,2019-04-21 09:54:48,
19,parent,0 days 00:02:21.000000000,"""Never leave a thumb-tack where you might sit on it."" The audience roared.",4230,141.0,2019-04-21 09:55:05,
20,parent,0 days 00:02:27.000000000,Officer Buckley grinned. He said the rest of the tips with plenty of expression. The children clapped their hands and cheered. Some of them laughed until they cried. Officer Buckle was surprised. He had never noticed how many funny safety tips could be.,4410,147.0,2019-04-21 09:55:11,
21,parent,0 days 00:02:41.000000000,"After this safety speech, there wasn't a single accident. The next day, an enormous envelope arrived at the police station. It was stuffed with thank you letters from students at Napville School.",4830,161.0,2019-04-21 09:55:25,
22,parent,0 days 00:02:55.000000000,"Look, some of them say: ""Dear Gloria and Officer Buckle, thanks for coming to our school. You were nice. Your friend, George.""",5250,175.0,2019-04-21 09:55:39,
23,parent,0 days 00:03:01.000000000,Every letter had a drawing of Gloria on it. Officer Buckle thought that the drawings showed a lot of imagination.,5430,181.0,2019-04-21 09:55:45,
24,parent,0 days 00:03:09.000000000,"""Dear Gloria and Officer Buckle,"" that's the same one.",5670,189.0,2019-04-21 09:55:53,
25,parent,0 days 00:03:13.000000000,"His favorite letter was written on a star-shaped piece of paper. It said, ""You and Gloria make a good team. Your friend Claire. P.S. I always wear a crash helmet.""",5790,193.0,2019-04-21 09:55:57,
26,parent,0 days 00:03:22.000000000,"Safety tip number seven. ""You and Gloria make a good team. Your friend Claire.""",6060,202.0,2019-04-21 09:56:06,
27,parent,0 days 00:03:34.000000000,"Officer Buckle was thumb-tacking Claire's letter to his bulletin board when the phone started ringing. Grade schools, high-schools, and daycare centers were calling about the safety speech.",6420,214.0,2019-04-21 09:56:18,
28,parent,0 days 00:03:43.000000000,"""Officer Buckle,"" they said, ""our students want to hear your safety tips. And please bring along that police dog."" Officer Buckle told his safety tips to...Oh, you skipped a page.",6690,223.0,2019-04-21 09:56:27,
29,parent,0 days 00:03:56.000000000,"Officer Buckle told his safety tips to three-hundred and thirteen schools. Everywhere he and Gloria went, children sat up and listened.",7080,236.0,2019-04-21 09:56:40,
30,parent,0 days 00:04:02.000000000,Now you can turn the page.,7260,242.0,2019-04-21 09:56:46,
31,parent,0 days 00:04:05.000000000,"After every speech, Officer Buckle took Gloria out for ice-cream. Officer Buckle loved having a buddy.",7350,245.0,2019-04-21 09:56:49,
32,parent,0 days 00:04:13.000000000,Want to turn the page or want me to?,7590,253.0,2019-04-21 09:56:57,Want to turn the page or want me to
33,parent,0 days 00:04:19.000000000,Then one day a television news team videotaped Officer Buckle in the state college auditorium.,7770,259.0,2019-04-21 09:57:03,
34,parent,0 days 00:04:29.000000000,"We're looking at the story, Felix.",8070,269.0,2019-04-21 09:57:13,
35,parent,0 days 00:04:31.000000000,"When he finished safety tip number ninety-nine, ""do not go swimming during electrical storms,"" the students jumped to their feet and applauded.",8130,271.0,2019-04-21 09:57:15,
36,parent,0 days 00:04:43.000000000,"""Bravo! Bravo!"" They cheered. Officer Buckle bowed again and again.",8490,283.0,2019-04-21 09:57:27,
37,child,0 days 00:04:48.000000000,Now that guy is in that corner.,8640,288.0,2019-04-21 09:57:32,
38,parent,0 days 00:04:49.000000000,What?,8670,289.0,2019-04-21 09:57:33,What
