,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:00.000000000,"And he set off on his walk, taking his big purple crayon with him. Look what he did. But he didn't seem to be getting anywhere on the long straight path. He's such a little baby.",0,0.0,2019-05-19 10:14:23,
1,child,0 days 00:00:16.000000000,Yeah.,480,16.0,2019-05-19 10:14:38,
2,parent,0 days 00:00:17.000000000,"Yeah? So he left the path for a short cut across a field and the moon went with him. That's funny. The short cut led right to where Harold thought a forest ought to be. He didn't want to get lost in the woods, so he made a very small forest, with just one tree in it. Look, he started drawing some trees. Eva. It turns-",510,17.0,2019-05-19 10:14:39,Yeah
3,child,0 days 00:00:45.000000000,One only.,1350,45.0,2019-05-19 10:15:07,
4,parent,0 days 00:00:46.000000000,"Just one. Let's see, maybe he drew some other ones later.",1380,46.0,2019-05-19 10:15:08,
5,child,0 days 00:00:51.000000000,No.,1530,51.0,2019-05-19 10:15:13,
6,parent,0 days 00:00:51.000000000,Let's see.,1530,51.0,2019-05-19 10:15:13,
7,child,0 days 00:00:52.000000000,No mama. I read that to school to Luke. And that is only one tree-,1560,52.0,2019-05-19 10:15:14,
8,parent,0 days 00:01:02.000000000,Oh so you know the story already.,1860,62.0,2019-05-19 10:15:24,
9,child,0 days 00:01:03.000000000,Yeah.,1890,63.0,2019-05-19 10:15:25,
10,parent,0 days 00:01:04.000000000,"Okay. It turned out to be an apple tree. The apples would be very tasty, Harold thought, when they got red. So he put a frightening dragon under the tree to guard the apples. It was a terribly frightening dragon. It even frightened Harold. He backed away. His hand holding the purple crayon shook.",1920,64.0,2019-05-19 10:15:26,
11,child,0 days 00:01:35.000000000,He the baby.,2850,95.0,2019-05-19 10:15:57,
12,parent,0 days 00:01:37.000000000,"Yeah, he's a baby. Do you think he's as young as [Harris 00:01:40]?",2910,97.0,2019-05-19 10:15:59, Do you think he's as young as [Harris 00:01:40]
13,child,0 days 00:01:39.000000000,I don't know. Maybe a little bit bigger because he drew the tree.,2970,99.0,2019-05-19 10:16:01,
