,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,child,0 days 00:00:00.000000000,More minutes. More than one hour. I want 120 minutes.,0,0.0,2019-05-18 11:06:54,
1,parent,0 days 00:00:06.000000000,That's two hours.,180,6.0,2019-05-18 11:07:00,
2,Speaker 3,0 days 00:00:06.000000000,"Okay, you guys can start now.",180,6.0,2019-05-18 11:07:00,
3,parent,0 days 00:00:09.000000000,"Okay, so which one do you want?",270,9.0,2019-05-18 11:07:03,"Okay, so which one do you want"
4,child,0 days 00:00:14.000000000,The longest.,420,14.0,2019-05-18 11:07:08,
5,parent,0 days 00:00:14.000000000,"Yeah, but it's a long story already. Which one? Which of these books?",420,14.0,2019-05-18 11:07:08, Which one::: Which of these books
6,child,0 days 00:00:37.000000000,This one.,1110,37.0,2019-05-18 11:07:31,
7,parent,0 days 00:00:46.000000000,The Cat in the Hat?,1380,46.0,2019-05-18 11:07:40,The Cat in the Hat
8,child,0 days 00:00:46.000000000,Yes. I love this book.,1380,46.0,2019-05-18 11:07:40,
9,child,0 days 00:00:49.000000000,The sun did not shine. It was too wet to play. So we sat in the house.,1470,49.0,2019-05-18 11:07:43,
10,parent,0 days 00:00:57.000000000,You have to read kind of slowly so that you can understand what you're reading.,1710,57.0,2019-05-18 11:07:51,
11,child,0 days 00:00:57.000000000,I've read it before.,1710,57.0,2019-05-18 11:07:51,
12,parent,0 days 00:00:58.000000000,Yeah that doesn't mean [crosstalk 00:00:58]. Doesn't mean you should still rush it. Let's enjoy it.,1740,58.0,2019-05-18 11:07:52,
13,child,0 days 00:00:58.000000000,Yes.,1740,58.0,2019-05-18 11:07:52,
14,parent & child,0 days 00:00:58.000000000,The sun did not shine. It was too wet to play. So we sat in the house ...,1740,58.0,2019-05-18 11:07:52,
15,child,0 days 00:00:58.000000000,And that ...,1740,58.0,2019-05-18 11:07:52,
16,parent & child,0 days 00:00:58.000000000,All that ...,1740,58.0,2019-05-18 11:07:52,
17,child,0 days 00:00:58.000000000,All that ...,1740,58.0,2019-05-18 11:07:52,
18,parent & child,0 days 00:00:59.000000000,"All that cold, cold wet day. I sat there with Sally. We sat there, we two, and I said ""How I wish we had something to do"". Too wet to go out and too cold to play ball so we sat in the house. We did nothing at all.",1770,59.0,2019-05-18 11:07:53,
19,child,0 days 00:01:36.000000000,They can play in the house. [inaudible 00:01:36] not dangerous.,2880,96.0,2019-05-18 11:08:30,
20,parent & child,0 days 00:01:37.000000000,So all we could do was to sit. Sit. Sit. Sit. And we did not like it. Not one little bit.,2910,97.0,2019-05-18 11:08:31,
21,parent,0 days 00:01:50.000000000,So I guess that's in the house.,3300,110.0,2019-05-18 11:08:44,
22,parent & child,0 days 00:01:52.000000000,Bump. And then something went bump. How that bump make us jump.,3360,112.0,2019-05-18 11:08:46,
23,child,0 days 00:02:01.000000000,Jump off that. Yeah.,3630,121.0,2019-05-18 11:08:55,
24,parent,0 days 00:02:03.000000000,"Yeah, that's all right.",3690,123.0,2019-05-18 11:08:57,
25,parent & child,0 days 00:02:05.000000000,"We looked then we saw him set on the mat. We looked and we saw him, the Cat in the Hat.",3750,125.0,2019-05-18 11:08:59,
26,child,0 days 00:02:14.000000000,(Coughing),4020,134.0,2019-05-18 11:09:08,
27,parent,0 days 00:02:15.000000000,"Look at that cat, he was wearing the hat.",4050,135.0,2019-05-18 11:09:09,
28,parent & child,0 days 00:02:18.000000000,"And he said to us, ""why do sit there like that?""",4140,138.0,2019-05-18 11:09:12,
29,parent,0 days 00:02:24.000000000,"""I know it is wet, and the sun is not sunny."" How can you say the sun is not sunny? ""But we can have lots of good fun that is funny. I know some good games we could play,"" said the cat. ""I know some new tricks,""",4320,144.0,2019-05-18 11:09:18, How can you say the sun is not sunny
30,parent & child,0 days 00:02:47.000000000,"Said the Cat in the Hat. ""A lot of good tricks, I will show them to you. Your mother will not mind at all if I do it."" Then Sally and I did not know what to say. Our mother was out of the house for the day. But our fish said ""no, no. Make that cat go away. Tell that Cat in the Hat you do not want to play. You should not be here, you should not be about, you should not be here when your mother is out.""",5010,167.0,2019-05-18 11:09:41,
31,child,0 days 00:03:30.000000000,(sneezes),6300,210.0,2019-05-18 11:10:24,
32,parent,0 days 00:03:34.000000000,Bless you.,6420,214.0,2019-05-18 11:10:28,
33,parent & child,0 days 00:03:35.000000000,"""Now, Now. Have no fear. Have no fear,"" said the cat. ""My tricks are not bad,"" said the cat in the hat. ""Why, we can have some good fun if you wish, with a game I call up, up, up with the fish.""",6450,215.0,2019-05-18 11:10:29,
34,parent,0 days 00:03:57.000000000,(laughter) Why is he trying to do?,7110,237.0,2019-05-18 11:10:51,(laughter) Why is he trying to do
35,parent & child,0 days 00:04:03.000000000,"""Put me down,"" said the fish. ""This is no fun at all. Put me down,"" said the fish. ""I do not wish to fall.""",7290,243.0,2019-05-18 11:10:57,
36,parent & child,0 days 00:04:15.000000000,"""Have no fear,"" said the cat. ""I will not let you fall. I will hold you up high as I stand on a ball.""",7650,255.0,2019-05-18 11:11:09,
37,parent,0 days 00:04:26.000000000,Look at he's standing on the ball. Can you stand on a ball?,7980,266.0,2019-05-18 11:11:20, Can you stand on a ball
38,child,0 days 00:04:29.000000000,With the ball? No.,8070,269.0,2019-05-18 11:11:23,With the ball
39,parent,0 days 00:04:31.000000000,"""With a book on one hand, and a cup on my hat, but that is not all I can do,"" said the cat. ""Look at me, look at me now,"" said the cat. ""With a cup and a cake on top of my hat. I can hold up two books, I can hold up the fish.""",8130,271.0,2019-05-18 11:11:25,
40,parent,0 days 00:04:57.000000000,"Wow. That's a lot, that's that book magic.",8910,297.0,2019-05-18 11:11:51,
41,parent & child,0 days 00:05:03.000000000,"""And a little toy ship, and some milk on a dish, and look! I can hop up and down on the ball, but that's not all. Oh no, that's not all."" (laughter)",9090,303.0,2019-05-18 11:11:57,
42,child,0 days 00:05:22.000000000,The fish is getting [inaudible 00:05:22],9660,322.0,2019-05-18 11:12:16,
43,parent,0 days 00:05:23.000000000,"You think so? ""Look at me. Look at me. Look at me now. It's fun to have fun, but you have to know how.""",9690,323.0,2019-05-18 11:12:17,You think so
44,parent & child,0 days 00:05:33.000000000,"""I can hold up the cup, and the milk and the cake. I can hold up these books and the fish on a rake. I can hold the to ship, and the little toy man, and look, with my tail, I can hold a red fan. I can fan with the fan as I hop on the ball, but that's not all! Oh, no! That's not all.""",9990,333.0,2019-05-18 11:12:27,
45,parent,0 days 00:06:02.000000000,[inaudible 00:06:02] he's going to do?,10860,362.0,2019-05-18 11:12:56,[inaudible 00:06:02] he's going to do
46,child,0 days 00:06:02.000000000,Let's hold on,10860,362.0,2019-05-18 11:12:56,
47,parent,0 days 00:06:05.000000000,"Let's see. That's what the cat said, then he fell on his head. Wow. He came down with a bump, from up there on the ball, as Sally and I we saw all the things fall. And our fish came down too.",10950,365.0,2019-05-18 11:12:59,
48,parent & child,0 days 00:06:29.000000000,"He fell into a pot. He said ""do I like this? Oh no I do not. This is not a good game,"" said our fish as he lit. ""No I do not like it, not one little bit.""",11670,389.0,2019-05-18 11:13:23,
49,parent,0 days 00:06:49.000000000,"""Now look at what you did?"" Said the fish to the cat. ""Now look at this house. Look at this! Look at that! You sank our toy ship, sank it deep in the cake. You shook up our house and you bent our toy rake. You should not be here when our mother is not. You get out of this house!"" Said the fish",12270,409.0,2019-05-18 11:13:43,
50,parent & child,0 days 00:07:19.000000000,in the pot.,13170,439.0,2019-05-18 11:14:13,
51,parent & child,0 days 00:07:23.000000000,"""But I like to be here. Oh I like it a lot!"" Said the Cat in the Hat to the fish in the pot. ""I will not go away. I do not wish to go. And so,"" said the Cat in the Hat, ""so, so, so, I will show you another game that I know.""",13287,442.9,2019-05-18 11:14:17,
52,parent,0 days 00:07:48.000000000,I think is not a game,14040,468.0,2019-05-18 11:14:42,
53,parent & child,0 days 00:07:59.000000000,And then he ran out.,14370,479.0,2019-05-18 11:14:53,
54,child,0 days 00:08:00.000000000,Thing One and Thing Two.,14400,480.0,2019-05-18 11:14:54,
55,parent,0 days 00:08:01.000000000,What's that?,14430,481.0,2019-05-18 11:14:55,What's that
56,child,0 days 00:08:01.000000000,"Yes. Thing One and Thing Two. And then, fast as a fox, the cat in the hat came back with",14430,481.0,2019-05-18 11:14:55,
57,parent & child,0 days 00:08:05.000000000,A box,14550,485.0,2019-05-18 11:14:59,
58,child,0 days 00:08:11.000000000,"A big red wood box, it was shut with a hook. Now look at this trick,"" said the cat, ""take a look."" See?",14730,491.0,2019-05-18 11:15:05,""" See"
59,parent,0 days 00:08:27.000000000,Then -,15210,507.0,2019-05-18 11:15:21,
60,child,0 days 00:08:27.000000000,"He got up on top with a tip of his hat. ""I call this game 'fun in a box',"" said the cat. ""In this box are two things, I will show you to now.",15210,507.0,2019-05-18 11:15:21,
61,parent,0 days 00:08:44.000000000,"""I will show to you now.""",15720,524.0,2019-05-18 11:15:38,
62,child,0 days 00:08:45.000000000,"""I will show to you now. You will like these two Things,"" said the cat with a bow. See? Thing One, Thing Two. ""I will pick up the hook, you will see something new. Two Things. And I call them Thing One and Thing Two. These Things will not bite you, they want to have fun.""",15750,525.0,2019-05-18 11:15:39, See
63,parent,0 days 00:09:17.000000000,"Then, out of the box",16710,557.0,2019-05-18 11:16:11,
64,parent & child,0 days 00:09:19.000000000,"Out of the box came Thing Two and Thing One. And they ran to us fast. They said, ""how do you do? Would you like to shake hands with Thing One and Thing Two?"" And Sally and I did not know what to do. So we had to shake hands with Thing One and Thing Two.",16770,559.0,2019-05-18 11:16:13,
65,parent & child,0 days 00:09:45.000000000,"We shook their two hands but out fish said, ""No! No! Those Things should not be in this house! Make them go! They should not be here when your mother is not! Put them out! Put them out!"" Said the fish in the pot.",17550,585.0,2019-05-18 11:16:39,
66,parent & child,0 days 00:10:08.000000000,"""Have no fear, little fish,"" said the cat in the hat. ""These Things are good Things."" And he gave them a pat",18240,608.0,2019-05-18 11:17:02,
67,child,0 days 00:10:18.000000000,(coughs),18540,618.0,2019-05-18 11:17:12,
68,parent,0 days 00:10:19.000000000,"""They are tame, oh so tame! They have come here to play. They will give you some fun on this",18570,619.0,2019-05-18 11:17:13,
