,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:01.000000000,Listen you are In recording so don't do anything.,27,0.9,2019-04-14 17:49:37,
1,child,0 days 00:00:07.000000000,It doesn't work.,210,7.0,2019-04-14 17:49:43,
2,parent,0 days 00:00:08.000000000,Yeah its recording your recording.,240,8.0,2019-04-14 17:49:44,
3,Interviewer,0 days 00:00:10.000000000,Okay you guys can start.,300,10.0,2019-04-14 17:49:46,
4,parent,0 days 00:00:14.000000000,Okay. Here. Okay Actually we are not able to turn the page. First page,420,14.0,2019-04-14 17:49:50,
5,Interviewer,0 days 00:00:26.000000000,"So, tap here-",780,26.0,2019-04-14 17:50:02,
6,parent,0 days 00:00:26.000000000,Oh at the bottom oh okay I see.,780,26.0,2019-04-14 17:50:02,
7,Interviewer,0 days 00:00:29.000000000,"If you want to go back, tap right here.",870,29.0,2019-04-14 17:50:05,
8,parent,0 days 00:00:30.000000000,Oh okay good thank you.,900,30.0,2019-04-14 17:50:06,
9,Interviewer,0 days 00:00:33.000000000,You're welcome.,990,33.0,2019-04-14 17:50:09,
10,parent,0 days 00:00:34.000000000,All right for this lets go up from here. Okay. The book name?,1020,34.0,2019-04-14 17:50:10, The book name
11,child,0 days 00:00:40.000000000,Go dog go.,1200,40.0,2019-04-14 17:50:16,
12,parent,0 days 00:00:41.000000000,Good.,1230,41.0,2019-04-14 17:50:17,
13,child,0 days 00:00:47.000000000,"Big dog, little dog, and I mean big dogs and little dogs. Black and white dogs ... hello.",1410,47.0,2019-04-14 17:50:23,
14,parent,0 days 00:01:03.000000000,Hello.,1890,63.0,2019-04-14 17:50:39,
15,child,0 days 00:01:04.000000000,Hello. Do you like my hat. I do not.,1920,64.0,2019-04-14 17:50:40,
16,parent,0 days 00:01:14.000000000,Mm-hmm (affirmative),2220,74.0,2019-04-14 17:50:50,
17,child,0 days 00:01:18.000000000,Goodbye.,2340,78.0,2019-04-14 17:50:54,
18,parent,0 days 00:01:22.000000000,Goodbye.,2460,82.0,2019-04-14 17:50:58,
19,child,0 days 00:01:23.000000000,Goodbye. In [thowt 00:01:30],2490,83.0,2019-04-14 17:50:59,
20,parent,0 days 00:01:29.000000000,So in,2670,89.0,2019-04-14 17:51:05,
21,child,0 days 00:01:29.000000000,Out,2670,89.0,2019-04-14 17:51:05,
22,parent,0 days 00:01:31.000000000,And this is out.,2730,91.0,2019-04-14 17:51:07,
23,child,0 days 00:01:31.000000000,One little dog going in. Three big dogs going out. A red dog on a blue tree. A blue dog on a red tree. A green dog on a yellow tree. Some big dogs and some little dogs.,2730,91.0,2019-04-14 17:51:07,
24,parent,0 days 00:02:03.000000000,And,3690,123.0,2019-04-14 17:51:39,
25,child,0 days 00:02:06.000000000,Going around in cars.,3780,126.0,2019-04-14 17:51:42,
26,parent,0 days 00:02:11.000000000,Good.,3930,131.0,2019-04-14 17:51:47,
27,child,0 days 00:02:13.000000000,A dog out of a car. Two big dogs going up. One little dog going down. The green dog is up. The yellow dog is down. The blue dog is in. The red dog is out. One dog up on house.,3990,133.0,2019-04-14 17:51:49,
28,parent,0 days 00:02:50.000000000,On a house,5100,170.0,2019-04-14 17:52:26,
29,child,0 days 00:02:53.000000000,"On a house. Three dogs down in the water. A green dog over a tree. A yellow dog under a tree. Two dogs in a house, on a",5190,173.0,2019-04-14 17:52:29,
30,parent,0 days 00:03:15.000000000,On a?,5850,195.0,2019-04-14 17:52:51,On a
31,child,0 days 00:03:19.000000000,"On a boat in the water. A dog over the water, a dog under the water. Hello again. Hello. Do you like my hat? I do not.",5970,199.0,2019-04-14 17:52:55, Do you like my hat
32,parent,0 days 00:03:50.000000000,I do not?,6900,230.0,2019-04-14 17:53:26,I do not
33,child,0 days 00:03:59.000000000,I get [inaudible 00:03:59],7170,239.0,2019-04-14 17:53:35,
