,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,child,0 days 00:00:00.000000000,[foreign language 00:00:00].,0,0.0,2019-03-09 12:51:10,
1,Speaker 2,0 days 00:00:01.000000000,[foreign language 00:00:01].,30,1.0,2019-03-09 12:51:11,
2,parent,0 days 00:00:02.000000000,[foreign language 00:00:02].,60,2.0,2019-03-09 12:51:12,
3,child,0 days 00:00:11.000000000,[foreign language 00:00:11].,330,11.0,2019-03-09 12:51:21,
4,parent,0 days 00:00:13.000000000,[foreign language 00:00:13].,390,13.0,2019-03-09 12:51:23,
5,Speaker 2,0 days 00:00:16.000000000,[foreign language 00:00:16].,480,16.0,2019-03-09 12:51:26,
6,child,0 days 00:00:17.000000000,[foreign language 00:00:17].,510,17.0,2019-03-09 12:51:27,
7,parent,0 days 00:00:18.000000000,[foreign language 00:00:18].,540,18.0,2019-03-09 12:51:28,
8,child,0 days 00:00:19.000000000,[foreign language 00:00:19].,570,19.0,2019-03-09 12:51:29,
9,parent,0 days 00:00:26.000000000,[foreign language 00:00:26].,780,26.0,2019-03-09 12:51:36,
10,child,0 days 00:00:28.000000000,[foreign language 00:00:28].,840,28.0,2019-03-09 12:51:38,
11,parent,0 days 00:00:28.000000000,[foreign language 00:00:28].,840,28.0,2019-03-09 12:51:38,
12,child,0 days 00:00:30.000000000,Go Dog.,900,30.0,2019-03-09 12:51:40,
13,parent,0 days 00:00:31.000000000,Go Dog [foreign language 00:00:31].,930,31.0,2019-03-09 12:51:41,
14,Speaker 4,0 days 00:00:31.000000000,"Ow, ow, ow.",930,31.0,2019-03-09 12:51:41,
15,parent,0 days 00:00:35.000000000,[foreign language 00:00:35].,1050,35.0,2019-03-09 12:51:45,
16,Speaker 4,0 days 00:00:36.000000000,"Mommy, [foreign language 00:00:38].",1080,36.0,2019-03-09 12:51:46,
17,parent,0 days 00:00:49.000000000,[foreign language 00:00:49].,1470,49.0,2019-03-09 12:51:59,
18,child,0 days 00:00:49.000000000,Go Dog.,1470,49.0,2019-03-09 12:51:59,
19,Speaker 5,0 days 00:00:57.000000000,We're going to take this one off because it doesn't work.,1710,57.0,2019-03-09 12:52:07,
20,parent,0 days 00:00:59.000000000,Okay.,1770,59.0,2019-03-09 12:52:09,
21,Speaker 5,0 days 00:01:01.000000000,"Maybe because she's very small. Okay, for the story reading activity, you can select different types of story. Once, when you select one, if you want to go to next page, you just click the corner. If you want to go to previous page, click the corner. If you want to go to bookshelf, there will be two buttons and you pick one of the buttons. If you want to go to the first page of the story, just click the one, the next one.",1830,61.0,2019-03-09 12:52:11,
22,parent,0 days 00:01:30.000000000,Okay.,2700,90.0,2019-03-09 12:52:40,
