,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,child,0 days 00:00:00.000000000,I broke my arm.,0,0.0,2019-04-23 16:22:21,
1,parent,0 days 00:00:05.000000000,Yeah.,150,5.0,2019-04-23 16:22:25,
2,child,0 days 00:00:05.000000000,"I was rolling because that is how we get power in our game, and there was something light on in my heel, and it got on it.",150,5.0,2019-04-23 16:22:25,
3,parent,0 days 00:00:17.000000000,Really?,510,17.0,2019-04-23 16:22:37,Really
4,child,0 days 00:00:18.000000000,Yeah. I'm guessing it was gum or something and nothing was stained.,540,18.0,2019-04-23 16:22:38,
5,parent,0 days 00:00:31.000000000,Listening to Jammy-,930,31.0,2019-04-23 16:22:51,
6,child,0 days 00:00:32.000000000,"Tammy, it was Tammy! [crosstalk 00:00:34]",960,32.0,2019-04-23 16:22:52,
7,parent,0 days 00:00:34.000000000,"Okay, what's the name of the story we're reading tonight? Do you remember or should I... Today, what story are we starting today?",1020,34.0,2019-04-23 16:22:54,"Okay, what's the name of the story we're reading tonight::: Today, what story are we starting today"
8,child,0 days 00:00:42.000000000,Horton.,1260,42.0,2019-04-23 16:23:02,
9,parent,0 days 00:00:43.000000000,Horton? Why are we picking Horton?,1290,43.0,2019-04-23 16:23:03,Horton::: Why are we picking Horton
10,child,0 days 00:00:45.000000000,Because I like Horton.,1350,45.0,2019-04-23 16:23:05,
11,parent,0 days 00:00:47.000000000,"Okay, so... Wait, is this the first page? No, really?",1410,47.0,2019-04-23 16:23:07," Wait, is this the first page::: No, really"
12,child,0 days 00:00:52.000000000,Yes.,1560,52.0,2019-04-23 16:23:12,
13,parent,0 days 00:00:53.000000000,"Okay. Sighed Mayzie, a lazy bird hatching her egg: “I'm tired, and I'm bored, and I have kinks in my legs from sitting, just sitting here day after day. It's work! How I hate it. How much- I'd much rather play. I'd take a vacation, fly off for a rest, if I could find someone to stay on my nest. If I could find someone, I'd fly away free.”",1590,53.0,2019-04-23 16:23:13,
14,parent,0 days 00:01:18.000000000,"Then Horton the elephant passed by her. “Hello,” called the lazy bird, smiling her best, “I've nothing to do, and I do need a rest. Would you like to sit on the egg in my nest?”",2340,78.0,2019-04-23 16:23:38, Would you like to sit on the egg in my nest
15,child,0 days 00:01:28.000000000,"... Yeah, fine.",2640,88.0,2019-04-23 16:23:48,
