,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,Speaker 1,0 days 00:00:00.000000000,"Pats, pets, pet the tree.",0,0.0,2019-04-28 14:18:01,
1,child,0 days 00:00:01.000000000,Swipe the right?,30,1.0,2019-04-28 14:18:02,Swipe the right
2,parent,0 days 00:00:01.000000000,Yeah.,30,1.0,2019-04-28 14:18:02,
3,child,0 days 00:00:01.000000000,It goes right. In the Treehouse-,30,1.0,2019-04-28 14:18:02,
4,parent,0 days 00:00:01.000000000,Mm-hmm (affirmative).,30,1.0,2019-04-28 14:18:02,
5,Speaker 4,0 days 00:00:01.000000000,"Okay, you can start now.",30,1.0,2019-04-28 14:18:02,
6,parent,0 days 00:00:01.000000000,"Okay, Cloudy with a Chance of Meatballs.",30,1.0,2019-04-28 14:18:02,
7,Speaker 1,0 days 00:00:01.000000000,And then the concrete.,30,1.0,2019-04-28 14:18:02,
8,parent,0 days 00:00:01.000000000,What's that say?,30,1.0,2019-04-28 14:18:02,What's that say
9,child,0 days 00:00:01.000000000,Barrett.,30,1.0,2019-04-28 14:18:02,
10,parent,0 days 00:00:01.000000000,Yeah. You want to read it?,30,1.0,2019-04-28 14:18:02, You want to read it
11,child,0 days 00:00:17.000000000,Yeah.,510,17.0,2019-04-28 14:18:18,
12,parent,0 days 00:00:17.000000000,"Okay, come on. You can read it.",510,17.0,2019-04-28 14:18:18,
13,child,0 days 00:00:17.000000000,We-,510,17.0,2019-04-28 14:18:18,
14,parent,0 days 00:00:17.000000000,"Yeah, read it louder.",510,17.0,2019-04-28 14:18:18,
15,child,0 days 00:00:17.000000000,We were all sitting around the big kitchen table.,510,17.0,2019-04-28 14:18:18,
16,parent,0 days 00:00:17.000000000,Mm-hmm (affirmative).,510,17.0,2019-04-28 14:18:18,
17,child,0 days 00:00:17.000000000,It was Saturday morning. Pancake morn-,510,17.0,2019-04-28 14:18:18,
18,parent,0 days 00:00:22.000000000,"Okay, a little louder sweetie.",660,22.0,2019-04-28 14:18:23,
19,child,0 days 00:00:34.000000000,Mom was squeezing oranges for juice.,1020,34.0,2019-04-28 14:18:35,
20,parent,0 days 00:00:39.000000000,Mm-hmm (affirmative).,1170,39.0,2019-04-28 14:18:40,
21,child,0 days 00:00:40.000000000,"Henry and I were betting on how many pancakes we each could eat, and Grandpa was doing flipping.",1200,40.0,2019-04-28 14:18:41,
22,parent,0 days 00:00:51.000000000,Mm-hmm (affirmative),1530,51.0,2019-04-28 14:18:52,
23,child,0 days 00:00:56.000000000,"Second later, something flew through the air and headed towards the kitchen ceiling.",1680,56.0,2019-04-28 14:18:57,
24,parent,0 days 00:01:05.000000000,Mm-hmm (affirmative).,1950,65.0,2019-04-28 14:19:06,
25,child,0 days 00:01:08.000000000,After-,2040,68.0,2019-04-28 14:19:09,
26,parent,0 days 00:01:08.000000000,Uh-uh (negative).,2040,68.0,2019-04-28 14:19:09,
27,child,0 days 00:01:11.000000000,And landed right on Henry.,2130,71.0,2019-04-28 14:19:12,
28,parent,0 days 00:01:12.000000000,Mm-hmm (affirmative).,2160,72.0,2019-04-28 14:19:13,
29,child,0 days 00:01:13.000000000,That's silly. After we realized that the pancake-,2190,73.0,2019-04-28 14:19:14,
30,parent,0 days 00:01:18.000000000,"Uh-uh (negative), after we realized that the-",2340,78.0,2019-04-28 14:19:19,
31,child,0 days 00:01:21.000000000,Flying object was only a pancake we laughed.,2430,81.0,2019-04-28 14:19:22,
32,parent,0 days 00:01:25.000000000,We all laughed.,2550,85.0,2019-04-28 14:19:26,
33,child,0 days 00:01:27.000000000,"We all laughed, even Grandpa. Breakfast continued quite-",2610,87.0,2019-04-28 14:19:28,
34,parent,0 days 00:01:30.000000000,Uneventfully.,2700,90.0,2019-04-28 14:19:31,
35,child,0 days 00:01:30.000000000,"Uneventfully. All the other pancakes landed in the pan, and all of them were eaten, even the one that landed on Henry.",2700,90.0,2019-04-28 14:19:31,
36,parent,0 days 00:01:46.000000000,"Yeah, okay. Can you speak louder sweetie? Louder.",3180,106.0,2019-04-28 14:19:47, Can you speak louder sweetie
37,child,0 days 00:01:52.000000000,Um-,3360,112.0,2019-04-28 14:19:53,
38,parent,0 days 00:01:54.000000000,So that Elana can hear you.,3420,114.0,2019-04-28 14:19:55,
39,child,0 days 00:01:57.000000000,Touched off-,3510,117.0,2019-04-28 14:19:58,
40,parent,0 days 00:01:58.000000000,"Okay, come on. That night-",3540,118.0,2019-04-28 14:19:59,
41,child,0 days 00:02:00.000000000,"That night, touched off by the pancake incident at the breakfast, Grandpa told us that the best tall- tale, bedtime story he'd ever told. Across an ocean, over lots of huge bumpy mountains and-",3600,120.0,2019-04-28 14:20:01,
42,parent,0 days 00:02:32.000000000,"Uh, mountains.",4560,152.0,2019-04-28 14:20:33,
43,child,0 days 00:02:33.000000000,"Across the three hot deserts, and one small ocean, there lay the tiny town of-",4590,153.0,2019-04-28 14:20:34,
44,parent,0 days 00:02:46.000000000,Chewandswallow.,4980,166.0,2019-04-28 14:20:47,
45,child,0 days 00:02:49.000000000,Chewandswallow. What?,5070,169.0,2019-04-28 14:20:50, What
46,parent,0 days 00:02:50.000000000,"Is that weird? Look at that. It's like mountains, and the ocean, and land. A tiny town of Chewandswallow. Okay, over here. In- Uh, nope.",5100,170.0,2019-04-28 14:20:51,Is that weird
47,child,0 days 00:03:17.000000000,"In most ways, it was very much like any other tiny town. Um-",5910,197.0,2019-04-28 14:21:18,
48,parent,0 days 00:03:28.000000000,It.,6240,208.0,2019-04-28 14:21:29,
49,child,0 days 00:03:28.000000000,It.,6240,208.0,2019-04-28 14:21:29,
50,parent,0 days 00:03:30.000000000,Had.,6300,210.0,2019-04-28 14:21:31,
