,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,Speaker 1,0 days 00:00:00.000000000,Is it this one? Right now it doesn't respond. I guess it's frozen. So maybe we can just take it off.,6,0.2,2019-03-08 18:41:42,Is it this one
1,parent,0 days 00:00:14.000000000,"Yeah, that's fine.",420,14.0,2019-03-08 18:41:56,
2,Speaker 1,0 days 00:00:16.000000000,Can I take it off?,483,16.1,2019-03-08 18:41:58,Can I take it off
3,child,0 days 00:00:20.000000000,Hello? Nobody's in there.,600,20.0,2019-03-08 18:42:02,Hello
4,Speaker 1,0 days 00:00:23.000000000,So now ...,690,23.0,2019-03-08 18:42:05,
5,child,0 days 00:00:24.000000000,Speaker phone's not on.,720,24.0,2019-03-08 18:42:06,
6,Speaker 1,0 days 00:00:25.000000000,... we're reading stories together. So there were two types of stories.,750,25.0,2019-03-08 18:42:07,
7,child,0 days 00:00:27.000000000,So we're going to take that tablet home with us?,807,26.9,2019-03-08 18:42:09,So we're going to take that tablet home with us
8,Speaker 1,0 days 00:00:27.000000000,"Mm-hmm (affirmative). So there are two types types of story, long story and short story.",807,26.9,2019-03-08 18:42:09,
9,child,0 days 00:00:35.000000000,I want a long story.,1050,35.0,2019-03-08 18:42:17,
10,Speaker 1,0 days 00:00:37.000000000,"Oh, okay. Long stories often last from five minutes to 10 minutes, and then once when you click, you can choose any stories you want. I will just to show you, you can swipe. Or for long story, they were just a five stories, but for short story.",1110,37.0,2019-03-08 18:42:19,
11,child,0 days 00:00:51.000000000,[inaudible 00:00:53].,1521,50.7,2019-03-08 18:42:33,
12,parent,0 days 00:00:51.000000000,"Oh yeah, you like [crosstalk 00:00:55]. We read that all the time.",1521,50.7,2019-03-08 18:42:33,
13,Speaker 1,0 days 00:00:52.000000000,"So if you want to go to next page, just touch here. Touch the corner. If you want to go to previous page, touch the corner. Bookshelf and first page. Want to start?",1560,52.0,2019-03-08 18:42:34, Want to start
14,parent,0 days 00:01:04.000000000,"Okay, can I read? Oppsie. Do you want to pick a different book or read Frog and Toad Are Friends?",1920,64.0,2019-03-08 18:42:46,"Okay, can I read::: Do you want to pick a different book or read Frog and Toad Are Friends"
15,child,0 days 00:01:09.000000000,Frog and Toad Are Friends.,2067,68.9,2019-03-08 18:42:51,
16,parent,0 days 00:01:09.000000000,Okay.,2067,68.9,2019-03-08 18:42:51,
17,child,0 days 00:01:12.000000000,Okay. What are we doing?,2160,72.0,2019-03-08 18:42:54, What are we doing
18,parent,0 days 00:01:13.000000000,"Okay, so now we just listen to the story together. You know this book, right? Spring. Frog ran up the path to Toad's house. He knocked on the front door. There was no answer. ""Toad, Toad,"" shouted Frog.",2190,73.0,2019-03-08 18:42:55," You know this book, right"
19,child,0 days 00:01:28.000000000,"Wake up. It's summer. The ice, the snow is melting. Wake up.",2640,88.0,2019-03-08 18:43:10,
20,parent,0 days 00:01:33.000000000,"""Blah,"" said a voice from inside the house.",2790,93.0,2019-03-08 18:43:15,
21,child,0 days 00:01:35.000000000,"""I am not here,"" said Toad.",2850,95.0,2019-03-08 18:43:17,
22,parent,0 days 00:01:40.000000000,"The sun is shining, the snow is melting.",3000,100.0,2019-03-08 18:43:22,
23,child,0 days 00:01:44.000000000,"""Please wake up. We can have so much fun.""",3120,104.0,2019-03-08 18:43:26,
24,parent,0 days 00:01:48.000000000,"""I'm not here,"" said the voice.",3252,108.4,2019-03-08 18:43:31,
25,child,0 days 00:01:52.000000000,"But Toad. But everything was dark. Nothing, no lights was shut.",3360,112.0,2019-03-08 18:43:34,
26,parent,0 days 00:02:02.000000000,Let's not touch that. Frog walked into the house. It was dark. All the shutters were closed.,3666,122.2,2019-03-08 18:43:44,
27,child,0 days 00:02:08.000000000,The windows were shut.,3843,128.1,2019-03-08 18:43:50,
28,parent,0 days 00:02:10.000000000,"""Toad, where are you?""",3900,130.0,2019-03-08 18:43:52,
29,child,0 days 00:02:13.000000000,"I'm right over here in my bed.""",3987,132.9,2019-03-08 18:43:55,
30,parent,0 days 00:02:16.000000000,"And he also said, ""Go away,"" said the voice in the corner of the room. Toad was [crosstalk 00:02:23].",4077,135.9,2019-03-08 18:43:58,
31,child,0 days 00:02:21.000000000,"And he pulled the blankets over his head. ""But Frog, but Toad, we can look at the stars and have so much fun."" ""Listen Frog, how much have I been asleep?"" ""Since June.""",4212,140.4,2019-03-08 18:44:03,
32,parent,0 days 00:02:38.000000000,Frog push Toad out of bed.,4740,158.0,2019-03-08 18:44:20,
33,child,0 days 00:02:40.000000000,Out of bed.,4800,160.0,2019-03-08 18:44:22,
34,parent,0 days 00:02:41.000000000,He pushed him out of the house and onto the front porch.,4830,161.0,2019-03-08 18:44:23,
35,child,0 days 00:02:44.000000000,"""Look, I cannot see. I need to go back to bed.""",4929,164.3,2019-03-08 18:44:27,
36,parent,0 days 00:02:50.000000000,"""What you see is the clear warm light of April. It means we can begin a whole new year together,"" said Toad. ""Think of it,"" said Frog. ""We will skip through the meadows and run through the woods and swim in the river, and in the evenings we will sit right here on the front porch and count the stars."" ""You can count them, Frog,"" said Toad. ""I will be too tired. I'm going back to bed."" You want to press the page? Toad went back into the house. Oh, did you want to skip that page?",5106,170.2,2019-03-08 18:44:32,"  You want to press the page::: Oh, did you want to skip that page"
37,child,0 days 00:03:25.000000000,I accidentally did that.,6147,204.9,2019-03-08 18:45:07,
38,parent,0 days 00:03:29.000000000,"Okay, go back. Toad went back into the house. He got into the bed. Yeah? Skip it? ""You have been asleep since November,"" said Frog.",6270,209.0,2019-03-08 18:45:11, Yeah::: Skip it
39,child,0 days 00:03:37.000000000,"""Listen, wake me up in March. Then I'll look at the stars with you.""",6510,217.0,2019-03-08 18:45:19,
40,parent,0 days 00:03:47.000000000,"""Good night, Frog.""",6807,226.9,2019-03-08 18:45:29,
41,child,0 days 00:03:50.000000000,"He pulled off the January page. He pulled off the May page. He pulled off the July page. Wait, he pulled off the June. He pulled up the February page. He pulled off the March page. He pulled off the April page. He pulled off the May. He pulled off the June. He pulled off the July. He pulled off August. He pulled off September. He pulled off the October and he pulled off November.",6906,230.2,2019-03-08 18:45:32,
42,parent,0 days 00:04:18.000000000,That's right.,7737,257.9,2019-03-08 18:46:00,
43,child,0 days 00:04:19.000000000,And December.,7770,259.0,2019-03-08 18:46:01,
44,parent,0 days 00:04:22.000000000,"Then Frog ran back to Todd's bed. ""Toad, Toad, wake up. It's May now.""",7860,262.0,2019-03-08 18:46:04,
45,child,0 days 00:04:26.000000000,It's May now.,7980,266.0,2019-03-08 18:46:08,
46,parent,0 days 00:04:27.000000000,"""What?"" said Toad. ""How can it be May so soon? Look at the calendar.",7998,266.6,2019-03-08 18:46:09," ""How can it be May so soon"
47,child,0 days 00:04:32.000000000,Loot it. Look it.,8160,272.0,2019-03-08 18:46:14,
48,parent,0 days 00:04:33.000000000,Toad looked at the calendar.,8190,273.0,2019-03-08 18:46:15,
49,child,0 days 00:04:35.000000000,"""Why it is May,"" said Froggie.",8256,275.2,2019-03-08 18:46:17,
50,parent,0 days 00:04:39.000000000,The May page was on top.,8367,278.9,2019-03-08 18:46:21,
51,child,0 days 00:04:40.000000000,Froggie.,8403,280.1,2019-03-08 18:46:22,
52,parent,0 days 00:04:41.000000000,"""Why it is May,"" said Toad. He climbed out of the bed and he and Frog ran outside to see how the world was looking in the spring. You want to read this story?",8430,281.0,2019-03-08 18:46:23, You want to read this story
53,child,0 days 00:04:52.000000000,No.,8760,292.0,2019-03-08 18:46:34,
54,parent,0 days 00:04:55.000000000,No? Skipping that one?,8850,295.0,2019-03-08 18:46:37,No::: Skipping that one
55,child,0 days 00:05:03.000000000,I want to go to a different one.,9090,303.0,2019-03-08 18:46:45,
56,parent,0 days 00:05:05.000000000,"A different book? Okay. The Snowy Day, Horton Hatches The Egg, Little Engine That Could. Okay. Do you want to move the pages? Okay. Chug, chug, chug. Puff, puff, puff.",9177,305.9,2019-03-08 18:46:48,A different book::: Do you want to move the pages
57,child,0 days 00:05:21.000000000,"Wait, wait, wait. I want to go back to-",9627,320.9,2019-03-08 18:47:03,
58,parent,0 days 00:05:21.000000000,You're going back? The Little House. Okay. This is called Horton Hatches An Egg.,9627,320.9,2019-03-08 18:47:03,You're going back
59,child,0 days 00:05:30.000000000,Who's Horton [inaudible 00:05:36]?,9906,330.2,2019-03-08 18:47:12,Who's Horton [inaudible 00:05:36]
60,parent,0 days 00:05:34.000000000,"Beside Maisie, a lazy bird hatching an egg. ""I'm tired and I'm bored and I've got kinks in my legs from sitting, just sitting here all day after day. It's work. How I hate it. I'd much rather play. I'd take a vacation. I'd fly off for a rest if I could find someone to stay on my nest. If I could find someone I'd fly away free."" Then Horton the elephant passed by her tree. ""Hello,"" called the lazy bird smiling her best. ""You've nothing to do and I do need a rest. Would you like to sit on my egg in the nest?"" Maybe stop [inaudible 00:00:06:14]. The elephant laughed. ""Why, of all silly things. I haven't feathers and I haven't wings. Me on your egg? Oh, you're done with that book? You don't want to see what happens to the egg? Snowy Day.",10020,334.0,2019-03-08 18:47:16," Me on your egg::: Oh, you're done with that book::: You don't want to see what happens to the egg"
61,parent,0 days 00:06:33.000000000,"One winter morning, Peter woke up and looked out the window. Snow had fallen during the night. It covered everything as far as he could see. Page. After breakfast he put on his snow suit and ran outside. The snow was piled up very high along the street to make a path for walking. Page. Crunch, crunch, crunch. His feet sank into the snow. He walked with his toes pointing out like this. He walked with his toes pointing in like that. Then he dragged his feet slowly to make tracks and he found something sticking out of the snow that made a new track.",11748,391.6,2019-03-08 18:48:14,
62,parent,0 days 00:07:21.000000000,"It was a stick and that stick was just right for smacking snow out of a tree. Down fell the snow, plop on top of Peter's head. He thought it would be fun to join the big boys in a snowball fight, so he made a smiling snowman and he made angels. He pretended he was a mountain climber. He climbed up to a great big tall heaping pile of snow and slid all the way down. He picked up a handful of snow and another and still another and packed it round and firm and put the snowball in his pocket for tomorrow. Then he went to his warm house.",13230,441.0,2019-03-08 18:49:03,
63,parent,0 days 00:08:02.000000000,"What do you think's going to happen next? He told his mother all about his adventures while she took off his wet socks and he thought and he thought about them. Before you got in bed he looked in his pocket. His pocket was empty. The snowball wasn't there. He felt very sad. While he slept he dreamed that the sun had melted all the snow away, but when he woke up, his dream was gone. The snow was still everywhere. The snow was falling. After breakfast, he called to his friend from across the hall and they went together in the deep, deep snow. That mountain got so much bigger. I think that's the end of that book.",14463,482.1,2019-03-08 18:49:44,What do you think's going to happen next
64,child,0 days 00:09:00.000000000,I want to be all done.,16203,540.1,2019-03-08 18:50:42,
65,parent,0 days 00:09:02.000000000,You're all done now?,16260,542.0,2019-03-08 18:50:44,You're all done now
66,child,0 days 00:09:03.000000000,Yeah.,16290,543.0,2019-03-08 18:50:45,
67,parent,0 days 00:09:03.000000000,"Okay, well we read a lot of books. See, there's also short stories. Oh, look it. Go Dog, Go and Oh The Places You Go. You know those ones.",16290,543.0,2019-03-08 18:50:45,
68,child,0 days 00:09:17.000000000,I want pages [inaudible 00:09:21].,16758,558.6,2019-03-08 18:51:01,
69,parent,0 days 00:09:23.000000000,Okay. Congratulations. Today is your day. You're off to great places. I didn't read the last sentence. Do you want to go ...,16890,563.0,2019-03-08 18:51:05,
70,child,0 days 00:09:32.000000000,Uh uh (negative).,17160,572.0,2019-03-08 18:51:14,
71,parent,0 days 00:09:32.000000000,"No? You have brains in your head. You have feet in your shoes. You can steer yourself any direction you choose. You're on your own. You know what you know and you are the guide who will decide where to go. Let's not chew that. You'll look up and down streets. You'll look them over with care and on some you will say, ""I don't choose to go there."" With your head full of brains and your shoes full of feet, you're too smart to go down any not so good street.",17160,572.0,2019-03-08 18:51:14,No
72,child,0 days 00:10:02.000000000,"You can go anywhere, anywhere. If you don't want, you don't want to go there? How about I won't? How about I do go somewhere else? Go with not you in [inaudible 00:10:17]. Did I do it?",18060,602.0,2019-03-08 18:51:44," If you don't want, you don't want to go there::: How about I won't::: How about I do go somewhere else::: Did I do it"
73,parent,0 days 00:10:17.000000000,Yeah. It's opener here in the wide open air.,18510,617.0,2019-03-08 18:51:59,
74,child,0 days 00:10:20.000000000,"I love to be here, but not over there. Elephants marching, marching with me. Elephants marching, four I can see. We can March together every time. Sing along to my song or rhyme. We can have zebras jump and jump. What are those?",18600,620.0,2019-03-08 18:52:02, What are those
75,parent,0 days 00:10:45.000000000,They just look like a bunch of crazy zebra lines. I think you're right. Oh the places you'll go.,19353,645.1,2019-03-08 18:52:27,
76,child,0 days 00:10:52.000000000,And you'll fly to different castles and go.,19560,652.0,2019-03-08 18:52:34,
77,parent,0 days 00:10:56.000000000,You'll join the fly fliers and fly up the heights.,19674,655.8,2019-03-08 18:52:38,
78,child,0 days 00:10:59.000000000,"Fly up the heights, so flying kites.",19770,659.0,2019-03-08 18:52:41,
79,parent,0 days 00:11:03.000000000,"You won't lag behind because you'll be in the lead, except when you don't, because sometimes you won't.",19890,663.0,2019-03-08 18:52:45,
80,child,0 days 00:11:08.000000000,And you fall into the tree. Then you're sad because you're slow and and you don't want to go into the bad slow air because ... What?,20040,668.0,2019-03-08 18:52:50, What
81,parent,0 days 00:11:27.000000000,"Then you'll come to the place where the streets are not marked. Some windows are lighted, but mostly they're dark.",20598,686.6,2019-03-08 18:53:09,
82,child,0 days 00:11:33.000000000,"Dark. Dark, dark windows, that haunted house.",20787,692.9,2019-03-08 18:53:15,
83,parent,0 days 00:11:38.000000000,And if you go in should you turn left or right?,20937,697.9,2019-03-08 18:53:20,And if you go in should you turn left or right
84,child,0 days 00:11:42.000000000,"Or should you turn straight? How about we turn this way, left and right?",21060,702.0,2019-03-08 18:53:24,"Or should you turn straight::: How about we turn this way, left and right"
85,parent,0 days 00:11:50.000000000,Down the long winding road with a neck-breaking pace.,21294,709.8,2019-03-08 18:53:32,
86,child,0 days 00:11:53.000000000,"Wow, there's so many things you can waste.",21390,713.0,2019-03-08 18:53:35,
87,parent,0 days 00:11:59.000000000,Waiting ...,21570,719.0,2019-03-08 18:53:41,
88,child,0 days 00:12:00.000000000,"Waiting for your haircut. Waiting for everybody to go to the bathroom. Waiting for a phone call. Waiting for a kite to fall. Waiting, waiting, waiting. Everybody's waiting. Waiting to go skiing when it's snowing. Waiting to go fish. Waiting to get your haircut. Waiting for the clock. Waiting, waiting, waiting. Everybody waits. Everybody waiting for that caring [inaudible 00:12:39]. Why do I have to rhyme? Trumpets, trumpets, trumpets. Everybody plays, plays trumpets. How about I say elephants march, march, march, march. Elephants march.",21600,720.0,2019-03-08 18:53:42, Why do I have to rhyme
89,parent,0 days 00:12:57.000000000,"Oh, the places you'll go. There is fun to be done. There are points to be scored. There are games to be won. There are magical things you can do with a ball. We'll make you the winningest winner of all. [inaudible 00:13:10] you'll be famous as famous can be with the whole wide world watching you on TV, except when they don't, because sometimes they won't. I'm afraid that sometimes you'll get lonely. You'll play lonely games too, games you can't win because you'll play against you. All alone whether you like it or not, alone will be something you'll be quite a lot.",23310,777.0,2019-03-08 18:54:39,
90,child,0 days 00:13:35.000000000,They look like scary monsters.,24450,815.0,2019-03-08 18:55:17,
91,parent,0 days 00:13:36.000000000,They do look like scary monsters.,24468,815.6,2019-03-08 18:55:18,
92,child,0 days 00:13:37.000000000,Monsters.,24498,816.6,2019-03-08 18:55:19,
93,parent,0 days 00:13:38.000000000,"And when you're alone, there's a very good chance you'll meet things that scare you right out of your pants. There are some things down the road between hither and yon that can scare you so much you don't want to go on on. On you will go though the weather be foul. On you will hike. You will face your problems. You'll get mixed up of course.",24549,818.3,2019-03-08 18:55:21,
94,child,0 days 00:14:03.000000000,I want to be all done.,25290,843.0,2019-03-08 18:55:45,
95,parent,0 days 00:14:04.000000000,You're all done with this book? Okay.,25320,844.0,2019-03-08 18:55:46,You're all done with this book
96,child,0 days 00:14:07.000000000,I want to be all done with stories.,25410,847.0,2019-03-08 18:55:49,
97,parent,0 days 00:14:08.000000000,Okay. You ready for the robot?,25440,848.0,2019-03-08 18:55:50, You ready for the robot
98,child,0 days 00:14:10.000000000,Yeah.,25500,850.0,2019-03-08 18:55:52,
99,parent,0 days 00:14:11.000000000,"All right, well let's ask them if we can do the robot now.",25530,851.0,2019-03-08 18:55:53,
100,Speaker 1,0 days 00:14:13.000000000,Can we maybe do one more story?,25590,853.0,2019-03-08 18:55:55,Can we maybe do one more story
101,parent,0 days 00:14:19.000000000,One more story? Do you want to pick a new one?,25770,859.0,2019-03-08 18:56:01,One more story::: Do you want to pick a new one
102,Speaker 1,0 days 00:14:21.000000000,No.,25830,861.0,2019-03-08 18:56:03,
103,parent,0 days 00:14:21.000000000,"What about Go Dog, Go? We know that one.",25830,861.0,2019-03-08 18:56:03,"What about Go Dog, Go"
104,child,0 days 00:14:23.000000000,"No, I don't want to do Go Dog.",25887,862.9,2019-03-08 18:56:05,
105,parent,0 days 00:14:24.000000000,"Harold and the Purple Crayon? One evening after thinking it over for some time, Harold decided to go for a walk in the moonlight, so he made a long straight path so he wouldn't get lost and he set off on his walk taking his big purple crayon with him. Is that a little baby going out in the middle of the night?",25920,864.0,2019-03-08 18:56:06,Harold and the Purple Crayon::: Is that a little baby going out in the middle of the night
106,child,0 days 00:14:46.000000000,Uh huh (affirmative).,26577,885.9,2019-03-08 18:56:28,
107,parent,0 days 00:14:47.000000000,"He didn't seem to be getting anywhere on the long straight path, so he left the path for a shortcut across the field and the moon went with him. Oh, that moon is following him. The shortcut led right to where Harold thought a forest should be. Didn't want to get lost in the woods so he made it a very small forest with just one tree in it. It turned out to be an apple tree. How did he climb that? The apples would be very tasty Harold thought when they got red. He would put a frightening dragon under the tree to guard the apples. Whoa. It was a terribly frightening dragon.",26610,887.0,2019-03-08 18:56:29, How did he climb that
108,parent,0 days 00:15:38.000000000,It even frightened Harold so he backed away. He got scared of the dragon that he drew. His hand holding the purple crayon shook. Suddenly he realized what was happening. What's happening to him?,28140,938.0,2019-03-08 18:57:20, What's happening to him
109,child,0 days 00:15:53.000000000,He's drawing water so he's sinking.,28572,952.4,2019-03-08 18:57:35,
110,parent,0 days 00:15:56.000000000,He's sinking in the water he drew. By then Harold was over his head in the ocean. He came up thinking fast. What did he draw?,28677,955.9,2019-03-08 18:57:38, What did he draw
111,child,0 days 00:16:08.000000000,A boat.,29040,968.0,2019-03-08 18:57:50,
112,parent,0 days 00:16:08.000000000,A boat. And in no time he was climbing aboard a trim little boat. He quickly set sail. The moon sailed along with him. After he had sailed long enough Harold made land without much trouble. He stepped ashore on the beach wondering where he was. The sandy beach reminded Harold of picnics. He thought picnics made him hungry so he laid out a nice simple picnic lunch. It was nothing but pie. What flavor pie do you think it was?,29040,968.0,2019-03-08 18:57:50, What flavor pie do you think it was
113,child,0 days 00:16:39.000000000,Apple.,29970,999.0,2019-03-08 18:58:21,
114,parent,0 days 00:16:41.000000000,Yum. But there were nine kinds of pie that Harold liked best. Could you possibly name nine kinds of pie?,30012,1000.4,2019-03-08 18:58:23, Could you possibly name nine kinds of pie
115,child,0 days 00:16:50.000000000,"Blueberry, strawberry, cherry, apple, blackberry, raspberry.",30300,1010.0,2019-03-08 18:58:32,
116,parent,0 days 00:17:01.000000000,What about chocolate pudding pie?,30630,1021.0,2019-03-08 18:58:43,What about chocolate pudding pie
