,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:02.000000000,"Oh, maybe go back to the other thing here. I think they want to keep it on the camera. This is a-",60,2.0,2019-03-08 15:40:55,
1,child,0 days 00:00:14.000000000,"Do I have to wear the hat, mom?",420,14.0,2019-03-08 15:41:07,"Do I have to wear the hat, mom"
2,parent,0 days 00:00:16.000000000,"Yeah, you have to wear the hat.",480,16.0,2019-03-08 15:41:09,
3,child,0 days 00:00:17.000000000,Why?,510,17.0,2019-03-08 15:41:10,Why
4,parent,0 days 00:00:20.000000000,Because-,600,20.0,2019-03-08 15:41:13,
5,child,0 days 00:00:21.000000000,I want to wear this one.,630,21.0,2019-03-08 15:41:14,
6,parent,0 days 00:00:22.000000000,"This one is for the kids, and this is for the grownup. They have it that way.",660,22.0,2019-03-08 15:41:15,
7,Speaker 3,0 days 00:00:26.000000000,We need to move it a little bit here.,780,26.0,2019-03-08 15:41:19,
8,parent,0 days 00:00:28.000000000,But we're not going to be doing this for that long. I'm just going to read you … I don't know what I'm going to read you.,840,28.0,2019-03-08 15:41:21,
9,child,0 days 00:00:33.000000000,You don't?,990,33.0,2019-03-08 15:41:26,You don't
10,parent,0 days 00:00:33.000000000,"No, it's all a surprise to me too.",990,33.0,2019-03-08 15:41:26,
11,Speaker 3,0 days 00:00:43.000000000,"Okay, great. Julie, can you please look at her?",1290,43.0,2019-03-08 15:41:36," Julie, can you please look at her"
12,parent,0 days 00:00:48.000000000,Yes.,1440,48.0,2019-03-08 15:41:41,
13,Speaker 3,0 days 00:00:59.000000000,Can I just move it a little bit?,1770,59.0,2019-03-08 15:41:52,Can I just move it a little bit
14,parent,0 days 00:01:01.000000000,"Yeah, of course. Sorry.",1830,61.0,2019-03-08 15:41:54,
15,Speaker 3,0 days 00:01:05.000000000,"Okay, so now the view is … Can you look at your mom? Great, looks awesome.",1950,65.0,2019-03-08 15:41:58,"Okay, so now the view is … Can you look at your mom"
16,parent,0 days 00:01:12.000000000,"It doesn't matter that hers says parent? No, it doesn't matter. No.",2160,72.0,2019-03-08 15:42:05,It doesn't matter that hers says parent
17,Speaker 3,0 days 00:01:18.000000000,"That's fine, that's fine.",2340,78.0,2019-03-08 15:42:11,
18,parent,0 days 00:01:20.000000000,You switched it up.,2397,79.9,2019-03-08 15:42:13,
19,Speaker 3,0 days 00:01:20.000000000,Yeah.,2397,79.9,2019-03-08 15:42:13,
20,parent,0 days 00:01:20.000000000,"It's fine. Okay, good.",2397,79.9,2019-03-08 15:42:13,
21,child,0 days 00:01:20.000000000,I want to put on this one.,2397,79.9,2019-03-08 15:42:13,
22,parent,0 days 00:01:22.000000000,"No, it's okay we're good. We're good.",2460,82.0,2019-03-08 15:42:15,
23,Speaker 3,0 days 00:01:25.000000000,Can you maybe move it a little bit higher?,2529,84.3,2019-03-08 15:42:17,Can you maybe move it a little bit higher
24,parent,0 days 00:01:27.000000000,Higher?,2640,88.0,2019-03-08 15:42:21,Higher
25,Speaker 3,0 days 00:01:28.000000000,"Yeah, just a little bit higher.",2640,88.0,2019-03-08 15:42:21,
26,parent,0 days 00:01:29.000000000,Yeah.,2670,89.0,2019-03-08 15:42:22,
27,Speaker 3,0 days 00:01:29.000000000,"Okay, thank you very much, because we are also looking at your facial expression using these cameras.",2670,89.0,2019-03-08 15:42:22,
28,parent,0 days 00:01:35.000000000,"Okay, great.",2856,95.2,2019-03-08 15:42:28,
29,Speaker 3,0 days 00:01:36.000000000,Thank you.,2880,96.0,2019-03-08 15:42:29,
30,parent,0 days 00:01:37.000000000,No problem.,2910,97.0,2019-03-08 15:42:30,
31,Speaker 3,0 days 00:01:39.000000000,Now we are going to read stories together.,2943,98.1,2019-03-08 15:42:31,
32,parent,0 days 00:01:42.000000000,What are we going to read?,3060,102.0,2019-03-08 15:42:35,What are we going to read
33,Speaker 3,0 days 00:01:44.000000000,"Do you like story reading? There are two types of story: short story, they are about five minutes each, and for longer story, they are about from five minutes to 10 minutes each. Which one would you [crosstalk 00:01:58]-",3120,104.0,2019-03-08 15:42:37,Do you like story reading
34,parent,0 days 00:01:57.000000000,You want a short story or a long story?,3510,117.0,2019-03-08 15:42:50,You want a short story or a long story
35,child,0 days 00:01:59.000000000,Short.,3573,119.1,2019-03-08 15:42:52,
36,parent,0 days 00:01:59.000000000,A short story.,3573,119.1,2019-03-08 15:42:52,
37,Speaker 3,0 days 00:02:05.000000000,"Okay, and there are two different kinds of books. You can also swipe. Once when you choose a book, there will be two buttons. One is bookshelf. If you click bookshelf, you can go back to this page. If you click first page, you will go back to the first page of that book. If you want to click to the next page, just click here. Then if you want to go back to the previous page, just click here. Which book you want to choose?",3750,125.0,2019-03-08 15:42:58, Which book you want to choose
38,parent,0 days 00:02:30.000000000,Which book looks good to you? This one?,4500,150.0,2019-03-08 15:43:23,Which book looks good to you::: This one
39,Speaker 3,0 days 00:02:32.000000000,"Okay, great. If you want to go to next page, just click previous page.",4560,152.0,2019-03-08 15:43:25,
40,parent,0 days 00:02:40.000000000,"I see. Okay, great. This book was called Oh The Places You'll Go. Do you know this book? Oh, great.",4800,160.0,2019-03-08 15:43:33, Do you know this book
41,Speaker 3,0 days 00:02:47.000000000,"We'll read for about 20 minutes, and then you are encouraged to ask questions to your child to develop, to have a dialog with the child around the book content in the way that you are doing the story reading at home.",5010,167.0,2019-03-08 15:43:40,
42,parent,0 days 00:03:04.000000000,"Okay, great.",5520,184.0,2019-03-08 15:43:57,
43,Speaker 3,0 days 00:03:04.000000000,"Okay, thank you.",5520,184.0,2019-03-08 15:43:57,
44,parent,0 days 00:03:06.000000000,You ready [crosstalk 00:03:06]? The title is Oh The Places You'll Go.,5577,185.9,2019-03-08 15:43:59,You ready [crosstalk 00:03:06]
45,child,0 days 00:03:11.000000000,I just heard a beep.,5727,190.9,2019-03-08 15:44:04,
46,parent,0 days 00:03:14.000000000,"We might hear some beeping noises, and we just have to ignore it.",5820,194.0,2019-03-08 15:44:07,
47,child,0 days 00:03:17.000000000,Why?,5910,197.0,2019-03-08 15:44:10,Why
48,parent,0 days 00:03:18.000000000,"Because maybe the cameras make noise. What do you think? Okay, let's read the first page.",5940,198.0,2019-03-08 15:44:11, What do you think
49,child,0 days 00:03:23.000000000,This is the first page.,6093,203.1,2019-03-08 15:44:16,
50,parent,0 days 00:03:23.000000000,"This is the first page, but I'm clicking this little button and it's not moving. Do I just go like this? First page, first page. [inaudible 00:03:43] first page down. This doesn't appear to be giving me the first page. We're not able to get to the first page somehow. We appear to be-",6093,203.1,2019-03-08 15:44:16, Do I just go like this
51,Speaker 4,0 days 00:04:03.000000000,I think that might be the first page of the book.,7290,243.0,2019-03-08 15:44:56,
52,parent,0 days 00:04:05.000000000,"Oh, so then how do I turn it to the next page? Ah.",7350,245.0,2019-03-08 15:44:58,"Oh, so then how do I turn it to the next page"
53,Speaker 3,0 days 00:04:08.000000000,It's the corner.,7440,248.0,2019-03-08 15:45:01,
54,parent,0 days 00:04:10.000000000,"Didn't get that part. Okay, ready? Congratulations. Today's your day. You're off to great places. You're off and away. Do you want to press the corner to turn the page? You have brains in your head. You have feet in your shoes. You can steer yourself-",7500,250.0,2019-03-08 15:45:03," Okay, ready::: Do you want to press the corner to turn the page"
55,child,0 days 00:04:32.000000000,Do we still have to keep on our cameras?,8160,272.0,2019-03-08 15:45:25,Do we still have to keep on our cameras
56,parent,0 days 00:04:34.000000000,"Yeah, the whole time we have to keep the cameras on. You can steer yourself any direction you choose. You're on your own, and you know what you know. And you are the guy who'll decide where to go-",8220,274.0,2019-03-08 15:45:27,
57,child,0 days 00:04:48.000000000,"It hurts my head, mommy.",8640,288.0,2019-03-08 15:45:41,
58,parent,0 days 00:04:49.000000000,"It does? Well the only thing I would say about that is try to ignore it, and maybe just look at the book.",8670,289.0,2019-03-08 15:45:42,It does
59,child,0 days 00:04:58.000000000,It hurts.,8940,298.0,2019-03-08 15:45:51,
60,parent,0 days 00:04:59.000000000,It hurts your head?,8970,299.0,2019-03-08 15:45:52,It hurts your head
