,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,child,0 days 00:00:03.000000000,When are we asked to go?,90,3.0,2019-04-18 09:52:33,When are we asked to go
1,parent,0 days 00:00:08.000000000,She needs to set up.,240,8.0,2019-04-18 09:52:38,
2,child,0 days 00:00:14.000000000,I do. [inaudible 00:00:15] Why do I feel like I have a bandage on ...,420,14.0,2019-04-18 09:52:44,
3,parent,0 days 00:00:22.000000000,It does. Think of it as a superhero band.,660,22.0,2019-04-18 09:52:52,
4,child,0 days 00:00:25.000000000,Yeah.,750,25.0,2019-04-18 09:52:55,
5,Speaker 3,0 days 00:00:50.000000000,Okay. [inaudible 00:00:51] We can start.,1500,50.0,2019-04-18 09:53:20,
6,child,0 days 00:00:50.000000000,What is this?,1500,50.0,2019-04-18 09:53:20,What is this
7,parent,0 days 00:00:53.000000000,"It says Camilla Cream loved lima beans, but she never ate them. All of her friends hated lima beans and she wanted to fit in. Camilla was worried about what other people thought of her. Today, she was fretting even more than usual. It was the first day of school and she couldn't decide what to wear. There were so many people to impress. She tried on 42 outfits, but none seemed quite right. She put on a pretty red dress and looked in the mirror. Then she screamed.",1590,53.0,2019-04-18 09:53:23,
8,child,0 days 00:01:19.000000000,Aaaaah.,2370,79.0,2019-04-18 09:53:49,
9,parent,0 days 00:01:26.000000000,Her mother ran into the room and she screamed too. Oh my heaven. She cried. You're completely covered with stripes. This certainly was true. Camilla was striped head to toe. She looked like a rainbow. Ms. Cream felt Camilla's forehead. Do you feel all right? she asked.,2580,86.0,2019-04-18 09:53:56, Do you feel all right
10,parent,0 days 00:01:46.000000000,"I feel fine, Camilla answered, but just look at me. You get back in bed this instant, her mother ordered, you're not going to school today.",3180,106.0,2019-04-18 09:54:16,
11,child,0 days 00:01:54.000000000,Yes. [inaudible 00:01:57],3420,114.0,2019-04-18 09:54:24,
12,parent,0 days 00:01:57.000000000,"Camilla was relieved. She didn't want to miss the first day of school, but she was afraid of what the other kids would say and she had no idea of what to wear with those crazy stripes.",3510,117.0,2019-04-18 09:54:27,
13,parent,0 days 00:02:11.000000000,"That afternoon, Dr. Bumble came to examine Camilla.",3930,131.0,2019-04-18 09:54:41,
14,parent,0 days 00:02:14.000000000,What?,4020,134.0,2019-04-18 09:54:44,What
15,child,0 days 00:02:14.000000000,[inaudible 00:02:17].,4020,134.0,2019-04-18 09:54:44,
