,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,Speaker 3,0 days 00:00:00.000000000,"So yeah, this was a... there was a-",0,0.0,2019-03-17 10:00:33,
1,parent,0 days 00:00:14.000000000,So could... start?,420,14.0,2019-03-17 10:00:46, start
2,Speaker 3,0 days 00:00:16.000000000,"Oh, could just... [crosstalk 00:00:17] seconds. Five seconds.",480,16.0,2019-03-17 10:00:48,
3,parent,0 days 00:00:20.000000000,"Oh, okay. Oh, okay.",600,20.0,2019-03-17 10:00:52,
4,parent,0 days 00:00:22.000000000,[foreign language 00:00:22] Big duck. And...,660,22.0,2019-03-17 10:00:54,
5,parent,0 days 00:00:29.000000000,"Last week, I forgot to ask, we make conversation in our language. That's okay, right?",870,29.0,2019-03-17 10:01:01," That's okay, right"
6,Speaker 3,0 days 00:00:35.000000000,"Yeah, that's okay.",1050,35.0,2019-03-17 10:01:07,
7,parent,0 days 00:00:36.000000000,Okay. Yeah. [foreign language 00:00:40],1080,36.0,2019-03-17 10:01:08,
8,child,0 days 00:00:46.000000000,B. J. K. L. N. O. P.,1380,46.0,2019-03-17 10:01:18,
9,parent,0 days 00:00:52.000000000,"Okay, yeah, we start [foreign language 00:00:53]. Which one book would you like to read? Green Eggs and Ham! [foreign language 00:01:05] Where Is My Mom? [foreign language 00:01:35] And next. [foreign language 00:01:39]",1560,52.0,2019-03-17 10:01:24, Which one book would you like to read::: Green Eggs and Ham! [foreign language 00:01:05] Where Is My Mom
10,child,0 days 00:01:39.000000000,Are you my mothers?,2970,99.0,2019-03-17 10:02:11,Are you my mothers
11,parent,0 days 00:01:44.000000000,Good job. Are you my mothers? [foreign language 00:01:46] Illustrated by Pete Eastman. Now next. A mother bird... A mother bird sat on her egg. Egg [foreign language 00:02:21]?,3120,104.0,2019-03-17 10:02:16, Are you my mothers::: Egg [foreign language 00:02:21]
12,child,0 days 00:02:20.000000000,Yellow.,4200,140.0,2019-03-17 10:02:52,
13,parent,0 days 00:02:21.000000000,Yellow. [foreign language 00:02:21]?,4230,141.0,2019-03-17 10:02:53, [foreign language 00:02:21]
14,child,0 days 00:02:21.000000000,Yellow.,4230,141.0,2019-03-17 10:02:53,
15,parent,0 days 00:02:21.000000000,Yellow. [foreign language 00:02:21] The hat [foreign language 00:02:21]? Red hat [foreign language 00:02:21]? Red hat [foreign language 00:02:21] Egg [foreign language 00:02:21] baby [foreign language 00:02:21]. Next [foreign language 00:02:21].,4230,141.0,2019-03-17 10:02:53, [foreign language 00:02:21] The hat [foreign language 00:02:21]::: Red hat [foreign language 00:02:21]
16,parent,0 days 00:02:21.000000000,"The egg jumped. [foreign language 00:02:21] ""Uh-oh,"" said the mother bird. ""My baby will be here. He will want to eat."" Next. ""I must get something for my baby bird to eat,"" she said. ""I will be back."" [foreign language 00:02:46] So away she went. [foreign language 00:02:54] The egg jumped and it jumped and it jumped. [foreign language 00:03:10]",4230,141.0,2019-03-17 10:02:53,
17,child,0 days 00:03:09.000000000,And jump.,5670,189.0,2019-03-17 10:03:41,
18,parent,0 days 00:03:15.000000000,"Jump. [foreign language 00:03:15] Next. Out came the baby bird. [foreign language 00:03:15] Jump, jump, jump! [foreign language 00:03:16]",5850,195.0,2019-03-17 10:03:47,
19,child,0 days 00:03:16.000000000,"""Where's my mother?""",5880,196.0,2019-03-17 10:03:48,
20,parent,0 days 00:03:16.000000000,"""Where's my mother?"" He said. [foreign language 00:03:18] He looked for her. [foreign language 00:04:18] He looked up. [foreign language 00:04:27] He looked down. He did not see her. [foreign language 00:04:42] ""I will go and look for her."" [foreign language 00:04:48] So away he went. [foreign language 00:04:59] Away he... away she went. [foreign language 00:05:03] Some big wings. [foreign language 00:05:05] Down out of the tree he went. [foreign language 00:05:16] Down, down, down. It was a long way down. [foreign language 00:05:34]",5880,196.0,2019-03-17 10:03:48,
