,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:07.000000000,"When they say go, then you can choose that one.",210,7.0,2019-04-06 09:32:11,
1,child,0 days 00:00:09.000000000,Oh.,270,9.0,2019-04-06 09:32:13,
2,parent,0 days 00:00:16.000000000,Yeah.,480,16.0,2019-04-06 09:32:20,
3,child,0 days 00:00:39.000000000,Wish ball.,1167,38.9,2019-04-06 09:32:43,
4,Speaker 3,0 days 00:00:40.000000000,"Want to start the go pro cameras first? So you press this button here, and then you see these. If you see D, you match the time, and then it's good. Okay. Good. And also you can hold it. You can put it on this stand. Just do it in the way that is most comfortable to you. Yeah, we can start now.",1194,39.8,2019-04-06 09:32:44,Want to start the go pro cameras first
5,parent,0 days 00:01:19.000000000,"All right. You want to pick a book? One evening, after thinking it over for some time, Harold decided to go for a walk in the moonlight. Where's Harold? He made a long, straight path so he wouldn't get lost. How's he making a path? What is he using?",2370,79.0,2019-04-06 09:33:23, You want to pick a book::: Where's Harold::: How's he making a path::: What is he using
6,child,0 days 00:01:49.000000000,A crayon.,3267,108.9,2019-04-06 09:33:53,
7,parent,0 days 00:01:51.000000000,"A crayon. And he set off on his walk, taking his big purple crayon with him. What's that up there?",3330,111.0,2019-04-06 09:33:55, What's that up there
8,child,0 days 00:02:03.000000000,Moon.,3690,123.0,2019-04-06 09:34:07,
9,parent,0 days 00:02:04.000000000,"Moon. But he didn't seem to be getting anywhere on the long, straight path. So he left the path for a shortcut across the field, and the moon went with him. The shortcut was led right to where Harold thought the forest ought to be. Is he drawing that?",3720,124.0,2019-04-06 09:34:08, Is he drawing that
10,child,0 days 00:02:27.000000000,Yeah.,4410,147.0,2019-04-06 09:34:31,
11,parent,0 days 00:02:27.000000000,What is it?,4410,147.0,2019-04-06 09:34:31,What is it
12,child,0 days 00:02:28.000000000,Tree.,4440,148.0,2019-04-06 09:34:32,
13,parent,0 days 00:02:29.000000000,"A tree? He didn't want to get lost in the woods, so he made a very small forest with just one tree in it. It turned out to be...",4470,149.0,2019-04-06 09:34:33,A tree
14,child,0 days 00:02:41.000000000,Apple tree.,4830,161.0,2019-04-06 09:34:45,
15,parent,0 days 00:02:42.000000000,"An apple tree. It looks good. The apples would be very tasty, Harold thought, when they got red. So he put a frightening dragon under the tree to guard the apples. Could you draw that? Why did he put the dragon there?",4857,161.9,2019-04-06 09:34:46, Could you draw that::: Why did he put the dragon there
16,child,0 days 00:03:03.000000000,Because he doesn't want people to eat one.,5490,183.0,2019-04-06 09:35:07,
17,parent,0 days 00:03:06.000000000,"Yeah, he doesn't want other people to come and get the apples. That's right. It was a terribly frightening dragon. It even frightened Harold, so he backed away. He got scared of his own dragon, huh? His hand holding the purple cran shook. Suddenly, he realized what was happening. What did he draw with the crayon?",5580,186.0,2019-04-06 09:35:10," He got scared of his own dragon, huh::: What did he draw with the crayon"
18,child,0 days 00:03:39.000000000,Waves.,6570,219.0,2019-04-06 09:35:43,
19,parent,0 days 00:03:40.000000000,"Waves. He made water. But by then, Harold was over his head and the ocean. He came up thinking fast. What's he going to draw?",6600,220.0,2019-04-06 09:35:44, What's he going to draw
20,child,0 days 00:03:52.000000000,Boat.,6960,232.0,2019-04-06 09:35:56,
21,parent,0 days 00:03:52.000000000,"A boat. And in no time, he was climbing aboard a little boat. He quickly set sail. And the moon sailed along with him. After he sailed long enough, Harold made land without much trouble. He stepped ashore on the beach, wondering where he was. The sandy beach reminded Harold of the picnics, and the thought of picnics made him... Do you know what that word is? Try to sound it out.",6960,232.0,2019-04-06 09:35:56, Do you know what that word is
22,child,0 days 00:04:30.000000000,Hunjer.,8100,270.0,2019-04-06 09:36:34,
23,parent,0 days 00:04:37.000000000,"The Y makes a E sound. Gree. Yep, hun-",8310,277.0,2019-04-06 09:36:41,
24,child,0 days 00:04:42.000000000,Hungry.,8460,282.0,2019-04-06 09:36:46,
25,parent,0 days 00:04:43.000000000,"Hungry, good. So he laid out a nice, simple picnic lunch. There was nothing but... What's that? Mm-hm (affirmative), pie. He's just eating pie. Made lots of pies. But they were all nine kinds of pie that Harold liked best. He liked nine different kinds of pie. What's your favorite kind of pie?",8490,283.0,2019-04-06 09:36:47, What's that::: What's your favorite kind of pie
26,child,0 days 00:05:15.000000000,Grape?,9450,315.0,2019-04-06 09:37:19,Grape
27,parent,0 days 00:05:16.000000000,Grape pie? I don't think I've ever tried grape pie.,9480,316.0,2019-04-06 09:37:20,Grape pie
28,child,0 days 00:05:24.000000000,"Well, I never actually tried that before, either.",9720,324.0,2019-04-06 09:37:28,
29,parent,0 days 00:05:24.000000000,It just sounds good?,9720,324.0,2019-04-06 09:37:28,It just sounds good
30,child,0 days 00:05:26.000000000,Yeah.,9777,325.9,2019-04-06 09:37:30,
31,parent,0 days 00:05:27.000000000,What kind of pies have you tried that you liked the best?,9810,327.0,2019-04-06 09:37:31,What kind of pies have you tried that you liked the best
32,child,0 days 00:05:31.000000000,I don't know.,9930,331.0,2019-04-06 09:37:35,
33,parent,0 days 00:05:34.000000000,"When Harold finished his picnic, there was quite a lot left. He couldn't eat all of it, right? What do you think he's going to do next? Okay, let's find out. He hated to see so much delicious pie go to waste. So Harold left a very hungry moose and a deserving porcupine to finish it up. Where's the moose? Good. Where's the porcupine? Yep. And off he went, looking for a hill to climb to see where he was. Harold knew that the higher up you went, the farther he could see, so he decided to make the hill into a... What's bigger than a hill? Can you read that word?",10020,334.0,2019-04-06 09:37:38," He couldn't eat all of it, right::: What do you think he's going to do next::: Where's the moose::: Where's the porcupine::: What's bigger than a hill::: Can you read that word"
34,child,0 days 00:06:21.000000000,Mou...,11430,381.0,2019-04-06 09:38:25,
35,parent,0 days 00:06:33.000000000,Tin. Mou...,11790,393.0,2019-04-06 09:38:37,
36,child,0 days 00:06:37.000000000,Tin.,11910,397.0,2019-04-06 09:38:41,
37,parent,0 days 00:06:38.000000000,What is it?,11940,398.0,2019-04-06 09:38:42,What is it
38,child,0 days 00:06:38.000000000,Mountain.,11940,398.0,2019-04-06 09:38:42,
39,parent,0 days 00:06:43.000000000,"Good. If he went high enough, he thought he could see the window of his bedroom. He was tired, and he felt like he ought to be getting to bed. He hoped he could see his bedroom window from the top of the mountain. He's going up, up, up. But as he looked down over the other side, he slipped. Uh oh. And there wasn't any other side of the mountain. He was falling in thin air, but luckily he kept his wits and his purple crayon. What do you think he's going to draw while he's falling?",12090,403.0,2019-04-06 09:38:47, What do you think he's going to draw while he's falling
40,child,0 days 00:07:21.000000000,A parachute?,13230,441.0,2019-04-06 09:39:25,A parachute
41,parent,0 days 00:07:21.000000000,A what?,13230,441.0,2019-04-06 09:39:25,A what
42,child,0 days 00:07:22.000000000,A parachute?,13257,441.9,2019-04-06 09:39:26,A parachute
43,parent,0 days 00:07:22.000000000,"Yeah, that's a good idea. He decided to do something else. He made a balloon, and he grabbed onto it, a big balloon. Parachute would have been a good idea, too. And he made a basket under the balloon big enough to stand in, like a hot air balloon. Have you seen those? Balloons that float up in the sky? He had a fine view from the balloon, but he couldn't see his window. He couldn't even see a house, so he made a house with windows, and he landed the balloon on the grass in the front yard. None of the windows was his window. He tried to think where his window ought to be. We made some more windows. He made a big building full of windows. He made lots of big buildings full of windows.",13257,441.9,2019-04-06 09:39:26, Have you seen those::: Balloons that float up in the sky
44,child,0 days 00:08:19.000000000,That's a city.,14970,499.0,2019-04-06 09:40:23,
45,parent,0 days 00:08:19.000000000,"It's a city, yeah. He made a whole city full of windows, but none of the windows was his window. He couldn't think where it might be. He decided to ask a policemen. The policemen pointed the way Harold was going anyway, but Harold thanked him, and he walked along with the moon, wishing he was in his room and in bed. Then suddenly, Harold remembered. He remembered where his bedroom window was when there was a moon. It was always right around the moon. And then Harold made his bed. He got in, and he drew up the covers. The purple crayon dropped on the floor, and Harold dropped off. Can you read those last two words?",14970,499.0,2019-04-06 09:40:23, Can you read those last two words
46,child,0 days 00:09:19.000000000,To sleep.,16770,559.0,2019-04-06 09:41:23,
47,parent,0 days 00:09:25.000000000,"To sleep, good. The end. That was a fun story. I think if you tap there, you can go back to the bookshelf. Choose another book. I think we can go like this and see more books, too. Is there one of these you want? Harry the dirty dog?",16950,565.0,2019-04-06 09:41:29, Is there one of these you want::: Harry the dirty dog
48,child,0 days 00:09:51.000000000,Yeah.,17730,591.0,2019-04-06 09:41:55,
49,parent,0 days 00:09:56.000000000,Harry was a white dog with black spots who liked everything except... What's that say? What did he not like? With the G?,17880,596.0,2019-04-06 09:42:00, What's that say::: What did he not like::: With the G
50,child,0 days 00:10:08.000000000,What G?,18240,608.0,2019-04-06 09:42:12,What G
51,parent,0 days 00:10:12.000000000,"Right here, this word here. Get... After the three dots. Dot, dot, dot. He liked everything except what? Can you read that part?",18360,612.0,2019-04-06 09:42:16, He liked everything except what::: Can you read that part
52,child,0 days 00:10:41.000000000,Get... Gilt... Get...,19230,641.0,2019-04-06 09:42:45,
53,parent,0 days 00:10:45.000000000,"Do you know what I-N-G... It's close, year. Do you know what sound I-N-G makes at the end of a word? Ing. Can you say ing? So what's that word?",19350,645.0,2019-04-06 09:42:49, Do you know what sound I-N-G makes at the end of a word::: Can you say ing::: So what's that word
54,child,0 days 00:11:01.000000000,Getting.,19830,661.0,2019-04-06 09:43:05,
55,parent,0 days 00:11:07.000000000,"Getting, yep. He liked everything except getting what? A... getting a...",20010,667.0,2019-04-06 09:43:11, He liked everything except getting what
56,child,0 days 00:11:23.000000000,Bat.,20490,683.0,2019-04-06 09:43:27,
57,parent,0 days 00:11:23.000000000,"Do you remember what T-H together, what sound that makes? Bath.",20490,683.0,2019-04-06 09:43:27,"Do you remember what T-H together, what sound that makes"
58,child,0 days 00:11:38.000000000,Bath.,20940,698.0,2019-04-06 09:43:42,
59,parent,0 days 00:11:39.000000000,"Yeah, so he liked everything except what?",20970,699.0,2019-04-06 09:43:43,"Yeah, so he liked everything except what"
60,child,0 days 00:11:43.000000000,Bath.,21090,703.0,2019-04-06 09:43:47,
61,parent,0 days 00:11:43.000000000,"Yep. So one day, he heard the water running in the tub. So he took the scrubbing brush, and what did he do? What did he do with the scrub brush for his bath? Did he like baths?",21090,703.0,2019-04-06 09:43:47," So he took the scrubbing brush, and what did he do::: What did he do with the scrub brush for his bath::: Did he like baths"
62,child,0 days 00:11:58.000000000,No.,21540,718.0,2019-04-06 09:44:02,
63,parent,0 days 00:11:58.000000000,So what do you think he's going to do with the brush for his bath? He buried it in the backyard. Then he ran away from home. He played where they were fixing the street and got very dirty. He played at the railroad and got even dirtier. You see him? Where did he go?,21540,718.0,2019-04-06 09:44:02,So what do you think he's going to do with the brush for his bath::: You see him::: Where did he go
64,child,0 days 00:12:25.000000000,Railroad.,22350,745.0,2019-04-06 09:44:29,
65,parent,0 days 00:12:26.000000000,"I don't see him. Where's the dog? Oh, there he is. Yeah. He played tag with the other dogs and became dirtier still. He slid down a coal shoot and got the dirtiest of all. In fact, he changed. He changed from a white dog with black spots to a black dog with white spots. How come he was the black dog now?",22380,746.0,2019-04-06 09:44:30, Where's the dog::: How come he was the black dog now
66,child,0 days 00:13:00.000000000,Because he got dirty.,23400,780.0,2019-04-06 09:45:04,
67,parent,0 days 00:13:01.000000000,"Because he was so dirty. Although there were many other things to do, Harry began to wonder if his family thought that he had really run away. He felt tired and hungry, too. So without stopping on the way, he ran back home. When Harry got to his house, he crawled through the fence and sat looking at the back door. One of the family looked out and said, ""There's a strange dog in the backyard. By the way, has anyone seen Harry?"" Where's Harry?",23430,781.0,2019-04-06 09:45:05," One of the family looked out and said,  Where's Harry"
68,child,0 days 00:13:36.000000000,Right there.,24480,816.0,2019-04-06 09:45:40,
69,parent,0 days 00:13:38.000000000,"Right there, but can they recognize him?",24540,818.0,2019-04-06 09:45:42,"Right there, but can they recognize him"
70,child,0 days 00:13:40.000000000,No.,24600,820.0,2019-04-06 09:45:44,
71,parent,0 days 00:13:41.000000000,"No, they don't know who it is. Why don't they know who he is?",24630,821.0,2019-04-06 09:45:45, Why don't they know who he is
72,child,0 days 00:13:44.000000000,Because he got dirty.,24720,824.0,2019-04-06 09:45:48,
73,parent,0 days 00:13:48.000000000,"Because he's so dirty. Yep. He looks different, huh? When Harry heard this, he tried very hard to show them that he was Harry. He started to do his old clever tricks. He flip flopped, and then he flop flipped, and he rolled over and played dead. He danced and sang. He did these tricks over and over again, but everyone shook their heads and said, ""Oh no, it couldn't be Harry."" Harry gave up and walked slowly toward the gate, but suddenly he stopped. He ran to a corner of the garden. What do you think he's going to do? He has an idea.",24840,828.0,2019-04-06 09:45:52," He looks different, huh::: What do you think he's going to do"
74,child,0 days 00:14:27.000000000,Take a bath.,26010,867.0,2019-04-06 09:46:31,
75,parent,0 days 00:14:28.000000000,"Yeah. He ran to the corner of the garden and started to dig furiously. What's he digging for, do you think?",26040,868.0,2019-04-06 09:46:32," What's he digging for, do you think"
76,child,0 days 00:14:33.000000000,Bath.,26190,873.0,2019-04-06 09:46:37,
77,parent,0 days 00:14:33.000000000,What did he hide? Do you remember?,26190,873.0,2019-04-06 09:46:37,What did he hide::: Do you remember
78,child,0 days 00:14:40.000000000,Bath.,26400,880.0,2019-04-06 09:46:44,
79,parent,0 days 00:14:42.000000000,"Yeah, the scrub brush for his bath. Soon, he jumped away from the hole, barking short, happy barks. He found the scrubbing brush, and carrying it in his mouth, he ran into the house, and up the stairs he dashed with the family close behind. He jumped into the bathtub and sat up, begging with the scrubbing brush in his mouth, a trick he certainly had never done before. ""This little doggie wants a bath,"" cried the little girl, and her father said, ""Why don't you and your brother give him one?"" Harry's bath was the soapiest one he'd ever had. It worked like magic. As soon as the children started to scrub, they began shouting, ""Mommy, daddy, look, come quick."" Do you think they recognize him now?",26460,882.0,2019-04-06 09:46:46," As soon as the children started to scrub, they began shouting,  Do you think they recognize him now"
80,child,0 days 00:15:34.000000000,Yeah.,28020,934.0,2019-04-06 09:47:38,
81,parent,0 days 00:15:35.000000000,"""It's Harry, it's Harry,"" they cried. Harry wagged his tail and was very, very happy. His family combed and brushed him lovingly, and he became, once again, a white dog with black spots. Do you think you can read that first sentence? You want to try it? What's the first word? I-T. Okay. It was wonderful to be home. After dinner, Harry fell asleep in his favorite place, happily dreaming of how much fun it had been getting dirty. He slept so soundly. He didn't even feel the scrubbing brush he'd hidden under his pillow. Do you see it?",28050,935.0,2019-04-06 09:47:39, Do you think you can read that first sentence::: You want to try it::: What's the first word::: Do you see it
82,child,0 days 00:16:16.000000000,Yeah.,29280,976.0,2019-04-06 09:48:20,
83,parent,0 days 00:16:16.000000000,"Where is it? Right there. Yeah. He still doesn't like baths, huh? That was fun. Do you want to try this one?",29280,976.0,2019-04-06 09:48:20,"Where is it::: He still doesn't like baths, huh::: Do you want to try this one"
84,child,0 days 00:16:34.000000000,Okay.,29820,994.0,2019-04-06 09:48:38,
85,parent,0 days 00:16:41.000000000,What do you think this story's going to be about? Congratulations. Today is your day. You're off to great places. You're off and away.,30030,1001.0,2019-04-06 09:48:45,What do you think this story's going to be about
86,child,0 days 00:17:04.000000000,"I want you to read it, not me. Because I don't really like-",30720,1024.0,2019-04-06 09:49:08,
87,parent,0 days 00:17:07.000000000,"You don't want to read it? Okay. You want me to read it? You have brains in your head, and you have feet in your shoes. You can steer yourself any direction you choose. You're on your own, and you know what you know, and you are the guy who will decide where to go. Try not to bump the table. That shakes the camera a little bit.",30810,1027.0,2019-04-06 09:49:11,You don't want to read it::: You want me to read it
88,parent,0 days 00:17:33.000000000,"You'll look up and down streets, look them over with care. About some, you will say, "".""I don't choose to go there with your head full of brains and your shoes full of feet, you're too smart to go down any not so good street. Would you go down that street?",31593,1053.1,2019-04-06 09:49:37, Would you go down that street
89,child,0 days 00:17:50.000000000,No.,32100,1070.0,2019-04-06 09:49:54,
90,parent,0 days 00:17:50.000000000,"No, I wouldn't either. What street would you go? Choose here? Yeah, that one looks better to me, too. Why wouldn't you go down that one?",32100,1070.0,2019-04-06 09:49:54, What street would you go::: Choose here::: Why wouldn't you go down that one
91,child,0 days 00:18:02.000000000,Just because it has crocodiles.,32460,1082.0,2019-04-06 09:50:06,
92,parent,0 days 00:18:05.000000000,"Yeah, it looks dangerous, huh? And you may not find any you'll want to go down. In that case, of course, you'll head straight out of town. Sometimes you can just leave, right?",32550,1085.0,2019-04-06 09:50:09,"Yeah, it looks dangerous, huh::: Sometimes you can just leave, right"
93,child,0 days 00:18:15.000000000,Yeah.,32850,1095.0,2019-04-06 09:50:19,
94,parent,0 days 00:18:17.000000000,"It's opener there in the wide open air. Out there things can happen and frequently due to people as brainy and footsy as you. And when things start to happen, don't worry, don't Stew. Just go right along. You'll start happening too. Wow. Oh, the places you'll go. You'll be on your way up. You'll be seeing great sights. You'll join the high flyers who soar to high heights. What's he riding?",32910,1097.0,2019-04-06 09:50:21, What's he riding
95,child,0 days 00:18:57.000000000,A parachute?,34110,1137.0,2019-04-06 09:51:01,A parachute
96,parent,0 days 00:18:59.000000000,What is it? It's just like...,34170,1139.0,2019-04-06 09:51:03,What is it
97,child,0 days 00:19:01.000000000,Hot air balloon?,34230,1141.0,2019-04-06 09:51:05,Hot air balloon
98,parent,0 days 00:19:02.000000000,"Yeah, hot air balloon, good. You won't lag behind because you'll have the speed. You'll pass the whole gang, and you'll soon take the lead. Wherever you fly, you'll be the best of the best. Wherever you go, you'll top all the rest. Except when you don't because sometimes, you won't. I'm sorry to say so, but sadly, it's true that bang ups and hang ups can happen to you. You can get all hung up in a prickly perch, and your gang will fly on, and you'll be left in a lurch. Does that happen sometimes to you? Do you always win every game that you play? How does it make you feel when you don't win?",34260,1142.0,2019-04-06 09:51:06, Does that happen sometimes to you::: Do you always win every game that you play::: How does it make you feel when you don't win
99,child,0 days 00:19:46.000000000,"Well, I... like just... I don't know.",35580,1186.0,2019-04-06 09:51:50,
100,parent,0 days 00:20:01.000000000,"You don't know? I know you don't like it when you don't win, but it's okay sometimes, right? It happens to everybody, like this guy, too. He was doing great, but then he got stuck on a tree, huh? It's okay if sometimes we don't win. You can still have fun, right?",36030,1201.0,2019-04-06 09:52:05,"You don't know::: I know you don't like it when you don't win, but it's okay sometimes, right::: He was doing great, but then he got stuck on a tree, huh::: You can still have fun, right"
101,child,0 days 00:20:18.000000000,Yeah.,36540,1218.0,2019-04-06 09:52:22,
102,parent,0 days 00:20:20.000000000,"You'll come down from the lurch with an unpleasant bump, and the chances are then that you'll be in a slump. And sometimes things don't work out for us the way we want them to. How do you think he feels now?",36600,1220.0,2019-04-06 09:52:24, How do you think he feels now
103,child,0 days 00:20:34.000000000,Sad.,37020,1234.0,2019-04-06 09:52:38,
104,parent,0 days 00:20:35.000000000,"Yeah, he's probably a little sad, but guess what? It's going to be okay. When you're in a slump, you're not in for much fun. Un-slumping yourself is not easily done. It's hard when you feel sad, right? But you will come to a place where the streets are not marked. Some windows are lighted, but most of them dark. A place you could sprain both your elbow and chin. How dare you stay out? Do you dare to go in? Oh, do you dare to stay out? Do you dare to go in? How much can you lose? How much can you win? Sometimes you don't know. Should you try it anyway? Even if you don't know, should you try? You don't know. And if you go in, should you turn left or right or right in three quarters or maybe not quite? Or go around back and sneak in from behind? Simple it's not, I'm afraid you will find, for a mind maker upper to make up his mind.",37050,1235.0,2019-04-06 09:52:39,"Yeah, he's probably a little sad, but guess what::: It's hard when you feel sad, right::: How dare you stay out::: Do you dare to go in::: Oh, do you dare to stay out::: Do you dare to go in::: How much can you lose::: How much can you win::: Should you try it anyway::: Even if you don't know, should you try::: And if you go in, should you turn left or right or right in three quarters or maybe not quite::: Or go around back and sneak in from behind"
105,parent,0 days 00:21:36.000000000,"You can get so confused that you'll start in to race down long wiggled roads at a break necking pace and grind on for miles across weirdish wild space, headed, I fear, toward a most useless place. The waiting place. For people just waiting, waiting for a train to go, or a bus to come, or a plane to go, or the mail to come, or the rain to go, or the phone to ring, or the snow to snow, or waiting around for a yes or a no, or a waiting for their hair to grow. Everyone is just... what? Waiting.",38880,1296.0,2019-04-06 09:53:40, what
106,child,0 days 00:22:12.000000000,Waiting.,39960,1332.0,2019-04-06 09:54:16,
107,parent,0 days 00:22:14.000000000,"Waiting, yeah. Waiting for the fish to bite, or waiting for when to fly a kite, or waiting around for a Friday night, or waiting perhaps for their uncle Jake or a pot to boil or a better break or a string of pearls or a pair of pants or a wig with curls or another chance. Everyone is just waiting, but that's not for you. Somehow you'll escape all that waiting and staying. You'll find the bright places where boom bands are playing. With banner flip flapping once more, you'll ride high, ready for anything under the sky, ready because you're that kind of guy.",40020,1334.0,2019-04-06 09:54:18,
108,parent,0 days 00:22:56.000000000,"Oh, the places you'll go! There is fun to be done. There are points to be scored. There are games to be won, and the magical things you can do with that ball will make you the winningest winner of all. Fame! You'll be famous as famous can be, with the whole wide world watching you win on TV. Except when they don't because sometimes, they won't. I'm afraid that sometimes, you'll play lonely games, too. Games you can't win because you'll play against you. All alone, whether you like it or not, alone will be something you'll be quite a lot. Sometimes you'll be alone. And when you're alone, there's a very good chance you'll meet things that scare you right out of your pants. There's some down the road between hither and yon that can scare you so much, you won't want to go on. You get scared sometimes? What's scary for you?",41283,1376.1,2019-04-06 09:55:00, You get scared sometimes::: What's scary for you
109,child,0 days 00:23:55.000000000,Being alone just...,43050,1435.0,2019-04-06 09:55:59,
110,parent,0 days 00:23:56.000000000,"Being alone, yeah. I think that's scary for a lot of people. But on you will go, though the weather be foul. On you will go, though your enemies prowl. On you will go, though the hacken cracks howl. Onward up many a frightening creek, though your arms may get sore and your sneakers may leak. On and on you will hike, and I know you'll hike far and face up to your problems, whatever they are. That's a big thing. You'll get mixed up, of course, as you already know. You'll get mixed up with many strange birds as you go.",43080,1436.0,2019-04-06 09:56:00,
111,child,0 days 00:24:37.000000000,"Oh, where is that guy running?",44310,1477.0,2019-04-06 09:56:41,"Oh, where is that guy running"
112,parent,0 days 00:24:39.000000000,"I don't know. So be sure when you step, step with care. Yep, there he is. And great tact and remember that life's a great balancing act. Just never forget to be dextrous and deft, and never mix up your right foot with your left. Where's your right foot? Do you know where your right foot? Where's your right foot? Do you remember? That's your left foot. That's your right foot. Yep, good job. What's this one?",44370,1479.0,2019-04-06 09:56:43, Where's your right foot::: Do you know where your right foot::: Where's your right foot::: Do you remember::: What's this one
113,child,0 days 00:25:19.000000000,Left.,45570,1519.0,2019-04-06 09:57:23,
114,parent,0 days 00:25:20.000000000,"Left, good. And what's this one?",45600,1520.0,2019-04-06 09:57:24, And what's this one
115,child,0 days 00:25:22.000000000,Right.,45660,1522.0,2019-04-06 09:57:26,
116,parent,0 days 00:25:23.000000000,Right. And will you succeed? What do you think?,45690,1523.0,2019-04-06 09:57:27, And will you succeed::: What do you think
117,child,0 days 00:25:27.000000000,I don't know what s-,45810,1527.0,2019-04-06 09:57:31,
118,parent,0 days 00:25:30.000000000,"Yes, you will indeed. Do you know what succeed means?",45900,1530.0,2019-04-06 09:57:34, Do you know what succeed means
119,child,0 days 00:25:33.000000000,What?,45990,1533.0,2019-04-06 09:57:37,What
120,parent,0 days 00:25:33.000000000,"Succeed means to do well, to do it right, to win. Not win a game but to do what you want to do, to get it done. Do you think you'll succeed? Yeah, you will indeed, 98 and three quarters percent guaranteed. Kid, you'll move mountains. Is he moving a mountain? Yeah. So be your name Buxbaum or Bixby or Brae or Mordecai Ali van Allen O'Shea, you're off to great places. Today is your day. Your mountain is waiting. So get on your way. The end. All right, let's get you a tissue. Let's take a break for a minute.",45990,1533.0,2019-04-06 09:57:37, Do you think you'll succeed::: Is he moving a mountain
121,child,0 days 00:26:21.000000000,"No, I want to-",47430,1581.0,2019-04-06 09:58:25,
122,Speaker 3,0 days 00:26:21.000000000,"Actually, I brought it.",47430,1581.0,2019-04-06 09:58:25,
123,parent,0 days 00:26:23.000000000,"Okay, great.",47490,1583.0,2019-04-06 09:58:27,
124,Speaker 3,0 days 00:26:24.000000000,Thank you very much.,47520,1584.0,2019-04-06 09:58:28,
125,parent,0 days 00:26:25.000000000,Thank you.,47550,1585.0,2019-04-06 09:58:29,
126,Speaker 3,0 days 00:26:28.000000000,So now we'll take...,47640,1588.0,2019-04-06 09:58:32,
127,parent,0 days 00:26:33.000000000,Do you have a tissue in here we can grab?,47790,1593.0,2019-04-06 09:58:37,Do you have a tissue in here we can grab
128,Speaker 3,0 days 00:26:38.000000000,"Maybe I can just take this off, [crosstalk 00:26:39] and then we have a restroom just outside. Thank you.",47940,1598.0,2019-04-06 09:58:42,
129,parent,0 days 00:26:43.000000000,Okay. Do you have to keep these locked? [crosstalk 00:26:46].,48090,1603.0,2019-04-06 09:58:47, Do you have to keep these locked
130,Speaker 3,0 days 00:26:47.000000000,"Outside, do you see the two doors on the left? Yeah. Cute. Well, these are just [inaudible 00:27:03]. And those are to turn off the two go pros. Just, it's, oh, well. It seems something's wrong with this go pro. Just often automatically stops.",48210,1607.0,2019-04-06 09:58:51,"Outside, do you see the two doors on the left"
131,Speaker 4,0 days 00:27:13.000000000,"But yeah, the go pro [inaudible 00:27:19]. So that's fine. It's harder to do [inaudible 00:27:25] and Tuesday, so today we'll have two videos. And always select parent and rotation review, so it's, yeah. [inaudible 00:27:33] And then do stuff you do. Oh, did you?",48990,1633.0,2019-04-06 09:59:17," Oh, did you"
132,Speaker 3,0 days 00:27:46.000000000,"Oh, do I have to do it on the...",49980,1666.0,2019-04-06 09:59:50,
133,Speaker 4,0 days 00:27:48.000000000,"No, no, so we stopped videoing.",50040,1668.0,2019-04-06 09:59:52,
134,Speaker 3,0 days 00:27:51.000000000,"Yeah, this one [inaudible 00:27:55].",50130,1671.0,2019-04-06 09:59:55,
