,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,Speaker 1,0 days 00:00:16.000000000,So my battery is really getting low. This will be three times-,480,16.0,2019-03-31 11:23:19,
1,Speaker 2,0 days 00:00:21.000000000,"So for this story reading, it's okay for you to ask a question to your children and have a discussion about the content. Okay.",630,21.0,2019-03-31 11:23:24,
2,parent,0 days 00:00:29.000000000,Like we read at home?,870,29.0,2019-03-31 11:23:32,Like we read at home
3,Speaker 2,0 days 00:00:30.000000000,"Yeah, that's true.",900,30.0,2019-03-31 11:23:33,
4,parent,0 days 00:00:33.000000000,"You don't have water by any chance, do you?",990,33.0,2019-03-31 11:23:36,"You don't have water by any chance, do you"
5,Speaker 2,0 days 00:00:35.000000000,Yeah. I will.,1050,35.0,2019-03-31 11:23:38,
6,parent,0 days 00:00:38.000000000,"If you don't, that's okay. I just have a frog in my throat.",1140,38.0,2019-03-31 11:23:41,
7,Speaker 2,0 days 00:00:45.000000000,That's fine I'll get you some.,1350,45.0,2019-03-31 11:23:48,
8,Speaker 1,0 days 00:00:45.000000000,I can start it.,1350,45.0,2019-03-31 11:23:48,
9,parent,0 days 00:00:55.000000000,Are you thinking about what story you're going to choose?,1650,55.0,2019-03-31 11:23:58,Are you thinking about what story you're going to choose
10,child,0 days 00:00:59.000000000,Yeah.,1770,59.0,2019-03-31 11:24:02,
11,parent,0 days 00:00:59.000000000,Really? Purple crayon? Dirty dog? Dirty Harry?,1770,59.0,2019-03-31 11:24:02,Really::: Purple crayon::: Dirty dog::: Dirty Harry
12,child,0 days 00:01:05.000000000,I want Dirty Dog.,1950,65.0,2019-03-31 11:24:08,
13,parent,0 days 00:01:08.000000000,He gets so dirty.,2040,68.0,2019-03-31 11:24:11,
14,child,0 days 00:01:10.000000000,Yeah. He gets light to dark. [inaudible 00:01:21],2100,70.0,2019-03-31 11:24:13,
15,parent,0 days 00:01:23.000000000,"Yeah, it's coming out as mist. It's making it so it's nice and...",2490,83.0,2019-03-31 11:24:26,
16,child,0 days 00:01:28.000000000,Clean.,2640,88.0,2019-03-31 11:24:31,
17,parent,0 days 00:01:33.000000000,"Not clean, but it makes it to the air is-",2790,93.0,2019-03-31 11:24:36,
18,child,0 days 00:01:36.000000000,Clean.,2880,96.0,2019-03-31 11:24:39,
19,parent,0 days 00:01:37.000000000,Moist. So it's not dry in here.,2910,97.0,2019-03-31 11:24:40,
20,child,0 days 00:01:39.000000000,I think dry makes the robots. Wow.,2970,99.0,2019-03-31 11:24:42,
21,parent,0 days 00:01:46.000000000,I love you.,3180,106.0,2019-03-31 11:24:49,
22,child,0 days 00:01:46.000000000,I like these.,3180,106.0,2019-03-31 11:24:49,
23,parent,0 days 00:02:02.000000000,I like mine.,3660,122.0,2019-03-31 11:25:05,
24,child,0 days 00:02:03.000000000,"Daddy. Daddy. No daddy, like this. That's what Spider-Man is.",3690,123.0,2019-03-31 11:25:06,
25,parent,0 days 00:02:11.000000000,Yeah.,3930,131.0,2019-03-31 11:25:14,
26,child,0 days 00:02:16.000000000,I'm going to catch you in my web. We both got these. You picked boy colors and I picked girl colors.,4080,136.0,2019-03-31 11:25:19,
27,parent,0 days 00:02:33.000000000,"I don't think there's anything, such thing as boy colors and girl colors. Are there? Boys can wear that and girls can wear this too.",4590,153.0,2019-03-31 11:25:36, Are there
28,child,0 days 00:02:48.000000000,Like Rachel could wear this.,5040,168.0,2019-03-31 11:25:51,
29,parent,0 days 00:02:51.000000000,"Yeah, that's your favorite color. Remember?",5130,171.0,2019-03-31 11:25:54, Remember
30,child,0 days 00:02:53.000000000,I know.,5190,173.0,2019-03-31 11:25:56,
31,Speaker 1,0 days 00:02:56.000000000,I'm sorry I didn't have this prepared.,5280,176.0,2019-03-31 11:25:59,
32,parent,0 days 00:02:57.000000000,"No, thank you. Perfect.",5310,177.0,2019-03-31 11:26:00,
33,child,0 days 00:02:59.000000000,I appreciate it.,5370,179.0,2019-03-31 11:26:02,
34,parent,0 days 00:03:03.000000000,"Thank you. Want a sip? Careful, I don't want you to spill.",5490,183.0,2019-03-31 11:26:06, Want a sip
35,child,0 days 00:03:13.000000000,Will that make us become a robot?,5790,193.0,2019-03-31 11:26:16,Will that make us become a robot
36,parent,0 days 00:03:19.000000000,Oh yeah. That's perfect,5970,199.0,2019-03-31 11:26:22,
37,child,0 days 00:03:19.000000000,It will makes us become robots.,5970,199.0,2019-03-31 11:26:22,
38,parent,0 days 00:03:20.000000000,It's robot water?,6000,200.0,2019-03-31 11:26:23,It's robot water
39,child,0 days 00:03:22.000000000,It's robot water. [inaudible 00:03:24].,6060,202.0,2019-03-31 11:26:25,
40,parent,0 days 00:03:25.000000000,"Okay. All right, Pearl, let's pick.",6150,205.0,2019-03-31 11:26:28,
41,child,0 days 00:03:27.000000000,This one.,6210,207.0,2019-03-31 11:26:30,
42,parent,0 days 00:03:29.000000000,Sure.,6270,209.0,2019-03-31 11:26:32,
