,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,child,0 days 00:00:00.000000000,I Sam I am.,0,0.0,2019-04-18 19:11:25,
1,child,0 days 00:00:08.000000000,That Sam I am. That Sam I am. I do not like that Sam I am.,240,8.0,2019-04-18 19:11:32,
2,parent,0 days 00:00:18.000000000,Very good.,540,18.0,2019-04-18 19:11:42,
3,child,0 days 00:00:26.000000000,"Do you like green eggs and ham? (laughter) I do not like them, Sam I am. I do not like green eggs and ham.",780,26.0,2019-04-18 19:11:50,Do you like green eggs and ham
4,parent,0 days 00:00:44.000000000,Very nice.,1320,44.0,2019-04-18 19:12:08,
5,child,0 days 00:00:45.000000000,Would you like them there or here?,1350,45.0,2019-04-18 19:12:09,Would you like them there or here
6,parent,0 days 00:00:52.000000000,Or there?,1560,52.0,2019-04-18 19:12:16,Or there
7,child,0 days 00:00:52.000000000,"I would not like them here or there. I would not like them, anywhere.",1560,52.0,2019-04-18 19:12:16,
8,child,0 days 00:00:52.000000000,"I do not like green eggs and ham. I do not like them, Sam I am.",1560,52.0,2019-04-18 19:12:16,
9,parent,0 days 00:00:52.000000000,Wonderful!,1560,52.0,2019-04-18 19:12:16,
10,child,0 days 00:00:52.000000000,Would you like them... would you like them in a house? Would you like them with a mouse?,1560,52.0,2019-04-18 19:12:16, would you like them in a house::: Would you like them with a mouse
11,parent,0 days 00:00:52.000000000,Wow!,1560,52.0,2019-04-18 19:12:16,
12,child,0 days 00:00:52.000000000,"I do not like them in a house. I do not like them with a mouse. I do not like them here or there. I do not like them anywhere. I do not like green eggs and ham. I do not like them, Sam I am.",1560,52.0,2019-04-18 19:12:16,
13,parent,0 days 00:02:12.000000000,Very good. [inaudible 00:02:12],3960,132.0,2019-04-18 19:13:36,
14,child,0 days 00:02:12.000000000,Would you like...would you eat them in a box? Would you eat them with a fox?,3960,132.0,2019-04-18 19:13:36,would you eat them in a box::: Would you eat them with a fox
15,parent,0 days 00:02:12.000000000,Not in a box.,3960,132.0,2019-04-18 19:13:36,
16,child,0 days 00:02:12.000000000,Not in a box. Not with a fox. Not in a house. Not with a mouse. I do not like them.,3960,132.0,2019-04-18 19:13:36,
17,parent,0 days 00:02:12.000000000,I would not.,3960,132.0,2019-04-18 19:13:36,
18,child,0 days 00:02:57.000000000,I would not like [crosstalk 00:02:57] them.,5310,177.0,2019-04-18 19:14:21,
19,parent,0 days 00:02:57.000000000,Eat them.,5310,177.0,2019-04-18 19:14:21,
20,child,0 days 00:02:57.000000000,"I would not eat them here... I would not eat them here or there. I would not eat them anywhere. I would not eat them. I would... I would not eat green eggs and ham. I do not like them, Sam I am.",5310,177.0,2019-04-18 19:14:21,
21,parent,0 days 00:02:57.000000000,Very nice.,5310,177.0,2019-04-18 19:14:21,
22,child,0 days 00:02:57.000000000,Would you like them-,5310,177.0,2019-04-18 19:14:21,
23,parent,0 days 00:02:57.000000000,Would you?,5310,177.0,2019-04-18 19:14:21,Would you
24,child,0 days 00:02:57.000000000,Would you like them-,5310,177.0,2019-04-18 19:14:21,
25,parent,0 days 00:02:57.000000000,"Would you, could you?",5310,177.0,2019-04-18 19:14:21,"Would you, could you"
26,child,0 days 00:02:57.000000000,"Would you, could you in a car? Eat them, eat them, here they are.",5310,177.0,2019-04-18 19:14:21,"Would you, could you in a car"
27,parent,0 days 00:02:57.000000000,"Oh, my goodness!",5310,177.0,2019-04-18 19:14:21,
28,child,0 days 00:02:57.000000000,"I would not, I would not, I would not, not...",5310,177.0,2019-04-18 19:14:21,
29,parent,0 days 00:02:57.000000000,Could not.,5310,177.0,2019-04-18 19:14:21,
30,child,0 days 00:04:04.000000000,I would not. I would not. I ... not. That says-,7320,244.0,2019-04-18 19:15:28,
31,parent,0 days 00:04:07.000000000,"I [inaudible 00:04:07]. I would not, could not.",7410,247.0,2019-04-18 19:15:31,
32,child,0 days 00:04:11.000000000,"I would not, could not in a car. Would, would...",7530,251.0,2019-04-18 19:15:35,
33,parent,0 days 00:04:18.000000000,You.,7740,258.0,2019-04-18 19:15:42,
34,child,0 days 00:04:19.000000000,"You may like them, you will see.[crosstalk 00:04:23] You. (frustration noise) That's what it says!",7770,259.0,2019-04-18 19:15:43,
35,child,0 days 00:04:20.000000000,Why? Why?,7800,260.0,2019-04-18 19:15:44,Why::: Why
36,parent,0 days 00:04:23.000000000,"[inaudible 00:04:23]You may like them, you will see.",7890,263.0,2019-04-18 19:15:47,
37,child,0 days 00:04:23.000000000,That's what I sa[crosstalk 00:04:23],7890,263.0,2019-04-18 19:15:47,
38,parent,0 days 00:04:23.000000000,You may like them...,7890,263.0,2019-04-18 19:15:47,
39,child,0 days 00:04:47.000000000,In a tree!,8610,287.0,2019-04-18 19:16:11,
40,parent,0 days 00:04:48.000000000,Yay.,8640,288.0,2019-04-18 19:16:12,
41,child,0 days 00:04:50.000000000,Stop making funny sounds.,8700,290.0,2019-04-18 19:16:14,
42,child,0 days 00:04:54.000000000,I would not...,8820,294.0,2019-04-18 19:16:18,
43,parent,0 days 00:04:58.000000000,Could.,8940,298.0,2019-04-18 19:16:22,
44,child,0 days 00:04:59.000000000,"I would not, could not, in a tree.",8970,299.0,2019-04-18 19:16:23,
45,child,0 days 00:05:04.000000000,"Ug, Mommy, don't say anything.",9120,304.0,2019-04-18 19:16:28,
46,parent,0 days 00:05:06.000000000,Okay.,9180,306.0,2019-04-18 19:16:30,
47,child,0 days 00:05:08.000000000,Not in a car. You let me be.,9240,308.0,2019-04-18 19:16:32,
48,child,0 days 00:05:20.000000000,"Whoa, that's a lot of stuff I do.",9600,320.0,2019-04-18 19:16:44,
49,child,0 days 00:05:29.000000000,"I do not like them in a box. I do not like them with a fox. I do not like them in a house. I do not like them with a mouse. I do not like them here or there. I do not like them anywhere. I do not like them, I do not like green eggs and ham. I do not like them, Sam I am.",9870,329.0,2019-04-18 19:16:53,
50,parent,0 days 00:06:01.000000000,Wow!,10830,361.0,2019-04-18 19:17:25,
51,child,0 days 00:06:08.000000000,"A train, a train, a train, a train. Could you, would you, in a train?",11040,368.0,2019-04-18 19:17:32," Could you, would you, in a train"
52,parent,0 days 00:06:21.000000000,On a train.,11430,381.0,2019-04-18 19:17:45,
53,child,0 days 00:06:23.000000000,On a train. I-,11490,383.0,2019-04-18 19:17:47,
54,parent,0 days 00:06:28.000000000,Not.,11640,388.0,2019-04-18 19:17:52,
55,child,0 days 00:06:29.000000000,"Not on a train. Not in a tree. Not in a car. Not, Sam let me be.",11670,389.0,2019-04-18 19:17:53,
56,child,0 days 00:06:45.000000000,"I would not, I would not",12150,405.0,2019-04-18 19:18:09,
57,parent,0 days 00:06:51.000000000,Could.,12330,411.0,2019-04-18 19:18:15,
58,child,0 days 00:06:52.000000000,"Not. I would not, could not, in a box. I-",12360,412.0,2019-04-18 19:18:16,
59,parent,0 days 00:07:01.000000000,Could not.,12630,421.0,2019-04-18 19:18:25,
60,child,0 days 00:07:01.000000000,Could not.,12630,421.0,2019-04-18 19:18:25,
61,parent,0 days 00:07:03.000000000,Would not.,12690,423.0,2019-04-18 19:18:27,
62,child,0 days 00:07:04.000000000,"Would not in, with a fox.",12720,424.0,2019-04-18 19:18:28,
63,parent,0 days 00:07:10.000000000,Yeah.,12900,430.0,2019-04-18 19:18:34,
64,child,0 days 00:07:12.000000000,I will not eat them in-,12960,432.0,2019-04-18 19:18:36,
65,parent,0 days 00:07:16.000000000,With.,13080,436.0,2019-04-18 19:18:40,
66,child,0 days 00:07:17.000000000,With a mouse. I will not eat them in a house. I will not eat them here or there. I will not eat them anywhere. I do not like,13110,437.0,2019-04-18 19:18:41,
67,parent,0 days 00:07:33.000000000,Eat.,13590,453.0,2019-04-18 19:18:57,
68,child,0 days 00:07:35.000000000,"I do not eat green eggs and ham. I do not like them, Sam I am.",13650,455.0,2019-04-18 19:18:59,
69,child,0 days 00:07:50.000000000,"Say, in a dark? Here in the dark? Would you, could you, in the dark?",14100,470.0,2019-04-18 19:19:14,"Say, in a dark::: Here in the dark::: Would you, could you, in the dark"
