,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:00.000000000,Is there a light on there?,0,0.0,2019-05-13 11:30:52,Is there a light on there
1,child,0 days 00:00:02.000000000,Yeah.,60,2.0,2019-05-13 11:30:54,
2,parent,0 days 00:00:03.000000000,Is that one also dead?,90,3.0,2019-05-13 11:30:55,Is that one also dead
3,Speaker 3,0 days 00:00:19.000000000,No [inaudible.,570,19.0,2019-05-13 11:31:11,
4,Speaker 3,0 days 00:00:19.000000000,Okay. [inaudible when you're ready press [inaudible.,570,19.0,2019-05-13 11:31:11,
5,parent,0 days 00:00:19.000000000,Is that really uneven?,570,19.0,2019-05-13 11:31:11,Is that really uneven
6,child,0 days 00:00:21.000000000,That one.,630,21.0,2019-05-13 11:31:13,
7,parent,0 days 00:00:43.000000000,we read that one remember?,1290,43.0,2019-05-13 11:31:35,we read that one remember
8,child,0 days 00:00:44.000000000,I want to read that again.,1320,44.0,2019-05-13 11:31:36,
9,parent,0 days 00:00:46.000000000,You want to read that one again?,1380,46.0,2019-05-13 11:31:38,You want to read that one again
10,child,0 days 00:00:47.000000000,"Yeah, I like it [inaudible.",1410,47.0,2019-05-13 11:31:39,
11,parent,0 days 00:00:49.000000000,Are we ready?,1470,49.0,2019-05-13 11:31:41,Are we ready
12,Speaker 3,0 days 00:00:50.000000000,"Yes, you can start now.",1500,50.0,2019-05-13 11:31:42,
13,parent,0 days 00:00:51.000000000,"Okay. Camilla Cream loved lima beans. But she never ate them. All of her friends hated lima beans, and she wanted to fit in. Camilla was always worried about what other people thought of her. Today she was fretting even more than usual. It was the first day of school, and she couldn't decide what to wear. There were so many people to impress! She tried on forty-two outfits, but none seemed quite right. She put on a pretty red dress and looked in the mirror. Then she screamed.",1530,51.0,2019-05-13 11:31:43,
14,child,0 days 00:01:23.000000000,What?,2490,83.0,2019-05-13 11:32:15,What
15,parent,0 days 00:01:24.000000000,"[inaudible 00:01:24] Her mother ran into the room, and she screamed, too. “Oh my heavens! She cried, “You're completely covered with stripes!” This was certainly true. Camilla was striped from head to toe. She looked like a rainbow. Mrs. Cream felt Camilla's forehead. “Do you feel alright?” she asked.",2520,84.0,2019-05-13 11:32:16, “Do you feel alright
16,parent,0 days 00:01:43.000000000,"Go ahead.“I feel fine,” Camilla answered, “but just look at me!” “You get back in bed this instant,” her mother ordered. “You're not going to school today.” Camilla was relieved. She didn't want to miss the first day of school ...",3090,103.0,2019-05-13 11:32:35,
17,child,0 days 00:01:59.000000000,"I can't go, just like I couldn't go to school cause I was sick.",3570,119.0,2019-05-13 11:32:51,
