,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,child,0 days 00:00:20.000000000,(Whispering),600,20.0,2019-06-02 11:13:23,
1,Speaker 2,0 days 00:00:40.000000000,Okay you can start reading the story.,1200,40.0,2019-06-02 11:13:43,
2,parent,0 days 00:00:40.000000000,What stories do you have?,1200,40.0,2019-06-02 11:13:43,What stories do you have
3,Speaker 2,0 days 00:00:40.000000000,Yeah you just...,1200,40.0,2019-06-02 11:13:43,
4,parent,0 days 00:00:40.000000000,What it comes up[inaudible 00:00:41] Look at this. Want a short story?,1200,40.0,2019-06-02 11:13:43, Want a short story
5,child,0 days 00:00:41.000000000,This story.,1230,41.0,2019-06-02 11:13:44,
6,parent,0 days 00:00:41.000000000,Okay. Which one?,1230,41.0,2019-06-02 11:13:44, Which one
7,child,0 days 00:00:41.000000000,We don't know what this is. Excuse me...,1230,41.0,2019-06-02 11:13:44,
8,Speaker 2,0 days 00:01:16.000000000,You don't know how to move the pages. If you just touch that.,2280,76.0,2019-06-02 11:14:19,
9,parent,0 days 00:01:21.000000000,"Okay, thanks.",2430,81.0,2019-06-02 11:14:24,
10,parent,0 days 00:01:21.000000000,"How about the Grinch?[inaudible 00:01:35]The Grinch hated Christmas, the whole Christmas season. Now please don't ask why, no one quite knows the reason. It could be his head wasn't screwed on just right; it could be perhaps that his shoes were too tight. But I think that the most likely reason of all may have been that his heart was two size too small.",2430,81.0,2019-06-02 11:14:24,How about the Grinch
11,parent,0 days 00:02:16.000000000,"But whatever the reason, his heart or his shoes, he stood there on Christmas Eve hating the Who's. Staring down from his cave with his sour Grinchy frown.",4080,136.0,2019-06-02 11:15:19,
12,child,0 days 00:02:36.000000000,At the warm lighted windows[crosstalk 00:02:38],4680,156.0,2019-06-02 11:15:39,
13,parent,0 days 00:02:38.000000000,"(With Boy) Below in their town for he knew every Who down in Who-ville beneath was busy now hanging a mistletoe wreath. And they're hanging their stockings,” he snarled with a sneer. “Tomorrow is Christmas! It's practically here!” Then he growled with his Grinch fingers nervously drumming. “I must find some way to stop Christmas from coming!”",4740,158.0,2019-06-02 11:15:41,
14,parent,0 days 00:03:16.000000000,"For tomorrow, he knew all the Who girls and boys would wake bright and early, they'd rush for their toys and then! Oh the noise! Oh the noise, noise, noise, noise! That's the one thing he hated, the noise, noise, noise, noise! Then the Who's young and old will sit down to a feast, and they'd feast, and they'd feast, and they'd feast, feast, feast, feast! They'd feast on Who pudding and rare Who roast beast, which was something the Grinch couldn't stand in the least.",5880,196.0,2019-06-02 11:16:19,
15,parent,0 days 00:04:13.000000000,"Interesting. And then, they'd do something he liked least of all. Every Who down in Who-ville, the tall and the small, would stand close together with Christmas bells ringing, they'd stand hand in hand, and the Who's would start singing. They'd sing, and they'd sing, and they'd sing, sing, sing, sing! And the more the Grinch thought of this Who Christmas Sing, the more thought, “I must stop this whole thing!”",7590,253.0,2019-06-02 11:17:16,
16,parent,0 days 00:04:57.000000000,"Why for fifty-three years I've put up with it now. I must stop this Christmas from coming, but how? Then he got an idea, an awful idea, the Grinch got a wonderful, awful idea! “I know just what to do!” The Grinch laughed in his throat. “I'll make a quick Santa Claus hat and a coat.” And he chuckled and clucked, ""What a great Grinchy trick! With this coat and this hat, I look just like Saint Nick!”",8910,297.0,2019-06-02 11:18:00," I must stop this Christmas from coming, but how"
17,parent,0 days 00:05:44.000000000,"“All I need is a reindeer...” the Grinch looked around, but since reindeer are scarce, there was none to be found. Did that stop the old Grinch? No, the Grinch simply said, “If I can't find a reindeer, I'll make one instead.” So, he called his dog, Max. Then he took some red thread, and he tied a big horn on the top of his head.",10317,343.9,2019-06-02 11:18:47, Did that stop the old Grinch
18,parent,0 days 00:06:22.000000000,"Then, he loaded some bags and some old empty sacks on a ramshackle sleigh and he hitched up old Max. [inaudible 00:06:36] Then the Grinch said, “Giddup!” And the sleigh started down toward the homes where the Who's lay and snooze in their town.",11460,382.0,2019-06-02 11:19:25,
19,parent,0 days 00:06:55.000000000,"All their windows were dark. Quiet snow filled the air. All the Who's were all dreaming sweet dreams without care, when he came to the first little house on the square. “This is stop number one,” the old Grinch Claus hissed, and he climbed to the roof, empty bags in his fist. Then he slid down the chimney, a rather tight pinch. But if Santa could do, then so could the Grinch. He got stuck only once for a moment or two, then he stuck his head out of the fireplace flue, where the little Who stockings all hung in a row. “These stockings,” he grinned, “are the first things to go!”",12450,415.0,2019-06-02 11:19:58,
20,parent,0 days 00:07:53.000000000,"Then he slithered and slunk with a smile most unpleasant, around the whole room and he took every present. Pop guns and bicycles, roller skates, drums, checkerboards, tricycles, popcorn, and plums. And he stuffed them in bags, then the Grinch very nimbly, stuffed all the bags, one by one, up the chimney. Then he slunk to the icebox, he took the Who's feast, he took Who pudding, he took the roast beast. He cleaned out that icebox as quick as a flash. Why, that Grinch even took their last can of Who hash.",14190,473.0,2019-06-02 11:20:56,
21,parent,0 days 00:08:55.000000000,"Then he stuffed all the food up the chimney with glee. ""And now,"" grinned the Grinch, ""I'll stuff up the tree."" And the Grinch grabbed the tree, and he started to shove when he heard a small sound like the coo of a dove. He turned around fast, and he saw a small Who, little Cindy Lou Who, who was not more than two. The Grinch had been caught by this tiny Who daughter, who'd got out of bed for a cup of cold water. She stared at the Grinch and said, ""Santa Claus, why? Why are you taking our Christmas tree? Why?"" But you know that old Grinch was so smart and so slick. He thought up a lie, and he thought it up quick.",16050,535.0,2019-06-02 11:21:58,
