,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:00.000000000,"Any of mine in position. Okay, can I start?",0,0.0,2019-04-06 15:58:00," Okay, can I start"
1,Speaker 2,0 days 00:00:05.000000000,Just one second.,150,5.0,2019-04-06 15:58:05,
2,parent,0 days 00:00:05.000000000,Okay.,150,5.0,2019-04-06 15:58:05,
3,Speaker 2,0 days 00:00:06.000000000,"Okay, you can start.",180,6.0,2019-04-06 15:58:06,
4,parent,0 days 00:00:44.000000000,"Okay. Go dog, go dog.",1317,43.9,2019-04-06 15:58:44,
5,child,0 days 00:01:00.000000000,"Go dog, go.",1800,60.0,2019-04-06 15:59:00,
6,parent,0 days 00:01:03.000000000,Yeah. It doesn't move the book. This is a sure thing. Hold on.,1890,63.0,2019-04-06 15:59:03,
7,Speaker 2,0 days 00:01:05.000000000,"I think, yes.",1950,65.0,2019-04-06 15:59:05,
8,parent,0 days 00:01:05.000000000,"Oh, okay there. The big dog.",1950,65.0,2019-04-06 15:59:05,
9,child,0 days 00:01:29.000000000,But that is a small dog.,2670,89.0,2019-04-06 15:59:29,
10,parent,0 days 00:01:30.000000000,"That is the small dog, here.",2700,90.0,2019-04-06 15:59:30,
11,child,0 days 00:01:34.000000000,Little dog. [crosstalk 00:01:34],2820,94.0,2019-04-06 15:59:34,
12,parent,0 days 00:01:35.000000000,"Little dog, little, yeah? Big dog and little dog.",2850,95.0,2019-04-06 15:59:35,"Little dog, little, yeah"
13,child,0 days 00:01:41.000000000,"Big dog, little dog-[crosstalk 00:01:41]",3030,101.0,2019-04-06 15:59:41,
14,parent,0 days 00:01:41.000000000,"Big, big, big, big, big, big, big. And little dog, little dog, little dog, little dog. How many tails are many? Little dog, yeah? With a black and white dogs. Black and white dogs. Black and white, this only black? It's covered in black, that's not? Black and white dogs. Black and white dogs. This is only black-",3030,101.0,2019-04-06 15:59:41," How many tails are many::: Little dog, yeah::: Black and white, this only black::: It's covered in black, that's not"
15,child,0 days 00:02:01.000000000,Black and white? Black and white?,3630,121.0,2019-04-06 16:00:01,Black and white::: Black and white
16,parent,0 days 00:02:06.000000000,Yeah.,3780,126.0,2019-04-06 16:00:06,
17,child,0 days 00:02:09.000000000,And black and white.,3870,129.0,2019-04-06 16:00:09,
18,parent,0 days 00:02:10.000000000,"Yeah. The others were black, this is also right. Okay.",3897,129.9,2019-04-06 16:00:10,
19,child,0 days 00:02:10.000000000,Hello.,3897,129.9,2019-04-06 16:00:10,
20,parent,0 days 00:02:10.000000000,Hello.,3897,129.9,2019-04-06 16:00:10,
21,child,0 days 00:02:10.000000000,Hello.,3897,129.9,2019-04-06 16:00:10,
22,parent,0 days 00:02:16.000000000,"Hello [inaudible 00:02:22]. Before he says that, who says that hello?",4080,136.0,2019-04-06 16:00:16," Before he says that, who says that hello"
23,child,0 days 00:02:23.000000000,Him.,4290,143.0,2019-04-06 16:00:23,
24,parent,0 days 00:02:23.000000000,"This was hello, say that, and this one? Hello.",4290,143.0,2019-04-06 16:00:23,"This was hello, say that, and this one"
25,child,0 days 00:02:23.000000000,Hello.,4290,143.0,2019-04-06 16:00:23,
26,parent,0 days 00:02:23.000000000,And that? Do you like my hat? I do not. Goodbye.,4290,143.0,2019-04-06 16:00:23,And that::: Do you like my hat
27,child,0 days 00:02:25.000000000,"Man, man in yellow.",4350,145.0,2019-04-06 16:00:25,
28,parent,0 days 00:02:26.000000000,"This one, I would say goodbye, he says that.",4380,146.0,2019-04-06 16:00:26,
29,child,0 days 00:02:51.000000000,Who knew?,5130,171.0,2019-04-06 16:00:51,Who knew
30,parent,0 days 00:02:54.000000000,"And also the yellow one, says that goodbye, first he says that, and second he says goodbye. One little dog going in. There, you see, like what, this kind of this. This is like a father, yes?",5220,174.0,2019-04-06 16:00:54," This is like a father, yes"
31,child,0 days 00:05:32.000000000,Yeah.,9960,332.0,2019-04-06 16:03:32,
