,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,Speaker 1,0 days 00:00:05.000000000,"Okay, thank you.",150,5.0,2019-04-28 11:55:16,
1,parent,0 days 00:00:08.000000000,Are we ready or do you want me to...little bit of time?,240,8.0,2019-04-28 11:55:19,little bit of time
2,Speaker 1,0 days 00:00:12.000000000,"Oh, you can start now.",360,12.0,2019-04-28 11:55:23,
3,parent,0 days 00:00:14.000000000,"Alright, choose the story Toto. I think it's gonna say loading. You want one of these or to choose something else? Just swipe like that. Yeah. Harry, Spoon, The mitten. I think that's the selection Toto. I think you can read that one.",420,14.0,2019-04-28 11:55:25, You want one of these or to choose something else
4,child,0 days 00:00:32.000000000,It's pretty much a shorter one.,960,32.0,2019-04-28 11:55:43,
5,parent,0 days 00:00:34.000000000,Hm?,1020,34.0,2019-04-28 11:55:45,Hm
6,child,0 days 00:00:37.000000000,It's pretty much a shorter...,1110,37.0,2019-04-28 11:55:48,
7,parent,0 days 00:00:38.000000000,What does that one say? I am Sam.,1140,38.0,2019-04-28 11:55:49,What does that one say
8,child,0 days 00:00:42.000000000,I am Sam. First page.,1260,42.0,2019-04-28 11:55:53,
9,parent,0 days 00:00:47.000000000,"It is on the first page Toto. You need to swipe it. Oh there we go. Sam I am. Zoom it in a little bit. This one might need a little bit, my time to. You're going to swipe it? You do it. It went backwards, here.",1410,47.0,2019-04-28 11:55:58, You're going to swipe it
10,child,0 days 00:01:13.000000000,I think pressed first page.,2190,73.0,2019-04-28 11:56:24,
11,parent,0 days 00:01:17.000000000,"Should we try to do a different...well it will only do another one right now and then we'll go back to that one, okay? Maybe it just needs to reload, go back to it.",2310,77.0,2019-04-28 11:56:28,"well it will only do another one right now and then we'll go back to that one, okay"
12,parent,0 days 00:01:22.000000000,"Want to do that one again? Loading, Loading.",2460,82.0,2019-04-28 11:56:33,Want to do that one again
13,parent,0 days 00:01:27.000000000,I am Sam. Let's try a different one real quick first.,2610,87.0,2019-04-28 11:56:38,
14,parent,0 days 00:01:35.000000000,You want to do one of these?,2850,95.0,2019-04-28 11:56:46,You want to do one of these
15,parent,0 days 00:01:38.000000000,"Oh, Officer Buckle and Gloria? That's a pretty funny story.",2940,98.0,2019-04-28 11:56:49,"Oh, Officer Buckle and Gloria"
16,parent,0 days 00:01:42.000000000,Officer Buckle knew more safety tips than anyone else in Knapville. Every time he thought of a new one he thumb-tacked it to his bulletin board.,3060,102.0,2019-04-28 11:56:53,
17,parent,0 days 00:01:49.000000000,Safety tip number 77: Never stand on a Swivel chair. Why is that? Was he standing on the swivel chair?,3270,109.0,2019-04-28 11:57:00, Why is that::: Was he standing on the swivel chair
18,child,0 days 00:01:56.000000000,Yep. It could turn around and arou-,3480,116.0,2019-04-28 11:57:07,
19,parent,0 days 00:02:02.000000000,"Oh, we just have to push it I think instead of swipe it.",3660,122.0,2019-04-28 11:57:13,
20,parent,0 days 00:02:04.000000000,Officer Buckle shared his safety tips with the students at Knapville school. Nobody ever listened. Sometimes there was snoring.,3720,124.0,2019-04-28 11:57:15,
21,parent,0 days 00:02:12.000000000,"Uh-oh, is she doing something dangerous?",3960,132.0,2019-04-28 11:57:23,"Uh-oh, is she doing something dangerous"
22,child,0 days 00:02:15.000000000,Dangerous,4050,135.0,2019-04-28 11:57:26,
23,parent,0 days 00:02:15.000000000,Look at all the dangerous things that are happening here. What's happening?,4050,135.0,2019-04-28 11:57:26, What's happening
24,child,0 days 00:02:19.000000000,Shoe lace in untied... He fell down,4170,139.0,2019-04-28 11:57:30,
25,parent,0 days 00:02:22.000000000,How did he fall on?,4260,142.0,2019-04-28 11:57:33,How did he fall on
26,child,0 days 00:02:23.000000000,He fell on a tack... bu-,4290,143.0,2019-04-28 11:57:34,
27,parent,0 days 00:02:23.000000000,"I think he fell on the water from the water fountain, what's happened there to that kid?",4290,143.0,2019-04-28 11:57:34,"I think he fell on the water from the water fountain, what's happened there to that kid"
28,child,0 days 00:02:33.000000000,A book fell on his head... and she's-,4590,153.0,2019-04-28 11:57:44,
29,parent,0 days 00:02:35.000000000,Uh-oh and what could happen there?,4650,155.0,2019-04-28 11:57:46,Uh-oh and what could happen there
30,child,0 days 00:02:37.000000000,And she's standing on a [crosstalk 00:02:40],4710,157.0,2019-04-28 11:57:48,
31,parent,0 days 00:02:40.000000000,"Uh-oh, it looks so dangerous, so dangerous!",4800,160.0,2019-04-28 11:57:51,
32,parent,0 days 00:02:44.000000000,"Afterword... look at all these kids, aww, look at that, she dropped her yogurt I think. It was business as usual, Mrs. Topple, the principal, took down the welcome banner.",4920,164.0,2019-04-28 11:57:55,
33,parent,0 days 00:02:54.000000000,"“Never stand on a swivel chair!” Said Officer Buckle, but Mrs. Topple didn't hear him.",5220,174.0,2019-04-28 11:58:05,
34,parent,0 days 00:03:01.000000000,"Then one day Knapville's police department bought a police dog named Gloria. When it was time for Officer Buckle to give the safety speech at school, Gloria went along.",5430,181.0,2019-04-28 11:58:12,
35,parent,0 days 00:03:13.000000000,"“Children, this is Gloria.” Announced Officer Buckle. “Gloria obeys my commands. Gloria, sit!” And Gloria sat.",5790,193.0,2019-04-28 11:58:24,
36,parent,0 days 00:03:22.000000000,Officer Buckle gave safety tip number one: Keep your shoelaces tied. What's that kid doing?,6060,202.0,2019-04-28 11:58:33, What's that kid doing
37,child,0 days 00:03:27.000000000,Shoelaces untied.,6210,207.0,2019-04-28 11:58:38,
38,parent,0 days 00:03:29.000000000,The children sat up and stared. Why do they it's cool?,6270,209.0,2019-04-28 11:58:40, Why do they it's cool
39,child,0 days 00:03:32.000000000,It's because Gloria's putting up one finger.,6360,212.0,2019-04-28 11:58:43,
40,parent,0 days 00:03:39.000000000,"Officer Buckle checked to see if Gloria was sitting at attention, she was.",6570,219.0,2019-04-28 11:58:50,
41,parent,0 days 00:03:42.000000000,“Safety tip number two:” said Officer Buckle “Always wipe up spills before someone slips and falls.” The children's eyes popped.,6660,222.0,2019-04-28 11:58:53,
42,parent,0 days 00:03:55.000000000,[inaudible 00:03:55] Officer Buckle checked on Gloria again. “Good dog.” he said.,7050,235.0,2019-04-28 11:59:06,
43,parent,0 days 00:03:58.000000000,Officer Buckle thought of a safety tip he had discovered that morning. “Never leave a thumb-tack where you might sit on it.” The audience roared “Ahhh!”,7140,238.0,2019-04-28 11:59:09,
44,parent,0 days 00:04:12.000000000,"Officer Buckle grinned. He said the rest of the tips with plenty of expression. The children clapped their hands and cheered, some of them laughed until they cried. Officer Buckle was surprised, he had never noticed how funny safety tips could be. After this safety speech there wasn't a single accident.",7560,252.0,2019-04-28 11:59:23,
45,parent,0 days 00:04:31.000000000,"The next day an enormous envelope arrived at the police station. It was stuffed with thank you letters from the students at Knapville school “Dear Gloria and Officer Buckle, thanks for coming to our school. You are nice, your friend, George.”",8130,271.0,2019-04-28 11:59:42,
46,parent,0 days 00:04:49.000000000,Every letter had a drawing of Gloria on it. Officer Buckle thought the drawings showed a lot of imagination. Do you think that they drawings were funny?,8670,289.0,2019-04-28 12:00:00, Do you think that they drawings were funny
47,parent,0 days 00:05:00.000000000,"“Dear Gloria and Officer Buckle-” we just read this one. “Thanks for coming to our school. You are nice, your friend, George.”",9000,300.0,2019-04-28 12:00:11,
48,parent,0 days 00:05:08.000000000,"His favorite letter was written on star shaped piece of paper, it said",9240,308.0,2019-04-28 12:00:19,
49,child,0 days 00:05:12.000000000,"""You and Gloria a team, your friend, Claire. PS. Those were [phonetic 00:05:24] Ekrashient safety tips.",9360,312.0,2019-04-28 12:00:23,
50,parent,0 days 00:05:26.000000000,That's the letter!,9780,326.0,2019-04-28 12:00:37,
51,parent,0 days 00:05:30.000000000,"Officer Buckle was thumb-tacking Claire's letter to his bulletin board when the phone started ringing. Grade schools, High schools and daycare centers were calling about the safety speech!",9900,330.0,2019-04-28 12:00:41,
52,parent,0 days 00:05:38.000000000,"“Officer Buckle!” They said “Our students want to hear your safety tips, and please, bring along that police dog!”",10140,338.0,2019-04-28 12:00:49,
53,parent,0 days 00:05:45.000000000,Officer Buckle told his safety tips to three hundred and thirteen schools. Everywhere he and Gloria went children sat up and listened. After every speech Officer Buckle took Gloria out for ice cream. Officer Buckle loved having a buddy.,10350,345.0,2019-04-28 12:00:56,
54,parent,0 days 00:06:00.000000000,"Oh do you think they share? Look at, she's signing autographs, and eating ice cream. Does she look like she's dead?",10800,360.0,2019-04-28 12:01:11,Oh do you think they share::: Does she look like she's dead
55,parent,0 days 00:06:10.000000000,"Then one day a television news team video taped Officer Buckle in the state college auditorium. When he finished safety tip number ninety-nine: Do not go swimming during electrical storms, the students jumped to their feet and applauded. “Bravo! Bravo!” They cheered. Officer Buckle bowed again and again.",11100,370.0,2019-04-28 12:01:21,
56,parent,0 days 00:06:33.000000000,"That night Officer Buckle watched himself on the ten o'clock news. The next day the principal of Knapville school telephoned the police station. “Good morning, Officer Buckle. It's time for our safety speech.” Officer Buckle frowned “I'm not giving any more speeches. Nobody looks at me anyway.” “Oh.” said Mrs. Topple “Well how about Gloria, could she come?”",11790,393.0,2019-04-28 12:01:44," Topple “Well how about Gloria, could she come"
57,parent,0 days 00:06:55.000000000,"Uh-oh, what happened there?",12450,415.0,2019-04-28 12:02:06,"Uh-oh, what happened there"
58,parent,0 days 00:07:00.000000000,"Someone else from the police station gave Gloria a ride to the school. Gloria sat on stage looking lonely. Then she fell asleep, so did the audience. After Gloria left Knapville school had it's biggest accident ever! All the kids are sleeping.",12600,420.0,2019-04-28 12:02:11,
59,parent,0 days 00:07:14.000000000,"The next morning a pile of letters arrived at the police station. Every letter had a drawing of the accident. Officer Buckle was shocked! At the bottom of the pile was a note written on a paper star. Officer Buckle smiled. The note said “It started with a puddle of banana pudding” Uh-oh, there was the banana pudding. “Everyone slid smack into Mrs. Topple who screamed and let go of her hammer!” Was she standing on a swivel chair again?",13020,434.0,2019-04-28 12:02:25, Topple who screamed and let go of her hammer!” Was she standing on a swivel chair again
60,parent,0 days 00:07:42.000000000,"Gloria gave Officer Buckle a kiss on the nose. Officer Buckle gave Gloria a nice pat on the back, then Officer Buckle thought of his best safety tip yet. Oh, did we miss someone?",13860,462.0,2019-04-28 12:02:53," Oh, did we miss someone"
61,parent,0 days 00:07:51.000000000,"“Gloria missed you yesterday. Your friend, Claire. PS. Don't worry, I was wearing my safety helmet. Safety tip number 7.” Oh are you going backwards? Oh.",14130,471.0,2019-04-28 12:03:02,” Oh are you going backwards
62,parent,0 days 00:08:02.000000000,"“Mrs. Topple, who screamed and let go of her hammer!” Look at that, the hammer dented her helmet.",14460,482.0,2019-04-28 12:03:13,
63,parent,0 days 00:08:12.000000000,Safety tip number one oh one: always stick with your buddy. There's all of the stars. You want to go back to the bookshelf?,14760,492.0,2019-04-28 12:03:23, You want to go back to the bookshelf
64,child,0 days 00:08:25.000000000,Sure,15150,505.0,2019-04-28 12:03:36,
65,parent,0 days 00:08:26.000000000,"Did you want to read, we just read that one. Did you want to go back to... Green Eggs and Ham?",15180,506.0,2019-04-28 12:03:37, Green Eggs and Ham
66,child,0 days 00:08:32.000000000,"Green Eggs, Ham! Green Eggs and Ham!",15360,512.0,2019-04-28 12:03:43,
67,parent,0 days 00:08:35.000000000,I am Sam. Sam I am.,15450,515.0,2019-04-28 12:03:46,
68,child,0 days 00:09:25.000000000,"Sam I am. That's Sam I am, that's Sam I am, I do not like that, Sam I am.",16950,565.0,2019-04-28 12:04:36,
69,child,0 days 00:09:27.000000000,Do you like green eggs and ham?,17010,567.0,2019-04-28 12:04:38,Do you like green eggs and ham
70,child,0 days 00:09:27.000000000,"I do not like them, Sam I am. I do not like green eggs and ham.",17010,567.0,2019-04-28 12:04:38,
71,child,0 days 00:09:27.000000000,Would you like to eat them here or there?,17010,567.0,2019-04-28 12:04:38,Would you like to eat them here or there
72,child,0 days 00:09:30.000000000,I will not eat them here or there. I will not like them. I will not like them anywhere. I do not like green eggs and ham.,17100,570.0,2019-04-28 12:04:41,
73,parent,0 days 00:09:31.000000000,"I do not like them, Sam I am.",17130,571.0,2019-04-28 12:04:42,
74,child,0 days 00:09:32.000000000,[crosstalk 00:09:32] I do not like green eggs and ham! Sam. Would you like to eat them in a house,17160,572.0,2019-04-28 12:04:43,
75,parent,0 days 00:09:32.000000000,Would you like them in a house?,17160,572.0,2019-04-28 12:04:43,Would you like them in a house
76,child,0 days 00:09:35.000000000,In a house. Would like them with a mouse?,17250,575.0,2019-04-28 12:04:46, Would like them with a mouse
77,child,0 days 00:09:38.000000000,I do not like them Sam-,17340,578.0,2019-04-28 12:04:49,
78,parent,0 days 00:09:38.000000000,In a-,17340,578.0,2019-04-28 12:04:49,
79,child,0 days 00:09:41.000000000,"In a house. I do not like them with a mouse. I do not like them here or there. I do not like them anywhere! I do not like green eggs and ham. I do not like them, Sam I am.",17430,581.0,2019-04-28 12:04:52,
80,parent,0 days 00:09:55.000000000,So emphatic!... Would you?,17850,595.0,2019-04-28 12:05:06, Would you
