,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,child,0 days 00:00:00.000000000,Or just take a picture,0,0.0,2019-03-15 17:14:31,
1,Speaker 2,0 days 00:00:08.000000000,You can start anytime you want.,240,8.0,2019-03-15 17:14:39,
2,parent,0 days 00:00:09.000000000,"Okay. Let's see. Not in a box, not with a fox, not in a house [crosstalk 00:00:16]",270,9.0,2019-03-15 17:14:40,
3,child,0 days 00:00:15.000000000,I already read this.,450,15.0,2019-03-15 17:14:46,
4,parent,0 days 00:00:16.000000000,"Oh, okay.",480,16.0,2019-03-15 17:14:47,
5,parent,0 days 00:00:17.000000000,"Would you, could you, in a car? Eat them, eat them, here they are. I would not, could not, in a car. You may like them, you will see. You may like them, in a tree. I would not, could not, in a tree. Not in a car, you let me be.",510,17.0,2019-03-15 17:14:48,"Would you, could you, in a car"
6,parent,0 days 00:00:35.000000000,"I do not like them in a box, I do not like them with a fox. I do not like them in a house, I do not like them with a mouse.",1050,35.0,2019-03-15 17:15:06,
7,parent,0 days 00:00:40.000000000,I do not like them here or there. I do not like them anywhere [crosstalk 00:00:44],1200,40.0,2019-03-15 17:15:11,
8,child,0 days 00:00:43.000000000,He would like this thing,1290,43.0,2019-03-15 17:15:14,
9,parent,0 days 00:00:44.000000000,Mm-hmm (affirmative).,1320,44.0,2019-03-15 17:15:15,
10,child,0 days 00:00:46.000000000,There's this thing [crosstalk 00:00:46],1380,46.0,2019-03-15 17:15:17,
11,parent,0 days 00:00:46.000000000,"Don't close the, what are you looking at?",1380,46.0,2019-03-15 17:15:17,"Don't close the, what are you looking at"
12,child,0 days 00:00:48.000000000,Same I's and same Denode,1440,48.0,2019-03-15 17:15:19,
13,parent,0 days 00:00:52.000000000,Yeah there's all the I's and then all the d's for the word [crosstalk 00:00:55],1560,52.0,2019-03-15 17:15:23,
14,child,0 days 00:00:55.000000000,Every time there's the same line of letters,1650,55.0,2019-03-15 17:15:26,
15,parent,0 days 00:00:58.000000000,Until it gets to where? Kind of like the fifth word huh?,1740,58.0,2019-03-15 17:15:29,Until it gets to where::: Kind of like the fifth word huh
16,child,0 days 00:01:02.000000000,Yeah,1860,62.0,2019-03-15 17:15:33,
17,parent,0 days 00:01:03.000000000,"I do not like green eggs and ham, I do not like them Sam I am. A train, a train, a train, a train, could you would you on a train. Not on a train not on in a tree. [crosstalk 00:01:14] Not in a car, Sam let me be.",1890,63.0,2019-03-15 17:15:34,
18,child,0 days 00:01:16.000000000,"Look it, look it, D's and O and then",2280,76.0,2019-03-15 17:15:47,
19,parent,0 days 00:01:19.000000000,Where?,2370,79.0,2019-03-15 17:15:50,Where
20,child,0 days 00:01:20.000000000,"D and O and then we, we, we, we, see, we.",2400,80.0,2019-03-15 17:15:51,
21,parent,0 days 00:01:26.000000000,Mm-hmm (affirmative).,2580,86.0,2019-03-15 17:15:57,
22,child,0 days 00:01:27.000000000,Whoa.,2610,87.0,2019-03-15 17:15:58,
23,parent,0 days 00:01:28.000000000,"Why would not, could not in a box. I...",2640,88.0,2019-03-15 17:15:59,
24,child,0 days 00:01:31.000000000,Oh look it.,2730,91.0,2019-03-15 17:16:02,
25,parent,0 days 00:01:32.000000000,"Could not, would not with a fox.",2760,92.0,2019-03-15 17:16:03,
26,child,0 days 00:01:37.000000000,Wait. [inaudible 00:01:38],2910,97.0,2019-03-15 17:16:08,
