,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
0,parent,0 days 00:00:01.000000000,"Short story or long story, let's do the long story. We did that last time. How about A Bad Case of Stripes? You want to do that one?",30.0,1.0,2019-05-11 14:10:25, How about A Bad Case of Stripes::: You want to do that one
1,child,0 days 00:00:13.000000000,No.,390.0,13.0,2019-05-11 14:10:37,
2,parent,0 days 00:00:13.000000000,"No? I guess that's it. Oh no, maybe not. You want this one? Horton Hatches the Egg?",390.0,13.0,2019-05-11 14:10:37,No::: You want this one::: Horton Hatches the Egg
3,child,0 days 00:00:25.000000000,No.,750.0,25.0,2019-05-11 14:10:49,
4,parent,0 days 00:00:25.000000000,How about Frog and Toad? Cloudy Chance of Meatballs?,750.0,25.0,2019-05-11 14:10:49,How about Frog and Toad::: Cloudy Chance of Meatballs
5,child,0 days 00:00:28.000000000,Yay!,840.0,28.0,2019-05-11 14:10:52,
6,parent,0 days 00:00:28.000000000,Okay.,840.0,28.0,2019-05-11 14:10:52,
7,child,0 days 00:00:28.000000000,Because I watched that movie.,840.0,28.0,2019-05-11 14:10:52,
8,parent,0 days 00:00:33.000000000,Okay. Okay here we go.,990.0,33.0,2019-05-11 14:10:57,
9,child,0 days 00:00:35.000000000,We were all sitting around in the big kitchen table. It was Saturday morning. Pancake morning. Mom was squeezing orange juice. Henry-,1050.0,35.0,2019-05-11 14:10:59,
10,parent,0 days 00:00:45.000000000,Uh-uh (negative.) Mom was squeezing...,1350.0,45.0,2019-05-11 14:11:09,
11,child,0 days 00:00:47.000000000,Mom was squeezing oranges for juice. Henry and I were betting on how many pancakes we each could eat. Is that too much?,1410.0,47.0,2019-05-11 14:11:11, Is that too much
12,parent,0 days 00:01:02.000000000,No that's fine. And...,1860.0,62.0,2019-05-11 14:11:26,
13,child,0 days 00:01:04.000000000,And...,1920.0,64.0,2019-05-11 14:11:28,
14,parent,0 days 00:01:04.000000000,Use your finger.,1920.0,64.0,2019-05-11 14:11:28,
15,child,0 days 00:01:06.000000000,Grandpa was doing the flipping.,1980.0,66.0,2019-05-11 14:11:30,
16,parent,0 days 00:01:08.000000000,"Mm-hmm (affirmative) Oh, there we go.",2040.0,68.0,2019-05-11 14:11:32,
17,child,0 days 00:01:18.000000000,Seconds later something flew through the air and headed towards the kitchen ceiling. Right on Henry.,2340.0,78.0,2019-05-11 14:11:42,
18,parent,0 days 00:01:26.000000000,Mm-hmm (affirmative.) That's funny.,2580.0,86.0,2019-05-11 14:11:50,
19,child,0 days 00:01:30.000000000,After we realized that...,2700.0,90.0,2019-05-11 14:11:54,
20,parent,0 days 00:01:33.000000000,You got to go sit down.,2790.0,93.0,2019-05-11 14:11:57,
21,child,0 days 00:01:34.000000000,"The flying object was only a pancake we all laughed, even grandpa. Breakfast continued quite...",2820.0,94.0,2019-05-11 14:11:58,
